"DeptCode","Vote","VoteStatType","AuthorityCode_Text_English","AuthorityCode_Text_French","Item","FY2014","FY2015","FY2016","FY2017"
"CNEDA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,30106
"CNEDA","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",503,481,59,0
"CNMI",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",127484000,19384000,140122000,76545000
"CNMI",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEA",0,354947000,6100000,134920000
"CNMI",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",0,0,0,2269000
"CPC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",22210000,22210000,22210000,22210000
"CPCC",1,1,"Operating and Program","Fonctionnement et Programme","ME",2439807,0,18853197,20963206
"CPCC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,0,628559
"CPCC",1,1,"Operating and Program","Fonctionnement et Programme","VA",30146,0,362645,456110
"CPCC",3,1,"Operating and Program","Fonctionnement et Programme","ME",0,2434137,0,0
"CPCC",3,1,"Operating and Program","Fonctionnement et Programme","SEA",0,1,0,0
"CPCC",3,1,"Operating and Program","Fonctionnement et Programme","SEC",0,8239414,0,0
"CPCC",3,1,"Operating and Program","Fonctionnement et Programme","VA",0,67190,0,0
"CPCC",7,2,"Capital","Capital","SEC",0,-6259365,0,0
"CPCC",7,2,"Capital","Capital","VA",0,6259365,0,0
"CPCC",9,3,"Grants & Contributions","Subventions et Contributions","SEC",0,-1716972,0,0
"CPCC",9,3,"Grants & Contributions","Subventions et Contributions","VA",0,1716972,0,0
"CPCC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",136553,139948,622077,631025
"CPCC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-18129,273930,-118677,0
"CRTC",1,1,"Operating and Program","Fonctionnement et Programme","ME",3945670,5379872,5072595,5040595
"CRTC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",819501,0,0,0
"CRTC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",629073,-96626,0,0
"CRTC",1,1,"Operating and Program","Fonctionnement et Programme","VA",2582710,2656947,2763990,2637884
"CRTC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",6641029,6877018,7051100,6445602
"CRTC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-211519,-461821,-819030,0
"CRTC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",33373,0,0,0
"CRTC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",7883,420,955,0
"CSA",1,1,"Operating and Program","Fonctionnement et Programme","ME",155266004,169304033,184497707,161268874
"CSA",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,690000,0,0
"CSA",1,1,"Operating and Program","Fonctionnement et Programme","SEB",6026643,0,0,8582533
"CSA",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,13840001,0,0
"CSA",1,1,"Operating and Program","Fonctionnement et Programme","VA",8149427,7763300,0,10826383
"CSA",10,3,"Grants & Contributions","Subventions et Contributions","ME",39306853,45356265,45748000,60966000
"CSA",10,3,"Grants & Contributions","Subventions et Contributions","SEB",2586001,0,10193500,0
"CSA",10,3,"Grants & Contributions","Subventions et Contributions","SEC",0,0,1,0
"CSA",5,2,"Capital","Capital","ME",257955633,258964761,192112456,122419635
"CSA",5,2,"Capital","Capital","SEA",0,3310000,0,0
"CSA",5,2,"Capital","Capital","SEB",-4603000,0,-193500,4200532
"CSA",5,2,"Capital","Capital","SEC",0,-13840000,0,0
"CSA",5,2,"Capital","Capital","VA",8932570,7474576,18309150,42045621
"CSA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",9918684,9803222,10036658,9155402
"CSA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-867801,-1157738,-1403529,0
"CSA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,172967
"CSA","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",69927,60508,48203,0
"CSC",1,1,"Operating and Program","Fonctionnement et Programme","ME",1913020536,1928746713,1925556005,1962343216
"CSC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",1589000,0,31590964,12037835
"CSC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",-22928,1788446,0,113395250
"CSC",1,1,"Operating and Program","Fonctionnement et Programme","VA",249018058,62866960,70158639,147164942
"CSC",5,2,"Capital","Capital","ME",184244519,176944519,185711724,208941724
"CSC",5,2,"Capital","Capital","SEA",0,8850000,0,0
"CSC",5,2,"Capital","Capital","SEB",-5214180,0,0,212731
"CSC",5,2,"Capital","Capital","SEC",0,2251554,-1138315,-7297614
"CSC",5,2,"Capital","Capital","VA",78549004,51670278,45618773,46000077
"CSC","S",0,"CORCAN Revolving Fund","Fonds renouvelable CORCAN","SA",5263437,4245148,4155690,0
"CSC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",237417337,244797694,251324350,229424223
"CSC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-682247,-26284711,-43240050,0
"CSC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,22540,866518
"CSC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,21132808
"CSC","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",34216,27805,1846,0
"CSC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",2371800,1464084,1914968,0
"CSEC",1,1,"Operating and Program","Fonctionnement et Programme","ME",796802239,503831701,546109459,560506384
"CSEC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",9914106,0,7007403,11314980
"CSEC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",610528,38765007,8939072,0
"CSEC",1,1,"Operating and Program","Fonctionnement et Programme","VA",21833951,53279546,19537898,21601037
"CSEC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",32329679,34370029,37515359,35477339
"CSEC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",5144656,3957328,-4107109,0
"CSEC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",184187,0,0,574970
"CSEC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,648400,262467,0
"CSEC","S",0,"Losses on Foreign Exchange","Pertes d'opérations de change","SA",0,30884,9113,0
"CSEC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",112892,52348,74301,0
"CSIS",1,1,"Operating and Program","Fonctionnement et Programme","ME",468824514,488215677,518483607,526615028
"CSIS",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,15344881,0,275157
"CSIS",1,1,"Operating and Program","Fonctionnement et Programme","SEB",5229374,0,-1925381,6025220
"CSIS",1,1,"Operating and Program","Fonctionnement et Programme","SEC",-738300,-453241,21248931,0
"CSIS",1,1,"Operating and Program","Fonctionnement et Programme","VA",6543601,25456149,23751650,20764812
"CSIS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",47412243,48821568,53585459,50477031
"CSIS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-552902,-2296273,-8362114,0
"CSIS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,0,47511
"CSIS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,408334,0
"CSIS","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",643623,979367,991000,0
"CT",1,1,"Operating and Program","Fonctionnement et Programme","ME",2186169,0,0,0
"CT",1,1,"Operating and Program","Fonctionnement et Programme","VA",-1693621,0,0,0
"CT","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",159137,0,0,0
"CT","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-66307,0,0,0
"CTA",1,1,"Operating and Program","Fonctionnement et Programme","ME",24299370,24313366,24290330,27714765
"CTA",1,1,"Operating and Program","Fonctionnement et Programme","VA",1598974,1527352,927405,2284405
"CTA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",3351252,3420038,3501757,3199401
"CTA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-130845,-188794,-423168,0
"CTA","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",9621,13,0,0
"CTAIB",1,1,"Operating and Program","Fonctionnement et Programme","ME",25757380,26290301,26267261,26202261
"CTAIB",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,0,1538000
"CTAIB",1,1,"Operating and Program","Fonctionnement et Programme","SEC",301000,0,0,0
"CTAIB",1,1,"Operating and Program","Fonctionnement et Programme","VA",2677687,789398,1186501,2430224
"CTAIB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",3285011,3439498,3521391,3214293
"CTAIB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",197604,-21107,-206870,0
"CTAIB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,307600
"CTAIB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",39000,0,0,0
"CTAIB","S",0,"Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques","SA",28698,35690,70592,0
"CTAIB","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",17128,13311,20195,0
"EA",1,1,"Operating and Program","Fonctionnement et Programme","ME",1379893098,1451334915,1458048856,1557659937
"EA",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,39074405,18214402
"EA",1,1,"Operating and Program","Fonctionnement et Programme","SEB",24636914,0,72308682,86520370
"EA",1,1,"Operating and Program","Fonctionnement et Programme","SEC",53238798,78262528,33459898,20758063
"EA",1,1,"Operating and Program","Fonctionnement et Programme","VA",133113409,71772470,62974763,115450086
"EA",10,3,"Grants & Contributions","Subventions et Contributions","ME",3431944508,3573409668,3529676551,3903486753
"EA",10,3,"Grants & Contributions","Subventions et Contributions","SEB",-379803,0,402983496,297169210
"EA",10,3,"Grants & Contributions","Subventions et Contributions","SEC",235509851,365071670,319305774,395370000
"EA",12,9,"Other","Autre","SEB",1,0,0,0
"EA",15,1,"Operating and Program","Fonctionnement et Programme","ME",50779000,50779000,50779000,66273000
"EA",15,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,13927000,0
"EA",15,1,"Operating and Program","Fonctionnement et Programme","SEC",1753339,3705724,0,0
"EA",15,1,"Operating and Program","Fonctionnement et Programme","VA",0,10023000,0,0
"EA",17,4,"Debt Forgiveness","Radiation de dettes","SEC",0,0,18009733,0
"EA",20,9,"Other","Autre","ME",0,1,1,1
"EA",20,9,"Other","Autre","SEC",0,1,0,1
"EA",5,2,"Capital","Capital","ME",145274489,103546437,124444220,106313014
"EA",5,2,"Capital","Capital","SEA",133617958,0,0,0
"EA",5,2,"Capital","Capital","SEB",628443,0,81973271,63906882
"EA",5,2,"Capital","Capital","SEC",2505001,25690092,-28541013,-2100000
"EA",5,2,"Capital","Capital","VA",41407646,51523284,35540741,27029549
"EA","S",0,"Advance Market Commitment for Pneumococcal Vaccines","Mécanisme de garantie de marchés pour le vaccin antipneumococcique","SEB",10915566,0,0,0
"EA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",96141162,102248879,107091769,140842162
"EA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",8954619,-1344721,-13051973,0
"EA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",422823,0,1847715,800179
"EA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",1273553,0,2301769,2583470
"EA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",3957209,5273049,3187372,3867531
"EA","S",0,"Losses on Foreign Exchange","Pertes d'opérations de change","SA",142710469,36763571,28965984,0
"EA","S",0,"Payments to International Financial Institutions - Direct payments","Paiements aux institutions financières internationales - Paiements directs","ME",245000000,245000000,245000000,227048000
"EA","S",0,"Payments to International Financial Institutions - Direct payments","Paiements aux institutions financières internationales - Paiements directs","SA",-5977373,-4960045,-4227359,0
"EA","S",0,"Payments to International Financial Institutions - Direct payments","Paiements aux institutions financières internationales - Paiements directs","SEC",0,47500000,0,5443748
"EA","S",0,"Payments under the Diplomatic Service (Special) Superannuation Act","Paiements en vertu de la Loi sur la pension spéciale du service diplomatique","ME",250000,250000,250000,250000
"EA","S",0,"Payments under the Diplomatic Service (Special) Superannuation Act","Paiements en vertu de la Loi sur la pension spéciale du service diplomatique","SA",-47770,-8795,131467,0
"EA","S",0,"Pursuant to section 24.1 of the Financial Administration Act, to forgive an amount up to $449,533,044 owed by the Government of the Islamic Republic of Pakistan, in relation to loan agreements, subject to the conditions described in the Memorandum of Understanding signed on April 20, 2006 between the Government of Canada and the Government of the Islamic Republic of Pakistan","Conformément à l'article 24.1 de la Loi sur la gestion des finances publiques, faire grâce d'un montant jusqu'à concurrence de 449 533 044 $ que doit le gouvernement de la République islamique du Pakistan relativement à des ententes de prêt, sous réserve des conditions énoncées dans le protocole d'entente signé le 20 avril 2006 entre le gouvernement du Canada et le gouvernement de la République islamique du Pakistan","SA",172252006,124639977,124639977,0
"EA","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",16086,20116,58256,0
"EA","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",242900,248300,250500,253200
"EA","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",-6141,-127,0,0
"EA","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3304887,3747716,4572788,0
"EC",1,1,"Operating and Program","Fonctionnement et Programme","ME",687165091,695731283,605313460,700976667
"EC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,9550278,93571679,11484108
"EC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",16005105,0,13742768,20470022
"EC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",6489324,-198461,-1000000,18272704
"EC",1,1,"Operating and Program","Fonctionnement et Programme","VA",47852335,38788039,39216348,84813152
"EC",10,3,"Grants & Contributions","Subventions et Contributions","ME",107286053,114340903,154303510,119485748
"EC",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,4000000,-22569049,11140000
"EC",10,3,"Grants & Contributions","Subventions et Contributions","SEB",24994612,0,14698898,1082500
"EC",10,3,"Grants & Contributions","Subventions et Contributions","SEC",34560,885077,3000000,177568640
"EC",5,2,"Capital","Capital","ME",52789150,63297504,60539382,82361087
"EC",5,2,"Capital","Capital","SEA",0,7550000,2867000,250000
"EC",5,2,"Capital","Capital","SEB",1737610,0,1174025,-118000
"EC",5,2,"Capital","Capital","SEC",720000,-250000,0,0
"EC",5,2,"Capital","Capital","VA",11736758,13789374,9291642,2081508
"EC","S",0,"Canada Foundation for Sustainable Development Technology Grant","Subvention pour la Fondation du Canada pour l'appui technologique au développement durable","SA",0,337616,2290112,0
"EC","S",0,"Collection Agency Fees","Honoraires - Agence de recouvrement","SA",0,0,2305,0
"EC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",84846736,87599286,81849346,84366513
"EC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",2737926,-4047821,-14067243,0
"EC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,722764,10717375,1246960
"EC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",1052512,0,1675866,2320140
"EC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",888040,0,0,0
"EC","S",0,"Nature Conservancy of Canada","La société canadienne pour la conservation de la nature","SEB",8792488,0,0,0
"EC","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",546668,845530,0,0
"EC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",80300,82100,83500,84400
"EC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",2698781,1686334,1939146,0
"ECBC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",49536000,0,0,0
"ECBC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",-37152000,0,0,0
"EDC","S",0,"Administrative fees","Frais administratif","SA",2597096,3699980,8210494,0
"ERC",1,1,"Operating and Program","Fonctionnement et Programme","ME",858554,848114,1447634,847634
"ERC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,600001,0,0
"ERC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",710001,0,0,835946
"ERC",1,1,"Operating and Program","Fonctionnement et Programme","VA",41539,42928,42406,39400
"ERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",102864,104734,107228,97876
"ERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",51657,49396,48905,0
"ERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,91189
"FBCL",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",21040000,35281996,31414312,22885386
"FBCL",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",0,0,2011135,0
"FBCL",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",0,0,8356417,698501
"FCAC","S",0,"Payments under section 13 of the Financial Consumer Agency of Canada Act","Paiements en vertu de l'article 13 de la Loi sur l'Agence de la consommation en matière financière du Canada","SA",17890076,16272429,17426626,0
"FCAC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",290,136,38,0
"FEDSO",1,1,"Operating and Program","Fonctionnement et Programme","ME",26037429,25859077,25753625,24394707
"FEDSO",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,0,0,-21600
"FEDSO",1,1,"Operating and Program","Fonctionnement et Programme","VA",1281101,1301871,1116225,2087789
"FEDSO",5,3,"Grants & Contributions","Subventions et Contributions","ME",177631522,186239502,205479871,242198502
"FEDSO",5,3,"Grants & Contributions","Subventions et Contributions","SEA",0,0,22200000,0
"FEDSO",5,3,"Grants & Contributions","Subventions et Contributions","SEC",0,-4000000,0,0
"FEDSO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",3093164,3151140,3214356,2755440
"FEDSO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-38294,61955,-376252,0
"FEDSO","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",2000,2000,0,0
"FEDSO","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,-811,0,0
"FEDSO","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",33545,0,0,0
"FIN",1,1,"Operating and Program","Fonctionnement et Programme","ME",114981053,99936668,90740545,89280597
"FIN",1,1,"Operating and Program","Fonctionnement et Programme","SEB",3048896,0,5820073,32020582
"FIN",1,1,"Operating and Program","Fonctionnement et Programme","SEC",4692664,4452906,1500000,3892641
"FIN",1,1,"Operating and Program","Fonctionnement et Programme","VA",5050899,4732865,14536562,9762753
"FIN",10,9,"Other","Autre","ME",0,1,0,0
"FIN",5,3,"Grants & Contributions","Subventions et Contributions","ME",5035000,3035000,0,0
"FIN",5,9,"Other","Autre","ME",0,0,1,1
"FIN",6,9,"Other","Autre","SEB",1,0,0,0
"FIN",7,9,"Other","Autre","SEB",0,0,1,0
"FIN",8,9,"Other","Autre","SEB",1,0,0,0
"FIN",9,9,"Other","Autre","SEC",1,0,0,0
"FIN","S",0,"Additional Fiscal Equalization Offset Payment to Nova Scotia (Nova Scotia and Newfoundland and Labrador Additional Fiscal Equalization Offset Payments Act)","Paiement de péréquation compensatoire supplémentaire - Nouvelle-Écosse (Loi sur les paiements de péréquation compensatoires supplémentaires à la Nouvelle-Écosse et à Terre-Neuve-et-Labrador)","ME",64481000,36779000,33255000,19957000
"FIN","S",0,"Additional fiscal equalization to Nova Scotia (Part I - Federal-Provincial Fiscal Arrangements Act)","Paiement de péréquation supplémentaire - Nouvelle-Écosse (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",138275000,79348000,16026000,-27918000
"FIN","S",0,"Additional fiscal equalization to Nova Scotia (Part I - Federal-Provincial Fiscal Arrangements Act)","Paiement de péréquation supplémentaire - Nouvelle-Écosse (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEC",-7091000,8838000,-5428000,44325000
"FIN","S",0,"Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)","Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",-3702944000,-3872657000,-4043422000,-4022927000
"FIN","S",0,"Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)","Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",195205000,183316000,164244000,0
"FIN","S",0,"Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)","Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEB",6922000,0,290772000,123333000
"FIN","S",0,"Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)","Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEC",34159000,48589000,-58062000,-51962000
"FIN","S",0,"Canada Health Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfert canadien en matière de santé (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",32114033000,34026107000,36067673000,37149703000
"FIN","S",0,"Canada Health Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfert canadien en matière de santé (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",-241637,-1489145,-10091737,0
"FIN","S",0,"Canada Health Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfert canadien en matière de santé (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEC",215000,0,0,0
"FIN","S",0,"Canada social Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfert canadien en matière de programmes sociaux (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",12581729000,12959181000,13347956000,13748395000
"FIN","S",0,"Canadian Securities Regulation Regime Transition Office (Canadian Securities Regulation Regime Transition Office Act)","Bureau de transition vers un régime canadien de réglementation des valeurs mobilières (Loi sur le Bureau de transition vers un régime canadien de réglementation des valeurs mobilières)","ME",9100000,0,0,0
"FIN","S",0,"Canadian Securities Regulation Regime Transition Office (Canadian Securities Regulation Regime Transition Office Act)","Bureau de transition vers un régime canadien de réglementation des valeurs mobilières (Loi sur le Bureau de transition vers un régime canadien de réglementation des valeurs mobilières)","SEC",44000000,0,0,0
"FIN","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",11938081,12097341,12221830,11036737
"FIN","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-530104,-1202945,-1814964,0
"FIN","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",177293,0,81917,109820
"FIN","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",45113,131578,0,524773
"FIN","S",0,"Debt payments on behalf of poor countries to international organizations pursuant to section 18(1) of the Economic Recovery Act","Paiements de dettes à des organisations internationales au nom des pays pauvres en vertu du paragraphe 18(1) de la Loi sur la reprise économique","ME",51200000,51200000,51200000,51200000
"FIN","S",0,"Establishment of a Canadian Securities Regulation Regime and Canadian Regulatory Authority (Budget Implementation Act, 2009)","Mise sur pied d'un régime canadien et d'un organisme national de réglementation des valeurs mobilières (Loi d'exécution du budget de 2009)","SA",18200000,0,0,0
"FIN","S",0,"Establishment of a Canadian Securities Regulation Regime and Canadian Regulatory Authority (Budget Implementation Act, 2009)","Mise sur pied d'un régime canadien et d'un organisme national de réglementation des valeurs mobilières (Loi d'exécution du budget de 2009)","SEB",115800000,0,0,0
"FIN","S",0,"Establishment of a Canadian Securities Regulation Regime and Canadian Regulatory Authority (Budget Implementation Act, 2009)","Mise sur pied d'un régime canadien et d'un organisme national de réglementation des valeurs mobilières (Loi d'exécution du budget de 2009)","SEC",35000000,0,0,0
"FIN","S",0,"Fiscal Equalization (Part I - Federal-Provincial Fiscal Arrangements Act)","Péréquation fiscale (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",16669278000,17341310000,17880415000,18253657000
"FIN","S",0,"Fiscal Stabilization (Part II — Federal-Provincial Fiscal Arrangements Act)","Stabilisation fiscale (Partie II — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",103400000,283059600,0,0
"FIN","S",0,"Funding for Home Care Services and Mental Health Services","Financement des services de soins à domicile et de santé mentale","SEB",0,0,0,300000000
"FIN","S",0,"Incentive for provinces to eliminate taxes on capital (Part IV Federal-Provincial Fiscal Arrangements Act)","Incitatif pour l'élimination des impôts provinciaux sur le capital (Partie IV — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",-33000000,0,0,0
"FIN","S",0,"Incentive for provinces to eliminate taxes on capital (Part IV Federal-Provincial Fiscal Arrangements Act)","Incitatif pour l'élimination des impôts provinciaux sur le capital (Partie IV — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEB",95042000,0,0,0
"FIN","S",0,"Incentive for provinces to eliminate taxes on capital (Part IV Federal-Provincial Fiscal Arrangements Act)","Incitatif pour l'élimination des impôts provinciaux sur le capital (Partie IV — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEC",33000000,52100000,0,0
"FIN","S",0,"Interest on Unmatured Debt","Intérêt sur la dette non échue","ME",18147000000,17988000000,15688000000,14924000000
"FIN","S",0,"Interest on Unmatured Debt","Intérêt sur la dette non échue","SA",-1417672981,-335921560,-651349414,0
"FIN","S",0,"Interest on Unmatured Debt","Intérêt sur la dette non échue","SEB",-329677655,0,124000000,-196000000
