"id","subject_class","subject_id","fyear1","fyear2","topic_keys","footnote_fr"
150,"dept","OEC","2018-19","2018-19","EST_PROC","Le budget de fonctionnement du Commissariat aux conflits d’intérêts et à l’éthique est utilisé pour appuyer la réalisation du mandat législatif du commissaire. Les principales responsabilités du Commissariat consistent à conseiller les titulaires de charge publique et les députés relativement à leurs obligations en vertu de la Loi et du Code; à recevoir et à examiner les rapports confidentiels concernant les biens, les dettes, les revenus et les activités des titulaires de charge publique principaux et des députés en vue de les conseiller relativement aux mesures d’observation adéquates et de mettre ces mesures d’observations en place; à tenir des dossiers confidentiels des renseignements devant être divulgués; à tenir des registres publics des renseignements devant être publiquement déclarés; à appliquer un régime de pénalités pour le non-respect de certaines obligations en matière de déclaration; à effectuer des enquêtes et des examens relativement à des allégations de contraventions à la Loi et au Code. Une partie importante du budget est allouée aux salaires et aux ententes de services internes partagés. 


Des renseignements supplémentaires sur les opérations du Commissariat sont fournis dans les rapports annuels du commissaire à http://ciec-ccie.parl.gc.ca/Pages/Splash.aspx."
151,"dept","OICC","2018-19","2018-19","EST_PROC","Un financement total de près de 6 150,8 millions de dollars est prévu dans le budget principal des dépenses (3 972,3 millions de dollars de crédits votés et 2 178,5 millions de dollars de crédits législatifs). Avec ce financement, Infrastructure Canada continuera de faire des investissements importants dans les communautés partout au Canada, ainsi que de continuer à travailler avec les partenaires financiers pour mettre en œuvre des programmes nouveaux et existants, assurer l’achèvement en temps opportun des projets et fournir la gérance et la surveillance lors du traitement et du paiement de milliers de réclamations pour les projets. 


De façon globale, les autorisations totales (votées et législatives) d’Infrastructure Canada pour 2018-2019 sont en baisse nette de 860,9 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent. 


Les diminutions s’expliquent principalement par les facteurs suivants : diminution de 1 171,5 millions de dollars des fonds de contributions liés aux programmes existants, y inclus la phase 1 du Programme d’infrastructure Investir dans le Canada; baisse nette de 27,0 millions de dollars des besoins de fonctionnement, y inclus une diminution de 54,2 millions de dollars liée aux activités de rémunération et aux changements d’autorité pour le corridor du nouveau pont Champlain, compensée par une augmentation de 27,2 millions de dollars du financement pour Infrastructure Canada pour le plan Investir dans le Canada. 


Il y a aussi une augmentation attribuable à ce qui suit : augmentation de 237,3 millions de dollars des dépenses en capital liées au Programme d’infrastructure Investir dans le Canada et au corridor du nouveau pont Champlain; augmentation de 100,3 millions de dollars des crédits législatifs principalement liés au Fonds de la taxe sur l’essence."
152,"dept","OPSIC","2018-19","2018-19","EST_PROC","Un financement total de près de 5,5 millions de dollars est prévu dans le budget principal des dépenses (5,0 millions de dollars de crédits votés et 0,5 million de dollars de crédits législatifs). Avec ce financement, le commissariat continuera à fournir et à soutenir une fonction de gestion des divulgations et des plaintes de représailles qui est opportune, rigoureuse, indépendante et accessible. 


De façon globale, les autorisations totales (votées et législatives) du commissariat pour 2018-2019 demeureront stables par rapport au budget principal des dépenses de l’exercice précédent. Des renseignements supplémentaires sont fournis dans le Plan ministériel 2018-2019 et dans les autres rapports ministériels sur le site Web du Commissariat."
153,"dept","ORL","2018-19","2018-19","EST_PROC","Un financement total de près de 4,5 millions de dollars est prévu dans le budget principal des dépenses (4,1 millions de dollars de crédits votés et 0,4 million de dollars de crédits législatifs). 


De façon globale, les autorisations totales (votées et législatives) du Commissariat pour 2018-2019 demeureront stables par rapport au budget principal des dépenses de l’exercice précédent.


 En 2018-2019, le Commissariat appliquera les enseignements tirés de sa première décennie afin d’améliorer l’efficacité de ses services et de ses fonctions. Le Commissariat mettra en œuvre les recommandations de l’examen du code du Registre des lobbyistes afin d’améliorer l’intégrité des données et l’expérience de l’utilisateur. Des travaux de développement se poursuivront pour améliorer la compatibilité avec les appareils mobiles et les fonctions de recherche. 


Le Commissariat mettra en œuvre les recommandations découlant de l’évaluation du programme de sensibilisation et d’éducation en vue de mettre à jour les documents de sensibilisation et d’assurer la cohérence des messages dans tous les canaux de communications. Le Commissariat achèvera la mise à jour de son site Web pour améliorer son accessibilité et sa convivialité. 


Le Commissariat procédera à une évaluation des risques liés aux procédures et aux pratiques d’enquête afin de cerner les possibilités d’amélioration de ses diverses activités de conformité et enquêtes. Le Commissariat poursuivra la mise en œuvre de la stratégie de gestion de l’information et de technologie de l’information afin de mieux intégrer les connaissances et d’améliorer les renseignements organisationnels."
154,"dept","OSEO","2018-19","2018-19","EST_PROC","Le conseiller sénatorial en éthique prévoit des dépenses budgétaires de 1,3 million de dollars pour 2018-2019. De cette somme, un montant de 1,2 million de dollars doit être approuvé par le Parlement. Le solde de 0,1 million de dollars représente les prévisions législatives qui ne nécessitent pas d’approbation supplémentaire et il est fourni à titre d’information."
155,"dept","OSFI","2018-19","2018-19","EST_PROC","Un financement total de près de 153,1 millions de dollars est prévu dans le budget principal des dépenses (0,9 million de dollars de crédits votés et 152,2 millions de dollars de crédits législatifs). Avec ce financement, le Bureau du surintendant des institutions financières (BSIF) continuera de faire le nécessaire pour accroître la confiance du public à l’égard du système financier canadien. Il poursuivra notamment les objectifs suivants : valoriser un cadre réglementaire visant à contrôler et à gérer le risque; surveiller les institutions financières et les régimes de retraite fédéraux pour s’assurer qu’ils sont en bonne santé financière et qu’ils se conforment à la réglementation qui les régit et aux exigences du régime de surveillance; aviser sans délai les institutions financières et les régimes de retraite des lacunes importantes qu’ils présentent, et prendre les mesures correctives sans attendre ou les obliger à le faire; surveiller et évaluer les faits nouveaux systémiques ou sectoriels susceptibles de nuire aux institutions financières fédérales; agir afin de protéger les déposants, les souscripteurs, les créanciers des institutions financières et les bénéficiaires des régimes de retraite en reconnaissant pleinement que les institutions financières doivent pouvoir se mesurer à la concurrence et prendre des risques raisonnables; reconnaître que les gestionnaires, les conseils d’administration des institutions financières et les administrateurs de régime de retraite sont responsables en dernier ressort des décisions sur les risques qu’ils choisissent d’assumer, que les institutions financières peuvent faire faillite et que les régimes de retraite peuvent éprouver des difficultés financières qui réduiront les prestations qu’ils versent; aider à la réalisation de l’objectif du gouvernement qui consiste à accroître la confiance du public envers le système financier canadien. De façon globale, les autorisations totales (votées et législatives) du BSIF pour 2018-2019 sont en hausse nette de 2,9 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent. Cette hausse du financement est principalement attribuable à l’augmentation prévue des coûts liés au personnel. Le Plan ministériel 2018-2019 du BSIF offre plus de précisions à ce sujet."
156,"dept","PBO","2018-19","2018-19","EST_PROC","Le Bureau du directeur parlementaire du budget (DPB) a été créé le 21 septembre 2017 en vertu de la Loi sur le Parlement du Canada. Le DPB prévoit des dépenses budgétaires de 7,6 millions de dollars pour 2018-2019. De cette somme, un montant de 7,0 millions de dollars doit être approuvé par le Parlement. Le solde de 0,6 million de dollars représente les prévisions législatives qui ne nécessitent pas d’approbation supplémentaire et il est fourni à titre d’information. L’augmentation budgétaire est attribuable à l’établissement du DPB en tant qu’agent indépendant du Parlement et à l’élargissement de son mandat."
157,"dept","PCA","2018-19","2018-19","EST_PROC","Un financement total de près de 1 472,5 millions de dollars est prévu dans le budget principal des dépenses (1 284,7 millions de dollars de crédits votés et 187,8 millions de dollars de crédits législatifs). Avec ce financement, l’Agence Parcs Canada continuera de protéger, de mettre en valeur et de gérer le parc urbain national, les parcs nationaux, les lieux historiques nationaux, les canaux patrimoniaux et les aires marines nationales de conservation afin que les Canadiens puissent les apprécier et en jouir. 


De façon globale, les autorisations totales de l’Agence Parcs Canada pour 2018-2019 sont en hausse nette de 83,6 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent. 


Cette hausse du financement est principalement attribuable à du nouveau financement visant à répondre aux pressions immédiates exercées sur les projets d’immobilisations hautement prioritaires de l’Agence, à une augmentation du financement obtenu afin de réduire l’arriéré des travaux reportés pour la réfection des biens patrimoniaux, des installations touristiques, des routes et des voies navigables, et à du nouveau financement visant à élargir le réseau de parcs nationaux et d’aires marines nationales de conservation. Ces augmentations sont compensées par une réduction du financement pour les sentiers et routes qui traversent les parcs nationaux.


 Des renseignements supplémentaires sur les priorités de l’organisation sont fournis dans le Plan ministériel 2018-2019 de l’organisme."
158,"dept","PCC","2018-19","2018-19","EST_PROC","Un financement total de près de 10,7 millions de dollars est prévu dans le budget principal des dépenses (9,7 millions de dollars de crédits votés et 1,0 million de dollars de crédits législatifs). Ce financement permettra à la Commission de continuer à cerner et à résoudre les questions relatives à la police qui préoccupent quotidiennement la population canadienne. La Commission examinera la conduite de membres de la GRC dans le cadre de plaintes et surveillera les changements au chapitre des politiques et des pratiques de la GRC ainsi que les tendances générales à cet égard. Elle fournira des recommandations en vue d’accroître la responsabilité de la GRC et d’aider la Gendarmerie et ses membres à gagner la confiance du public. De plus, la Commission examinera certaines activités de la GRC, améliorera les rapports à l’intention des provinces qui utilisent les services de police contractuels de la GRC, et mènera des projets de recherche et organisera des efforts de sensibilisation. De façon globale, les autorisations totales (votées et législatives) de la Commission pour 2018-2019 sont en hausse nette de 0,7 million de dollars par rapport au budget principal des dépenses de l’exercice précédent. Cette hausse du financement est principalement attribuable à une hausse de 0,7 million de dollars pour les rajustements salariaux négociés. Des renseignements supplémentaires et des détails sur les priorités de la Commission sont fournis dans le Plan ministériel 2017-2018."
159,"dept","PCO","2018-19","2018-19","EST_PROC","Un financement total de près de 166,4 millions de dollars est prévu dans le budget principal des dépenses (150,3 millions de dollars de crédits votés et 16,1 millions de dollars de crédits législatifs). Avec ce financement, le Bureau du Conseil privé (BCP) : coordonnera les consultations et fournira des conseils professionnels et impartiaux au Premier ministre et aux ministres du portefeuille; fournira des analyses d’expert à l’appui de l’ensemble des priorités stratégiques et législatives du Cabinet et de ses comités; veillera à l’orientation et à la coordination stratégiques des initiatives horizontales de la fonction publique; continuera à renforcer les pratiques de gestion internes.


 De façon globale, les autorisations totales (votées et législatives) du BCP pour 2018-2019 sont en hausse nette de 21,5 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent.


 Cette hausse du financement est principalement attribuable à ce qui suit : appuyer l’Enquête nationale sur les femmes et les filles autochtones disparues et assassinées; appuyer le projet de modernisation de la technologie de l’information du BCP; mettre en œuvre l’Initiative Impact Canada par la création d’un centre d’expertise au sein du BCP; établir un secrétariat au BCP qui appuiera le groupe de travail de ministres chargés d’examiner les lois et les politiques concernant les peuples autochtones; établir un secrétariat LGBTQ2 (lesbiennes, gais, bisexuels, transgenres, queer, bispirituels) au BCP; compenser cette hausse par une diminution du niveau de financement du projet de contrôle d’accès et de sécurité physique. 


Des renseignements supplémentaires sont fournis dans le Plan ministériel 2018-2019 du BCP."
160,"dept","PHAC","2018-19","2018-19","EST_PROC","Un financement total d’environ 589,2 millions de dollars est prévu dans le budget principal des dépenses (546,7 millions de dollars de crédits votés et 42,5 millions de dollars de crédits législatifs). 


De façon globale, les autorisations totales (votées et législatives) de l’Agence de la santé publique du Canada pour 2018-2019 sont en hausse nette de 17,2 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent. 


Cette hausse du financement est principalement attribuable à ce qui suit : 10,8 millions de dollars liés aux rajustements salariaux négociés; 6,3 millions de dollars pour le renforcement de la Stratégie canadienne sur les drogues et autres substances; 3,5 millions de dollars pour l’adaptation aux répercussions des changements climatiques; 2,0 millions de dollars pour le Centre canadien d’innovation sur la santé du cerveau et le vieillissement; 1,3 million de dollars pour contrer la violence fondée sur le sexe; 1,3 million de dollars pour le Sommet du G7 à Charlevoix, au Québec. 


Les augmentations susmentionnées sont compensées par des diminutions attribuables au financement reporté suivant : 5,1 millions de dollars pour satisfaire aux obligations contractuelles liées à l’acquisition d’un traitement contre la variole dans le cadre des contremesures médicales pour la variole et la maladie du charbon; 2,9 millions de dollars pour les redevances de la propriété intellectuelle qui ont été reportées aux années futures pour la conversion des installations de laboratoire et la transition à l’utilisation accrue des données génomiques et bioinformatiques."
161,"dept","PMPRB","2018-19","2018-19","EST_PROC","Un financement total de près de 14,9 millions de dollars est prévu dans le budget principal des dépenses (13,7 millions de dollars de crédits votés et 1,2 million de dollars de crédits législatifs). Avec ce financement, le CEPMB continuera d’appuyer la ministre de la Santé dans ses efforts continus visant à améliorer l’accès des patients aux médicaments d’ordonnance dont ils ont besoin en réduisant leur coût et en les rendant plus abordables pour les Canadiens. De façon globale, les autorisations totales (votées et législatives) du CEPMB pour 2018-2019 sont en hausse nette de 4,0 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent. Cette hausse du financement est principalement attribuable au renouvellement du cadre réglementaire sur les prix des médicaments canadiens."
162,"dept","PPS","2018-19","2018-19","EST_PROC","Un financement total de près de 83,4 millions de dollars est prévu dans le budget principal des dépenses (76,7 millions de dollars de crédits votés et 6,8 millions de dollars de crédits législatifs). Avec ce financement, le Service de protection parlementaire assurera la sécurité physique partout dans la Cité parlementaire et sur la Colline du Parlement. De façon globale, les autorisations totales (votées et législatives) du Service de protection parlementaire pour 2018-2019 sont en hausse nette de 15,2 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent. Cette hausse du financement est surtout attribuable au renforcement de la sécurité sur la Colline du Parlement."
163,"dept","PSC","2018-19","2018-19","EST_PROC","La Commission de la fonction publique (CFP) prévoit des dépenses budgétaires de 85,7 millions de dollars en 2018-2019, ce qui est presque identique à l’exercice précédent. De ce montant, le Parlement doit approuver 74,4 millions de dollars. Le solde de 11,3 millions de dollars, fourni à titre d’information, représente les prévisions législatives, lesquelles n’exigent pas d’approbation supplémentaire. En 2018-2019, les ressources de la CFP seront consacrées à la réalisation des priorités suivantes : fournir un leadership et du soutien afin de bâtir de façon efficiente une fonction publique diversifiée et hautement compétente; promouvoir et protéger l’intégrité du système de dotation et l’impartialité de la fonction publique fédérale; contribuer au développement d’une fonction publique compétente et professionnelle par la prestation de services de grande qualité; appuyer un effectif très performant en contribuant à la promotion d’un milieu de travail sain, respectueux et moderne."
164,"dept","PSEP","2018-19","2018-19","EST_PROC","SPPC prévoit des dépenses budgétaires de 1 161,7 millions de dollars en 2018-2019, ce qui comprend des prévisions législatives de 15,6 millions de dollars. On constate une augmentation nette des dépenses de 109,1 millions de dollars, ou 10,4 %, par rapport au budget principal des dépenses précédent. Parmi les principaux facteurs ayant contribué à l’augmentation nette de 109,1 millions de dollars, notons les augmentations qui suivent : 79,0 millions de dollars de financement pour la présidence canadienne du G7 en 2018; 41,1 millions de dollars de financement additionnel pour la contribution au Programme de services de police des Premières Nations; 23,4 millions de dollars pour la création du programme de subvention commémoratif pour les premiers répondants; 20,0 millions de dollars de 2017-2018 à 2018-2019 pour le Programme national d’atténuation des catastrophes, qui vise à réduire les répercussions des catastrophes naturelles sur les Canadiens; 19,1 millions de dollars pour la mise en œuvre d’une initiative pour le renforcement des capacités de lutte contre la conduite avec facultés affaiblies par la drogue; 4,7 millions de dollars pour les rajustements salariaux négociés à la suite de la signature de conventions collectives; 2,5 millions de dollars à l’appui du projet d’immobilisations du Centre des opérations du gouvernement; 2,4 millions de dollars pour la création du bureau de la sensibilisation des collectivités et de la lutte contre la radicalisation; 1,7 million de dollars visant à faire progresser la phase II de la Stratégie de cybersécurité du Canada, qui instaurera des mesures en vue de sécuriser des cybersystèmes à l’extérieur du gouvernement du Canada; 1,3 million de dollars pour répondre aux besoins des délinquants vulnérables au sein du système correctionnel fédéral; 1,1 million de dollars pour la mise en œuvre d’un nouveau cadre fédéral pour la légalisation et la réglementation du cannabis; 1,0 million de dollars pour la mise en œuvre de la Stratégie pour prévenir et contrer la violence fondée sur le sexe; 1,0 million de dollars de financement additionnel lié au programme des projets d’infrastructure de sécurité à l’appui de l’initiative pour des communautés plus sûres; 0,7 million de dollars de financement pour des postes législatifs liés à une réduction du taux des régimes d’avantages sociaux des employés qui est passé de 15,7 % à 15,2 % à la suite d'une augmentation de la portion des cotisations des employés; 0,5 million de dollars liés à d’autres initiatives. Ces augmentations sont compensées par les diminutions suivantes : 70,3 millions de dollars pour les exigences non discrétionnaires permettant de respecter les obligations actuelles et futures en vertu du Programme des accords d’aide financière en cas de catastrophe; 20,1 millions de dollars sous forme de contributions se terminant en 2017-2018 au Programme de services de police des Premières Nations."
165,"dept","RCMP","2018-19","2018-19","EST_PROC","Un financement total de près de 3 540,7 millions de dollars est prévu dans le Budget principal des dépenses 2018-2019 (3 074,8 millions de dollars de crédits votés et 465,8 millions de dollars de crédits législatifs). Avec ce financement, la GRC offrira des services de police fédérale à tous les Canadiens et des services de police contractuels aux territoires, provinces, municipalités, communautés autochtones et aéroports internationaux. De façon globale, les autorisations totales de la GRC pour 2018-2019 sont en hausse nette de 658,1 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent. Cette hausse du financement est principalement attribuable à ce qui suit : une augmentation du financement de 517,9 millions de dollars en 2018-2019 pour appuyer un nouveau modèle de financement qui englobe des autorisations financières modifiées et le financement supplémentaire du Programme des services de police contractuels. Ce changement inclut un unique rajustement technique neutre sur le plan financier qui a pour effet d’augmenter considérablement les crédits budgétaires à l’intérieur des niveaux de référence de la GRC. Cette augmentation de crédits sera compensée par une augmentation égale des revenus non imposables non disponibles qui devront être déposés au Trésor public. Dans l’ensemble, la part fédérale des coûts de la prestation des services de police contractuels demeure conforme aux années précédentes; un financement de 132,6 millions de dollars à la GRC pour supporter les coûts différentiels associés à la tenue du Sommet du G7 de 2018 dans Charlevoix, au Québec; une augmentation nette de 81,3 millions de dollars pour les rajustements salariaux négociés pour les membres réguliers de la GRC, les membres civils et les employés de la fonction publique. une augmentation de 30,1 millions de dollars de la subvention pour l’indemnisation des membres blessés dans l’exercice de leurs fonctions, étant donné l’augmentation du nombre de membres qui touchent une pension d’invalidité et les augmentations annuelles dues à l’indexation des prestations. Ces augmentations sont compensées par une diminution de 24,7 millions de dollars liée au rajustement à 15,2 % du taux établi pour les régimes d’avantages sociaux des employés (RASE). D’autres diminutions permettent de compenser ces hausses, notamment les rajustements techniques de 63,7 millions de dollars liés à l’entente de règlement du recours collectif Merlo Davidson, et une diminution nette de 22,3 millions de dollars liée à l’initiative d’infrastructure fédérale. Les autorisations de dépenser inscrites dans le Budget principal des dépenses 2018-2019 sont essentielles à la réalisation des plans et des priorités du Ministère. Des renseignements supplémentaires sont fournis dans le Plan ministériel 2018-2019 de la GRC."
166,"dept","SC","2018-19","2018-19","EST_PROC","Un financement total de près de 436,0 millions de dollars est prévu dans le budget principal des dépenses (373,2 millions de dollars de crédits votés et 62,8 millions de dollars de crédits législatifs). Avec ce financement, Statistique Canada mettra l’accent sur quatre objectifs principaux : veiller à ce que ses produits continuent de répondre aux besoins de la population canadienne; combler les lacunes statistiques hautement prioritaires; continuer d’accroître l’efficience de ses opérations; favoriser un environnement propice à l’innovation. 


Statistique Canada se modernise pour améliorer la façon dont le gouvernement récolte, utilise, partage et communique les données, appuyé par une infrastructure statistique moderne, de nouvelles méthodes et des partenariats collaboratifs. 


De façon globale, les autorisations totales de Statistique Canada pour 2018-2019 sont en diminution nette de 35,0 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent.


 Cette diminution du financement est principalement attribuable à l’incidence nette de ce qui suit : la diminution de 37,0 millions de dollars pour le Recensement de la population de 2016, étant donné que le programme tire à sa fin. Le financement applicable en 2018-2019 sera utilisé pour continuer de produire et de diffuser des produits de recensement, et réaliser des études sur la qualité des données; la diminution de 2,9 millions de dollars pour le Recensement de l’agriculture de 2016 est principalement attribuable à la fin de la période d’analyse et de diffusion des principaux produits; la diminution de 26,6 millions de dollars liée à un règlement extrajudiciaire concernant des paiements rétroactifs de rajustements salariaux à des employés actuels et à d’anciens employés des Opérations des enquêtes statistiques. Ces paiements devraient prendre fin en 2018-2019; l’augmentation de 7,8 millions de dollars pour le Cadre de statistiques sur le logement qui permettra d’obtenir une source intégrée de renseignements sur le logement qui fournira des estimations détaillées du stock, de la valeur et de la propriété des biens immobiliers résidentiels au Canada, y compris l’étendue de la propriété étrangère; l’augmentation de 2,3 millions de dollars pour le programme Mesure de la croissance des visiteurs internationaux au Canada qui permettra à l’organisme de créer des ensembles de données en utilisant des techniques innovantes et des sources de données en vue de mener des recherches et des analyses de premier plan en matière de tourisme. Celles-ci seront indispensables pour soutenir les entreprises canadiennes du secteur du tourisme, les organisations de marketing travaillant dans ce domaine, les régions touristiques du pays et la population active canadienne dont les emplois dépendent des touristes; l’augmentation de 20,8 millions de dollars pour les rajustements salariaux négociés. 


Des renseignements supplémentaires sont fournis dans le plan ministériel de Statistique Canada."
167,"dept","SCA","2018-19","2018-19","EST_PROC","Un financement total de près de 14,9 millions de dollars est prévu dans le budget principal des dépenses (14,9 millions de dollars de crédits votés). Avec ce financement, le CCN exécutera son mandat, qui est de stimuler la croissance économique du Canada en encourageant l’innovation et une normalisation efficiente et efficace. Les normes sont établies pour protéger la santé et la sécurité de la population canadienne, faciliter le mouvement des biens et l’échange des services au Canada et à l’international, ainsi que réduire les formalités administratives et les coûts de la conformité pour les entreprises canadiennes. Le CCN a pour vision de devenir un chef de file mondial qui favorise la prospérité et le bien-être de la population canadienne grâce à des solutions de normalisation innovantes. De façon globale, les autorisations totales du CCN pour 2018-2019 sont en hausse nette de 4,2 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent. Cette hausse du financement est principalement attribuable à : une augmentation de 1,4 million de dollars du financement pour l’initiative sur les changements climatiques « Normes visant à soutenir les codes et les guides sur la résilience des infrastructures » du CCN; une augmentation de 2,8 millions de dollars pour l’initiative en cours du CCN intitulée « Innovation »."
168,"dept","SCC","2018-19","2018-19","EST_PROC","Un financement total de près de 35,0 millions de dollars est prévu dans le budget principal des dépenses (24,5 millions de dollars de crédits votés et 10,0 millions de dollars de crédits législatifs). Avec ce financement, le Bureau du registraire de la Cour suprême du Canada (BRCSC) continuera de concentrer ses efforts sur le traitement en temps utile des dossiers tout en continuant à donner satisfaction aux intervenants, ainsi qu’en maintenant des normes de service élevées. En 2018-2019, le BRCSC accordera aussi une priorité élevée à la poursuite de ses travaux visant à adapter les processus opérationnels à un environnement électronique, en vue d’améliorer de façon soutenue l’accès électronique aux dossiers d’instance de la Cour et à l’information dont elle dispose, aux fins d’usage interne par les membres et le personnel de la Cour ainsi que par les plaideurs et le public. Le BRCSC poursuivra également le renforcement de la sécurité physique et de la TI de la Cour. De façon globale, les autorisations totales (votées et législatives) du BRCSC pour 2018-2019 sont en hausse nette de 0,2 million de dollars par rapport au budget principal des dépenses de l’exercice précédent. Cette hausse du financement est principalement attribuable à ce qui suit : une diminution de 1,0 million de dollars dans le financement de projet pour l’amélioration de la sécurité; une augmentation de 0,6 million de dollars pour les rajustements salariaux négociés; une augmentation de 0,5 million de dollars du financement des postes législatifs pour les traitements et les pensions des juges. Des renseignements supplémentaires sont fournis dans le plan ministériel."
169,"dept","SEN","2018-19","2018-19","EST_PROC","Le Sénat prévoit des dépenses budgétaires de 109,1 millions de dollars pour 2018-2019. De cette somme, un montant de 74,2 millions de dollars doit être approuvé par le Parlement. Le solde de 34,9 millions de dollars représente les prévisions législatives qui ne nécessitent pas d’approbation supplémentaire et il est fourni à titre d’information. Le Sénat continue de gérer ses ressources avec diligence et probité. L’augmentation du budget de 2018-2019 servira à répondre à un ensemble de priorités stratégiques en vue d’accroître les activités de rayonnement et de mobiliser les Canadiens, de moderniser le Sénat et d’en accroître l’efficience en respectant le cadre constitutionnel actuel, et de faire avancer d’autres priorités."
170,"dept","SHARE","2018-19","2018-19","EST_PROC","Un financement total de près de 1 546,1 millions de dollars est prévu dans le budget principal des dépenses (1 466,8 millions de dollars de crédits votés et 79,3 millions de dollars de crédits législatifs). Avec ce financement, Services partagés Canada continuera à offrir des services d’infrastructure de la TI, notamment les systèmes de courriel et de technologie en milieu de travail, les centres de données, les télécommunications et les services de cybersécurité et de sécurité de la TI, dans tous les ministères et organismes partenaires. De façon globale, les autorisations totales (votées et législatives) de Services partagés Canada pour 2018-2019 sont en baisse nette de 179,4 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent. Cette baisse du financement est principalement attribuable à ce qui suit : la temporisation du financement de 151,3 millions de dollars lié au budget fédéral de 2016 pour la mise à jour de la technologie d’infrastructure essentielle à la mission de Services partagés Canada; la baisse de 23,4 millions de dollars du financement lié au budget fédéral de 2016 pour l’information et l’infrastructure de technologie de l’information du gouvernement du Canada. Des renseignements supplémentaires sont fournis dans le Plan ministériel 2018-2019."
171,"dept","SIRC","2018-19","2018-19","EST_PROC","Un financement total de près de 5,1 millions de dollars est prévu dans le budget principal des dépenses (4,6 millions de dollars de crédits votés et 0,5 million de dollars de crédits législatifs). Avec ce financement, le Comité de surveillance des activités de renseignement de sécurité (CSARS) validera le rapport annuel du directeur du Service canadien du renseignement de sécurité (SCRS) destiné au ministre de la Sécurité publique et de la Protection civile, mènera des études approfondies sur les activités du SCRS et effectuera des enquêtes sur les plaintes. 


De façon globale, les autorisations totales (votées et législatives) du CSARS pour 2018-2019 sont en hausse nette de 0,1 million de dollars par rapport au budget principal des dépenses de l’exercice précédent.


 Cette hausse du financement est principalement attribuable à l’initiative axée sur le déménagement et la modernisation du CSARS. 


Des renseignements supplémentaires sont fournis dans le Plan ministériel 2018-2019 du CSARS."
172,"dept","SSHRC","2018-19","2018-19","EST_PROC","Un financement total de près de 786,1 millions de dollars est prévu dans le budget principal des dépenses (783,1 millions de dollars de crédits votés et 3,0 millions de dollars de crédits législatifs). Avec ce financement, le CRSH encouragera et appuiera la recherche et la formation au niveau postsecondaire dans le domaine des sciences humaines afin d’accroître le développement du Canada, de ses communautés et de ses régions sur les plans économique, social et culturel. La recherche en sciences humaines permet de produire des connaissances sur l’être humain d’hier et d’aujourd’hui afin de bâtir un avenir meilleur. De façon globale, les autorisations totales (votées et législatives) du Conseil de recherches en sciences humaines pour 2018-2019 sont en hausse nette de 6,9 millions de dollars par rapport au budget principal des dépenses de l’exercice précédent. Cette hausse du financement est principalement attribuable à ce qui suit : une hausse de 5,5 millions de dollars pour le Fonds d’excellence en recherche Apogée Canada, une initiative conjointe de trois organismes, afin de continuer d’aider les établissements à exceller à l’échelle mondiale dans des domaines de recherche qui procurent des avantages économiques à long terme au Canada; l’investissement de 4,2 millions de dollars dans le nouveau Programme des chaires de recherche Canada 150 afin d’attirer au Canada des universitaires et des chercheurs internationaux de premier plan qui sont parmi les 5 à 10 % des meilleurs chercheurs au monde dans leur domaine respectif et de rehausser la réputation du Canada en tant que centre mondial de l’innovation, de la science et de l’excellence en recherche; une baisse de 3,1 millions de dollars pour le Fonds d’innovation sociale destiné aux communautés et aux collèges pour financer des projets de recherche en innovation sociale menés dans les collèges et les écoles polytechniques; une baisse de 0,5 million de dollars pour les Réseaux de centres d’excellence dirigés par les entreprises qui réunissent des spécialistes du secteur privé et du milieu postsecondaire; une hausse de 0,8 million de dollars pour les rajustements salariaux négociés. Des renseignements supplémentaires au sujet des dépenses prévues par le CRSH sont fournis dans le plan ministériel."
173,"dept","SWC","2018-19","2018-19","EST_PROC","Le Bureau de la coordonnatrice de la situation de la femme (CFC) prévoit des dépenses budgétaires de 62,3 millions de dollars en 2018-2019. De cette somme, un montant de 59,5 millions de dollars doit être approuvé par le Parlement. Le solde de 2,8 millions de dollars représente des prévisions réglementaires qui ne nécessitent pas d’approbation supplémentaire et il est fourni à titre d’information. Au cours de l’exercice 2018-2019, CFC recevra des fonds additionnels de 18,8 millions de dollars pour financer les activités clés qui constitueront les éléments centraux de la stratégie du Canada pour prévenir et contrer la violence fondée sur le sexe (VFS). Il s’agit d’une stratégie pangouvernementale visant à renforcer l’approche fédérale de prévention et de lutte contre la VFS. Elle contribuera à réduire la prévalence de cette violence au Canada. CFC recevra aussi 6,2 millions de dollars additionnels pour accroître la capacité au sein de l’organisation."
