"ResultID","ProgElemID","ResultTitle_fr","Is_Efficiency","Document"
"NR006-0035-2017D","FIN-BLJ09","Le gouvernement du Canada rencontre ses engagements en matière de paiements de transfert et d’impôt",0,"dp17"
"NR006-0035-2017E","FIN-BLJ11","Le gouvernement du Canada rencontre ses engagements en matière de paiements de transfert et d’impôt",0,"dp17"
"NR006-0036-2016A","P1006-7001","Les arrangements fiscaux avec les provinces et territoires sont gérés avec efficience",0,"drr16"
"NR006-0036-2016B","P1006-7006","Les arrangements fiscaux avec les provinces et territoires sont gérés avec efficience",0,"drr16"
"NR006-0036-2017A","P1006-7001","Les arrangements fiscaux avec les provinces et territoires sont gérés avec efficience",0,"dp17"
"NR006-0036-2017B","P1006-7006","Les arrangements fiscaux avec les provinces et territoires sont gérés avec efficience",0,"dp17"
"NR006-0037-2016","P1006-0008","Les obligations/arrangements en matière de perception fiscale et d’administration fiscale sont gérés avec efficience",0,"drr16"
"NR006-0037-2017","P1006-0008","Les obligations/arrangements en matière de perception fiscale et d’administration fiscale sont gérés avec efficience",0,"dp17"
"NR006-0038-2016A","P1006-9002","Les engagements envers les organisations financières internationales sont financés avec efficience",0,"drr16"
"NR006-0038-2016B","P1006-9011","Les engagements envers les organisations financières internationales sont financés avec efficience",0,"drr16"
"NR006-0038-2017A","P1006-9002","Les engagements envers les organisations financières internationales sont financés avec efficience",0,"dp17"
"NR006-0038-2017B","P1006-9011","Les engagements envers les organisations financières internationales sont financés avec efficience",0,"dp17"
"NR006-0039-2016","P1006-0010","Les paiements dus à des particuliers et à des organisations ou à recevoir d’eux sont gérés avec efficience",0,"drr16"
"NR006-0039-2017","P1006-0010","Les paiements dus à des particuliers et à des organisations ou à recevoir d’eux sont gérés avec efficience",0,"dp17"
"NR006-0040-2016","FIN-BLI00","La trésorerie et les affaires financières du gouvernement du Canada sont bien gérées",0,"drr16"
"NR006-0040-2017","FIN-BLI00","La trésorerie et les affaires financières du gouvernement du Canada sont bien gérées",0,"dp17"
"NR006-0041-2016","P1006-0011","Le gouvernement du Canada peut financer ses exigences financières en temps opportun et de façon efficace",0,"drr16"
"NR006-0041-2017","P1006-0011","Le gouvernement du Canada peut financer ses exigences financières en temps opportun et de façon efficace",0,"dp17"
"NR006-0043-2016","P1006-0013","Le gouvernement du Canada peut répondre à ses besoins en liquidités en temps opportun et de façon efficace",0,"drr16"
"NR006-0043-2017","P1006-0013","Le gouvernement du Canada peut répondre à ses besoins en liquidités en temps opportun et de façon efficace",0,"dp17"
"NR006-0044-2016","P1006-0014","Le Canada dispose d’une réserve de monnaie nationale suffisante et économique pour répondre aux besoins de son économie",0,"drr16"
"NR006-0044-2017","P1006-0014","Le Canada dispose d’une réserve de monnaie nationale suffisante et économique pour répondre aux besoins de son économie",0,"dp17"
"NR006-9986-2016","P1006-0014","Efficience",1,"drr16"
"NR006-9986-2017","P1006-0014","Efficience",1,"dp17"
"NR006-9987-2016","P1006-0013","Efficience",1,"drr16"
"NR006-9987-2017","P1006-0013","Efficience",1,"dp17"
"NR006-9988-2016","P1006-0012","Efficience",1,"drr16"
"NR006-9988-2017","P1006-0012","Efficience",1,"dp17"
"NR006-9989-2016","P1006-0011","Efficience",1,"drr16"
"NR006-9989-2017","P1006-0011","Efficience",1,"dp17"
"NR006-9990-2016","P1006-0010","Efficience",1,"drr16"
"NR006-9990-2017","P1006-0010","Efficience",1,"dp17"
"NR006-9991-2016A","P1006-9002","Efficience",1,"drr16"
"NR006-9991-2016B","P1006-9011","Efficience",1,"drr16"
"NR006-9991-2017A","P1006-9002","Efficience",1,"dp17"
"NR006-9991-2017B","P1006-9011","Efficience",1,"dp17"
"NR006-9992-2016","P1006-0008","Efficience",1,"drr16"
"NR006-9992-2017","P1006-0008","Efficience",1,"dp17"
"NR006-9993-2016A","P1006-7001","Efficience",1,"drr16"
"NR006-9993-2016B","P1006-7006","Efficience",1,"drr16"
"NR006-9993-2017A","P1006-7001","Efficience",1,"dp17"
"NR006-9993-2017B","P1006-7006","Efficience",1,"dp17"
"NR006-9994-2016","P1006-0006","Efficience",1,"drr16"
"NR006-9994-2017","P1006-0006","Efficience",1,"dp17"
"NR006-9995-2016","P1006-0005","Efficience",1,"drr16"
"NR006-9995-2017","P1006-0005","Efficience",1,"dp17"
"NR006-9996-2016","P1006-0004","Efficience",1,"drr16"
"NR006-9996-2017","P1006-0004","Efficience",1,"dp17"
"NR006-9997-2016","P1006-0003","Efficience",1,"drr16"
"NR006-9997-2017","P1006-0003","Efficience",1,"dp17"
"NR006-9998-2016","P1006-0002","Efficience",1,"drr16"
"NR006-9998-2017","P1006-0002","Efficience",1,"dp17"
"NR006-9999-2016","P1006-0001","Efficience",1,"drr16"
"NR006-9999-2017","P1006-0001","Efficience",1,"dp17"
"NR007-0001-2016","EC-AGL00","Les populations d’oiseaux migrateurs sont en sécurité",0,"drr16"
"NR007-0001-2017","EC-AGL00","Les populations d’oiseaux migrateurs sont en sécurité",0,"dp17"
"NR007-0002-2016","P1007-0001","Les objectifs et les cibles en matière de biodiversité sont intégrés aux stratégies et plans fédéraux, provinciaux et territoriaux ayant une incidence sur la biodiversité",0,"drr16"
"NR007-0002-2017","P1007-0001","Les objectifs et les cibles en matière de biodiversité sont intégrés aux stratégies et plans fédéraux, provinciaux et territoriaux ayant une incidence sur la biodiversité",0,"dp17"
"NR007-0008-2016","P1007-0003","Les populations d’oiseaux migrateurs sont maintenues aux niveaux cibles",0,"drr16"
"NR007-0008-2017","P1007-0003","Les populations d’oiseaux migrateurs sont maintenues aux niveaux cibles",0,"dp17"
"NR007-0009-2016","P1007-0031","L’habitat prioritaire pour la sauvagine est retenu pour appuyer les objectifs du Plan nord-américain de gestion de la sauvagine.",0,"drr16"
"NR007-0009-2017","P1007-0031","L’habitat prioritaire pour la sauvagine est retenu pour appuyer les objectifs du Plan nord-américain de gestion de la sauvagine.",0,"dp17"
"NR007-0010-2016","P1007-0031","L’habitat important et écologiquement sensible est sécurisé pour accroître les chances de survie des espèces sauvages, notamment les espèces en péril et les oiseaux migrateurs",0,"drr16"
"NR007-0010-2017","P1007-0031","L’habitat important et écologiquement sensible est sécurisé pour accroître les chances de survie des espèces sauvages, notamment les espèces en péril et les oiseaux migrateurs",0,"dp17"
"NR007-0012-2016","P1007-0032","Les habitats nécessaires à la conservation des oiseaux migrateurs, des espèces en péril et des espèces rares ou uniques sont protégés.",0,"drr16"
"NR007-0012-2017","P1007-0032","Les habitats nécessaires à la conservation des oiseaux migrateurs, des espèces en péril et des espèces rares ou uniques sont protégés.",0,"dp17"
"NR007-0013-2016","EC-AGM00","Les menaces envers les ressources hydriques et les écosystèmes aquatiques du Canada sont réduites et la viabilité des ressources est maintenue",0,"drr16"
"NR007-0013-2017","EC-AGM00","Les menaces envers les ressources hydriques et les écosystèmes aquatiques du Canada sont réduites et la viabilité des ressources est maintenue",0,"dp17"
"NR007-0016-2016","P1007-0007","Les Canadiens et leurs institutions possèdent les données, les renseignements et les connaissances hydrologiques nécessaires pour prendre des décisions éclairées sur la gestion de l’eau",0,"drr16"
"NR007-0016-2017","P1007-0007","Les Canadiens et leurs institutions possèdent les données, les renseignements et les connaissances hydrologiques nécessaires pour prendre des décisions éclairées sur la gestion de l’eau",0,"dp17"
"NR007-0018-2016","P1007-0008","Les Canadiens ont accès à des indicateurs de durabilité de l’environnement produits par le gouvernement du Canada et ils les utilisent",0,"drr16"
"NR007-0018-2017","P1007-0008","Les Canadiens ont accès à des indicateurs de durabilité de l’environnement produits par le gouvernement du Canada et ils les utilisent",0,"dp17"
"NR007-0019-2016","P1007-0008","Les politiques et les plans des ministères fédéraux reflètent les objectifs et les cibles de la stratégie de développement durable du gouvernement fédéral",0,"drr16"
"NR007-0019-2017","P1007-0008","Les politiques et les plans des ministères fédéraux reflètent les objectifs et les cibles de la stratégie de développement durable du gouvernement fédéral",0,"dp17"
"NR007-0020-2016","P1007-0009","Les effets indésirables possibles des projets, plans, programmes ou politiques assujettis aux lois fédérales d’évaluation de l’environnement et aux directives du Cabinet sont évités ou atténués",0,"drr16"
"NR007-0020-2017","P1007-0009","Les effets indésirables possibles des projets, plans, programmes ou politiques assujettis aux lois fédérales d’évaluation de l’environnement et aux directives du Cabinet sont évités ou atténués",0,"dp17"
"NR007-0021-2016","P1007-0010","Les projets atteignent la participation prévue des Canadiens à des activités individuelles et collectives visant à protéger, à conserver ou à remettre en état l’environnement naturel.",0,"drr16"
"NR007-0021-2017","P1007-0010","Les projets atteignent la participation prévue des Canadiens à des activités individuelles et collectives visant à protéger, à conserver ou à remettre en état l’environnement naturel.",0,"dp17"
"NR007-0023-2016","P2007-0008","Reconnaissance par les juges de la valeur du Fonds pour dommages à l’environnement pour remédier aux dommages environnementaux ou aux préjudices subis par les espèces sauvages",0,"drr16"
"NR007-0023-2017","P2007-0008","Reconnaissance par les juges de la valeur du Fonds pour dommages à l’environnement pour remédier aux dommages environnementaux ou aux préjudices subis par les espèces sauvages",0,"dp17"
"NR007-0024-2016","P2007-0008","Des ressources naturelles similaires à celles touchées sont restaurées",0,"drr16"
"NR007-0024-2017","P2007-0008","Des ressources naturelles similaires à celles touchées sont restaurées",0,"dp17"
"NR007-0025-2016","P2007-0009","Emploi accru ou retour aux études supérieures des jeunes participants en science, en technologie, en génie ou en mathématiques",0,"drr16"
"NR007-0025-2017","P2007-0009","Emploi accru ou retour aux études supérieures des jeunes participants en science, en technologie, en génie ou en mathématiques",0,"dp17"
"NR007-0028-2016","P1007-0033","Environnement et Changement climatique Canada et ses partenaires atteignent les objectifs à court terme d’amélioration quant aux utilisations bénéfiques altérées et à la qualité de l’environnement de l’écosystème du bassin des Grands Lacs",0,"drr16"
"NR007-0028-2017","P1007-0033","Environnement Canada et ses partenaires atteignent les objectifs à court terme d’amélioration quant aux utilisations bénéfiques altérées et à la qualité de l’environnement de l’écosystème du bassin des Grands Lacs",0,"dp17"
"NR007-0029-2016","P1007-0034","Environnement et Changement climatique Canada et ses partenaires atteignent les objectifs à court terme quant à la qualité de l’eau, la conservation de la biodiversité et l’amélioration des utilisations bénéfiques dans l’écosystème du Saint-Laurent",0,"drr16"
"NR007-0029-2017","P1007-0034","Environnement Canada et ses partenaires atteignent les objectifs à court terme quant à la qualité de l’eau, la conservation de la biodiversité et l’amélioration des utilisations bénéfiques dans l’écosystème du Saint-Laurent.",0,"dp17"
"NR007-0032-2016","P1007-0037","Environnement Canada et les organismes collaborateurs atteignent les objectifs d’amélioration quant aux utilisations bénéfiques et à la qualité de l’environnement dans divers écosystèmes prioritaires",0,"drr16"
"NR007-0032-2017","P1007-0037","Environnement Canada et les organismes collaborateurs atteignent les objectifs d’amélioration quant aux utilisations bénéfiques et à la qualité de l’environnement dans divers écosystèmes prioritaires",0,"dp17"
"NR007-0035-2016","P1007-0012","Les Canadiens possèdent l’information dont ils ont besoin sur les conditions météorologiques courantes et changeantes",0,"drr16"
"NR007-0035-2017","P1007-0012","Les Canadiens possèdent l’information dont ils ont besoin sur les conditions météorologiques courantes et changeantes",0,"dp17"
"NR007-0036-2016","P1007-0013","Les Canadiens possèdent l’information dont ils ont besoin pour protéger leur santé contre les risques liés à la qualité de l’air et d’autres conditions atmosphériques.",0,"drr16"
"NR007-0036-2017","P1007-0013","Les Canadiens possèdent l’information dont ils ont besoin pour protéger leur santé contre les risques liés à la qualité de l’air et d’autres conditions atmosphériques.",0,"dp17"
"NR007-0037-2016","P1007-0014","Les clients et utilisateurs disposent de l’information dont ils ont besoin sur les projections, scénarios et ensembles de données climatiques sur différentes échelles temporelles et spatiales.",0,"drr16"
"NR007-0037-2017","P1007-0014","Les clients et utilisateurs disposent de l’information dont ils ont besoin sur les projections, scénarios et ensembles de données climatiques sur différentes échelles temporelles et spatiales.",0,"dp17"
"NR007-0038-2016","EC-BDJ00","Les secteurs ciblés ont l’information et les services météorologiques et environnementaux dont ils ont besoin pour fonctionner de manière efficace et sécuritaire",0,"drr16"
"NR007-0038-2017","EC-BDJ00","Les secteurs ciblés ont l’information et les services météorologiques et environnementaux dont ils ont besoin pour fonctionner de manière efficace et sécuritaire",0,"dp17"
"NR007-0039-2016","P1007-0015","NAV CANADA et l’industrie aéronautique obtiennent l’information et les services météorologiques dont ils ont besoin pour maximiser leur efficacité et la sécurité aérienne",0,"drr16"
"NR007-0039-2017","P1007-0015","NAV CANADA et l’industrie aéronautique obtiennent l’information et les services météorologiques dont ils ont besoin pour maximiser leur efficacité et la sécurité aérienne",0,"dp17"
"NR007-0040-2016","P1007-0016","Les collectivités marines possèdent l’information sur la météo, les vagues et la glace dont elles ont besoin pour un fonctionnement sécuritaire et efficace dans les eaux canadiennes",0,"drr16"
"NR007-0040-2017","P1007-0016","Les collectivités marines possèdent l’information sur la météo, les vagues et la glace dont elles ont besoin pour un fonctionnement sécuritaire et efficace dans les eaux canadiennes",0,"dp17"
"NR007-0041-2016","P1007-0026","Le ministère de la Défense nationale possède les données météorologiques et océaniques ainsi que les connaissances dont il a besoin pour optimiser ses activités au Canada et à l’étranger",0,"drr16"
"NR007-0041-2017","P1007-0026","Le ministère de la Défense nationale possède les données météorologiques et océaniques ainsi que les connaissances dont il a besoin pour optimiser ses activités au Canada et à l’étranger",0,"dp17"
"NR007-0043-2016","EC-AGS00","Les menaces que les substances toxiques et les déchets représentent pour les Canadiens et leurs répercussions sur l’environnement sont réduites.",0,"drr16"
"NR007-0043-2017","EC-AGS00","Les menaces que les substances toxiques et les déchets représentent pour les Canadiens et leurs répercussions sur l’environnement sont réduites.",0,"dp17"
"NR007-0046-2016","P1007-0029","Le risque de pollution des effluents par les secteurs réglementés en vertu de la Loi sur les pêches est réduit au minimum",0,"drr16"
"NR007-0046-2017","P1007-0029","Le risque de pollution des effluents par les secteurs réglementés en vertu de la Loi sur les pêches est réduit au minimum",0,"dp17"
"NR007-0047-2016","P1007-0030","Réduction de la pollution marine attribuable aux rejets en mer non contrôlés",0,"drr16"
"NR007-0047-2017","P1007-0030","Réduction de la pollution marine attribuable aux rejets en mer non contrôlés",0,"dp17"
"NR007-0048-2016","P1007-0020","Les personnes respectent les exigences et obligations en vertu du Règlement sur les urgences environnementales",0,"drr16"
"NR007-0048-2017","P1007-0020","Les personnes respectent les exigences et obligations en vertu du Règlement sur les urgences environnementales",0,"dp17"
"NR007-0050-2016","P1007-0021","Réduction du passif fédéral dans les lieux contaminés fédéraux à risque plus élevé",0,"drr16"
"NR007-0050-2017","P1007-0021","Réduction du passif fédéral dans les lieux contaminés fédéraux à risque plus élevé",0,"dp17"
"NR007-0051-2016","P1007-0021","Réduction du risque que posent les sites contaminés fédéraux pour l’environnement et la santé humaine",0,"drr16"
"NR007-0051-2017","P1007-0021","Réduction du risque que posent les sites contaminés fédéraux pour l’environnement et la santé humaine",0,"dp17"
"NR007-0053-2016","P1007-0022","Réduction des émissions de polluants atmosphériques provenant des secteurs réglementés ou ciblés",0,"drr16"
"NR007-0053-2017","P1007-0022","Réduction des émissions de polluants atmosphériques provenant des secteurs réglementés ou ciblés",0,"dp17"
"NR007-0054-2016","P2007-0017","Les secteurs industriels qui respectent les niveaux d’intensité d’émissions réglementés de gaz à effets de serre",0,"drr16"
"NR007-0054-2017","P2007-0017","Les secteurs industriels qui respectent les niveaux d’intensité d’émissions réglementés de gaz à effets de serre",0,"dp17"
"NR007-0056-2016","P2007-0018","Réduction des émissions de gaz à effet de serre des nouveaux véhicules, moteurs et carburants vendus au Canada",0,"drr16"
"NR007-0056-2017","P2007-0018","Réduction des émissions de gaz à effet de serre des nouveaux véhicules, moteurs et carburants vendus au Canada",0,"dp17"
"NR007-0057-2016","P2007-0018","Réduction des émissions de polluants atmosphériques des nouveaux véhicules, moteurs et carburants vendus au Canada",0,"drr16"
"NR007-0057-2017","P2007-0018","Réduction des émissions de polluants atmosphériques des nouveaux véhicules, moteurs et carburants vendus au Canada",0,"dp17"
"NR007-0060-2016","P1007-0027","Les négociations internationales sur les polluants atmosphériques et les gaz à effet de serre correspondent aux priorités et aux intérêts du Canada.",0,"drr16"
"NR007-0060-2017","P1007-0027","Les négociations internationaux sur les polluants atmosphériques et les gaz à effet de serre correspondent aux priorités et aux intérêts du Canada.",0,"dp17"
"NR007-0061-2016","P1007-0028","Réduction des émissions grâce à la mise en œuvre de nouvelles technologies environnementales financées par le Fonds de technologies du DD",0,"drr16"
"NR007-0065-2016","EC-BDO00","Respect des lois et des règlements de lutte contre la pollution gérés par Environnement et Changement climatique Canada",0,"drr16"
"NR007-0065-2017","EC-BDO00","Respect des lois et des règlements de lutte contre la pollution gérés par Environnement Canada",0,"dp17"
"NR007-0066-2016","EC-BIA00","Les menaces que représentent les émissions de gaz à effet de serre pour les Canadiens, leur santé et leur environnement sont réduites",0,"drr16"
"NR007-0066-2017","EC-BIA00","Les menaces que représentent les émissions de gaz à effet de serre pour les Canadiens, leur santé et leur environnement sont réduites",0,"dp17"
"NR007-0067-2016","EC-AGL00","La réévaluation de l’état des espèces inscrites révèle une amélioration",0,"drr16"
"NR007-0067-2017","EC-AGL00","La réévaluation de l’état des espèces inscrites révèle une amélioration",0,"dp17"
"NR007-0068-2016","P1007-0002","Les stratégies de rétablissement et les plans de gestion sont élaborés.",0,"drr16"
"NR007-0068-2017","P1007-0002","Les stratégies de rétablissement et les plans de gestion sont élaborés.",0,"dp17"
"NR007-0071-2016","P1007-0006","Les décideurs du secteur des ressources hydriques disposent de l’information nécessaire et connaissent les points de vue des intervenants pour prendre des décisions responsables et appropriées sur les ressources partagées.",0,"drr16"
"NR007-0071-2017","P1007-0006","Les décideurs du secteur des ressources hydriques disposent de l’information nécessaire et connaissent les points de vue des intervenants pour prendre des décisions responsables et appropriées sur les ressources partagées.",0,"dp17"
"NR007-0072-2016","P2007-0007","Les objectifs prévus des projets financés relatifs à la conservation de la nature, l’eau propre et/ou les changements climatiques sont atteints.",0,"drr16"
"NR007-0072-2017","P2007-0007","Les objectifs prévus des projets financés relatifs à la conservation de la nature, l’eau propre et/ou les changements climatiques sont atteints.",0,"dp17"
"NR007-0073-2016","P1007-0035","Environnement et Changement climatique Canada et ses partenaires parviennent à réduire les concentrations de phosphore et à rétablir et protéger les populations d’espèces sauvages qui dépendent des poissons et des écosystèmes aquatiques du lac Simcoe et de la baie Georgienne du sud-est",0,"drr16"
"NR007-0073-2017","P1007-0035","Environnement Canada et ses partenaires parviennent à réduire les concentrations de phosphore et à rétablir et protéger les populations d’espèces sauvages qui dépendent des poissons et des écosystèmes aquatiques du lac Simcoe et de la baie Georgienne du sud-est.",0,"dp17"
"NR007-0074-2016","P1007-0036","Réduction des charges d’éléments nutritifs dans le bassin du lac Winnipeg.",0,"drr16"
"NR007-0074-2017","P1007-0036","Réduction des charges d’éléments nutritifs dans le bassin du lac Winnipeg.",0,"dp17"
"NR007-0075-2016","EC-AGR00","Les Canadiens utilisent les services météorologiques et environnementaux offerts par Environnement et Changement climatique Canada",0,"drr16"
"NR007-0075-2017","EC-AGR00","Les Canadiens utilisent les services météorologiques et environnementaux offerts par Environnement Canada.",0,"dp17"
"NR007-0077-2016","EC-BDK00","La santé de certains écosystèmes du Canada fait l’objet d’une étroite surveillance.",0,"drr16"
"NR007-0077-2017","EC-BDK00","La santé de certains écosystèmes du Canada fait l’objet d’une étroite surveillance.",0,"dp17"
"NR007-0078-2016","P1007-0028","Des émissions sont évitées grâce à l’achèvement de projets municipaux soutenus par le Fonds municipal vert.",0,"drr16"
"NR007-0078-2017","P1007-0028","Des émissions sont évitées grâce à l’achèvement de projets municipaux soutenus par le Fonds municipal vert.",0,"dp17"
"NR007-0079-2016","P1007-0002","L’habitat essentiel est protégé",0,"drr16"
"NR007-0079-2017","P1007-0002","L’habitat essentiel est protégé",0,"dp17"
"NR007-0080-2016","P1007-0031","Les habitats prioritaires de la sauvagine sont restaurés pour appuyer les objectifs du Plan nord-américain de gestion de la sauvagine",0,"drr16"
"NR007-0080-2017","P1007-0031","Les habitats prioritaires de la sauvagine sont restaurés pour appuyer les objectifs du Plan nord-américain de gestion de la sauvagine.",0,"dp17"
"NR007-0083-2016","P1007-0003","Les données sont disponibles pour gérer et évaluer les populations d’oiseaux",0,"drr16"
"NR007-0083-2017","P1007-0003","Les données sont disponibles pour gérer et évaluer les populations d’oiseaux",0,"dp17"
"NR007-0084-2016","P1007-0005","Les institutions qui participent à la gestion des eaux frontalières ont les données, les renseignements et l’analyse sur la qualité de l’eau dont ils ont besoin pour prendre des décisions en matière de gestion de l’eau.",0,"drr16"
"NR007-0084-2017","P1007-0005","Les institutions qui participent à la gestion des eaux frontalières ont les données, les renseignements et l’analyse sur la qualité de l’eau dont ils ont besoin pour prendre des décisions en matière de gestion de l’eau.",0,"dp17"
"NR007-0085-2016","P1007-0034","Des partenaires ne faisant pas partie du gouvernement fédéral qui contribuent aux objectifs à court terme d’amélioration de la qualité de l’eau, de la conservation de la biodiversité et des utilisations bénéfiques pour les écosystèmes du Saint-Laurent",0,"drr16"
"NR007-0085-2017","P1007-0034","Des partenaires ne faisant pas partie du gouvernement fédéral qui contribuent aux objectifs à court terme d’amélioration de la qualité de l’eau, de la conservation de la biodiversité et des utilisations bénéfiques pour les écosystèmes du Saint-Laurent",0,"dp17"
"NR007-0086-2016","P1007-0037","Participation des partenaires dans des projets visant des écosystèmes ciblés",0,"drr16"
"NR007-0086-2017","P1007-0037","Participation des partenaires dans des projets visant des écosystèmes ciblés",0,"dp17"
"NR007-0087-2016","EC-BKF00","Les personnes réglementées ciblées sont pénalisées lorsqu’elles ne se conforment pas aux lois et aux règlements sur la faune administrés par Environnement et Changement climatique Canada",0,"drr16"
"NR007-0087-2017","EC-BKF00","Les personnes réglementées ciblées sont pénalisées lorsqu’elles ne se conforment pas aux lois et aux règlements sur la faune administrés par Environnement Canada",0,"dp17"
"NR007-0088-2016","EC-BIA00","Amélioration de la qualité de l’air au Canada",0,"drr16"
"NR007-0088-2017","EC-BIA00","Amélioration de la qualité de l’air au Canada",0,"dp17"
"NR007-0090-2016","P1007-0002","L’habitat important est sécurisé, protégé, amélioré ou remis en état pour accroître le rétablissement des espèces en péril",0,"drr16"
"NR007-0090-2017","P1007-0002","L’habitat important est sécurisé, protégé, amélioré ou remis en état pour accroître le rétablissement des espèces en péril",0,"dp17"
"NR007-0091-2016","P1007-0032","Les Canadiens se rapprochent de la nature dans les réserves nationales de faune à proximité des zones urbaines.",0,"drr16"
"NR007-0091-2017","P1007-0032","Les Canadiens se rapprochent de la nature dans les réserves nationales de faune à proximité des zones urbaines.",0,"dp17"
"NR007-0092-2016","P1007-0018","Le volume de BPC traditionnels dans l’équipement industriel est réduit.",0,"drr16"
"NR007-0092-2017","P1007-0018","Le volume de BPC traditionnels dans l’équipement industriel est réduit.",0,"dp17"
"NR007-0093-2016","P1007-0018","Les rejets de siloxane D4 dans l’environnement par les fabricants et les utilisateurs industriels sont réduits.",0,"drr16"
"NR007-0093-2017","P1007-0018","Les rejets de siloxane D4 dans l’environnement par les fabricants et les utilisateurs industriels sont réduits.",0,"dp17"
"NR007-0094-2016","P1007-0021","L’incertitude associée au risque posé par les sites contaminés pour la santé environnementale et humaine est réduite.",0,"drr16"
"NR007-0094-2017","P1007-0021","L’incertitude associée au risque posé par les sites contaminés pour la santé environnementale et humaine est réduite.",0,"dp17"
"NR007-0095-2016","P1007-0018","L’utilisation du sel de voirie par les organisations de voirie est réduite au minimum.",0,"drr16"
"NR007-0095-2017","P1007-0018","L’utilisation du sel de voirie par les organisations de voirie est réduite au minimum.",0,"dp17"
"NR007-9998-2017","P1007-0020","Efficience",1,"dp17"
"NR007-9999-2017","P1007-0034","Efficience",1,"dp17"
"NR011-0001-2016","OSFI-AIH00","Les déposants et les souscripteurs sont protégés, tout en reconnaissant que certaines faillites ne peuvent être évitées.",0,"drr16"
"NR011-0001-2017","OSFI-AIH00","Les déposants et les souscripteurs sont protégés, tout en reconnaissant que certaines faillites ne peuvent être évitées.",0,"dp17"
"NR011-0002-2016","P1011-0001","Les problèmes dans les institutions sont cernés et des mesures en conséquence sont rapidement prises.",0,"drr16"
"NR011-0002-2017","P1011-0001","Les problèmes dans les institutions sont cernés et des mesures en conséquence sont rapidement prises.",0,"dp17"
"NR011-0003-2016","P1011-0002","Les acteurs du secteur estiment que les consignes sont mises à jour en temps opportun et qu’ils répondent aux changements qui se produisent sur les marchés et(ou) aux suggestions du secteur",0,"drr16"
"NR011-0003-2017","P1011-0002","Les acteurs du secteur estiment que les consignes sont mises à jour en temps opportun et qu’ils répondent aux changements qui se produisent sur les marchés et(ou) aux suggestions du secteur",0,"dp17"
"NR011-0004-2016","P1011-0003","Les décisions d’agrément sont prises de manière transparente et opportune.",0,"drr16"
"NR011-0004-2017","P1011-0003","Les décisions d’agrément sont prises de manière transparente et opportune.",0,"dp17"
"NR011-0005-2016","OSFI-AII00","Les problèmes des régimes sont cernés et des mesures en conséquence sont rapidement prises.",0,"drr16"
"NR011-0005-2017","OSFI-AII00","Les problèmes des régimes sont cernés et des mesures en conséquence sont rapidement prises.",0,"dp17"
"NR011-0006-2016","OSFI-AIG00","Les administrateurs du système public canadien de revenu de retraite bénéficient de services et de conseils actuariels d’expert précis et de qualité supérieure lorsque la situation l'exige.",0,"drr16"
"NR011-0006-2017","OSFI-AIG00","Les administrateurs du système public canadien de revenu de retraite bénéficient de services et de conseils actuariels d’expert précis et de qualité supérieure.",0,"dp17"
"NR011-0007-2016","P1011-0004","Des évaluations actuarielles précises et de grande qualité sont fournies pour informer les parties prenantes du RPC et de la SV ainsi que les Canadiens de la situation financière actuelle et prévue du Régime et du Programme.",0,"drr16"
"NR011-0007-2017","P1011-0004","Des évaluations actuarielles précises et de grande qualité sont fournies pour informer les parties prenantes du RPC et de la SV ainsi que les Canadiens de la situation financière actuelle et prévue du Régime et du Programme.",0,"dp17"
"NR011-0008-2016","P1011-0005","Des rapports d’évaluation actuarielle précis et de grande qualité sur les régimes de retraite et d’assurance publics aux ministères sont fournis en temps utile pour étayer la conception, la capitalisation et l’administration des régimes.",0,"drr16"
"NR011-0008-2017","P1011-0005","Des rapports d’évaluation actuarielle précis et de grande qualité sur les régimes de retraite et d’assurance publics aux ministères sont fournis en temps utile pour étayer la conception, la capitalisation et l’administration des régimes.",0,"dp17"
"NR011-0009-2016","P1011-0006","Les rapports d’évaluation actuarielle sur le Programme canadien de prêts aux étudiants (PCPE) et le programme d’assurance-emploi sont précis, de grande qualité et produits en temps utile pour informer les parties prenantes et les Canadiens au sujet des futurs coûts et taux de provisionnement de ces programmes.",0,"drr16"
"NR011-0009-2017","P1011-0006","Les rapports d’évaluation actuarielle sur le Programme canadien de prêts aux étudiants (PCPE) et le programme d’assurance-emploi sont précis, de grande qualité et produits en temps utile pour informer les parties prenantes et les Canadiens au sujet des futurs coûts et taux de provisionnement de ces programmes.",0,"dp17"
"NR011-0010-2016","OSFI-AIH00","Le cadre de réglementation et de surveillance du BSIF est conforme aux normes internationales.",0,"drr16"
"NR011-0010-2017","OSFI-AIH00","Le cadre de réglementation et de surveillance du BSIF est conforme aux normes internationales.",0,"dp17"
"NR011-0011-2016","P1011-0002","Le BSIF communique efficacement ses attentes sous forme de consignes destinées aux acteurs sectoriels.",0,"drr16"
"NR011-0011-2017","P1011-0002","Le BSIF communique efficacement ses attentes sous forme de consignes destinées aux acteurs sectoriels.",0,"dp17"
"NR011-0012-2016","P1011-0002","Le BSIF consulte le secteur lorsqu’il élabore des consignes.",0,"drr16"
"NR011-0012-2017","P1011-0002","Le BSIF consulte le secteur lorsqu’il élabore des consignes.",0,"dp17"
"NR011-0013-2016","OSFI-AII00","Le BSIF est perçu comme surveillant et supervisant efficacement les régimes de retraite.",0,"drr16"
