service_id,year,cra_business_ids_collected,sin_collected,phone_inquiry_count,online_inquiry_count,online_application_count,live_application_count,mail_application_count,other_application_count,comment_en,comment_fr
1182,2018,Not Applicable,No,1000.0,,,,,250.0,"Applications are requests to gain access to the registry.  These are only done via e-mail or by phone. This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Website Visits, Online Applications, In-Person Applications, Applications by Mail.","Les demandes sont des demandes d'accès au registre.  Ceux-ci ne se font que par e-mail ou par téléphone. Ce service ne recourt pas aux réseaux de prestation de services suivants, et donc les données sur l’utilisation de ces réseaux ne sont pas applicables : visite site web, demande en ligne, demande en personne, demande par la poste."
1965,2018,No,No,0.0,0.0,0.0,0.0,0.0,0.0,Number of interactions not currently available.,Nombre d'interactions non disponibles actuellement.
1256,2018,Yes,Not Applicable,65813.0,1185335.0,,53339.0,0.0,0.0,"It is not possible to submit an application online. The Temporary Foreign Worker Program (TFWP) does not track how applications are submitted, but accepts them either in person or by mail.",Il n’est pas possible de présenter une demande en ligne. Le Programme des travailleurs étrangers temporaires (PTET) n’a pas de données sur les moyens utilisés pour soumettre une demande. Les demandes peuvent être soumises en personne ou par la poste.
1329,2018,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,"We provide actuarial services as part of our ongoing dialogue with client departments and agencies. As it is not clear when one request ends and a new one begins, we are not currently able to report the number of requests. We can report that we have more than 20 distinct federal departments and agencies whom we serve; that we provide services related to at least 20 distinct pension and benefit programs, and that we receive multiple requests each year about each program.","Nous fournissons des services actuariels dans un contexte de dialogue continuel avec les ministères et organismes qui sont nos clients.  Il nous est impossible de rapporter le nombre de requêtes étant donné qu’il n’est pas toujours évident quand une requête est complétée et qu’une autre débute.  Nous pouvons rapporter que fournissons des services à plus de 20 ministères et organismes gouvernementaux ; que nos services sont en relations avec plus de 20 programmes de retraite et d’avantage sociaux distincts, et que nous recevons de nombreuses requêtes chaque année pour chaque programme."
1964,2018,No,No,0.0,0.0,0.0,0.0,0.0,0.0,Number of interactions not currently available.,Nombre d'interactions non disponibles actuellement.
1410,2018,Not Applicable,Not Applicable,,,,,,,Not applicable for any channel,Aucune application pour les modes de prestation
299,2018,Not Applicable,Not Applicable,,,,,1.0,,"The printed copies of the forms, along with the appropriate supporting technical documentation, are to be submitted by mail or fax.",Les formulaires imprimés et les documents techniques à l'appui doivent être reçus par courrier ou télécopieur.
1183,2018,Not Applicable,Not Applicable,,4907.0,1.0,,,,"Telephone enquiries are not tracked,  1 job add per year for a total business volume of 37 and other channels of applications are not available","Les demandes téléphoniques ne sont pas enregistrées, 1 annonce par année pour un volume d'activité total de 37 et les autres moyens d'applications ne sont pas disponibles"
1909,2018,No,Not Applicable,289.0,23187.0,,,,,"The Canada Cultural Spaces Fund (CCSF) provides financial assistance to not-for-profit organizations, provincial, territorial or municipal institutions or equivalent Indigenous peoples' organizations. This service is not provided to individuals. Funding is issued in the form of grants or contributions.  

Inquiries are directed to the program e-mail and the Departmental 1-866 number. Canadian Heritage is modernizing its business model with a new IT solution for all transfer payment programs. The Department is considering new ways to monitor and report on service standards at the program level and by communication channels.","Le Fonds du Canada pour les espaces culturels (FCEC) offre une aide financière aux organismes sans but lucratif; institutions provinciales, territoriales ou municipales ou organismes autochtones équivalents. Ce service n'est pas offert aux particuliers. Le financement est accordé sous la forme de subvention ou contribution. 

Les demandes de renseignements sont adressées au courriel du programme et au numéro 1-866 du Ministère. Patrimoine canadien modernise son modèle d'affaires avec une nouvelle solution informatique pour tous les programmes de paiement de transfert. Le Ministère envisage de nouvelles façons de surveiller et de faire rapport au niveau du programme, et ce, par voie de communication."
424,2018,Not Applicable,Not Applicable,,,,,,,"The service is not an information based service.
We do not currently accept online applications.
We do not currently accept In-Person applications.","Le service n'est pas un service d'information.
Nous n'acceptons pas présentement les applications en-ligne.
Nous n'acceptons pas présentement les applications en personne."
1610,2018,No,No,0.0,77045.0,0.0,0.0,0.0,0.0,,
1204,2018,Not Applicable,Not Applicable,,56818.0,200000.0,0.0,0.0,,"Number of telephone enquiries are not tracked, PPC scored 200,000 tests","Les demandes téléphoniques ne sont pas enregistrées, le CPP a corrigé 200 000 tests"
1004,2018,Not Applicable,No,0.0,0.0,200.0,0.0,0.0,0.0,,
291,2018,Yes,Not Applicable,,,21.0,,,,Parties may file documents electronically through the Board’s electronic document repository or by mail.,Le demandeur qui sollicite une approbation doit remettre des documents complets à l’Office par voie électronique dans le dépôt central de documents électroniques ou sur support papier par courrier.
293,2018,Not Applicable,Not Applicable,,,13.0,,,,The application is received through the On-line Application System (OAS),La demande est déposée au moyen du Système de demandes en ligne (SDL)
981,2018,Not Applicable,Not Applicable,500.0,,,,,500.0,"500 telephone calls/month, 500 emails/month","500 appels téléphoniques/mois, 500 courriels/mois"
1048,2018,No,No,,,,,,,,S.O.
290,2018,Yes,Not Applicable,,,4.0,,,,Parties may file documents electronically through the Board’s electronic document repository or by mail.,Le demandeur qui sollicite une approbation doit remettre des documents complets à l’Office par voie électronique dans le dépôt central de documents électroniques ou sur support papier par courrier.
1278,2018,Not Applicable,Yes,,17970.0,438.0,,,,Data is not available for unspecified fields.,Les données ne sont pas disponibles pour les champs non spécifiés.
36,2018,Not Applicable,Not Applicable,,358763.0,49249.0,,,,SSC accepts online requests only.,SPC n’accepte que les demandes présentées en ligne.
1261,2018,Not Applicable,Yes,1386.0,32784.0,5720.0,,,,Data is not available for unspecified fields.,Les données ne sont pas disponibles pour les champs non spécifiés.
723,2018,No,Not Applicable,,,,,243.0,,"Please note that although the application is found online, Cultural Properties applications are never actually processed online. Once the Exporter completes the fillable PDF application, they print it and submit a hard copy to the local CBSA office either in person or by mail, there is no online or e-mail option. Also, the local CBSA offices do not collect disaggregated data which detail whether the applications are submitted in-person or via mail.","Veuillez noter que bien que la demande soit trouvée en ligne, les demandes de biens culturels ne sont jamais traitées en ligne. Une fois que l’exportateur a rempli la demande PDF remplissable, il l’a imprimé et en a envoyé une copie papier au bureau local de l’ASFC, en personne ou par courrier. Il n’ya pas d’option en ligne ou par courrier électronique. De plus, les bureaux locaux de l'ASFC ne collectent pas de données ventilées indiquant si les demandes sont présentées en personne ou par courrier."
862,2018,No,Not Applicable,,,,,,,"Regarding feedback options, in addition to the availability of the Pest Management Information Service, Section 5.6 of Regulatory Directive DIR2017-01, Management of Submissions Policy, details dispute resolution options and the escalation process.

Regarding all service volumetrics, this inventory represents a first draft for PMRA. The availability of data is being confirmed and the data analyzed to verify that it aligns with the services as reflected here (i.e. metric information may not be available separated by service given shared channels of delivery)","Concernant les options de rétroaction, en plus du Service de renseignements sur la lutte antiparasitaire, l'article 5.6 de la directive DIR2017-01 intitulée """"Politique sur la gestion des demandes d'homologation"""" précise les options de résolution des différends et le processus de renvoi au niveau supérieur.

Concernant la mesure du volume de service, cet inventaire est une première ébauche pour l'ARLA. La disponibilité des données est en train d'être confirmée, et les données sont analysées pour en vérifier la concordance avec les services, comme dans le cas présent (c'est-à-dire que des mesures peuvent ne pas être obtenues par service, en raison des voies communes d'acheminement)."
1280,2018,Not Applicable,No,,4392.0,,,,,Data is not available for unspecified fields.,Les données ne sont pas disponibles pour les champs non spécifiés.
1879,2018,Not Applicable,No,2500.0,90000.0,,,600.0,,JACS does is not currently set up to accept in-person or online applications.,RMNF n’est actuellement pas configuré pour accepter les candidatures en personne ou en ligne.
289,2018,Yes,Not Applicable,,,37.0,,,,Parties may file documents electronically through the Board’s electronic document repository or by mail.,Le demandeur qui sollicite une approbation doit remettre des documents complets à l’Office par voie électronique dans le dépôt central de documents électroniques ou sur support papier par courrier.
1322,2018,Yes,Yes,37664.0,305806.0,0.0,,0.0,0.0,"Applications are submitted through RESP providers. This applies to all channels.

No in-person services are provided.","Les demandes sont soumises par l’entremise des fournisseurs du régime enregistré d’épargne études (REEE), pour lequel les demandes peuvent être soumises par tous les modes de service.

Aucun service n’est offert en personne."
1581,2018,Yes,No,364.0,31663.0,26.0,0.0,0.0,0.0,,
172,2018,Not Applicable,Not Applicable,2968.0,69563.0,0.0,0.0,0.0,3023.0,Numbers reflected are for F/Y 2018/19,Les nombres reflètent les données pour l’exercice 2018-2019
1702,2018,Not Applicable,Not Applicable,,,,,,,Information is not yet provide,L'information n'est pas encore fournie
423,2018,Not Applicable,Not Applicable,,,,,,,"The service is not an information based service. 
We do not currently accept online applications. 
We do not currently accept In-Person applications.","Le service n'est pas un service d'information. 
Nous n'acceptons pas présentement les applications en-ligne. 
Nous n'acceptons pas présentement les applications en personne."
849,2018,Not Applicable,Not Applicable,,,,,,,"CED receives media requests either by phone or email. In 2018-19, CED has received 61 requests from medias. However, breakdown of volume by mode is not available. There is no service standard published relating to the Media Relations service. Responses to media requests are delivered as quickly as possible, according to the deadlines negociated with the media at the time of the request.","DEC reçoit des demandes médias soit par téléphone, soit par courriel. En 2018-2019, DEC a reçu 61 demandes d'information provenant des médias. La ventilation du volume par mode de service n'est cependant pas disponible. Par ailleurs, aucune norme de service n'est publié relativement au service de relations médias.  Les réponses aux demandes des médias sont livrées le plus rapidement possible, en fonction des échéances négociées avec eux, au moment de la demande."
864,2018,No,Not Applicable,,,,,,,"Regarding feedback options, in addition to the availability of the Pest Management Information Service, Section 5.6 of Regulatory Directive DIR2017-01, Management of Submissions Policy, details dispute resolution options and the escalation process.

Regarding all service volumetrics, this inventory represents a first draft for PMRA. The availability of data is being confirmed and the data analyzed to verify that it aligns with the services as reflected here (i.e. metric information may not be available separated by service given shared channels of delivery)","Concernant les options de rétroaction, en plus du Service de renseignements sur la lutte antiparasitaire, l'article 5.6 de la directive DIR2017-01 intitulée """"Politique sur la gestion des demandes d'homologation"""" précise les options de résolution des différends et le processus de renvoi au niveau supérieur.

Concernant la mesure du volume de service, cet inventaire est une première ébauche pour l'ARLA. La disponibilité des données est en train d'être confirmée, et les données sont analysées pour en vérifier la concordance avec les services, comme dans le cas présent (c'est-à-dire que des mesures peuvent ne pas être obtenues par service, en raison des voies communes d'acheminement)."
1880,2018,Not Applicable,No,0.0,450.0,,0.0,0.0,586.0,JLT is not currently set up to accept online applications.,FLJ n'est pas actuellement configuré pour accepter les applications en ligne.
1580,2018,No,No,20.0,0.0,110.0,0.0,0.0,1305.0,,
1704,2018,Not Applicable,Not Applicable,,,,,,,Information is not yet provide,L'information n'est pas encore fournie
1966,2018,No,No,0.0,0.0,0.0,0.0,0.0,0.0,Number of interactions not currently available.,Nombre d'interactions non disponibles actuellement.
728,2018,Yes,No,,,20667814.0,1071414.0,,,Paper application received in-person.,Demandes papier reçues en personne.
39,2018,Not Applicable,Not Applicable,,1167.0,9882.0,,,,SSC accepts online requests only.,SPC n’accepte que les demandes présentées en ligne.
1051,2018,No,No,,2188645.0,,1692.0,,3414.0,,
1886,2018,Not Applicable,Not Applicable,,,,,,,Numbers of telephone or in person inquiries and of website visits are not tracked because of the ad hoc nature and time cycle of major international events,Le nombre d'enquêtes téléphoniques ou en personne et de visites de sites Web ne fait pas l'objet d'un suivi en raison de la nature ponctuelle et du cycle temporel d'événements internationaux majeurs.
1568,2018,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,
1484,2018,Not Applicable,No,586702.0,8012.0,,,,,"# of calls same as Citizenship Grant.                                                      

This service is not available through other service delivery channels.","Nombre d'appels même que Attribution de citoyenneté.                             

Ce service n'est pas disponible via d'autres modes de prestation de services."
1411,2018,Not Applicable,Not Applicable,,,,,,,Not applicable for any channel,Aucune application pour les modes de prestation
192,2018,No,No,,,,,,,"The number of telephone inquiries and website visits cannot be reported, as inquires and visits for contract policing services cannot be differentiated from those for other services and activities conducted by the RCMP. Clients do not need to submit applications to access Contract Policing services.","Le nombre de demandes de renseignements par téléphone et de visites du site Web ne peut pas être indiqué, car les demandes et les visites liées aux services de police contractuels ne peuvent pas être différenciées de celles qui portent sur d'autres services/activités de la GRC. Les clients n'ont pas besoin de soumettre une demande pour accéder aux services de police contractuels."
14,2018,Not Applicable,Not Applicable,,819.0,1034.0,,,,SSC accepts online requests only.,SPC n’accepte que les demandes présentées en ligne.
1089,2018,Not Applicable,Not Applicable,,,,,70.0,12.0,"Service is initiated through mailed or eMail submission package including completed form.  A blank cell under ""Telephone Inquiries"", ""Website Visits"" and/or any of the application channels (e.g. ""In Person application"") highlights that the information concept is either ""Not applicable"" or the data is not available (or a combination of both).","Le service est exécuté au moyen d'un dossier de demande envoyé par la poste ou par voie électronique y compris le formulaire rempli. Un champ libre sous « Requêtes par téléphone », « Visites du site Web » et/ou pour tout mode de présentation des demandes (p. ex. « Demande en personne ») indique que le concept de l'information « ne s'applique pas » ou que les données ne sont pas disponibles (ou une combinaison des deux)."
880,2018,Not Applicable,Not Applicable,20.0,0.0,0.0,0.0,0.0,0.0,"Services are demand driven by law enforcement agencies, expect 20 events requiring DAS' help.  Tool only accepts numeric values.  N/A would be a more suitable response than ""blank"" for Number of Website visits down.","Les services sont déterminés par la demande des organismes d'exécution de la loi; il est attendu que 20 incidents nécessitent l'aide des SAD. L'outil n'accepte que les valeurs numériques. ""S.O."" serait une réponse plus adéquate qu'une case vide concernant le nombre de consultations du site Web et les éléments suivants."
1053,2018,No,No,,,,,,50.0,No formal delivery channels used.  The Department responds to occasional queries received through various means.,Aucun canal de livraison formel utilisé. La ministere répond aux demandes occasionnelles reçues de différentes manières.
1534,2018,Not Applicable,No,,,132.0,,,,"This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Telephone inquiries, In-Person Applications, Applications by Mail. The number of Online Applications is the total for both CIRNAC and ISC. Disaggregated data is not available for 2018-19. The number under Online Applications includes only responses to public queries, not other interactions (e.g. likes, shares, etc.). As external platforms, data on website visits is not available.","Ce service n’utilise pas les modes de prestation de service suivants. Par conséquent, les données sur l’utilisation de ces modes ne s’appliquent pas. Voici ces modes : demandes téléphoniques, demandes en personne, demandes par courrier. Le nombre de demandes en ligne est la somme de celles de RCAANC et de SAC. Les données ventilées ne sont pas disponibles pour 2018-2019. Le nombre de demandes en lignes ne comprend que les réponses aux requêtes publiques, et non les autres interactions (par exemple, les réactions et les partages, etc.). En tant que plateformes externes, les données sur les visites du site Web ne sont pas disponibles."
1120,2018,No,No,,511.0,0.0,0.0,0.0,31.0,The number of telephone enquiries is not tracked due to the very low volume of enquiries received every year.,Le nombre de demandes de renseignements par téléphone n'est pas colligé en raison du très faible volume de demandes reçues chaque année.
1284,2018,Not Applicable,No,,7878.0,1076.0,,,,Data is not available for unspecified fields.,Les données ne sont pas disponibles pour les champs non spécifiés.
1570,2018,No,No,0.0,3169.0,0.0,0.0,0.0,0.0,,
1775,2018,Not Applicable,Not Applicable,0.0,,,,,,"- Numerous calls between INFC and funding recipients.
- No new applications in Fiscal Year 2018-2019.","- De nombreux appels entre l'INFC et les bénéficiaires de financement.
- Aucune nouvelle demande pour l'année fiscale 2018-2019."
1412,2018,Not Applicable,Not Applicable,,,,,,,Not applicable for any channel,Aucune application pour les modes de prestation
1054,2018,No,No,,,,,,,No formal delivery channels used.  The Department responds to occasional queries received through various means.,Aucun canal de livraison formel utilisé. La ministere répond aux demandes occasionnelles reçues de différentes manières.
1777,2018,Not Applicable,Not Applicable,0.0,,46.0,,,,Numerous calls between INFC and funding recipients.,"De nombreux appels entre l'INFC et les bénéficiaires de financement,"
1569,2018,No,No,0.0,2912.0,0.0,0.0,0.0,0.0,,
1486,2018,Not Applicable,No,,16515.0,,,42.0,,A Canadian citizen who wants a certificate of citizenship must follow the instruction guide and send the application to the Case Processing Centre in Sydney (CPC-S) by mail.,Un citoyen canadien qui souhaite obtenir un certificat de citoyenneté doit suivre le guide d'instructions et envoyer la demande par courrier au Centre de traitement des demandes à Sydney (CPC-S).
1295,2018,Not Applicable,Not Applicable,,23000000.0,,,0.0,5592.0,"The LMI service provides information to clients on various labour market products such as wages, employment outlooks and occupational profiles. Therefore, applications do not apply and are not required to gain access to this service. Due to the nature of this service, it is not available to clients through the in-person channel. The volumes under the mail and email channels represent responses to inquiries.

The number entered for the ""number of applications through other channels"" is broken down below:

Total number of email responses sent from the NOC inbox: 4967
Total number of email responses sent from the LMI inbox: 625","Le service d’information sur le marché du travail (IMT) fournit divers produits d’information sur le marché du travail à ses clients, comme les salaires, les perspectives d’emploi et les profils opérationnels. Par conséquent, les données sur les demandes ne sont pas pertinentes, et il n’est pas nécessaire de déposer une demande pour avoir accès à ce service. En raison de la nature de ce dernier, les clients ne peuvent pas y avoir accès en personne. Le nombre de demandes soumises par courrier et par courriel correspond au nombre de réponses offertes.

La valeur saisie dans la colonne « Nombre de demandes soumises par d’autres moyens » est ventilée ci-dessous :

Nombre total de réponses par courriel envoyées de la boîte de réception de la CNP : 4 967
Nombre total de réponses par courriel envoyées de la boîte de réception de l’IMT : 625"
954,2018,Not Applicable,Not Applicable,,,,,,,Data are not yet available.,Données ne sont pas encore disponibles.
169,2018,No,No,0.0,0.0,14589.0,0.0,0.0,0.0,"Service is offered by these channels, but is not tracked.
The service is not an information-based service; no website visits were entered.","Les composants de ce service sont disponibles par différentes méthodes mais les données ne sont pas collectées sur le nombre de demandes.
Le service n'est pas un service basé sur l'information."
1303,2018,Yes,No,,100000.0,332.0,,25.0,111.0,Service not offered through phone channel.,Service non offert par le biais du téléphone.
1296,2018,Not Applicable,Yes,1727058.0,10800000.0,527990.0,,25241.0,,"Student loan application assessment is performed by the participating provinces and territories on behalf of the federal government. 

Clients can apply online for some CSLP sub-activities, one of them being the CSLP's Repayment Assistance Plan, through the National Student Loan Service Centre (NSLSC) portal online and by paper mail.

CSLP does not provide an in-person service delivery channel. Clients cannot apply via email or fax.","L’évaluation des demandes de prêts étudiants est réalisée par les provinces et les territoires participants au nom du gouvernement fédéral. 

Les clients peuvent postuler en ligne pour certaines sous-activités du PCPE, dont le Programme d’aide au remboursement, par l’entremise du portail du Centre de service national de prêts aux étudiants et par la poste.

Le PCPE ne permet pas d’obtenir des services en personne. Les clients ne peuvent pas postuler par courriel ou par télécopieur."
1582,2018,No,No,25816.0,93894.0,8500.0,0.0,10.0,155826.0,,
881,2018,No,No,,,,,,,,S.O.
1571,2018,No,No,,,,,,,Volume not available for this service,Volume non disponible pour ce service
1362,2018,Not Applicable,Not Applicable,,,,,,,Not applicable for any channel,Aucune application pour les modes de prestation
1655,2018,No,No,,,,,,805.0,Civil Aviation is unable to segregate volume per channel. The majority of the requests are received electronically.,L'Aviation Civile n'est pas en mesure de distinguer les volumes par voies de communication. La majorité des demandes sont reçues électroniquement.
1967,2018,No,No,0.0,0.0,0.0,0.0,0.0,0.0,Number of interactions not currently available.,Nombre d'interactions non disponibles actuellement.
195,2018,Not Applicable,Not Applicable,0.0,0.0,1176.0,0.0,0.0,0.0,"Annual Business Volume is comprised of New Money Services Businesses pre-registration set-up and registration processing (renewals, ceased and clarification requests).","Le volume d'affaires annuel comprend l'établissement des nouvelles inscriptions et le traitement des inscriptions (renouvellements, cessations et demandes de clarification) des entreprises de services monétaires."
1311,2018,Not Applicable,Not Applicable,,,,,,,Data are not yet available.,Données ne sont pas encore disponibles.
1057,2018,No,No,25.0,,,,,25.0,Data on exploded ordnance is accessible as an open dataset on Open Government Portal.,Les données sur les munitions explosées sont accessibles comme un ensemble de données ouvert sur le portail du gouvernement ouvert.
1361,2018,Not Applicable,Not Applicable,0.0,0.0,,0.0,,1.0,"The number provided under “Number of Applications Through Other Channels” is the total of requests received throught telephone, referrals and emails. This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Online Applications, Applications by Mail.","Le nombre présenté dans la colonne « Nombre de demandes soumises par l'entremise d'un autre mode de prestation » est le total des demandes reçues par téléphone, renvois et courriels. Ce service n’utilise pas les modes de prestation de service suivants. Par conséquent, les données sur l’utilisation de ces modes ne s’appliquent pas. Voici ces modes : demandes en ligne, demandes par courrier."
1639,2018,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,Service is not offered online and Data is not available.,Le service n'est pas offert en ligne et les données ne sont pas disponibles.
1298,2018,Not Applicable,Yes,30113.0,0.0,15444.0,,113.0,,"For Canada Apprentice Loan program, candidates apply directly to the federal program, via the Canada Apprentice Loan Centre portal, online or, in a small number of cases, by paper mail. 

Number of website visits are not tracked.

CSLP does not provide an in-person service delivery channel. Clients cannot apply via email or fax.","Les candidats au programme de prêt canadien aux apprentis peuvent présenter une demande directement au programme fédéral par l’intermédiaire du portail du centre de prêt canadien aux apprentis, en ligne ou, dans certains cas, par courrier. 

Le nombre des visites sur le site Web n’est pas suivi.

Le PCPE ne permet pas d’obtenir des services en personne. Les clients ne peuvent pas postuler par courriel ou par télécopieur."
47,2018,Not Applicable,Not Applicable,,1540.0,1.0,,,,SSC accepts online requests only.,SPC n’accepte que les demandes présentées en ligne.
865,2018,No,Not Applicable,,,,,,,"PMRA InfoServe, Call-line and Information Service Inquiry of the Public Engagement Portal (PEP) are grouped as a single service, accessed through distinct channels (e-mail / phone / online). This service also supports feedback from clients regarding other services provided.

Regarding all service volumetrics, this inventory represents a first draft for PMRA. The availability of data is being confirmed and the data analyzed to verify that it aligns with the services as reflected here (i.e. metric information may not be available separated by service given shared channels of delivery)","Le service InfoServe de l'ARLA, la ligne d'appel et le service de demande du Portail de mobilisation publique (PMP) sont regroupés en un seul service, accessible par divers moyens (courriel, téléphone, en ligne). Ce service reçoit aussi la rétroaction des clients concernants d'autres services fournis.

Concernant la mesure du volume de service, cet inventaire est une première ébauche pour l'ARLA. La disponibilité des données est en train d'être confirmée, et les données sont analysées pour en vérifier la concordance avec les services, comme dans le cas présent (c'est-à-dire que des mesures peuvent ne pas être obtenues par service, en raison des voies communes d'acheminement)."
1363,2018,Not Applicable,Not Applicable,,,,,,,Not applicable for any channel,Aucune application pour les modes de prestation
1572,2018,No,No,0.0,0.0,1800.0,0.0,0.0,0.0,,
1603,2018,No,Not Applicable,0.0,193.0,0.0,0.0,0.0,0.0,,
1829,2018,Not Applicable,Not Applicable,0.0,,,,,,"- Numerous calls between INFC and funding recipients.
- No new applications in Fiscal Year 2018-2019.","- De nombreux appels entre l'INFC et les bénéficiaires de financement.
- Aucune nouvelle demande pour l'année fiscale 2018-2019."
757,2018,No,No,0.0,,11047.0,0.0,0.0,0.0,"Service is offered by these channels, but is not tracked.
The service is not an information-based service; no website visits were entered.","Les composants de ce service sont disponibles par différentes méthodes mais les données ne sont pas collectées sur le nombre de demandes.
Le service n'est pas un service basé sur l'information."
944,2018,No,No,,,,,,,,S.O.
1497,2018,Not Applicable,No,,32706.0,,1559.0,947.0,1345.0,Number of web visits for the fiscal year is extrapolated based on 4 months of actual data.,Nombre de visite du site web pour l'année fiscale est extrapolé basée sur 4 mois de données actuelles.
1265,2018,Not Applicable,Not Applicable,,,,,,,New service being established. Data not yet tracked.,Ce nouveau service est en cours d'établissement. Les données n'ont pas encore été retracées.
1306,2018,Yes,No,,100000.0,11600.0,,4100.0,,Service not offered through phone channel.,Service non offert par le biais du téléphone.
1573,2018,No,No,,,,,,,Volume not available for this service,Volume non disponible pour ce service
95,2018,Not Applicable,Not Applicable,,8949.0,8774.0,,,,SSC accepts online requests only.,SPC n’accepte que les demandes présentées en ligne.
1601,2018,Not Applicable,Not Applicable,,,,,,,"No application is required to receive this newsletter. The Focus newsletter is distribited to national agencies, stakeholders and within government. Distribution lists are maintained and updated throughout the year.","Aucune demande n'est requise pour recevoir ce bulletin. Le bulletin d'information Focus est distribué aux agences nationales, aux parties prenantes et au gouvernement. Les listes de distribution sont maintenues et mises à jour tout au long de l'année."
1913,2018,No,Not Applicable,64.0,6652.0,,,60.0,100.0,"The Canada History Fund provides funding to organizations or post-secondary educational institutions. This service is not provided to individuals. Funding is issued in the form of grants or contributions. 

Inquiries are directed to the program e-mail and the Departmental 1-866 number. Canadian Heritage is modernizing its business model with a new IT solution for all transfer payment programs. The Department is considering new ways to monitor and report on service standards at the program level and by communication channels.","Le Fonds pour l’histoire du Canada offre une aide financière aux organismes ou établissements d’enseignement postsecondaire. Ce service n'est pas offert aux particuliers. Le financement est accordé sous la forme de subvention ou de contribution. 

Les demandes de renseignements sont adressées au courriel du programme et au numéro 1-866 du Ministère. Patrimoine canadien modernise son modèle d'affaires avec une nouvelle solution informatique pour tous les programmes de paiement de transfert. Le Ministère envisage de nouvelles façons de surveiller et de faire rapport au niveau du programme, et ce, par voie de communication."
1640,2018,No,Not Applicable,0.0,,1786.0,0.0,,,Telephone inquiries are not tracked. Not an information-based service. Service not provided through specified channels.,Demandes téléphoniques non comptabilisées. Pas un service d'information. Service non fourni par les canals spécifiés.
1342,2018,Yes,Not Applicable,70.0,16108.0,289.0,,1.0,6.0,"Website visits can be to access information about the fund and the application process for the Fund.   Applications are tracked using the application number. However, some regional development agencies use the CRA number to work with StatCan and obtain statisticsal data.","Les visites sur le site Web peuvent servir à obtenir de l'information sur le Fonds et sur le processus de demande de financement.   Les demandes sont suivies à l'aide du numéro de demande. Toutefois, certains organismes de développement régional utilisent le numéro de l'ARC pour travailler avec Statistique Canada et obtenir des données statistiques."
1242,2018,Not Applicable,Not Applicable,,,,1945393.0,949536.0,,"Volume for in-person applications refers to applications being submitted in person at 32 Service Canada Centre-Passport Services and 2 consolidated Service Canada Centres (SCC) only.  
Volume for mail applications includes 593,828 applications submitted at SCCs (formerly referred to as Receiving Agent) and 355,708 applications submitted through regular mail in Canada, the US, and via Members of Parliament.

Mail-in applications can be submitted in-person at SCCs (formerly referred to as Receiving Agent), however they are processed via the mail-in channel and therefore are included in the mail-in total.                                                                                                  

Passport applications cannot be submitted via any other channel.","Le nombre de demandes soumises en personne ne représente que les demandes soumises en personne à 32 comptoirs de services de passeport d’un Centre Service Canada (CSC) et à 2 CSC.
Le nombre de demandes soumises par la poste comprend 593 828 demandes soumises aux CSC (anciennement connus sous le nom d’agents réceptionnaires) et 355 708 demandes soumises par le courrier ordinaire au Canada, aux États-Unis ou par l’entremise de députés.

Les demandes postales peuvent être soumises en personne aux CSC (anciennement connus sous le nom d’agents réceptionnaires). Toutefois, elles sont traitées comme des demandes postales et sont comprises dans la quantité de demandes soumises par la poste.

Les demandes de passeport ne peuvent pas être soumises par un autre moyen."
1127,2018,Not Applicable,Yes,0.0,0.0,0.0,0.0,0.0,0.0,"The delivery channel  is by   electronic payment. Data is not available at this time, but efforts to collect this information are underway for future reports.","Le mode de prestation est  par  paiement électronique. Les données ne sont pas disponibles à l’heure actuelle, mais des efforts sont en cours pour recueillir cette information en vue de futurs rapports."
1056,2018,No,No,10.0,,,,,,,
1861,2018,Not Applicable,Not Applicable,,,,,,,Information is not yet provide,L'information n'est pas encore fournie
928,2018,Not Applicable,Not Applicable,6000.0,,0.0,,0.0,34000.0,The vast majority of client submissions arrive via email. The number of website visits  and in-person applications is unknown (not tracked).,La grande majorité des demandes des clients nous parviennent par courriel. Le nombre de visites sur le site Web et de demandes en personne est inconnu (non suivi).
1574,2018,No,No,,,,,,,Volume not available for this service,Volume non disponible pour ce service
1299,2018,Not Applicable,Not Applicable,119931.0,34137.0,0.0,0.0,0.0,39679.0,"Number of Website Visits only available starting Sept. 1st 2018-Mar. 31 2019 since a new analytics tool was implemented. Visits cannot be summed. Excludes StatCan employees at work./
729 applications trough live chat and 38,953 through email.","Nombre de visites au site Web seulement disponible à partir du 1er sept. 2018-31 mars 2019 puisqu'un nouvel outil d'analytique a été mis en place. Les Visites ne peuvent être additionnées. Exclues les employés de StatCan au travail./
729 demandes par l'entremise des discussions en ligne et 38 953 par l'entremise du courier électronique."
