"id","dept_code","name_en","name_fr","desc_en","desc_fr","is_active","is_drf","is_internal_service"
"CPCC-ISS00","CPCC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"CPCC-SO0341","CPCC","Increased Canadian polar knowledge","Accroissement des connaissances sur les régions polaires du Canada","","",0,0,0
"CPCC-SO0342","CPCC","Canada has world-class Arctic science and technology to support the development and stewardship of Canada's North and is recognized as a leader on circumpolar research issues","Le Canada a une science et une technologie arctiques de calibre mondial qui appuient le développement et la gérance du Nord canadien, et il est reconnu comme un chef de file dans les questions associées à la recherche circumpolaire","","",0,0,0
"CPCC-SO1999","CPCC","Internal Services","Services internes","","",0,0,1
"CRTC-BRT00","CRTC","Regulate and Supervise the Communications System","Réglementer et surveiller le système de communication","","",1,1,0
"CRTC-ISS00","CRTC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"CRTC-SO0351","CRTC","Canadians have access to a world-class communication system","Les Canadiens ont accès à un système de communication de calibre mondial","","",0,0,0
"CRTC-SO0352","CRTC","Canadians have access to a wide variety of high quality Canadian produced programming and to reliable, affordable and high quality telecommunication services","Les  canadiens  ont  accès  à une grande variété d'émissions canadiennes de haute qualité  et  à  des  services  de  télécommunication fiables, abordables et de haute qualité","","",0,0,0
"CRTC-SO1999","CRTC","Internal Services","Services internes","","",0,0,1
"CSA-BLM00","CSA","Canada in space","La présence du Canada dans l'espace","","",1,1,0
"CSA-ISS00","CSA","Internal Services","Services internes","","",1,1,1
"CSA-SO0371","CSA","Canada's exploration of space, provision of space services and development of its space capacity meet the nation's needs for scientific knowledge, innovation and information","Les activités du Canada en matière d'exploration spatiale, de prestation de services depuis l'espace et de développement de capacités spatiales répondent aux besoins nationaux en matière de connaissances scientifiques, d'innovation et d'information","","",0,0,0
"CSA-SO1999","CSA","Internal Services","Services internes","","",0,0,1
"CSC-BUJ00","CSC","Care and Custody","Prise en charge et garde","","",1,1,0
"CSC-BUK00","CSC","Correctional Interventions","Interventions correctionnelles","","",1,1,0
"CSC-BUL00","CSC","Community Supervision","Surveillance dans la collectivité","","",1,1,0
"CSC-ISS00","CSC","Internal Services","Services internes","","",1,1,1
"CSC-SO0461","CSC","The custody, correctional interventions, and supervision of offenders in communities and in institutions, contribute to public safety","La garde, les interventions correctionnelles et la surveillance des délinquants dans la collectivité et dans les établissements contribuent à la sécurité publique","","",0,0,0
"CSC-SO1999","CSC","Internal Services","Services internes","","",0,0,1
"CSEC-SO0441","CSEC","Foreign signals intelligence and technical security capabilities advance and protect Canada's vital interests","Les capacités en matière de renseignement électromagnétique étranger et de sécurité technique font progresser et protègent les intérêts vitaux du Canada","","",0,0,0
"CSIS-SO0361","CSIS","Intelligence is used to protect the security and safety of Canada and its citizens","Les renseignements servent à assurer la sécurité du Canada et des Canadiens","","",0,0,0
"CT-SO1131","CT","Open, fair, transparent and expeditious hearings related to the Tribunal's jurisdiction","Audiences accessibles, équitables, transparentes et efficaces liées au mandat du Tribunal","","",0,0,0
"CT-SO1999","CT","Internal Services","Services internes","","",0,0,1
"CTA-SO0401","CTA","Transparent, fair and timely dispute resolution and economic regulation of the national transportation system","Règlement des différends et réglementation économique du réseau de transport national transparents, justes et rapides","","",0,0,0
"CTA-SO1999","CTA","Internal Services","Services internes","","",0,0,1
"CTAIB-BWA00","CTAIB","Independent safety investigations and communication of risks in the transportation system","Enquêtes indépendantes de sécurité et communication des risques dans le réseau de transport","","",1,1,0
"CTAIB-ISS00","CTAIB","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"CTAIB-SO0391","CTAIB","Independent investigations into transportation occurrences contribute to making the transportation system safer","Les enquêtes indépendantes sur les événements de transport contribuent à rendre le réseau des transports plus sécuritaire","","",0,0,0
"CTAIB-SO1999","CTAIB","Internal Services","Services internes","","",0,0,1
"EA-BVB00","EA","International Advocacy and Diplomacy","Diplomatie et défense des intérêts internationales","","",1,1,0
"EA-BVC00","EA","Trade and Investment","Commerce et investissements","","",1,1,0
"EA-BVD00","EA","Development, Peace and Security Programming","Programmation en matière de développement, de paix et de sécurité","","",1,1,0
"EA-BVE00","EA","Help for Canadians Abroad","Aide aux Canadiens à l'étranger","","",1,1,0
"EA-BVF00","EA","Support for Canada's Presence Abroad","Soutien à la présence du Canada à l'étranger","","",1,1,0
"EA-ISS00","EA","Internal Services","Services internes","","",1,1,1
"EA-SO0581","EA","International Commercial and Consular Services for Canadians - Canadians are satisfied with commercial and consular services","Services de commerce international et consulaires destinés aux Canadiens - Les Canadiens sont satisfaits des services commerciaux et consulaires","","",0,0,0
"EA-SO0582","EA","Reduction in poverty for those living in countries where Canada engages in international development","Réduction de la pauvreté dans les pays où le Canada mène des activités de développement international","","",0,0,0
"EA-SO0583","EA","Canada's Network Abroad - The Department maintains a mission network of infrastructure and services to enable the Government of Canada to achieve its international priorities","Réseau du Canada à l'étranger - Le ministère entretient un réseau de missions offrant une infrastructure et des services qui permettent au gouvernement du Canada d'atteindre ses priorités internationales","","",0,0,0
"EA-SO0584","EA","Canada's International Agenda - The international agenda is shaped to advance Canadian security, prosperity, interests and values","Programme international du Canada - Le programme international est modelé pour faire avancer la sécurité, la prospérité, les intérêts et les valeurs du Canada","","",0,0,0
"EA-SO0585","EA","International Assistance and Poverty Alleviation - Poverty is reduced, and security and democracy are increased for those living in countries where Canada engages","Développement international et réduction de la pauvreté - La pauvreté est réduite et la sécurité internationale et la démocratie sont accrues pour les gens vivant dans des pays où le Canada intervient","","",0,0,0
"EA-SO1999","EA","Internal Services","Services internes","","",0,0,1
"EC-BGR00","EC","Taking Action on Clean Growth and Climate Change","Prendre des mesures visant la croissance propre et les changements climatiques","","",1,1,0
"EC-BGS00","EC","Preventing and Managing Pollution","Prévention et gestion de la pollution","","",1,1,0
"EC-BGT00","EC","Conserving Nature","Préservation de la nature","","",1,1,0
"EC-BGU00","EC","Predicting Weather and Environmental Conditions","Prévisions des conditions météorologiques et environnementales","","",1,1,0
"EC-ISS00","EC","Internal Services","Services internes","","",1,1,1
"EC-SO0511","EC","Canada's natural environment is conserved and restored for present and future generations","L'environnement naturel du Canada est préservé et restauré pour les générations actuelles et futures","","",0,0,0
"EC-SO0512","EC","Canadians are equipped to make informed decisions on changing weather, water and climate conditions","La population canadienne est équipée pour prendre des décisions éclairées quant aux conditions changeantes du temps, de l'eau et du climat","","",0,0,0
"EC-SO0513","EC","Threats to Canadians and their environment from pollution are minimized","Les menaces que représente la pollution pour les Canadiens ainsi que pour leur environnement sont minimisées","","",0,0,0
"EC-SO1999","EC","Internal Services","Services internes","","",0,0,1
"ECBC-SO0501","ECBC","A competitive and sustainable Cape Breton economy","Une économie cap-bretonaise durable et concurrentielle","","",0,0,0
"EDC-SO0581","EDC","International Commercial and Consular Services for Canadians - Canadians are satisfied with commercial and consular services","Services de commerce international et consulaires destinés aux Canadiens - Les Canadiens sont satisfaits des services commerciaux et consulaires","","",0,0,0
"ERC-SO1161","ERC","Fair and transparent labour relations decision-making that reinforces accountability","Un processus décisionnel équitable et transparent en matière de relations de travail qui renforce la responsabilité","","",0,0,0
"FBCL-SO0521","FBCL","Safe and efficient transit on the infrastructure maintained, operated and managed by The Federal Bridge Corporation Limited","Le transport sécuritaire et efficient sur l'infrastructure est maintenu, exploité et géré par La Société des ponts fédéraux Limitée","","",0,0,0
"FCAC-SO0542","FCAC","The rights of financial consumers are protected and the financial literacy of Canadians is strengthened","Les droits des consommateurs de produits et services financiers sont protégés et la littératie financière des Canadiens est renforcée","","",0,0,0
"FEDSO-BNM00","FEDSO","Economic Development in Southern Ontario","Développement économique dans le Sud de l'Ontario","","",1,1,0
"FEDSO-ISS00","FEDSO","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"FEDSO-SO0531","FEDSO","A Competitive Southern Ontario Economy","Une économie compétitive dans le Sud de l'Ontario","","",0,0,0
"FEDSO-SO1999","FEDSO","Internal Services","Services internes","","",0,0,1
"FIN-BUV00","FIN","Economic and Fiscal Policy","Politiques économique et budgétaire","","",1,1,0
"FIN-ISS00","FIN","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"FIN-SO0541","FIN","A strong economy and sound public finances for Canadians","Une économie forte et de saines finances publiques pour les Canadiens","","",0,0,0
"FIN-SO1999","FIN","Internal Services","Services internes","","",0,0,1
"FJA-BNZ00","FJA","Administrative support to federally appointed judges","Soutien administratif aux juges de nomination fédérale","","",1,1,0
"FJA-ISS00","FJA","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"FJA-SO0431","FJA","An independent and efficient Federal Judiciary","Une magistrature fédérale indépendante et efficace","","",0,0,0
"FJA-SO1999","FJA","Internal Services","Services internes","","",0,0,1
"FNSI-SO0561","FNSI","First Nations, governments and other interested parties will have accurate, and relevant statistical information and analysis on the fiscal, economic and social conditions of First Nations","Les Premières nations, les gouvernements et les autres intervenants profiteront de renseignements et d'analyses statistiques précis et pertinents sur les conditions financières, économiques et sociales des Premières nations","","",0,0,0
"FO-BTF00","FO","Fisheries","Pêches","","",1,1,0
"FO-BTG00","FO","Aquatic Ecosystems","Écosystèmes aquatiques","","",1,1,0
"FO-BTH00","FO","Marine Navigation","Navigation maritime","","",1,1,0
"FO-BTI00","FO","Marine Operations and Response","Opérations maritimes et intervention","","",1,1,0
"FO-ISS00","FO","Internal Services","Services internes","","",1,1,1
"FO-SO0571","FO","Economically Prosperous Maritime Sectors and Fisheries","Des secteurs maritimes et des pêches économiquement prospères","","",0,0,0
"FO-SO0572","FO","Safe and Secure Waters","Des eaux sécuritaires et sécurisées","","",0,0,0
"FO-SO0573","FO","Sustainable Aquatic Ecosystems","Des écosystèmes aquatiques durables","","",0,0,0
"FO-SO1999","FO","Internal Services","Services internes","","",0,0,1
"FORDQ-BLL00","FORDQ","Economic Development in Quebec","Développer l'économie du Québec","","",1,1,0
"FORDQ-ISS00","FORDQ","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"FORDQ-SO0481","FORDQ","Quebec's regions have a growing economy","Les régions du Québec ont une économie en croissance","","",0,0,0
"FORDQ-SO1999","FORDQ","Internal Services","Services internes","","",0,0,1
"FTRAC-BUW00","FTRAC","Compliance with Anti-Money Laundering and Anti-Terrorism Financing Legislation and Regulations","Assurer la conformité à la législation et à la réglementation de lutte contre le blanchiment d'argent et le financement des activités terroristes","","",1,1,0
"FTRAC-BUX00","FTRAC","Production and Dissemination of Financial Intelligence","Production et communication de renseignements financiers","","",1,1,0
"FTRAC-ISS00","FTRAC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"FTRAC-SO0551","FTRAC","A Canadian financial system resistant to money laundering and terrorist financing","Un système financier canadien réfractaire au blanchiment d'argent et du financement des activités terroristes","","",0,0,0
"FTRAC-SO1999","FTRAC","Internal Services","Services internes","","",0,0,1
"GG-SO0591","GG","The Governor General, representing The Queen in Canada, is enabled to fulfill constitutional, state, ceremonial and public duties","Le gouverneur général, représentant la Reine au Canada, est habilité à exécuter ses rôles constitutionnel, d'état, cérémonial et public","","",0,0,0
"GG-SO1999","GG","Internal Services","Services internes","","",0,0,1
"GSC-SO1121","GSC","High quality, central programs and services that ensure sound stewardship on behalf of Canadians and meet the program needs of federal institutions","Services et programmes centraux de haute qualité qui répondent aux besoins des organisations fédérales, assurant ainsi l'intendance et de meilleurs résultats à la population canadienne","","",0,0,0
"GSC-SO1999","GSC","Internal Services","Services internes","","",0,0,1
"H-BVG00","H","Health Care Systems","Systèmes de soins de santé","","",1,1,0
"H-BVH00","H","Health Protection and Promotion","Protection et promotion de la santé","","",1,1,0
"H-ISS00","H","Internal Services","Services internes","","",1,1,1
"H-SO0611","H","A health system responsive to the needs of Canadians","Un système de santé qui répond aux besoins des Canadiens","","",0,0,0
"H-SO0612","H","First Nations and Inuit communities and individuals receive health services and benefits that are responsive to their needs so as to improve their health status","Les collectivités des Premières nations et des Inuits bénéficient de services de santé et de prestations qui répondent à leurs besoins de sorte à améliorer leur état de santé","","",0,0,0
"H-SO0613","H","Health risks and benefits associated with food, products, substances, and environmental factors are appropriately managed and communicated to Canadians","Les risques et avantages pour la santé associés aux aliments, aux produits, aux substances et aux facteurs environnementaux sont gérés de façon appropriée et sont communiqués aux Canadiens","","",0,0,0
"H-SO0614","H","Canadians are informed of and protected from health risks associated with food, products, substances and environments, and are informed of the benefits of healthy eating","Les Canadiens sont informés des risques pour la santé associés aux aliments, aux  produits, aux substances et aux environnements, protégés contre ces mêmes risques et au fait des avantages  inhérents  à  une  saine  alimentation","","",0,0,0
"H-SO1999","H","Internal Services","Services internes","","",0,0,1
"HC-SO0621","HC","Effective administrative and professional support for Members, both individually and collectively, in their roles as legislators and representatives of 338 constituencies, in the Chamber, in committee and in caucus","Soutien administratif et professionnel efficace aux députés, individuellement et collectivement, dans le cadre de leurs rôles de législateurs et de représentants de 338 circonscriptions, à la Chambre, en comité et en caucus","","",0,0,0
"HMIRC-SO0601","HMIRC","Chemical trade secrets are protected and required health and safety information in Canadian workplaces is compliant","Les secrets commerciaux concernant les produits chimiques sont protégés et l'information requise portant sur la santé et la sécurité dans les milieux de travail canadiens est conforme","","",0,0,0
"HMIRC-SO1999","HMIRC","Internal Services","Services internes","","",0,0,1
"HRSD-BGM00","HRSD","Social Development","Développement social","","",1,1,0
"HRSD-BGN00","HRSD","Pensions and Benefits","Régimes de pension et prestations","","",1,1,0
"HRSD-BGO00","HRSD","Learning, Skills Development and Employment","Apprentissage, développement des compétences et emploi","","",1,1,0
"HRSD-BGP00","HRSD","Working Conditions and Workplace Relations","Conditions et relations de travail","","",1,1,0
"HRSD-BGQ00","HRSD","Information Delivery and Services for Other Departments","Diffusion d'information et prestation de services au nom d'autres ministères","","",1,1,0
"HRSD-ISS00","HRSD","Internal Services","Services internes","","",1,1,1
"HRSD-SO0491","HRSD","A skilled, adaptable and inclusive labour force and an efficient labour market","Une main-d'oeuvre qualifiée, inclusive et capable de s'adapter, et un marché du travail efficace","","",0,0,0
"HRSD-SO0492","HRSD","Income security, access to opportunities and well-being for individuals, families and communities","Sécurité du revenu, accès aux possibilités et mieux-être des personnes, des familles et des collectivités","","",0,0,0
"HRSD-SO0493","HRSD","Safe, fair and productive workplaces and cooperative workplace relations","Milieux de travail sécuritaires, équitables et productifs, et relations de travail coopératives","","",0,0,0
"HRSD-SO0494","HRSD","Service Excellence for Canadians","Excellence du service pour les Canadiens","","",0,0,0
"HRSD-SO0495","HRSD","Government-Wide Service Excellence","Excellence du service à l'échelle du gouvernement","","",0,0,0
"HRSD-SO1999","HRSD","Internal Services","Services internes","","",0,0,1
"IDRC-SO0671","IDRC","Stronger capacity in developing countries to research and propose solutions that support sustainable and equitable development and poverty reduction","Faire en sorte que les pays en développement accroissent leurs capacités de recherche et de proposer des solutions afin d'appuyer le développement durable et équitable, ainsi que la lutte contre la pauvreté","","",0,0,0
"IJC-SO0681","IJC","Prompt and effective prevention and/or resolution of potential disputes under the Boundary Water Treaty and Great Lakes Water Quality Agreement to ensure they have no negative impact on Canada-US relations","Prévention et/ou résolution prompte et efficace des différends possibles sous le régime du Traité des eaux limitrophes et de l'Accord relatif à la qualité de l'eau dans les Grands Lacs pour éviter et prévenir des répercussions nuisibles aux relations canado-américaines","","",0,0,0
"INAC-SO0641","INAC","The Government - Support good governance, rights and interests of Indigenous Peoples","Le gouvernement - Soutenir la bonne gouvernance, les droits et les intérêts des peuples autochtones","","",0,0,0
"INAC-SO0642","INAC","The Land and Economy - Full participation of First Nations, Métis, Non Status Indians and Inuit individuals and communities in the economy","Les terres et l'économie - Participation entière des personnes et des collectivités des Premières Nations, des Métis, des Indiens non inscrits et des inuits à l'économie","","",0,0,0
"INAC-SO0643","INAC","The North - Self-reliance, prosperity and well-being for the people and communities of the North","Le Nord - Autonomie, prospérité et bien-être des gens et des collectivités du Nord","","",0,0,0
"INAC-SO0644","INAC","The People - Individual, family and community well-being for First Nations and Inuit","Les gens - Bien-être des personnes, des familles et des collectivités des Premières Nations et des Inuits","","",0,0,0
"INAC-SO0645","INAC","The Government – Good governance and co-operative relationships for First Nations, Métis, Non-Status Indians, Inuit and Northerners","Le gouvernement - Bonne gouvernance et relations de coopération pour les Premières Nations, les Métis, les Indiens non inscrits, les Inuit et les résidents du Nord","","",0,0,0
"INAC-SO0646","INAC","Office of the Federal Interlocutor – Socio-economic well-being of Métis, non-status Indians and urban Aboriginal people","Le Bureau de l'interlocuteur fédéral - Bien-être socioéconomique des Métis, des Indiens non inscrits et des Autochtones vivant en milieu urbain","","",0,0,0
"INAC-SO1999","INAC","Internal Services","Services internes","","",0,0,1
"IPC-BRF00","IPC","Government Transparency","Transparence gouvernementale","","",1,1,0
"IPC-BRG00","IPC","Protection of privacy rights","Protection du droit à la vie privée","","",1,1,0
"IPC-ISS00","IPC","Internal Services","Services internes","","",1,1,1
"IPC-SO0981","IPC","Rights under the Access to Information Act are safeguarded","Les droits en vertu de la Loi sur l'accès à l'information sont protégés","","",0,0,0
"IPC-SO0982","IPC","The privacy rights of individuals are protected","Le droit des personnes à la protection de la vie privée est protégé","","",0,0,0
"IPC-SO1999","IPC","Internal Services","Services internes","","",0,0,1
"IRB-BGC00","IRB","Adjudication of immigration and refugee cases","Règlement des cas d'immigration et de statut de réfugié","","",1,1,0
"IRB-ISS00","IRB","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"IRB-SO0631","IRB","Resolve immigration and refugee cases before the Immigration and Refugee Board of Canada efficiently, fairly and in accordance with the law","Régler, de manière efficace, équitable et conforme à la loi, les cas d'immigration et de statut de réfugié devant la Commission de l'immigration et du statut de réfugié du Canada","","",0,0,0
"IRB-SO1999","IRB","Internal Services","Services internes","","",0,0,1
"ISC-BNN00","ISC","People, Skills and Communities","Personnes, compétences et collectivités","","",1,1,0
"ISC-BNO00","ISC","Science, Technology, Research and Commercialization","Sciences, technologie, recherche et commercialisation","","",1,1,0
"ISC-BNP00","ISC","Companies, Investment and Growth","Entreprises, investissement et croissance","","",1,1,0
"ISC-ISS00","ISC","Internal Services","Services internes","","",1,1,1
"ISC-SO0661","ISC","Advancements in science and technology, knowledge, and innovation strengthen the Canadian economy","Les progrès réalisés dans les domaines des sciences et de la technologie, des connaissances et de l'innovation renforcent l'économie canadienne","","",0,0,0
"ISC-SO0662","ISC","Canadian businesses and communities are competitive","Les entreprises et les collectivités canadiennes sont compétitives","","",0,0,0
"ISC-SO0663","ISC","The Canadian marketplace is efficient and competitive","Le marché canadien est efficace et concurrentiel","","",0,0,0
"ISC-SO1999","ISC","Internal Services","Services internes","","",0,0,1
"JCCB-SO1271","JCCB","Safe and efficient transit on the infrastructure maintained, operated and managed by the Jacques Cartier and Champlain Bridges Incorporated","Passage efficace et sécuritaire sur les infrastructures entretenues, exploitées et gérées par Les ponts Jacques-Cartier et Champlain Incorporée","","",0,0,0
"JUS-BNX00","JUS","Legal Services","Services Juridiques","","",1,1,0
"JUS-BNY00","JUS","Justice System Support","Support au système de justice","","",1,1,0
"JUS-ISS00","JUS","Internal Services","Services internes","","",1,1,1
"JUS-SO0691","JUS","A Federal Government that is Supported by High-Quality Legal Services","Un gouvernement fédéral secondé par des services juridiques de haute qualité","","",0,0,0
"JUS-SO0692","JUS","A fair, relevant and accessible Canadian justice system","Un système de justice canadien équitable, adapté et accessible","","",0,0,0
"JUS-SO1999","JUS","Internal Services","Services internes","","",0,0,1
"LAC-BSI00","LAC","Acquiring and preserving documentary heritage","Acquérir et préserver le patrimoine documentaire","","",1,1,0
"LAC-BSJ00","LAC","Providing access to documentary heritage","Donner accès au patrimoine documentaire","","",1,1,0
"LAC-ISS00","LAC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"LAC-SO0701","LAC","Canada's documentary heritage is preserved and accessible to current and future generations","Le patrimoine documentaire du Canada est préservé et rendu accessible aux générations actuelles et futures","","",0,0,0
"LAC-SO0702","LAC","Current government information is managed to support government accountability","L'information gouvernementale courante est gérée afin d'assurer la responsabilisation du gouvernement","","",0,0,0
"LAC-SO1999","LAC","Internal Services","Services internes","","",0,0,1
"LP-SO0711","LP","An Informed and Accessible Parliament","Un Parlement informé et accessible","","",0,0,0
"LP-SO1999","LP","Internal Services","Services internes","","",0,0,1
"MPCC-SO0741","MPCC","The Military Police Complaints Commission (MPCC) ensures that the Canadian Forces Military Police has the highest standard of conduct according to law and police best practices, and is free from interference in its investigations","La Commission d'examen des plaintes concernant la police militaire assure que la police militaire des Forces canadiennes applique les normes déontologiques les plus élevées, conformément aux meilleures pratiques du droit et de la police, et soit libre de toute forme d'ingérence dans ses enquêtes","","",0,0,0
"MPCC-SO1999","MPCC","Internal Services","Services internes","","",0,0,1
"NAC-SO0751","NAC","Strong and dynamic performing arts in the National Capital Region and across Canada","Arts d'interprétation forts et dynamiques dans la région de la capitale nationale et à travers le Canada","","",0,0,0
"NBC-BFO00","NBC","Conservation","Conservation","","",1,1,0
"NBC-BFY00","NBC","Promotion of Heritage","Promotion du patrimoine","","",1,1,0
