"IndicatorID","ResultID","Title_en","DateToBeAcheivedYear","DateToBeAcheivedMonth","ResultExp_en","datatype","MinTarget_num","MaxTarget_num","TargetResult_en","Document","Actual_Datatype","actual_Result_en","status_color","period"
"NI005-0402-2016","NR005-0267-2016","# / total of countries where the Global Affairs Canada Stabilization and Reconstruction Task Force is active that show an improvement in their scores in related and relevant indices (Fragile State Index, Global Peace Index, United Nations Office on Drugs Index and Corruption and World Governance Index).",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","percent","","","","drr16","percent",31,"not_appl","future"
"NI005-0402-2017","NR005-0268-2017","# / total of countries where the Global Affairs Canada Peace and Stabilization Operations Program (PSOPs) is active that show an improvement in their scores in related and relevant indices (Fragile State Index, Global Peace Index, UNODC and World Governance Index).",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0403-2016","NR005-0269-2016","# / total countries in which Global Affairs Canada engages with advancing democracy programming where the score in the Worldwide Governance indicators’ sub-indice on Voice and Accountability has increased.",2017,4,"","percent","","","","drr16","percent",30,"not_appl","future"
"NI005-0403-2017","NR005-0269-2017","# / total countries in which Global Affairs Canada engages with advancing democracy programming where the score in the Worldwide Governance indicators’ sub-indice on Voice and Accountability has increased.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0404-2016","NR005-0270-2016","% / total surveyed capacity building recipients (female/male) who identify using the skills learned or assets provided in their work related to preventing, mitigating, and/or responding to violent conflict, fragility, instability, terrorism and transnational organized crime and the proliferation of WMDs and chemical-, biological-, radiological- and nuclear (CBRN)-related materials over the past year.",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","percent","","","","drr16","percent",93,"not_appl","future"
"NI005-0404-2017","NR005-0270-2017","% / total surveyed capacity building recipients (F/M) who identified using the skills learned or assets provided in their work related to preventing, mitigating, and/or responding to violent conflict, fragility, instability, terrorism and transnational organized crime and the proliferation of WMDs and CBRN-related materials over the past year.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0405-2016","NR005-0271-2016","# of United Nations Resolutions, or similar instruments passed, and # of international political commitments and/or adherences to non-proliferation, arms control and disarmament instruments by states of proliferation concern addressing recommendations linked to verification and other programming activities funded by Global Affairs Canada.",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","num","","","","drr16","num",5,"not_appl","future"
"NI005-0405-2017","NR005-0271-2017","# of United Nations Resolutions, or similar instruments passed, and # of international political commitments and/or adherences to non-proliferation, arms control and disarmament (NACD) instruments by states of proliferation concern addressing recommendations linked to verification and other programming activities funded by Global Affairs Canada.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0406-2016","NR005-0272-2016","# of security-related, anti-crime, counter-terrorism or WMD policy frameworks, action plans and legal instruments ratified, amended or adopted in countries in which Global Affairs Canada engages that are compliant with international standards and best practices.",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","num","","","","drr16","num",51,"not_appl","future"
"NI005-0406-2017","NR005-0272-2017","# of security-related, anti-crime, counter-terrorism or WMD policy frameworks, action plans and legal instruments ratified, amended or adopted in countries in which Global Affairs Canada engages that are compliant with international standards and best practices.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0407-2016","NR005-0273-2016","# of local civil society partners and the media participating in democratic processes, in countries in which Global Affairs Canada engages.",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","num","","","","drr16","num",433,"not_appl","future"
"NI005-0407-2017","NR005-0273-2017","# of local civil society partners and the media participating in democratic processes, in countries in which Global Affairs Canada engages.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0408-2016","NR005-0274-2016","# / total of gender-sensitive policies, plans, legal frameworks, laws, or regulations that have been developed or enacted by governments, as a result of Global Affairs Canada engagement, in accordance with international human rights and rule of law standards.",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","num","","","","drr16","num",105,"not_appl","future"
"NI005-0408-2017","NR005-0274-2017","# / total of gender-sensitive policies, plans, legal frameworks, laws, or regulations that have been developed or enacted by governments, as a result of Global Affairs Canada engagement, in accordance with international human rights and rule of law standards.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0409-2016","NR005-0275-2016","# / total policies, legislation, actions plans, strategies, regulations, and frameworks, reformed or passed, that promote accountability in countries in which Global Affairs Canada engages in advancing democracy.",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","num","","","","drr16","num",21,"not_appl","future"
"NI005-0409-2017","NR005-0275-2017","# / total policies, legislation, actions plans, strategies, regulations, and frameworks, reformed or passed, that promote accountability in countries in which Global Affairs Canada engages in advancing democracy.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0410-2016","NR005-0276-2016","# / total of countries where Global Affairs Canada engages in sustainable economic growth programming that show a decrease in unemployment (% of total labour force modeled International Labour Organization estimate).",2017,4,"","percent",43.00,"","","drr16","percent",43,"success","future"
"NI005-0410-2017","NR005-0276-2017","# / total of countries where Global Affairs Canada engages in sustainable economic growth programming that show a decrease in unemployment (% of total labour force modeled ILO estimate).",2018,4,"","percent",43.00,"","","dp17","","","",""
"NI005-0411-2016","NR005-0277-2016","# / total of countries where Global Affairs Canada engages in maternal, newborn and child health programming in which under-five mortality (deaths per 1000 live births) has decreased, or shown no significant change.",2017,4,"","percent",98.00,"","","drr16","percent",98,"success","future"
"NI005-0411-2017","NR005-0277-2017","# / total of countries where Global Affairs Canada engages in maternal, newborn and child health programming in which under-five mortality (deaths per 1000 live births) has decreased, or shown no significant change.",2018,4,"","percent",98.00,"","","dp17","","","",""
"NI005-0412-2016","NR005-0278-2016","# / total of countries where Global Affairs Canada engages in food security programming in which the number of people undernourished has decreased, or shown no significant change.",2017,4,"","percent",64.00,"","","drr16","percent",64,"success","future"
"NI005-0412-2017","NR005-0278-2017","# / total of countries where Global Affairs Canada engages in food security programming in which the number of people undernourished has decreased, or shown no significant change.",2018,4,"","percent",64.00,"","","dp17","","","",""
"NI005-0413-2016","NR005-0279-2016","# / total of Global Affairs Canada sustainable economic growth projects that show an increase in the # of recommendations for the enactment, elimination, and/or revision of laws, policies, regulations, amendments and/or codes followed-through.",2017,4,"Results were unavailable for the reporting period. The Department is working to improve and refine a new set of indicators that will be included in the Departmental Results Framework, which will enable rigorous, trackable performance indicators for the 2018-19 reporting cycle.","num","","","","drr16","text",".","not_avail","future"
"NI005-0413-2017","NR005-0279-2017","# / total of Global Affairs Canada sustainable economic growth projects that show an increase in the # of recommendations for the enactment, elimination, and/or revision of laws, policies, regulations, amendments and/or codes followed-through.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0414-2016","NR005-0280-2016","# / total of Global Affairs Canada sustainable economic growth projects that show an increase in the # of micro, small and medium enterprises (male/female) accessing business development services and/or financial services (includes micro finances).",2017,4,"Results were unavailable for the reporting period. The Department is working to improve and refine a new set of indicators that will be included in the Departmental Results Framework, which will enable rigorous, trackable performance indicators for the 2018-19 reporting cycle.","num","","","","drr16","text",".","not_avail","future"
"NI005-0414-2017","NR005-0280-2017","# / total of Global Affairs Canada sustainable economic growth projects that show an increase in the # of micro, small and medium enterprises (Male/Female) accessing business development services and/or financial services (includes micro finances).",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0415-2016","NR005-0281-2016","# / total of Global Affairs Canada sustainable economic growth projects that show an increase in the # of graduates (male/female, rural/urban) of demand driven skills for employment programs or entrepreneurship programs.",2017,4,"Results were unavailable for the reporting period. The Department is working to improve and refine a new set of indicators that will be included in the Departmental Results Framework, which will enable rigorous, trackable performance indicators for the 2018-19 reporting cycle.","num","","","","drr16","text",".","not_avail","future"
"NI005-0415-2017","NR005-0281-2017","# / total of Global Affairs Canada sustainable economic growth projects that show an increase in the # of graduates (Male/Female, rural/urban) of demand driven skills for employment (SFE) programs or entrepreneurship programs.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0416-2016","NR005-0282-2016","# / total Global Affairs Canada maternal, newborn and child health projects where the % of live births attended by skilled health personnel has increased.",2017,4,"Results were unavailable for the reporting period. The Department is working to improve and refine a new set of indicators that will be included in the Departmental Results Framework, which will enable rigorous, trackable performance indicators for the 2018-19 reporting cycle.","num","","","","drr16","text",".","not_avail","future"
"NI005-0416-2017","NR005-0282-2017","# / total Global Affairs Canada maternal, newborn and child health projects where the % of live births attended by skilled health personnel has increased.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0417-2016","NR005-0283-2016","# / total of Global Affairs Canada education projects where the # of children (female/male) who complete a formal education has increased.",2017,4,"Results were unavailable for the reporting period. The Department is working to improve and refine a new set of indicators that will be included in the Departmental Results Framework, which will enable rigorous, trackable performance indicators for the 2018-19 reporting cycle.","num","","","","drr16","text",".","not_avail","future"
"NI005-0417-2017","NR005-0283-2017","# / total of Global Affairs Canada education projects where the # of children (Female/Male) who complete a formal education has increased.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0418-2016","NR005-0284-2016","# / total Global Affairs Canada child protection projects where the # of girls and boys reached with child protection services has increased.",2017,4,"Results were unavailable for the reporting period. The Department is working to improve and refine a new set of indicators that will be included in the Departmental Results Framework, which will enable rigorous, trackable performance indicators for the 2018-19 reporting cycle.","num","","","","drr16","text",".","not_avail","future"
"NI005-0418-2017","NR005-0284-2017","# / total Global Affairs Canada child protection projects where the # of girls and boys reached with child protection services has increased.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0419-2016","NR005-0285-2016","# / total Global Affairs Canada food security projects where the # of smallholder farmers using sustainable agricultural practices has increased.",2017,4,"Results were unavailable for the reporting period. The Department is working to improve and refine a new set of indicators that will be included in the Departmental Results Framework, which will enable rigorous, trackable performance indicators for the 2018-19 reporting cycle.","num","","","","drr16","text",".","not_avail","future"
"NI005-0419-2017","NR005-0285-2017","# / total Global Affairs Canada food security projects where the # of smallholder farmers using sustainable agricultural practices has increased.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0420-2016","NR005-0286-2016","# / total Global Affairs Canada food security projects where the # of smallholder farmers using sustainable agricultural practices has increased.",2017,4,"Results were unavailable for the reporting period. The Department is working to improve and refine a new set of indicators that will be included in the Departmental Results Framework, which will enable rigorous, trackable performance indicators for the 2018-19 reporting cycle.","num","","","","drr16","text",".","not_avail","future"
"NI005-0420-2017","NR005-0286-2017","# / total Global Affairs Canada food security projects where the amount (in $) of new investments by value chain actors along segments of the value chain has increased.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0421-2016","NR005-0287-2016","# / total Global Affairs Canada food security projects where nutrition in diets has improved.",2017,4,"Results were unavailable for the reporting period. The Department is working to improve and refine a new set of indicators that will be included in the Departmental Results Framework, which will enable rigorous, trackable performance indicators for the 2018-19 reporting cycle.","num","","","","drr16","text",".","not_avail","future"
"NI005-0421-2017","NR005-0287-2017","# / total Global Affairs Canada food security projects where nutrition in diets has improved.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0422-2016","NR005-0288-2016","% (out of total) of organizations funded by Global Affairs Canada, assessed by the Multilateral Organisation Performance Assessment Network during the reporting period receiving a score of “adequate” on their development effectiveness ratings.",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","percent","","","","drr16","percent",91.6,"not_appl","future"
"NI005-0422-2017","NR005-0288-2017","% (out of total) of organizations funded by Global Affairs Canada, assessed by the Multilateral Organisation Performance Assessment Network (MOPAN) during the reporting period, receiving a score of  ""adequate"" on their development effectiveness ratings.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0423-2016","NR005-0289-2016","# of Canadians engaged as global citizens to support international development efforts in Canada and abroad as a result of DFATD support.",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","num","","","","drr16","num",4200000,"not_appl","future"
"NI005-0423-2017","NR005-0289-2017","# of Canadians engaged as global citizens to support international development efforts in Canada and abroad as a result of Global Affairs Canada support.",2018,4,"Where targets are defined as 'Obtain Baseline Information’, work is underway to strengthen this expected result and performance indicator before targets are set.","text","","","Obtain baseline information","dp17","","","",""
"NI005-0425-2016","NR005-0291-2016","# of number of people reached with humanitarian assistance and protection activities.",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","num","","","","drr16","num",96200000,"not_appl","future"
"NI005-0425-2017","NR005-0291-2017","# of number of people reached with humanitarian assistance and protection activities.",2018,4,"Given that nature of humanitarian assistance, neither baseline information nor targets are appropriate.","text","","","Target is not applicable.","dp17","","","",""
"NI005-0427-2016","NR005-0292-2016","Proportion of Global Affairs Canada funding provided in response to the consolidated annual appeals process committed in a timely manner (i.e. within the first quarter of the calendar year).",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","percent","","","","drr16","percent",99.88,"not_appl","future"
"NI005-0427-2017","NR005-0292-2017","Proportion of Global Affairs Canada funding provided in response to the consolidated annual appeals process committed in a timely manner (i.e. within the first quarter of the calendar year).",2018,4,"Given that nature of humanitarian assistance, neither baseline information nor targets are appropriate.","text","","","Target is not applicable.","dp17","","","",""
"NI005-0429-2016","NR005-0293-2016","Proportion of Global Affairs Canada long-term institutional support payments to humanitarian organizations committed in a timely manner (i.e. within the first quarter of the calendar year).",2017,4,"Baseline information is currently being collected, which will be used to set targets for future reporting.","percent","","","","drr16","percent",94.9,"not_appl","future"
"NI005-0429-2017","NR005-0293-2017","Proportion of Global Affairs Canada long-term institutional support payments to humanitarian organizations committed in a timely manner (i.e. within the first quarter of the calendar year).",2018,4,"Given that nature of humanitarian assistance, neither baseline information nor targets are appropriate.","text","","","Target is not applicable.","dp17","","","",""
"NI005-0430-2016","NR005-0179-2016","% increase in the number of followers to travel social media accounts.",2017,4,"","percent",10.00,"","","drr16","percent",47.22,"success","future"
"NI005-0430-2017","NR005-0179-2017","% increase in the number of followers to travel social media accounts.",2018,4,"","percent",10.00,"","","dp17","","","",""
"NI006-0055-2016","NR006-0027-2016","Percentage of leading international organizations and major ratings agencies that rate Canada’s economic, social, fiscal, and financial policy framework as favourable",2017,3,"","percent",80.00,"","","drr16","percent",100,"success","past"
"NI006-0055-2017","NR006-0027-2017","Percentage of leading international organizations and major ratings agencies that rate Canada’s economic, social, fiscal, and financial policy framework as favourable",2018,3,"","percent",80.00,"","","dp17","","","",""
"NI006-0056-2016","NR006-0028-2016","Percentage of recommendations/agreed upon areas for improvement following audits and/or evaluations that are on track or have been implemented within the planned timeframes",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI006-0056-2017","NR006-0028-2017","Percentage of recommendations/agreed upon areas for improvement following audits and/or evaluations that are on track or have been implemented within the planned timeframes",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI006-0057-2016","NR006-0028-2016","Percentage of recommendations/agreed upon areas for improvement following the annual federal budget post-mortem process that were implemented",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI006-0057-2017","NR006-0028-2017","Percentage of recommendations/agreed upon areas for improvement following the annual federal budget post-mortem process that were implemented",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI006-0058-2016","NR006-0029-2016","Degree to which overall findings of audits and/or evaluations are favourable",2017,3,"","text","","","Favourable","drr16","text","Favourable","success","past"
"NI006-0058-2017","NR006-0029-2017","Degree to which overall findings of audits and/or evaluations are favourable",2018,3,"","text","","","Favourable","dp17","","","",""
"NI006-0059-2016","NR006-0030-2016","Degree to which overall findings of audits and/or evaluations are favourable",2017,3,"No audits or evaluations of this Sub-Program were conducted in 2016–17.","text","","","Favourable","drr16","text","Not applicable","not_avail","past"
"NI006-0059-2017","NR006-0030-2017","Degree to which overall findings of audits and/or evaluations are favourable",2018,3,"","text","","","Favourable","dp17","","","",""
"NI006-0060-2016","NR006-0031-2016","Degree to which overall findings of audits and/or evaluations are favourable",2017,3,"No audits or evaluations of this Sub-Program were conducted in 2016–17.","text","","","Favourable","drr16","text","Not applicable","not_avail","past"
"NI006-0060-2017","NR006-0031-2017","Degree to which overall findings of audits and/or evaluations are favourable",2018,3,"","text","","","Favourable","dp17","","","",""
"NI006-0061-2016","NR006-0032-2016","Degree to which overall findings of audits and/or evaluations are favourable",2017,3,"No audits or evaluations of this Sub-Program were conducted in 2016–17.","text","","","Favourable","drr16","text","Not applicable","not_avail","past"
"NI006-0061-2017","NR006-0032-2017","Degree to which overall findings of audits and/or evaluations are favourable",2018,3,"","text","","","Favourable","dp17","","","",""
"NI006-0062-2016","NR006-0033-2016","Degree to which overall findings of audits and/or evaluations are favourable",2017,3,"","text","","","Favourable","drr16","text","Favourable","success","past"
"NI006-0062-2017","NR006-0033-2017","Degree to which overall findings of audits and/or evaluations are favourable",2018,3,"","text","","","Favourable","dp17","","","",""
"NI006-0063-2016","NR006-0034-2016","Degree to which overall findings of audits and/or evaluations are favourable",2017,3,"No audits or evaluations of this Sub-Program were conducted in 2016–17.","text","","","Favourable","drr16","text","Not applicable","not_avail","past"
"NI006-0063-2017","NR006-0034-2017","Degree to which overall findings of audits and/or evaluations are favourable",2018,3,"","text","","","Favourable","dp17","","","",""
"NI006-0064-2016A","NR006-0035-2016A","Degree to which the Government of Canada is meeting its transfer and taxation payment commitments",2017,3,"","text","","","Met","drr16","text","Met","success","past"
"NI006-0064-2016B","NR006-0035-2016B","Degree to which the Government of Canada is meeting its transfer and taxation payment commitments",2017,3,"","text","","","Met","drr16","text","Met","success","past"
"NI006-0064-2016C","NR006-0035-2016C","Degree to which the Government of Canada is meeting its transfer and taxation payment commitments",2017,3,"","text","","","Met","drr16","text","Met","success","past"
"NI006-0064-2016D","NR006-0035-2016D","Degree to which the Government of Canada is meeting its transfer and taxation payment commitments",2017,3,"","text","","","Met","drr16","text","Met","success","past"
"NI006-0064-2016E","NR006-0035-2016E","Degree to which the Government of Canada is meeting its transfer and taxation payment commitments",2017,3,"","text","","","Met","drr16","text","Met","success","past"
"NI006-0064-2017A","NR006-0035-2017A","Degree to which the Government of Canada is meeting its transfer and taxation payment commitments",2018,3,"","text","","","Met","dp17","","","",""
"NI006-0064-2017B","NR006-0035-2017B","Degree to which the Government of Canada is meeting its transfer and taxation payment commitments",2018,3,"","text","","","Met","dp17","","","",""
"NI006-0064-2017C","NR006-0035-2017C","Degree to which the Government of Canada is meeting its transfer and taxation payment commitments",2018,3,"","text","","","Met","dp17","","","",""
"NI006-0064-2017D","NR006-0035-2017D","Degree to which the Government of Canada is meeting its transfer and taxation payment commitments",2018,3,"","text","","","Met","dp17","","","",""
"NI006-0064-2017E","NR006-0035-2017E","Degree to which the Government of Canada is meeting its transfer and taxation payment commitments",2018,3,"","text","","","Met","dp17","","","",""
"NI006-0065-2016A","NR006-0036-2016A","Percentage of payments reviewed that did not reveal errors",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI006-0065-2016B","NR006-0036-2016B","Percentage of payments reviewed that did not reveal errors",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI006-0065-2017A","NR006-0036-2017A","Percentage of payments reviewed that did not reveal errors",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI006-0065-2017B","NR006-0036-2017B","Percentage of payments reviewed that did not reveal errors",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI006-0066-2016","NR006-0037-2016","Percentage of payments reviewed that did not reveal errors",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI006-0066-2017","NR006-0037-2017","Percentage of payments reviewed that did not reveal errors",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI006-0067-2016A","NR006-0038-2016A","Percentage of payments reviewed that did not reveal errors",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI006-0067-2016B","NR006-0038-2016B","Percentage of payments reviewed that did not reveal errors",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI006-0067-2017A","NR006-0038-2017A","Percentage of payments reviewed that did not reveal errors",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI006-0067-2017B","NR006-0038-2017B","Percentage of payments reviewed that did not reveal errors",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI006-0068-2016","NR006-0039-2016","Percentage of payments reviewed that did not reveal errors",2017,3,"The Harbourfront Centre Funding Program was transferred to Canadian Heritage on July 29, 2016. As a result, no payments were made for this Sub-Program in 2016–17.","percent",100.00,"","","drr16","text",".","not_avail","past"
"NI006-0068-2017","NR006-0039-2017","Percentage of payments reviewed that did not reveal errors",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI006-0069-2016","NR006-0040-2016","Percentage of recommendations and agreed upon areas for improvement following evaluations that are on track or have been implemented within the planned timeframes",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI006-0069-2017","NR006-0040-2017","Percentage of recommendations and agreed upon areas for improvement following evaluations that are on track or have been implemented within the planned timeframes",2018,3,"","percent",100.00,100.00,"","dp17","","","",""
"NI006-0070-2016","NR006-0041-2016","Ratio of auctions that are fully covered (Bid cover ratio)",2017,3,"","num",1.00,"","","drr16","num",1,"success","past"
"NI006-0070-2017","NR006-0041-2017","Ratio of auctions that are fully covered (Bid cover ratio)",2018,3,"","num",1.00,"","","dp17","","","",""
"NI006-0071-2016","NR006-0043-2016","Level of liquid reserves as a percentage of nominal GDP",2017,3,"","percent",3.00,"","","drr16","percent",3,"success","past"
"NI006-0071-2017","NR006-0043-2017","Level of liquid reserves as a percentage of nominal GDP",2018,3,"","percent",3.00,3.00,"","dp17","","","",""
"NI006-0072-2016","NR006-0044-2016","Number of coin orders from financial institutions not fully met by the Royal Canadian Mint",2017,3,"","num",0.00,0.00,"","drr16","num",0,"success","past"
"NI006-0072-2017","NR006-0044-2017","Number of coin orders from financial institutions not fully met by the Royal Canadian Mint",2018,3,"","num",0.00,0.00,"","dp17","","","",""
"NI007-0002-2016","NR007-0001-2016","Proportion of assessed migratory bird species in General Status Reports whose status is considered to be ""secure""",2015,3,"Result missed the target by less than 5%","percent",81.00,"","","drr16","percent",79,"failure","past"
"NI007-0002-2017","NR007-0001-2017","Proportion of assessed migratory bird species in General Status Reports whose status is considered to be ""secure""",2020,12,"","percent",83.00,"","","dp17","","","",""
"NI007-0003-2016","NR007-0002-2016","Percentage of federal departments with natural resource or environmental mandates that have integrated relevant cross-cutting and sectoral 2020 Biodiversity Goals and Targets into their strategies and/or plans",2018,12,"Data for this indicator was not collected in 2016-2017. The next assessment will be in a future year.","percent",100.00,"","","drr16","text",".","not_avail","future"
"NI007-0003-2017","NR007-0002-2017","Percentage of federal departments with natural resource or environmental mandates that have integrated relevant cross-cutting and sectoral 2020 Biodiversity Goals and Targets into their strategies and/or plans",2017,12,"","percent",100.00,"","","dp17","","","",""
"NI007-0010-2016","NR007-0008-2016","Proportion of migratory bird species within acceptable bounds of their population goals",2020,12,"Data for this indicator was not collected in 2016-2017. The next assessment will be in a future year.","percent",60.00,"","","drr16","text",".","not_avail","future"
"NI007-0010-2017","NR007-0008-2017","Proportion of migratory bird species within acceptable bounds of their population goals",2020,12,"Every three years","percent",60.00,"","","dp17","","","",""
"NI007-0012-2016","NR007-0010-2016","Cumulative total ecologically-sensitive land area (in hectares) secured and protected (Ecological Gifts Program)",2017,3,"Result missed the target by less than 5%","num",185670.00,"","","drr16","num",183559,"failure","past"
"NI007-0012-2017","NR007-0010-2017","Cumulative total ecologically-sensitive land area (in hectares) secured and protected (Ecological Gifts Program)",2020,3,"Annual","num",210000.00,"","","dp17","","","",""
"NI007-0016-2016","NR007-0013-2016","Percentage of core national monitoring sites whose water quality is rated as good or excellent","other","","Result missed the target by more than 5%","percent",50.00,"","","drr16","percent",43,"failure","other"
"NI007-0016-2017","NR007-0013-2017","Percentage of core national monitoring sites whose water quality is rated as good or excellent","ongoing","","In the 2014-2016 data set
Annual","percent",50.00,"","","dp17","","","",""
"NI007-0022-2016","NR007-0019-2016","Percentage of goals, targets and implementation strategies from the Federal Sustainable Development Strategy integrated into annual reporting by departments and agencies designated by the Federal Sustainable Development Act",2017,3,"Result missed the target by less than 5%","percent",100.00,"","","drr16","percent",95,"failure","past"
"NI007-0022-2017","NR007-0019-2017","Percentage of goals, targets and implementation strategies from the Federal Sustainable Development Strategy integrated into annual reporting by departments and agencies designated by the Federal Sustainable Development Act",2018,3,"Annual","percent",100.00,"","","dp17","","","",""
"NI007-0026-2016","NR007-0023-2016","Annual number of court awards directing payment to the Environmental Damages Fund via non-directed legislation",2017,3,"Result missed the target by more than 5%","num",5.00,"","","drr16","num",2,"failure","past"
"NI007-0026-2017","NR007-0023-2017","Annual number of court awards directing payment to the Environmental Damages Fund via non-directed legislation",2018,3,"Annual","num",5.00,"","","dp17","","","",""
"NI007-0028-2016","NR007-0025-2016","Percentage of youth participants that either obtain employment in, or return to advanced-level studies in, science, technology, engineering or mathematics",2017,3,"","percent",80.00,"","","drr16","percent",93,"success","past"
"NI007-0028-2017","NR007-0025-2017","Percentage of youth participants that either obtain employment in, or return to advanced-level studies in, science, technology, engineering or mathematics",2018,3,"Annual","percent",80.00,"","","dp17","","","",""
"NI007-0044-2016","NR007-0035-2016","Percentage of the population who report that they are somewhat or very likely to access weather information during a typical day",2016,7,"Data for this indicator was not collected in 2016-2017. The next assessment will be in a future year.","percent",90.00,"","","drr16","text",".","not_avail","past"
"NI007-0044-2017","NR007-0035-2017","Percentage of the population who report that they are somewhat or very likely to access weather information during a typical day",2018,7,"Every 4 years","percent",90.00,"","","dp17","","","",""
"NI007-0046-2016","NR007-0036-2016","Percentage of targeted sensitive populations within selected regions receiving information on the Air Quality Health Index (AQHI) who report that they recall seeing or hearing AQHI information",2017,3,"Data for this indicator was not collected in 2016-2017. The next assessment will be in a future year.","percent_range",15.00,25.00,"","drr16","text",".","not_avail","past"
"NI007-0046-2017","NR007-0036-2017","Percentage of targeted sensitive populations within selected regions receiving information on the Air Quality Health Index (AQHI) who report that they recall seeing or hearing AQHI information",2018,3,"Every 4 to 5 years","percent_range",15.00,25.00,"","dp17","","","",""
