"id","dept_code","name_fr","desc_fr","is_active","is_drf","is_internal_service"
"CI-ISS00","CI","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CI-SO063","CI","Mouvement migratoire familial et humanitaire qui réunifie les familles et offre une protection aux personnes déplacées et persécutées.",,0,0,0
"CI-SO064","CI","Services internes",,0,0,1
"CI-SO067","CI","Gestion des mouvements migratoires et facilitation des déplacements qui favorisent les intérêts canadiens et protègent la santé et la sécurité des Canadiens.",,0,0,0
"CI-SO068","CI","Mouvement migratoire de résidents permanents et temporaires qui renforce l'économie canadienne.",,0,0,0
"CI-SO070","CI","Participation des nouveaux arrivants et des citoyens à l'appui d'une société intégrée.",,0,0,0
"CICS-BWV00","CICS","Services aux conférences intergouvernementales","Le Secrétariat des conférences intergouvernementales canadiennes assure la continuité des services de planification et d’archivage et offre du soutien administratif impartial en ce qui a trait aux conférences fédérales-provinciales-territoriales et provinciales-territoriales entre premiers ministres, ministres et sous-ministres, et ce, partout au Canada.",1,1,0
"CICS-ISS00","CICS","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CICS-SO072","CICS","Services internes",,0,0,1
"CICS-SO073","CICS","Les services aux conférences intergouvernementales de haut niveau sont exécutés avec professionnalisme et avec succès.",,0,0,0
"CIHR-BUI00","CIHR","Financement de la recherche et de la formation en santé","Les Instituts de recherche en santé du Canada (IRSC) sont l’organisme chargé d’investir dans la recherche en santé. En finançant l’excellence en recherche, les IRSC appuient la création de nouvelles connaissances et leur application en vue d’améliorer la santé des Canadiens, d’offrir de meilleurs produits et services de santé, et de renforcer le système de santé au Canada. Pour ce faire, ils fournissent des subventions qui financent la recherche en santé ainsi que la formation et le soutien professionnel de la génération actuelle de chercheurs et de la suivante.",1,1,0
"CIHR-ISS00","CIHR","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CIHR-SO077","CIHR","Le Canada est un chef de file mondial dans la création, la dissémination et l'application de connaissances issues de la recherche en santé.",,0,0,0
"CIHR-SO078","CIHR","Services internes",,0,0,1
"CMC-BRI00","CMC","Musée canadien de l'histoire","D’accroître la connaissance, la compréhension et le degré d’appréciation des Canadiens à l’égard d’événements, d’expériences, de personnes et d’objets qui incarnent l’histoire et l’identité canadiennes, qu’ils ont façonnées, ainsi que de les sensibiliser à l’histoire du monde et aux autres cultures.",1,1,0
"CMC-SO084","CMC","Connaissance, appréciation et respect des réalisations culturelles humaines et du comportement humain, et intérêt pour ceux-ci, grâce à des collections d'objets historiques et culturels, des expositions, des programmes et des recherches reflétant un point de vue canadien.",,0,0,0
"CMHC-BGJ00","CMHC","Aide pour combler les besoins en matière de logement","La Société canadienne d’hypothèques et de logement verse des fonds fédéraux pour améliorer l’accès au logement abordable pour les Canadiens dans le besoin, y compris les peuples autochtones, les personnes ayant des besoins spéciaux ou particuliers et certains groupes vulnérables. Le financement offert permet notamment de construire des logements, de fournir une aide continue pour l’entretien et l’administration du portefeuille de logements subventionnés, de réaliser des travaux de conversion, de réhabilitation, de réparation et de rénovation visant à préserver la qualité des logements abordables existants, ainsi que de maintenir l’abordabilité des logements. Le financement est offert en vertu de diverses modalités de mise en œuvre (p. ex., versement direct) ainsi que dans le cadre de partenariats avec les provinces et territoires, les groupes autochtones et les secteurs privé et sans but lucratif.",1,1,0
"CMHC-BGK00","CMHC","Financement de l'habitation","La Société canadienne d’hypothèques et de logement offre du financement pour les initiatives liées au logement, y compris les activités d’octroi de prêts, afin d’encourager la production de logements abordables, de soutenir les travaux de réparation et de rénovation de logements locatifs et de favoriser l’accès des ménages à revenu faible ou modeste à des logements locatifs abordables à revenus mixtes. Parmi les autres initiatives de financement, on compte celles pouvant être exigées par le gouvernement du Canada pour soutenir les infrastructures municipales liées au logement ou le secteur du financement de l’habitation afin de faciliter l’accès au crédit.",1,1,0
"CMHC-BGL00","CMHC","Savoir-faire en matière de logement et développement du potentiel","La Société canadienne d’hypothèques et de logement fournit des informations, des données et des analyses fondées sur les faits en temps opportun pour appuyer la prise de décisions éclairées par le gouvernement et les autres secteurs. Elle mène également des recherches et diffuse des renseignements sur un large éventail de questions qui soutiennent l’abordabilité et la variété des logements, notamment les technologies du logement durable. La Société canadienne d’hypothèques et de logement offre des conseils stratégiques au gouvernement sur des questions telles que le financement de l’habitation, les besoins en matière de logement, les marchés financiers et les conditions de logement. La Société canadienne d’hypothèques et de logement soutient les activités de développement du potentiel et des compétences dans le secteur de l’habitation, en aidant les personnes et les organisations à accéder aux ressources et à acquérir les connaissances dont elles ont besoin pour mettre au point des approches adaptées et novatrices visant à favoriser la production de logements abordables.",1,1,0
"CMHC-SO085","CMHC","Le Canada dispose d'un système de logement stable, compétitif et novateur.",,0,0,0
"CMHC-SO086","CMHC","Les Canadiens dans le besoin ont accès à des logements abordables.",,0,0,0
"CMHR-BRL00","CMHR","Musée canadien des droits de la personne","Explorer le thème des droits de la personne en mettant un accent particulier sur le Canada en vue d’accroître la compréhension du public à cet égard, de promouvoir le respect des autres et d’encourager la réflexion et le dialogue",1,1,0
"CMHR-SO090","CMHR","Connaissance approfondie des droits de la personne, en mettant un accent particulier sur le Canada, en vue d'accroître la compréhension du public à cet égard, de promouvoir le respect des autres et d'encourager la réflexion et le dialogue.",,0,0,0
"CMI-BRN00","CMI","Musée canadien de l’immigration du Quai 21","Explorer le thème de l’immigration au Canada en vue d’accroître la compréhension du public à l'égard des expériences vécues par les immigrants au moment de leur arrivée au Canada, du rôle essentiel que l’immigration a joué dans le développement du Canada et de la contribution des immigrants à la culture, à l’économie et au mode de vie canadiens.",1,1,0
"CMI-SO091","CMI","Les Canadiens et Canadiennes participent à la création et à l'exploration des récits, des thèmes et de l'histoire de l'immigration au Canada, qui se poursuit de nos jours.",,0,0,0
"CMN-BRQ00","CMN","Musée canadien de la nature","Accroître, dans l’ensemble du Canada et à l’étranger, l’intérêt et le respect à l’égard de la nature, de même que sa connaissance et son degré d’appréciation par tous par la constitution, l’entretien et le développement, aux fins de la recherche et pour la postérité, d’une collection d’objets d’histoire naturelle principalement axée sur le Canada, ainsi que par la présentation de la nature, des enseignements et de la compréhension qu’elle génère.",1,1,0
"CMN-SO092","CMN","L'intérêt et le respect à l'égard de la nature de même que la connaissance et le degré d'appréciation, par la collecte d'objets d'histoire naturelle, les programmes d'éducation du public et la recherche offrant une perspective principalement axée sur le Canada.",,0,0,0
"CNEDA-BNL00","CNEDA","Développement économique dans les territoires","Travailler dans les trois territoires pour soutenir les conditions propices à une économie durable, diversifiée et novatrice en collaboration avec les collectivités nordiques et les Autochtones, les entreprises, les organisations et d’autres ministères fédéraux et paliers du gouvernement",1,1,0
"CNEDA-ISS00","CNEDA","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CNEDA-SO093","CNEDA","Les économies territoriales développées et diversifiées qui soutiennent la prospérité de tous les résidants du Nord.",,0,0,0
"CNEDA-SO094","CNEDA","Services internes",,0,0,1
"CNMI-BTV00","CNMI","Marine Atlantique S.C.C.","Fournir un service de traversier sûr, écologique et de qualité entre l’île de Terre-Neuve et la province de la Nouvelle-Écosse de manière fiable, courtoise et rentable",1,1,0
"CNMI-SO095","CNMI","Un service de traversier sûr, fiable, efficace, abordable et écologique entre l'île de Terre-Neuve et la province de la Nouvelle-Écosse",,0,0,0
"CPC-BUD00","CPC","Société canadienne des postes","La Société a pour mission de créer et d’exploiter un service postal comportant le relevage, la transmission et la distribution de messages, renseignements, fonds ou marchandises, dans le régime intérieur et dans le régime international et de veiller à l’autofinancement de son exploitation dans des conditions de normes de service adaptées aux besoins de la population du Canada et comparables pour des collectivités de même importance.",1,1,0
"CPC-SO096","CPC","Compensation pour la prestation de services liés au courrier parlementaire et à la documentation à l'usage des personnes aveugles transmis en franchise en vertu de la Loi sur la Société canadienne des postes.",,0,0,0
"CPCC-BWX00","CPCC","Science et savoir polaires","Savoir polaire Canada est l’agence des sciences polaires du Canada qui mène ses activités à partir du campus de calibre mondial de la Station canadienne de recherche dans l’Extrême-Arctique à Cambridge Bay, au Nunavut. Savoir polaire Canada effectue des recherches polaires multidisciplinaires et les publie. Grâce à notre programme de subventions et de contributions, nous aidons financièrement des partenaires externes tels que le milieu universitaire, des communautés nordiques et des organisations qui effectuent des recherches et qui ont des projets connexes. Savoir polaire Canada vise à inclure dans la mesure du possible le savoir autochtone et local, et à accroître la coordination et la collaboration nationale et internationale en matière de recherche en tirant parti des ressources avec nos partenaires. Au moyen d’ateliers, de conférences, des médias sociaux et autres outils, Savoir polaire Canada favorise et promeut l’échange de connaissances avec les communautés de chercheurs en sciences polaires et de décideurs politiques ainsi qu’avec le grand public. Au travers de ses activités principales, Savoir polaire Canada vise à aider financièrement et à former la prochaine génération de professionnels de la recherche polaire, avec un accent particulier mis sur la jeunesse du Nord.",1,1,0
"CPCC-ISS00","CPCC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CPCC-SO097","CPCC","Le Canada a une science et une technologie arctiques de calibre mondial qui appuient le développement et la gérance du Nord canadien, et il est reconnu comme un chef de file dans les questions associées à la recherche circumpolaire.",,0,0,0
"CPCC-SO098","CPCC","Accroissement des connaissances sur les régions polaires du Canada.",,0,0,0
"CPCC-SO099","CPCC","Services internes",,0,0,1
"CRTC-BRT00","CRTC","Réglementer et surveiller le système de communication","Le Conseil de la radiodiffusion et des télécommunications canadiennes est un tribunal administratif. Il est chargé de réglementer et de superviser le système de communication du Canada dans l’intérêt du public. Établi pour développer, mettre en œuvre et appliquer des politiques réglementaires concernant le système de communication canadien, le Conseil de la radiodiffusion et des télécommunications canadiennes s’acquitte d’un large éventail de fonctions, y compris l’établissement de règles et l’élaboration de politiques, mais il a aussi les pouvoirs quasi-judiciaires d’un tribunal supérieur en ce qui touche la production et l’examen des preuves, de même que l’application de ses décisions. En tant que tribunal administratif, il fonctionne en toute indépendance du gouvernement fédéral. Le Conseil de la radiodiffusion et des télécommunications canadiennes élabore des politiques réglementaires pour le système de communication du Canada; approuve les fusions, les acquisitions et les changements de propriété des entreprises de radiodiffusion; approuve les tarifs et les ententes concernant certains services de télécommunication; attribue, renouvelle et modifie les licences des entreprises de distribution de radiodiffusion et des entreprises de programmation; règle les différends liés à la concurrence. Le Conseil de la radiodiffusion et des télécommunications canadiennes intervient précisément dans des situations où le libre jeu du marché ne permet pas à lui seul d’atteindre les objectifs stratégiques de son mandat législatif.",1,1,0
"CRTC-ISS00","CRTC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CRTC-SO101","CRTC","Les Canadiens ont accès à un système de communication de calibre mondial.",,0,0,0
"CRTC-SO102","CRTC","Services internes",,0,0,1
"CSA-BLM00","CSA","La présence du Canada dans l’espace","L’Agence spatiale Canadienne coordonne les politiques et les programmes spatiaux du gouvernement du Canada; veille à ce que d’autres ministères et organismes gouvernementaux aient accès à des données, à de l’information et à des services spatiaux en vue de réaliser leur mandat; planifie, dirige et gère des projets ayant trait à la recherche spatiale scientifique ou industrielle et au développement des sciences et des technologies spatiales; promeut le transfert et la diffusion des technologies spatiales à l’échelle de l’industrie canadienne; et encourage l’exploitation commerciale des capacités, des installations et des systèmes spatiaux. L’Agence spatiale Canadienne vise également à accroître la capacité spatiale canadienne, à intéresser la prochaine génération de scientifiques et d’ingénieurs du domaine spatial et à offrir des occasions inspirant les jeunes à acquérir les compétences requises, à poursuivre leur études et à faire carrière en science, en technologie, en ingénierie et en mathématiques.",1,1,0
"CSA-ISS00","CSA","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CSA-SO103","CSA","Les activités du Canada en matière d'exploration spatiale, de prestation de services depuis l'espace et de développement de capacités spatiales répondent aux besoins nationaux en matière de connaissances scientifiques, d'innovation et d'information.",,0,0,0
"CSA-SO105","CSA","Services internes",,0,0,1
"CSC-BUJ00","CSC","Prise en charge et garde","Le SCC s’assure de la sécurité et du traitement humain des détenus, et répond à leurs besoins quotidiens, comme l'alimentation, les vêtements, le logement, les services de santé mentale et les soins de santé. Cela comprend aussi les mesures de sécurité en établissement, comme la répression des drogues, et les mesures de contrôle appropriées pour prévenir les incidents.",1,1,0
"CSC-BUK00","CSC","Interventions correctionnelles","Le SCC réalise des activités d'évaluation et des interventions de programme pour aider les délinquants sous responsabilité fédérale à se réadapter et faciliter leur réinsertion sociale à titre de citoyens respectueux des lois. Le SCC mobilise aussi les citoyens canadiens pour en faire des partenaires dans la réalisation de son mandat correctionnel et assure la liaison avec les victimes d'actes criminels.",1,1,0
"CSC-BUL00","CSC","Surveillance dans la collectivité","Le SCC surveille les délinquants dans la collectivité et fournit une structure et des services pour appuyer leur réinsertion sécuritaire et réussie dans la collectivité. Il offre des possibilités de logement, des services de santé dans la collectivité et des partenariats avec des organismes communautaires. Le SCC s’occupe des délinquants faisant l’objet d'une libération conditionnelle, d'une libération d'office et d’une ordonnance de surveillance de longue durée.",1,1,0
"CSC-ISS00","CSC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CSC-SO106","CSC","Services internes",,0,0,1
"CSC-SO107","CSC","La garde, les interventions correctionnelles et la surveillance des délinquants dans la collectivité et dans les établissements contribuent à la sécurité publique.",,0,0,0
"CSEC-BUM00","CSEC","Fournir et protéger l'information","Acquérir et utiliser de l'information provenant de l'infrastructure mondiale d'information dans le but de fournir du renseignement étranger en fonction des priorités du gouvernement du Canada en matière de renseignement. Fournir des avis, des conseils et des services permettant de protéger les renseignements électroniques et les infrastructures essentielles d'information pour le gouvernement du Canada. Fournir une assistance technique et opérationnelle aux organismes fédéraux chargés de l'application de la loi et de la sécurité dans l'exercice des fonctions que la loi leur confère.",1,1,0
"CSEC-SO109","CSEC","Les capacités en matière de renseignement électromagnétique étranger et de sécurité technique font progresser et protègent les intérêts vitaux du Canada.",,0,0,0
"CSIS-BUY00","CSIS","Sécurité et renseignement","Le Service canadien du renseignement de sécurité (SCRS) mène des activités de renseignement dans le but d'assurer la protection des intérêts liés à la sécurité et à la prospérité du Canada, au pays et à l'étranger, et la sécurité des Canadiens. Pour ce faire, il recueille, analyse et fait état des informations liées à la menace, conformément aux lois et aux instructions du ministre. Les renseignements et les conseils que le SCRS fournit au gouvernement du Canada et à ses partenaires éclairent la prise de décisions concernant les politiques et les programmes, les enquêtes liées à la sécurité nationale, les activités de filtrage de sécurité pour le gouvernement et relatives aux demandes d'immigration, et la défense du Canada. Lorsque le SCRS a des motifs raisonnables de croire qu'une menace pèse sur la sécurité du Canada, il peut également prendre des mesures pour réduire la menace.",1,1,0
"CSIS-SO110","CSIS","Les renseignements servent à assurer la sécurité du Canada et des Canadiens.",,0,0,0
"CTA-BTT00","CTA","Des services indépendants de réglementation et de règlement des différends pour les fournisseurs et les utilisateurs de services de transport","Fixer et mettre en application des règles liées à l'économie, à l'accessibilité et à la protection des voyageurs aériens dans le cadre du système de transport national; régler les différends entre les fournisseurs et les utilisateurs de services de transport au moyen de la facilitation, de la médiation, de l'arbitrage et du processus formel de règlement des différends, et fournir des renseignements aux intervenants et aux Canadiens en général sur le système de transport et sur leurs droits et leurs responsabilités en matière de transport.",1,1,0
"CTA-ISS00","CTA","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CTA-SO113","CTA","Services internes",,0,0,1
"CTA-SO114","CTA","Règlement des différends et réglementation économique du réseau de transport national transparents, justes et rapides.",,0,0,0
"CTAIB-BWA00","CTAIB","Enquêtes indépendantes de sécurité et communication des risques dans le réseau de transport","L’unique objectif du Bureau de la sécurité des transports du Canada consiste à promouvoir la sécurité du transport aérien, maritime, ferroviaire et par pipeline. Il s’acquitte de son mandat en procédant à des enquêtes indépendantes sur les événements de transport choisis afin de déterminer les causes et les facteurs contributifs des événements, ainsi que les lacunes en matière de sécurité mises en évidence par de tels événements. Le Bureau de la sécurité des transports du Canada formule ensuite des recommandations visant à réduire ou à éliminer les lacunes sur le plan de la sécurité et rend compte publiquement de ses enquêtes. Le Bureau de la sécurité des transports du Canada assure ensuite le suivi auprès des parties intéressées pour s’assurer que les mesures de sécurité sont prises pour réduire les risques et améliorer la sécurité.",1,1,0
"CTAIB-ISS00","CTAIB","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CTAIB-SO115","CTAIB","Les enquêtes indépendantes sur les événements de transport contribuent à rendre le réseau des transports plus sécuritaire.",,0,0,0
"CTAIB-SO116","CTAIB","Services internes",,0,0,1
"EA-BVB00","EA","Diplomatie et défense des intérêts internationales","Affaires mondiales Canada fait valoir les intérêts et les valeurs du Canada grâce à l’élaboration de politiques, la diplomatie, la défense des intérêts et une mobilisation efficace.",1,1,0
"EA-BVC00","EA","Commerce et investissements","Affaires mondiales Canada appuie l’augmentation des investissements et du commerce de manière plus diversifiée afin de relever le niveau de vie pour l’ensemble des Canadiens et pour permettre aux entreprises canadiennes de prospérer à l’étranger et de créer des débouchés économiques.",1,1,0
"EA-BVD00","EA","Programmation en matière de développement, de paix et de sécurité","La programmation d’Affaires mondiales Canada contribue à réduire la pauvreté et à offrir de meilleures possibilités aux peuples de la terre, en plus d’alléger la souffrance dans les crises humanitaires et de favoriser la paix et la sécurité et, ce faisant, contribuent à l’avancement des Objectifs de développement durable.",1,1,0
"EA-BVE00","EA","Aide aux Canadiens à l’étranger","Affaires mondiales Canada offre au moment opportun des services consulaires adéquats aux Canadiens à l’étranger, ce qui contribue à assurer leur sécurité.",1,1,0
"EA-BVF00","EA","Soutien à la présence du Canada à l’étranger","Affaires mondiales Canada gère et assure la prestation des ressources, de l’infrastructure et des services permettant la présence du Canada à l’étranger, y compris par l’entremise d’ambassades, de hauts-commissariats et de consulats.",1,1,0
"EA-ISS00","EA","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"EA-SO117","EA","Programme international du Canada - Le programme international est modelé pour faire avancer la sécurité, la prospérité, les intérêts et les valeurs du Canada.",,0,0,0
"EA-SO118","EA","Réseau du Canada à l'étranger - Le ministère entretient un réseau de missions offrant une infrastructure et des services qui permettent au gouvernement du Canada d'atteindre ses priorités internationales.",,0,0,0
"EA-SO119","EA","Services internes",,0,0,1
"EA-SO120","EA","Développement international et réduction de la pauvreté - La pauvreté est réduite et la sécurité internationale et la démocratie sont accrues pour les gens vivant dans des pays où le Canada intervient.",,0,0,0
"EA-SO121","EA","Services de commerce international et consulaires destinés aux Canadiens - Les Canadiens sont satisfaits des services commerciaux et consulaires.",,0,0,0
"EC-BGR00","EC","Prendre des mesures visant la croissance propre et les changements climatiques","Par une collaboration avec d’autres ministères et organismes fédéraux, les provinces, les territoires, les peuples autochtones, les parties prenantes et des experts externes, le Ministère soutiendra et coordonnera la mise en œuvre du cadre pancanadien sur la croissance propre et les changements climatiques ; s’employer à réduire les émissions de gaz à effet de serre (GES) ; mener la croissance propre ; élaborer des instruments réglementaires ; soutenir les entreprises et les Canadiens pour s’adapter et devenir plus résilients aux changements climatiques ; et contribuer aux mesures prises sur le plan international pour les changements climatiques pour augmenter les avantages globaux.",1,1,0
"EC-BGS00","EC","Prévention et gestion de la pollution","Collaborer avec les provinces, les territoires, les peuples autochtones et d’autres entités afin de développer et de gérer des normes, lignes directrices et règlements liés à l’environnement, et d’autres mesures de gestion du risque, en vue de réduire les rejets et de surveiller les niveaux de contaminants dans l’air, l’eau et le sol; promouvoir les lois et les règlements environnementaux et veiller à leur application.",1,1,0
"EC-BGT00","EC","Préservation de la nature","Protéger et rétablir des espèces en péril et leurs habitats, assurer la conservation et la protection de populations saines d’oiseaux migrateurs; mobiliser les provinces, les territoires, les peuples autochtones, les parties prenantes et le public afin d’augmenter les aires protégées et contribuer aux activités de conservation et d’intendance; étendre et gérer les aires protégées du Ministère; et collaborer avec des partenaires du Canada et à l’international pour faire progresser la conservation de la biodiversité et du développement durable.",1,1,0
"EC-BGU00","EC","Prévisions des conditions météorologiques et environnementales","Surveiller les conditions météorologiques, l’eau, la qualité de l’air et les conditions climatiques, fournir à la population canadienne et aux secteurs ciblés des prévisions, de l’information et des avertissements au moyen d’un vaste éventail de modes de prestation de services, de réaliser des recherches, de concevoir et tenir à jour des modèles informatiques pour la prévision météorologique et d’autres conditions environnementales et de recueillir des données et en permettre l’échange avec d’autres services météorologiques nationaux et des organisations internationales.",1,1,0
"EC-ISS00","EC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"EC-SO123","EC","L'environnement naturel du Canada est préservé et restauré pour les générations actuelles et futures.",,0,0,0
"EC-SO124","EC","La population canadienne est équipée pour prendre des décisions éclairées quant aux conditions changeantes du temps, de l'eau et du climat.",,0,0,0
"EC-SO126","EC","Services internes",,0,0,1
"EC-SO127","EC","Les menaces que représente la pollution pour les Canadiens ainsi que pour leur environnement sont minimisées.",,0,0,0
"EDC-BXE00","EDC","Exportation et développement Canada (Compte du Canada)","Toutes les opérations portées au Compte du Canada doivent respecter le mandat d'EDC, qui consiste à soutenir et à développer, directement ou indirectement, le commerce extérieur du Canada ainsi que la capacité du pays d'y participer et de profiter des débouchés offerts sur le marché international. En recourant au Compte du Canada, le gouvernement du Canada peut appuyer des opérations qui dépassent la capacité financière ou la capacité de risque d'EDC au titre du Compte de la Société, mais qui sont considérées comme servant l'intérêt national.",1,1,0
"EDC-SO129","EDC","Services de commerce international et consulaires destinés aux Canadiens - Les Canadiens sont satisfaits des services commerciaux et consulaires.",,0,0,0
