id,stable_id,subject_id,name_en,name_fr,doc
DR-drr19-1079,DR-395,AECB-BTJ00,"Nuclear material and substances, facilities and activities are secure and used for peaceful purposes",Les matières et les substances nucléaires ainsi que les installations et les activités nucléaires sont sûres et utilisées à des fins pacifiques,drr19
DR-dp20-1079,DR-395,AECB-BTJ00,"Nuclear material and substances, facilities and activities are secure and used for peaceful purposes",Les matières et les substances nucléaires ainsi que les installations et les activités nucléaires sont sûres et utilisées à des fins pacifiques,dp20
DR-drr19-1080,DR-396,AECB-BTJ00,"Canadians, including Indigenous peoples, have meaningful information about, and the opportunity to participate in, the nuclear regulatory process","Les Canadiens, y compris les peuples Autochtones, disposent de renseignements importants sur le processus de réglementation nucléaire et ont la possibilité d’y prendre part",drr19
DR-dp20-1080,DR-396,AECB-BTJ00,"Canadians, including Indigenous peoples, have meaningful information about, and the opportunity to participate in, the nuclear regulatory process","Les Canadiens, y compris les peuples Autochtones, disposent de renseignements importants sur le processus de réglementation nucléaire et ont la possibilité d’y prendre part",dp20
DR-drr19-1081,DR-263,VRAB-BWL00,Applicants receive timely decisions,Les demandeurs reçoivent une décision en temps opportun,drr19
DR-dp20-1081,DR-263,VRAB-BWL00,Applicants receive timely decisions,Les demandeurs reçoivent une décision en temps opportun,dp20
DR-drr19-1082,DR-262,VRAB-BWL00,Applicants receive high quality hearings and decisions,Les demandeurs reçoivent des audiences et des décisions de grande qualité,drr19
DR-dp20-1082,DR-262,VRAB-BWL00,Applicants receive high quality hearings and decisions,Les demandeurs reçoivent des audiences et des décisions de grande qualité,dp20
DR-drr19-1083,DR-258,SCC-BRH00,Public and stakeholders’ awareness of the Court is increased through effective communication and outreach,La conscientisation qu’ont les membres du public et les intéressés vis-à-vis la Cour est accrue grâce à une communication et à une sensibilisation efficaces,drr19
DR-drr19-1084,DR-257,SCC-BRH00,Judges and parties are supported through effective court services and case management,Les juges et les parties sont appuyés par des services judiciaires et une gestion de dossiers efficaces,drr19
DR-drr19-1085,DR-213,CCOHS-BFZ00,Occupational health and safety information is used to improve workplace practices.,Les renseignements sur la santé et la sécurité au travail permettent d'améliorer les pratiques en milieu de travail.,drr19
DR-drr19-1086,DR-212,CCOHS-BFZ00,Canadians have an increased awareness of occupational health and safety issues in the workplace.,Les Canadiens sont plus sensibilisés aux questions liées à la santé et à la sécurité au travail en milieu de travail.,drr19
DR-drr19-1087,DR-211,CCOHS-BFZ00,Canadians can easily access the Canadian Centre for Occupational Health and Safety's occupational health and safety information and services.,Les Canadiens peuvent facilement avoir accès à des services et à des renseignements sur la santé et la sécurité au travail du Centre canadien d'hygiène et de sécurité au travail.,drr19
DR-drr19-1088,DR-295,CI-BGD00,"Entry to Canada of eligible visitors, international students and temporary workers is facilitated","L’entrée au Canada des visiteurs, étudiants étrangers et travailleurs temporaires admissibles est facilitée",drr19
DR-dp20-1088,DR-295,CI-BGD00,"Entry to Canada of eligible visitors, international students and temporary workers is facilitated","L’entrée au Canada des visiteurs, étudiants étrangers et travailleurs temporaires admissibles est facilitée",dp20
DR-drr19-1089,DR-296,CI-BGD00,Facilitation of temporary entry helps to generate economic benefits,La facilitation de l’entrée temporaire a des retombées économiques,drr19
DR-dp20-1089,DR-296,CI-BGD00,Facilitation of temporary entry helps to generate economic benefits,La facilitation de l’entrée temporaire a des retombées économiques,dp20
DR-drr19-1090,DR-297,CI-BGE00,Potential permanent residents are selected for immigration to Canada,Les résidents permanents potentiels sont sélectionnés en vue de leur immigration au Canada,drr19
DR-dp20-1090,DR-297,CI-BGE00,Potential permanent residents are selected for immigration to Canada,Les résidents permanents potentiels sont sélectionnés en vue de leur immigration au Canada,dp20
DR-drr19-1091,DR-298,CI-BGE00,Permanent residents are welcomed and benefit from settlement supports,Les résidents permanents sont accueillis et bénéficient d’un soutien à l’établissement,drr19
DR-dp20-1091,DR-298,CI-BGE00,Permanent residents are welcomed and benefit from settlement supports,Les résidents permanents sont accueillis et bénéficient d’un soutien à l’établissement,dp20
DR-drr19-1092,DR-300,CI-BGE00,Immigrants and refugees feel part of and participate in Canadian society,Les immigrants et les réfugiés sentent qu’ils font partie de la société canadienne et ils y participent,drr19
DR-dp20-1092,DR-300,CI-BGE00,Immigrants and refugees feel part of and participate in Canadian society,Les immigrants et les réfugiés sentent qu’ils font partie de la société canadienne et ils y participent,dp20
DR-drr19-1093,DR-299,CI-BGE00,Immigrants and refugees achieve economic independence and contribute to labour force growth,Les immigrants et les réfugiés accèdent à l’autonomie financière et contribuent à la croissance de la population active,drr19
DR-dp20-1093,DR-299,CI-BGE00,Immigrants and refugees achieve economic independence and contribute to labour force growth,Les immigrants et les réfugiés accèdent à l’autonomie financière et contribuent à la croissance de la population active,dp20
DR-drr19-1094,DR-301,CI-BGF00,Eligible permanent residents become Canadian citizens,Les résidents permanents admissibles deviennent citoyens canadiens,drr19
DR-dp20-1094,DR-301,CI-BGF00,Eligible permanent residents become Canadian citizens,Les résidents permanents admissibles deviennent citoyens canadiens,dp20
DR-drr19-1095,DR-302,CI-BGF00,Canadians’ international travel is facilitated,Les voyages à l’étranger des Canadiens sont facilités,drr19
DR-dp20-1095,DR-302,CI-BGF00,Canadians’ international travel is facilitated,Les voyages à l’étranger des Canadiens sont facilités,dp20
DR-drr19-1096,DR-381,CIHR-BUI00,Canada’s health research is used,La recherche en santé canadienne est utilisée,drr19
DR-dp20-1096,DR-381,CIHR-BUI00,Canada’s health research is used,La recherche en santé canadienne est utilisée,dp20
DR-drr19-1097,DR-380,CIHR-BUI00,Canada’s health research capacity is strengthened,Les capacités de recherche en santé du Canada sont renforcées,drr19
DR-dp20-1097,DR-380,CIHR-BUI00,Canada’s health research capacity is strengthened,Les capacités de recherche en santé du Canada sont renforcées,dp20
DR-drr19-1098,DR-379,CIHR-BUI00,Canada’s health research is internationally competitive,La recherche en santé canadienne est concurrentielle à l’échelle internationale,drr19
DR-dp20-1098,DR-379,CIHR-BUI00,Canada’s health research is internationally competitive,La recherche en santé canadienne est concurrentielle à l’échelle internationale,dp20
DR-drr19-1099,DR-216,CSC-BUJ00,Institutions are safe and secure,Les établissements sont sûrs et sécuritaires,drr19
DR-dp20-1099,DR-216,CSC-BUJ00,Institutions are safe and secure,Les établissements sont sûrs et sécuritaires,dp20
DR-drr19-1100,DR-217,CSC-BUJ00,Inmates are managed in a humane manner,Les détenus sont traités humainement,drr19
DR-dp20-1100,DR-217,CSC-BUJ00,Inmates are managed in a humane manner,Les détenus sont traités humainement,dp20
DR-drr19-1101,DR-218,CSC-BUK00,Offenders are  prepared for their release from CSC's jurisdiction as law-abiding citizens,Les délinquants sont préparés en vue de leur libération d'un établissement relevant du SCC à titre de citoyens respectueux des lois,drr19
DR-dp20-1101,DR-218,CSC-BUK00,Offenders are  prepared for their release from CSC's jurisdiction as law-abiding citizens,Les délinquants sont préparés en vue de leur libération d'un établissement relevant du SCC à titre de citoyens respectueux des lois,dp20
DR-drr19-1338,DR-219,CSC-BUL00,Offenders are reintegrated into the community as law-abiding citizens while under supervision,Les délinquants agissent à titre de citoyens respectueux des lois pendant qu'ils sont sous surveillance dans la collectivité,drr19
DR-drr19-1103,DR-87,FEDSO-BNM00,Businesses in Southern Ontario  are innovative and growing,Les entreprises de Sud de l’Ontario sont innovantes et en croissance,drr19
DR-dp20-1103,DR-87,FEDSO-BNM00,Businesses in Southern Ontario  are innovative and growing,Les entreprises de Sud de l’Ontario sont innovantes et en croissance,dp20
DR-drr19-1104,DR-86,FEDSO-BNM00,Businesses in Southern Ontario invest in the development and commercialization of innovative technologies,Les entreprises de Sud de l’Ontario investissent dans le développement et la commercialisation des technologies innovantes,drr19
DR-dp20-1104,DR-86,FEDSO-BNM00,Businesses in Southern Ontario invest in the development and commercialization of innovative technologies,Les entreprises de Sud de l’Ontario investissent dans le développement et la commercialisation des technologies innovantes,dp20
DR-drr19-1105,DR-85,FEDSO-BNM00,Communities are economically diversified in Southern Ontario,Les collectivités de Sud de l’Ontario sont économiquement diversifiées,drr19
DR-dp20-1105,DR-85,FEDSO-BNM00,Communities are economically diversified in Southern Ontario,Les collectivités de Sud de l’Ontario sont économiquement diversifiées,dp20
DR-drr19-1106,DR-206,ATSSC-BEE00,"Tribunal members receive the specialized support services they require to hear matters, to resolve files, or to render decisions.","Les membres des tribunaux reçoivent les services de soutien spécialisés dont ils on besoin pour entendre des causes, régler des dossiers ou rendre des décisions.",drr19
DR-dp20-1106,DR-206,ATSSC-BEE00,"Tribunal members receive the specialized support services they require to hear matters, to resolve files, or to render decisions.","Les membres des tribunaux reçoivent les services de soutien spécialisés dont ils on besoin pour entendre des causes, régler des dossiers ou rendre des décisions.",dp20
DR-drr19-1107,DR-202,JUS-BNX00,Departments and agencies receive high quality legal services.,Les ministères et organismes reçoivent des services juridiques de grande qualité.,drr19
DR-dp20-1107,DR-202,JUS-BNX00,Departments and agencies receive high quality legal services.,Les ministères et organismes reçoivent des services juridiques de grande qualité.,dp20
DR-drr19-1108,DR-203,JUS-BNY00,"Justice Canada laws and policies abide by the rule of law and promote respect for rights and a fair, accessible and relevant legal framework in Canada.","Les lois et politiques de Justice Canada respectent la règle de droit et favorisent le respect des droits et un cadre juridique juste, accessible et pertinent au Canada.",drr19
DR-dp20-1108,DR-203,JUS-BNY00,"Justice Canada laws and policies abide by the rule of law and promote respect for rights and a fair, accessible and relevant legal framework in Canada.","Les lois et politiques de Justice Canada respectent la règle de droit et favorisent le respect des droits et un cadre juridique juste, accessible et pertinent au Canada.",dp20
DR-drr19-1109,DR-204,JUS-BNY00,The criminal justice system supports alternative ways of responding to the causes and consequences of offending.,Le système de justice pénale soutient d’autres moyens de répondre aux causes et conséquences des infractions.,drr19
DR-dp20-1109,DR-204,JUS-BNY00,The criminal justice system supports alternative ways of responding to the causes and consequences of offending.,Le système de justice pénale soutient d’autres moyens de répondre aux causes et conséquences des infractions.,dp20
DR-drr19-1110,DR-205,JUS-BNY00,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",drr19
DR-dp20-1110,DR-205,JUS-BNY00,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",dp20
DR-drr19-1111,DR-261,ACOA-BED00,Businesses are innovative and growing in Atlantic Canada,Les entreprises sont innovantes et en croissance au Canada atlantique,drr19
DR-dp20-1111,DR-261,ACOA-BED00,Businesses are innovative and growing in Atlantic Canada,Les entreprises sont innovantes et en croissance au Canada atlantique,dp20
DR-drr19-1112,DR-260,ACOA-BED00,Businesses invest in the development and commercialization of innovative technologies in Atlantic Canada,Les entreprises investissent dans le développement et la commercialisation de technologies innovantes au Canada atlantique,drr19
DR-dp20-1112,DR-260,ACOA-BED00,Businesses invest in the development and commercialization of innovative technologies in Atlantic Canada,Les entreprises investissent dans le développement et la commercialisation de technologies innovantes au Canada atlantique,dp20
DR-drr19-1113,DR-259,ACOA-BED00,Communities are economically diversified in Atlantic Canada,Les collectivités sont diversifiées sur le plan économique au Canada atlantique,drr19
DR-dp20-1113,DR-259,ACOA-BED00,Communities are economically diversified in Atlantic Canada,Les collectivités sont diversifiées sur le plan économique au Canada atlantique,dp20
DR-drr19-1114,DR-455,CCMD-BTR00,Strengthened capacity across the core public service to use innovative approaches,Renforcement de la capacité de l’ensemble de la fonction publique centrale d’utiliser des approches novatrices,drr19
DR-dp20-1114,DR-455,CCMD-BTR00,Strengthened capacity across the core public service to use innovative approaches,Renforcement de la capacité de l’ensemble de la fonction publique centrale d’utiliser des approches novatrices,dp20
DR-drr19-1115,DR-247,CCMD-BTR00,Common learning is responsive to learning needs,L'apprentissage commun correspond aux besoins en matière d'apprentissage,drr19
DR-dp20-1115,DR-247,CCMD-BTR00,Common learning is responsive to learning needs,L'apprentissage commun correspond aux besoins en matière d'apprentissage,dp20
DR-drr19-1116,DR-249,CCMD-BTR00,Common learning is accessible to all employees of the core public service,L'apprentissage commun est accessible à tous les employés de la fonction publique centrale,drr19
DR-dp20-1116,DR-249,CCMD-BTR00,Common learning is accessible to all employees of the core public service,L'apprentissage commun est accessible à tous les employés de la fonction publique centrale,dp20
DR-drr19-1117,DR-248,CCMD-BTR00,Quality common learning is provided to the core public service,Un apprentissage commun de qualité est offert à la fonction publique centrale,drr19
DR-dp20-1117,DR-248,CCMD-BTR00,Quality common learning is provided to the core public service,Un apprentissage commun de qualité est offert à la fonction publique centrale,dp20
DR-drr19-1118,DR-169,CHRC-BSA00,Full compliance with the Paris Principles,Conformité aux Principes de Paris,drr19
DR-dp20-1118,DR-169,CHRC-BSA00,Full compliance with the Paris Principles,Conformité aux Principes de Paris,dp20
DR-drr19-1119,DR-170,CHRC-BSA00,People in Canada are informed of their human rights and responsibilities,Les personnes sont informés de leurs droits et de leurs responsabilités en matière de droits de la personne au Canada,drr19
DR-drr19-1120,DR-171,CHRC-BSA00,Human Rights issues are part of public debate and the national agenda,Les enjeux liés aux droits de la personne font partie du débat public et du programme national,drr19
DR-drr19-1121,DR-172,CHRC-BSB00,People in Canada including those in vulnerable circumstances have access to a human rights complaint system,"Les personnes au Canada, y compris celles en situations de vulnérabilité, ont accès à un système de plaintes relatives aux droits de la personne.",drr19
DR-drr19-1122,DR-173,CHRC-BSB00,Human rights complaints are resolved consistent with private and public interests,Les plaintes relatives aux droits de la personne sont réglées en conformité avec les intérêts public et privé.,drr19
PROGRAM-drr19-1122,PROGRAM-1122,OICC-BTK08,New Champlain Bridge Corridor project has 125 years life expectancy and meets engineering standards,Le projet de corridor du nouveau pont Champlain a une durée de vie de 125 ans et satisfait aux normes d’ingénierie,drr19
DR-drr19-1123,DR-174,CHRC-BSB00,CHRC interventions and decisions influence law and support the advancement of human rights,Les interventions et les décisions de la CCDP influencent les lois et appuient l'avancement des droits de la personne.,drr19
PROGRAM-drr19-1123,PROGRAM-1123,OICC-BTK08,Maintain the safety and efficiency of the Corridor,Assurer la sécurité et l’efficacité du corridor,drr19
DR-drr19-1124,DR-175,CHRC-BSC00,Employers meet their employment equity obligations,Les employeurs respectent leurs obligations d’équité en matière d’emploi.,drr19
PROGRAM-drr19-1124,PROGRAM-1124,OICC-BTK09,Stewardship of Canadian lands,Intendance des terres canadiennes,drr19
DR-drr19-1125,DR-176,CHRC-BSC00,Employers foster a work environment that promotes equality of opportunity for members of the four designated groups,Les employeurs encouragent un environnement de travail qui favorise l’égalité des chances pour les membres des quatre groupes désignés.,drr19
PROGRAM-drr19-1125,PROGRAM-1125,OICC-BTK09,The Windsor-Detroit Bridge Authority delivers the Gordie Howe International Bridge project in accordance with the Canada-Michigan Crossing Agreement,L’Autorité du pont Windsor-Détroit met en œuvre le projet du pont international Gordie-Howe conformément à l’entente sur le passage entre le Canada et le Michigan,drr19
DR-drr19-1126,DR-250,CSA-BLM00,Space research and development advances science and technology,Les activités de recherche et développement dans le domaine spatial font progresser les sciences et les technologies,drr19
PROGRAM-drr19-1126,PROGRAM-1126,OICC-BTK10,Investments contribute to the remediation of underdeveloped brownfields,Les investissements contribuent à la restauration de sites désaffectés sous-exploités,drr19
DR-dp20-1126,DR-250,CSA-BLM00,Space research and development advances science and technology,Les activités de recherche et développement dans le domaine spatial font progresser les sciences et les technologies,dp20
PROGRAM-dp20-1126,PROGRAM-1126,OICC-BTK10,Investments contribute to the remediation of underdeveloped brownfields,Les investissements contribuent à la restauration de sites désaffectés sous-exploités,dp20
DR-drr19-1127,DR-251,CSA-BLM00,Canadians engage with space,Les Canadiens s’intéressent au domaine spatial,drr19
PROGRAM-drr19-1127,PROGRAM-1127,OICC-BTK10,Investments contribute to enhanced storm water management,Les investissements contribuent à l’amélioration de la gestion des eaux d’orage,drr19
DR-dp20-1127,DR-251,CSA-BLM00,Canadians engage with space,Les Canadiens s’intéressent au domaine spatial,dp20
DR-drr19-1128,DR-252,CSA-BLM00,Space information and technologies improve the lives of Canadians,L’information et les technologies spatiales améliorent la vie des Canadiens,drr19
PROGRAM-drr19-1128,PROGRAM-1128,OICC-BTK10,Investments contribute to enhanced critical infrastructure,Les investissements contribuent à l’amélioration des infrastructures essentielles,drr19
DR-dp20-1128,DR-252,CSA-BLM00,Space information and technologies improve the lives of Canadians,L’information et les technologies spatiales améliorent la vie des Canadiens,dp20
DR-drr19-1129,DR-253,CSA-BLM00,Canada’s investments in space benefit the Canadian economy,L’investissement du Canada dans l’espace présente des avantages économiques pour l’économie canadienne,drr19
PROGRAM-drr19-1129,PROGRAM-1129,OICC-BTK10,Investments contribute to improved environmental management of Toronto's waterfront area,Les investissements contribuent à l’amélioration de la gestion environnementale du front d’eau de Toronto,drr19
DR-dp20-1129,DR-253,CSA-BLM00,Canada’s investments in space benefit the Canadian economy,L’investissement du Canada dans l’espace présente des avantages économiques pour l’économie canadienne,dp20
DR-drr19-1130,DR-137,CPCC-BWX00,Canada’s polar science and technology research is publicly available and being applied,La recherche en sciences et technologie polaires du Canada est publiquement disponible est appliquée.,drr19
PROGRAM-drr19-1130,PROGRAM-1130,OICC-BTK10,Investments contribute to enhanced flood protection,Les investissements contribuent au renforcement de la lutte contre les inondations,drr19
DR-dp20-1130,DR-137,CPCC-BWX00,Canada’s polar science and technology research is publicly available and being applied,La recherche en sciences et technologie polaires du Canada est publiquement disponible est appliquée.,dp20
DR-drr19-1131,DR-138,CPCC-BWX00,Canada’s Arctic science includes Indigenous and local knowledge,La science arctique du Canada intègre le savoir autochtone et local.,drr19
PROGRAM-drr19-1131,PROGRAM-1131,OICC-BTK10,Investments contribute to improved public access,Les investissements contribuent à l’amélioration de l’accès public,drr19
DR-dp20-1131,DR-138,CPCC-BWX00,Canada’s Arctic science includes Indigenous and local knowledge,La science arctique du Canada intègre le savoir autochtone et local.,dp20
DR-drr19-1132,DR-139,CPCC-BWX00,Canada fosters domestic and international knowledge exchange and partnerships in polar science,Le Canada favorise les échanges et partenariats nationaux et internationaux en sciences polaires.,drr19
PROGRAM-drr19-1132,PROGRAM-1132,OICC-BTK01,Communities have access to safe water,Les communautés ont accès à de l'eau potable,drr19
DR-dp20-1132,DR-139,CPCC-BWX00,Canada fosters domestic and international knowledge exchange and partnerships in polar science,Le Canada favorise les échanges et partenariats nationaux et internationaux en sciences polaires.,dp20
PROGRAM-dp20-1132,PROGRAM-1132,OICC-BTK01,Communities have access to safe water,Les communautés ont accès à de l'eau potable,dp20
DR-drr19-1133,DR-140,CPCC-BWX00,The next generation of Canadian polar researchers is developed,La prochaine génération de chercheurs canadiens en science polaire est formée.,drr19
PROGRAM-drr19-1133,PROGRAM-1133,OICC-BTK01,Increased usage of public transit,Augmentation de l'utilisation du transport en commun,drr19
DR-dp20-1133,DR-140,CPCC-BWX00,The next generation of Canadian polar researchers is developed,La prochaine génération de chercheurs canadiens en science polaire est formée.,dp20
PROGRAM-dp20-1133,PROGRAM-1133,OICC-BTK01,Increased usage of public transit,Augmentation de l'utilisation du transport en commun,dp20
DR-drr19-1134,DR-413,CFGB-BUZ00,The Chief of the Defence Staff is able to rely on the Committee’s Findings and Recommendations in the military grievances decision-making process,Le chef d’état-major de la Défense peut se fier sur les conclusions et recommandations du Comité dans le contexte du processus de prise de décision en matière des griefs militaires,drr19
PROGRAM-drr19-1134,PROGRAM-1134,OICC-BTK02,Municipalities are implementing initiatives that will reduce GHGs and/or improve climate change resilience with CB3C grant funding,Les municipalités mettent en œuvre des initiatives qui réduiront les GES et / ou amélioreront la résilience aux changements climatiques grâce au financement du Fonds CB3C,drr19
DR-drr19-1135,DR-412,CFGB-BUZ00,Findings and Recommendations on all referred military grievances are provided in a timely manner,Des conclusions et recommandations sont rendues en temps opportun pour chaque grief renvoyé au Comité,drr19
PROGRAM-drr19-1135,PROGRAM-1135,OICC-BTK02,Communities have increased asset management capacity,Les petites collectivités ont une capacité accrue de gestion des actifs,drr19
DR-dp20-1135,DR-412,CFGB-BUZ00,Findings and Recommendations on all referred military grievances are provided in a timely manner,Des conclusions et recommandations sont rendues en temps opportun pour chaque grief renvoyé au Comité,dp20
DR-drr19-1136,DR-303,NBC-BFO00,The National Battlefields Park is a well-maintained and safe site,Le parc des Champs-de-Bataille est un site entretenu et sécuritaire,drr19
PROGRAM-drr19-1136,PROGRAM-1136,OICC-BTK04,Communities have access to safe water,Les communautés ont accès à de l'eau potable,drr19
DR-dp20-1136,DR-303,NBC-BFO00,The National Battlefields Park is a well-maintained and safe site,Le parc des Champs-de-Bataille est un site entretenu et sécuritaire,dp20
PROGRAM-dp20-1136,PROGRAM-1136,OICC-BTK04,Communities have access to safe water,Les communautés ont accès à de l'eau potable,dp20
DR-drr19-1137,DR-305,NBC-BFY00,Visitors benefit from a heritage and educational experience,Les visiteurs bénéficient d'une expérience patrimoniale et éducative,drr19
PROGRAM-drr19-1137,PROGRAM-1137,OICC-BTK04,Increased usage of public transit,Augmentation de l'utilisation du transport en commun,drr19
DR-dp20-1137,DR-305,NBC-BFY00,Visitors benefit from a heritage and educational experience,Les visiteurs bénéficient d'une expérience patrimoniale et éducative,dp20
DR-drr19-1138,DR-304,NBC-BFY00,People visit the National Battlefields Park,Les visiteurs fréquentent le parc des Champs-de-Bataille,drr19
PROGRAM-drr19-1138,PROGRAM-1138,OICC-BTK05,Increased productivity and economic growth,Augmentation de la productivité et de la croissance économique,drr19
DR-dp20-1138,DR-304,NBC-BFY00,People visit the National Battlefields Park,Les visiteurs fréquentent le parc des Champs-de-Bataille,dp20
PROGRAM-dp20-1138,PROGRAM-1138,OICC-BTK05,Increased productivity and economic growth,Augmentation de la productivité et de la croissance économique,dp20
DR-drr19-1139,DR-404,OSFI-BVN00,Regulatory and supervisory frameworks contribute to the safety and soundness of the Canadian financial system,Les cadres de réglementation et de surveillance contribuent à la sûreté et à la solidité du système financier canadien,drr19
PROGRAM-drr19-1139,PROGRAM-1139,OICC-BTK06,Increased usage of public transit,Augmentation de l'utilisation du transport en commun,drr19
DR-dp20-1139,DR-404,OSFI-BVN00,Regulatory and supervisory frameworks contribute to the safety and soundness of the Canadian financial system,Les cadres de réglementation et de surveillance contribuent à la sûreté et à la solidité du système financier canadien,dp20
DR-drr19-1140,DR-403,OSFI-BVN00,Federally regulated financial institutions and private pensions plans are in sound financial condition,Les institutions financières fédérales et les régimes de retraite privés sont en bonne santé financière,drr19
PROGRAM-drr19-1140,PROGRAM-1140,OICC-BTK06,"Community, Cultural and Recreational infrastructure is more inclusive","L'infrastructure communautaire, culturelle et récréative est plus inclusive",drr19
DR-dp20-1140,DR-403,OSFI-BVN00,Federally regulated financial institutions and private pensions plans are in sound financial condition,Les institutions financières fédérales et les régimes de retraite privés sont en bonne santé financière,dp20
PROGRAM-dp20-1140,PROGRAM-1140,OICC-BTK06,"Community, Cultural and Recreational infrastructure is more inclusive","L'infrastructure communautaire, culturelle et récréative est plus inclusive",dp20
DR-drr19-1141,DR-405,OSFI-BVO00,Stakeholders receive accurate and high quality actuarial information on the cost of public programs and government pension and benefit plans,Les intervenants reçoivent de l’information actuarielle exacte et de grande qualité sur les coûts des programmes publics et des régimes de retraite et d’avantages sociaux,drr19
PROGRAM-drr19-1141,PROGRAM-1141,OICC-BTK07,Improved environment quality,Amélioration de la qualité de l'environnement,drr19
DR-dp20-1141,DR-405,OSFI-BVO00,Stakeholders receive accurate and high quality actuarial information on the cost of public programs and government pension and benefit plans,Les intervenants reçoivent de l’information actuarielle exacte et de grande qualité sur les coûts des programmes publics et des régimes de retraite et d’avantages sociaux,dp20
PROGRAM-dp20-1141,PROGRAM-1141,OICC-BTK07,Improved environment quality,Amélioration de la qualité de l'environnement,dp20
DR-drr19-1142,DR-459,ERC-BXJ00,ERC’s findings and recommendations support fair and transparent RCMP recourse processes and decision-making.,Les conclusions et les recommandations du CEE favorisent l’équité et la transparence dans les processus de recours et les processus décisionnels de la GRC.,drr19
DR-dp20-1142,DR-459,ERC-BXJ00,ERC’s findings and recommendations support fair and transparent RCMP recourse processes and decision-making.,Les conclusions et les recommandations du CEE favorisent l’équité et la transparence dans les processus de recours et les processus décisionnels de la GRC.,dp20
DR-drr19-1143,DR-460,ERC-BXJ00,Findings and recommendations are issued in a timely manner.,Les conclusions et les recommandations sont présentées en temps opportun.,drr19
DR-dp20-1143,DR-460,ERC-BXJ00,Findings and recommendations are issued in a timely manner.,Les conclusions et les recommandations sont présentées en temps opportun.,dp20
DR-drr19-1144,DR-461,ERC-BXJ00,RCMP members and the public have access to current information on the issues addressed by the ERC in its reviews.,Les membres de la GRC et le public ont accès aux renseignements les plus récents sur les questions traitées par le CEE dans ses examens.,drr19
DR-dp20-1144,DR-461,ERC-BXJ00,RCMP members and the public have access to current information on the issues addressed by the ERC in its reviews.,Les membres de la GRC et le public ont accès aux renseignements les plus récents sur les questions traitées par le CEE dans ses examens.,dp20
DR-drr19-1145,DR-276,VAC-BWI00,Veterans are satisfied with the services they receive.,Les vétérans sont satisfaits des services qu'ils reçoivent.,drr19
DR-dp20-1145,DR-276,VAC-BWI00,Veterans are satisfied with the services they receive.,Les vétérans sont satisfaits des services qu'ils reçoivent.,dp20
DR-drr19-1146,DR-274,VAC-BWI00,Veterans have a sense of purpose.,Les vétérans ont l'impression que leur vie a un sens.,drr19
DR-dp20-1146,DR-274,VAC-BWI00,Veterans have a sense of purpose.,Les vétérans ont l'impression que leur vie a un sens.,dp20
DR-drr19-1147,DR-273,VAC-BWI00,Veterans and their families are financially secure.,Les vétérans et leur famille jouissent d'une sécurité financière.,drr19
DR-dp20-1147,DR-273,VAC-BWI00,Veterans and their families are financially secure.,Les vétérans et leur famille jouissent d'une sécurité financière.,dp20
DR-drr19-1148,DR-272,VAC-BWI00,Veterans are physically and mentally well.,Les vétérans sont bien physiquement et mentalement.,drr19
DR-dp20-1148,DR-272,VAC-BWI00,Veterans are physically and mentally well.,Les vétérans sont bien physiquement et mentalement.,dp20
DR-drr19-1149,DR-275,VAC-BWI00,"Veterans are able to adapt, manage, and cope within post-service life.","Les vétérans sont capables de s'adapter à la vie après le service militaire, de la gérer et d'y faire face.",drr19
DR-dp20-1149,DR-275,VAC-BWI00,"Veterans are able to adapt, manage, and cope within post-service life.","Les vétérans sont capables de s'adapter à la vie après le service militaire, de la gérer et d'y faire face.",dp20
DR-drr19-1150,DR-278,VAC-BWJ00,Canadians remember and appreciate Veterans and those who died in service.,Les Canadiens commémorent les vétérans et ceux qui sont morts en service et apprécient leur courage.,drr19
DR-dp20-1150,DR-278,VAC-BWJ00,Canadians remember and appreciate Veterans and those who died in service.,Les Canadiens commémorent les vétérans et ceux qui sont morts en service et apprécient leur courage.,dp20
DR-drr19-1151,DR-277,VAC-BWJ00,Veterans and those who died in service are honoured.,Les vétérans et ceux qui sont morts en service sont honorés.,drr19
PROGRAM-drr19-1151,PROGRAM-89,HRSD-BGQ04,Canadians can obtain a passport within Canada in a timely manner,Les Canadiens peuvent obtenir un passeport au Canada en temps opportun.,drr19
DR-dp20-1151,DR-277,VAC-BWJ00,Veterans and those who died in service are honoured.,Les vétérans et ceux qui sont morts en service sont honorés.,dp20
PROGRAM-dp20-1151,PROGRAM-89,HRSD-BGQ04,Canadians can obtain a passport within Canada in a timely manner,Les Canadiens peuvent obtenir un passeport au Canada en temps opportun.,dp20
DR-drr19-1152,DR-280,VAC-BWK00,"Issues about the programs, services and support provided to Veterans and their families by the Veterans Affairs Portfolio are identified and addressed.","Les problèmes liés aux programmes, aux services et au soutien offerts aux vétérans et à leur famille par le Portefeuille d'Anciens Combattants Canada sont cernés et traités.",drr19
