"dept_code","vote_num","vs_type","name_en","name_fr","in_year_auth","in_year_quarter_exp","in_year_cumul_exp","last_year_auth","last_year_quarter_exp","last_year_cumul_exp"
"GSC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",410000,0,0,287000,0,0
"GSC","S",999,"Payment in lieu of taxes to municipalities and other taxing authorities","Paiement en remplacement d'impôts fonciers versés aux municipalités et à d'autres autorités taxatrices",0,-250877000,111883000,0,-232747000,94891000
"GSC","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,86000,21000,43000
"GSC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",159222000,27121000,54241000,105586000,25893000,51785000
"H",1,1,"Operating and Program","Fonctionnement et Programme",800713000,272087000,441643000,791469000,180293000,326785000
"H",5,2,"Capital","Capital",20458000,4140000,4891000,28944000,2576000,3166000
"H",10,3,"Grants & Contributions","Subventions et Contributions",1556438000,58992000,750859000,1387056000,97202000,244977000
"H","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,86000,22000,43000
"H","S",999,"Spending of revenues pursuant to section 4.2 of the Department of Health Act","Dépenses des recettes conformément au paragraphe 4.2 de la Loi sur le ministère de la Santé",51463000,4040000,4040000,51463000,1001000,1001000
"H","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",81000,0,0,433000,-34000,45000
"H","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",107899000,26398000,52797000,101562000,25348000,50697000
"H","S",999,"Collection Agency fees","Droits des agences de recouvrement",18000,13000,18000,20000000,0,20000000
"H","S",999,"Canada Health Infoway Inc.","Inforoute Santé du Canada Inc.",10131000,0,10131000,5937000,5937000,5937000
"H","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",59000,59000,59000,3000,0,3000
"HRSD",1,1,"Operating and Program","Fonctionnement et Programme",844362000,191797000,358708000,693556000,253675000,412859000
"HRSD",5,3,"Grants & Contributions","Subventions et Contributions",2923207000,443022000,1092534000,2440860000,436957000,929033000
"HRSD","S",999,"The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act","Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la Loi fédérale sur l'aide financière aux étudiants",4028000,1829000,3099000,4449000,1364000,3442000
"HRSD","S",999,"Spending of Revenues pursuant to subsection 5.2(2) of the Department of Employment and Social Development Act","Dépenses des recettes conformément au paragraphe 5.2(2) de la Loi sur le ministère de l’Emploi et du Développement social",194537000,37107000,68144000,0,0,0
"HRSD","S",999,"Canada Disability Savings Bond payments to Registered Disability Savings Plan (RDSP) issuers on behalf of RDSP beneficiaries to encourage long-term financial security of eligible individuals with disabilities","Paiements de Bons canadiens pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité (REEI) au nom des bénéficiaires du REEI afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles",336600000,13928000,30099000,233243000,12567000,32809000
"HRSD","S",999,"Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants",931034000,111755000,180997000,858073000,133359000,195337000
"HRSD","S",999,"Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act","Bourses canadiennes aux fins d'études destinées aux étudiants à temps plein et à temps partiel admissibles aux termes de la Loi fédérale sur l’aide financière aux étudiants",1454300000,624176000,775302000,1190685000,598529000,715483000
"HRSD","S",999,"Payment related to direct financing arrangement under the Apprentice Loans Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi sur les prêts aux apprentis",3144000,1447000,1586000,5279000,1307000,1791000
"HRSD","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,86000,22000,43000
"HRSD","S",999,"Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l’admissibilité",49250000,10912000,41611000,49250000,4201000,10083000
"HRSD","S",999,"Universal Child Care Benefit (Universal Child Care Benefit Act)","Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants)",300000,2555000,4347000,12000000,2850000,6000000
"HRSD","S",999,"The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act","Paiements relatifs aux obligations contractées sous forme de prêts garantis en vertu de la Loi fédérale sur les prêts aux étudiants-2402000",-2402000,48000,76000,-2889000,-406000,-1080000
"HRSD","S",999,"Supplementary Retirement Benefits—Annuities agents' pensions","Prestations de retraite supplémentaires—Pensions pour les agents des rentes sur l'État",0,0,0,35000,0,0
"HRSD","S",999,"Spending pursuant to section 12(4) of the Canada Education Savings Act","Dépenses en vertu du paragraphe 12(4) de la Loi canadienne sur l'épargne-études",1212000,44000,1031000,1972000,0,657000
"HRSD","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",100000,0,0,91000,0,0
"HRSD","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",852000,842000,852000,44000,3000,47000
"HRSD","S",999,"Payments of compensation respecting government employees (Government Employees Compensation Act) and merchant seamen (Merchant Seamen Compensation Act)","Paiements d'indemnités à des agents de l'État (Loi sur l'indemnisation des agents de l'État) et à des marins marchands (Loi sur l'indemnisation des marins marchands)",44000000,32758000,68087000,44000000,7744000,36824000
"HRSD","S",999,"Old Age Security Payments (Old Age Security Act)","Versements de la Sécurité de la vieillesse (Loi sur la sécurité de la vieillesse)",42754294000,11055505000,21898842000,40854760000,10536515000,20847886000
"HRSD","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,29000,44000,0,7000,7000
"HRSD","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,86000,22000,43000
"HRSD","S",999,"Guaranteed Income Supplement Payments (Old Age Security Act)","Versements du Supplément de revenu garanti (Loi sur la sécurité de la vieillesse)",12894967000,3182139000,6338427000,12262059000,3061929000,6065985000
"HRSD","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",293659000,53682000,107365000,242061000,60247000,120494000
"HRSD","S",999,"Civil Service Insurance actuarial liability adjustments","Redressements du passif actuariel de l'assurance de la fonction publique",145000,0,0,145000,0,0
"HRSD","S",999,"Canada Learning Bond payments to Registered Education Savings Plan (RESP) trustees on behalf of RESP beneficiaries to support access to post-secondary education for children from low-income families","Paiements de Bons d'études canadiens aux fiduciaires de régimes enregistrés d'épargne-études (REEE) au nom des bénéficiaires des REEE afin d'appuyer l'accès à l'éducation postsecondaire des enfants de familles à faible revenu",185000000,111472000,137864000,159000000,85639000,114393000
"HRSD","S",999,"Canada Education Savings grant payments to Registered Education Savings Plan (RESP) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children","Paiements de Subventions canadiennes pour l'épargne-études aux fiduciaires de régimes enregistrés d'épargne-études (REEE) au nom des bénéficiaires des REEE afin d'encourager les Canadiens à épargner pour les études postsecondaires de leurs enfants",955000000,193496000,416397000,912000000,186578000,398493000
"HRSD","S",999,"Canada Disability Savings Grant payments to Registered Disability Savings Plan (RDSP) issuers on behalf of RDSP beneficiaries to encourage long-term financial security of eligible individuals with disabilities","Paiements de Subventions canadiennes pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité (REEI) au nom des bénéficiaires du REEI afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles",430700000,67386000,170776000,435456000,61482000,165347000
"HRSD","S",999,"Allowance Payments (Old Age Security Act)","Versements d'allocations (Loi sur la sécurité de la vieillesse)",555082000,134224000,270012000,550221000,139763000,276432000
"INAC",1,1,"Operating and Program","Fonctionnement et Programme",3173830000,163932000,163932000,613212000,141850000,141850000
"INAC",5,2,"Capital","Capital",5539000,1123000,1123000,15091000,1136000,1136000
"INAC",10,3,"Grants & Contributions","Subventions et Contributions",2802385000,607593000,607593000,2359855000,493687000,493687000
"INAC","S",999,"Payments to comprehensive claim beneficiaries in compensation for resource royalties","Paiements d'indemnités aux bénéficiaires des revendications territoriales globales pour des redevances sur les ressources",1093000,0,0,2952000,0,0
"INAC","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,29000,29000,86000,22000,22000
"INAC","S",999,"Other","Autre",0,11361000,11361000,0,32000,32000
"INAC","S",999,"Indian Annuities Treaty Payments","Rentes versées aux Indiens - Paiements en vertu de traités",0,0,0,1400000,2932000,2932000
"INAC","S",999,"Grassy Narrows and Islington Bands Mercury Disability Board","Comité chargé des cas d'invalidité dûs au mercure dans les bandes indiennes de Grassy Narrows et d'Islington",15000,0,0,15000,0,0
"INAC","S",999,"Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Claim Settlement Acts","Subventions aux organismes autochtones désignés, versées à titre d'indemnités en vertu des lois sur le règlement des revendications territoriales globales",41876000,20686000,20686000,55153000,14573000,14573000
"INAC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",30310000,10102000,10102000,36440000,9110000,9110000
"INDSC",1,1,"Operating and Program","Fonctionnement et Programme",2154834000,405397000,786012000,1616898000,367420000,717295000
"INDSC",5,2,"Capital","Capital",11755000,171000,171000,5877000,141000,173000
"INDSC",10,3,"Grants & Contributions","Subventions et Contributions",10386751000,2301831000,4914677000,7951705000,2035020000,4203186000
"INDSC","S",999,"Other","Autres",0,147000,147000,0,5000,6000
"INDSC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",65116000,15380000,30760000,51450000,11974000,23949000
"INDSC","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,44000,44000,86000,-13000,22000
"INDSC","S",999,"Liabilities in respect of loan guarantees made ot Indian for Housing and Economic Development","Obligations relatives aux garanties de prêts accordés aux Indiens pour le logement et le développement économique",2000000,0,0,2000000,0,0
"INDSC","S",999,"Gas Tax Fund - Financing municipal infrastructure","Fond de la taxe sur l’essence",0,0,0,0,0,0
"INDSC","S",999,"Contributions in connection with First Nations Infrastructure","Contributions en lien avec l'infrastructure des Premières Nations",59088000,5868000,5918000,29404000,4631000,5068000
"INVIC",1,1,"Operating and Program","Fonctionnement et Programme",36057000,4477000,7501000,22203000,1375000,1877000
"INVIC","S",999,"Budgetary Statutory Authoritites Employee Benefit Plans","Autorisations législatives budgétaires - Régimes d'avantages sociaux des employés",0,0,0,981000,245000,491000
"IPC",5,1,"Operating and Program","Fonctionnement et Programme",28254000,5402000,10471000,22994000,4855000,9666000
"IPC",1,1,"Operating and Program","Fonctionnement et Programme",13305000,2927000,5477000,13504000,2903000,5185000
"IPC","S",999,"Budgetary statutory authority – Employee benefit plans","Autorisations législatives budgétaires - Contributions aux régimes d'avantages sociaux des employés",1566000,314000,628000,1236000,309000,618000
"IPC","S",999,"Budgetary statutory authority -Employee benefit plan","Autorisations législatives budgétaires - Régime d’avantages sociaux",2269000,686000,1373000,2291000,573000,1146000
"IRB",1,1,"Operating and Program","Fonctionnement et Programme",200549000,39144000,76614000,153538000,30918000,58663000
"IRB","S",999,"Statutory Authorities","Autorisations législatives",23142000,4530000,9060000,18512000,3590000,7181000
"ISC",1,1,"Operating and Program","Fonctionnement et Programme",466451000,106507000,207994000,412736000,93586000,187205000
"ISC",5,2,"Capital","Capital",8240000,1127000,1265000,5983000,448000,1360000
"ISC",10,3,"Grants & Contributions","Subventions et Contributions",2306427000,596200000,881671000,2328002000,378920000,746298000
"ISC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",0,162000,331000,0,122000,331000
"ISC","S",999,"Revolving Fund Net Expenditures","Dépenses nettes du fonds renouvelable",40620000,-1339000,5770000,24764000,3070000,9588000
"ISC","S",999,"Other statutory grants and contributions","Autres subventions et contributions législatives",0,0,0,0,8000,8000
"ISC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",226000,0,0,275000,0,0
"ISC","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",351000,87000,175000,90000,44000,66000
"ISC","S",999,"Liabilities under the Canada Small Business Financing Act & the Small Business Loans Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada et la Loi sur les prêts aux petites entreprises",62173000,12139000,18567000,64946000,9923000,19410000
"ISC","S",999,"Genome Canada","Génome Canada",11400000,8550000,11400000,24700000,15225000,20300000
"ISC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",59434000,14482000,28964000,55503000,13859000,27718000
"ISC","S",999,"CIFAR — Pan-Canadian Artificial Intelligence","CIFAR - Stratégie pancanadienne en matière d'intelligence artificielle",32500000,17619000,17619000,25000000,0,0
"JUS",1,1,"Operating and Program","Fonctionnement et Programme",267935000,31776000,149815000,280872000,100138000,220187000
"JUS",5,3,"Grants & Contributions","Subventions et Contributions",416467000,58028000,71776000,404557000,30867000,42554000
"JUS","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",32000,0,0,4000,0,0
"JUS","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,86000,22000,43000
"JUS","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",76701000,19056000,38111000,69474000,17368000,34737000
"LAC",1,1,"Operating and Program","Fonctionnement et Programme",104953944,27283323,53652261,104591524,26042910,49926891
"LAC",5,2,"Capital","Capital",49867511,3165988,3583868,11655073,932754,1252251
"LAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",4638,0,0,12555,0,0
"LAC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",11893027,2973257,5946514,10909563,2727391,5454782
"LDC",1,1,"Operating and Program","Fonctionnement et Programme",4520775,171230,350349,,,
"LDC","S",999,"Statutory Authorities","Autorisations législatives",108924,27231,54462,,,
"MPCC",1,1,"Operating and Program","Fonctionnement et Programme",4525000,1009000,1834000,4499000,952000,1695000
"MPCC","S",999,"Statutory Authorities","Autorisations législatives",437000,109000,218000,429000,107000,214000
"NBC",1,1,"Operating and Program","Fonctionnement et Programme",7305000,3268000,4129000,7837000,3548000,4389000
"NBC","S",999,"Expenditures pursuant to subsection 29.1(1) of the Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques",2000000,570000,1053000,2000000,544000,1291000
"NBC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",345000,86000,172000,342000,74000,171000
"ND",1,1,"Operating and Program","Fonctionnement et Programme",16245384000,3963053000,7386377000,15630417000,3905829000,6996465000
"ND",15,1,"Operating and Program","Fonctionnement et Programme",435458000,18630000,18629000,0,0,0
"ND",5,2,"Capital","Capital",3767570000,930256000,1563673000,3761024000,810408000,1312041000
"ND",10,3,"Grants & Contributions","Subventions et Contributions",181365000,6363000,31324000,176719000,4393000,40949000
"ND",35,7,"Budget Implementation Vote","Crédit Exécution du budget",34073000,0,0,0,0,0
"ND",30,7,"Budget Implementation Vote","Crédit Exécution du budget",4484000,0,0,0,0,0
"ND",20,7,"Budget Implementation Vote","Crédit Exécution du budget",311000,0,0,0,0,0
"ND",25,7,"Budget Implementation Vote","Crédit Exécution du budget",199400000,0,0,0,0,0
"ND","S",999,"Payments under the Supplementary Retirement Benefits Act","Versements en vertu de la Loi sur les prestations de retraite supplémentaires",1500000,280000,469000,1700000,336000,571000
"ND","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",24470000,931000,932000,33497000,203000,338000
"ND","S",999,"Payments under Parts I to IV of the Defence Services Pension Continuation Act (R.S.C., 1970, c. D-3)","Versements en vertu des parties I à IV de la Loi sur la continuation de la pension des services de défense (L.R.C. (1970) ch. D-3)",400000,60000,100000,400000,72000,123000
"ND","S",999,"Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under the British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)","Versements aux ayants droit de certains membres de l’Aviation royale du Canada tués dans l’exercice de leurs fonctions alors qu’ils servaient à titre d’instructeurs dans le cadre du Plan d’entraînement des aviateurs du Commonwealth britannique (Loi nº4 de 1968 portant affectation de crédits)",23000,6000,13000,26000,6000,12000
"ND","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,86000,21000,43000
"ND","S",999,"Contributions to Employee Benefit Plans - Members of the Military","Contributions aux régimes d'avantages sociaux des employés - Membres militaires",1129794000,295718000,525100000,924055000,273298000,496224000
"ND","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",293912000,72691000,145375000,276016000,69029000,138055000
"NEB",1,1,"Operating and Program","Fonctionnement et Programme",85688000,22880000,42341000,71308000,19330000,38168000
"NEB",5,7,"Budget Implementation Vote","Crédit Exécution du budget",3670000,0,0,0,0,0
"NEB","S",999,"Statutory Authorities","Autorisations législatives",9148000,2287000,4574000,7766000,1941000,3883000
"NFB",1,1,"Operating and Program","Fonctionnement et Programme",71842040,18361106,32773207,76772000,16759748,30232390
"NPA",1,1,"Operating and Program","Fonctionnement et Programme",1055000,16950,25382,465000,3622,11921
"NPA","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",29070,7267,14535,28880,7220,14440
"NPB",1,1,"Operating and Program","Fonctionnement et Programme",44018000,10982000,20763000,44774000,9557000,18814000
"NPB","S",999,"Budgetary statutory authority – Contributions to employee benefit plan","Autorisations législatives budgétaires - Contributions aux régimes d'avantages sociaux des employés",5613000,1403000,2806000,5679000,1419000,2839000
"NR",1,1,"Operating and Program","Fonctionnement et Programme",1085110000,194408000,346599000,1002354000,167285000,316932000
"NR",5,2,"Capital","Capital",17143000,319000,1019000,30947000,3335000,5424000
"NR","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",0,9000,9000,0,0,0
"NR","S",999,"Payments to the Nova Scotia Offshore Revenue Account","Paiements au Compte néo-écossais des recettes extracôtières",0,881000,881000,5356000,1818000,2423000
"NR","S",999,"Payments to the Newfoundland Offshore Petroleum Resource Revenue Fund","Paiements au Fonds terre-neuvien des recettes provenant des ressources en hydrocarbures",374165000,118669000,161575000,392507000,108656000,143717000
"NR","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,86000,21000,43000
"NR","S",999,"Federation of Canadian Municipalities - Green Municipal Fund","Fédération canadienne des municipalités - Fonds municipal vert",950000000,950000000,950000000,0,0,0
"NR","S",999,"Crown Share Adjustment Payments for Nova Scotia Offshore Petroleum Resources","Paiements de rajustement à l’égard de la part de la Couronne pour les ressources pétrolières extracôtières de la Nouvelle-Écosse",0,24862000,24862000,438000,0,0
"NR","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",59315000,14545000,29089000,55986000,13903000,27806000
"NR","S",999,"Contribution to the Canada and Nova Scotia Offshore Petroleum BoardTable note ***","Contribution accordée à l’Office Canada-Nouvelle-Écosse des hydrocarbures extracôtiersNote du tableau ***",4305000,2153000,2153000,4355000,-513000,563000
"NR","S",999,"Contribution to the Canada and Newfoundland Offshore Petroleum Board","Contribution accordée à l’Office Canada-Terre-Neuve des hydrocarbures extracôtiers",9475000,3412000,3412000,8835000,4737000,3207000
"NRC",1,1,"Operating and Program","Fonctionnement et Programme",451284000,110478000,217413000,445656000,86503000,186535000
"NRC",5,2,"Capital","Capital",58320000,15072000,23053000,81048000,12086000,17269000
"NRC",10,3,"Grants & Contributions","Subventions et Contributions",449105000,94714000,158142000,512680000,69841000,127256000
"NRC","S",999,"Statutory revenue","Revenus législatifs",311745000,32592000,51103000,313666000,53978000,76912000
"NRC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",61237000,15309000,30619000,48683000,9565000,19129000
"NSERC",1,1,"Operating and Program","Fonctionnement et Programme",55847000,13695000,26629000,49071000,11418000,22170000
"NSERC",5,3,"Grants & Contributions","Subventions et Contributions",1306727000,352110000,689271000,1246296000,267046000,605224000
"NSERC","S",999,"Spending of revenues pursuant to subsection 4(2) of the Natural Sciences and Engineering Research Council Act","Dépense des revenus en vertu du paragraphe 4(2) de la Loi sur le Conseil de recherches en sciences naturelles et en génie",179000,0,0,88000,0,0
"NSERC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",6005000,1495000,2991000,5362000,1318000,2636000
"NSICP",1,1,"Operating and Program","Fonctionnement et Programme",3408604,674786,917521,3294747,235569,254361
"NSICP","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",219405,54851,109703,199081,49770,99540
"OAG",1,1,"Operating and Program","Fonctionnement et Programme",81071000,17770000,35416000,77798000,17373000,35405000
"OAG","S",999,"Statutory Authorities","Autorisations législatives",10154000,2538000,5077000,9957000,2299000,4598000
"OCI",1,1,"Operating and Program","Fonctionnement et Programme",4735703,1159016,2436456,4657406,981363,1928738
"OCI","S",999,"Statutory Authorities","Autorisations législatives",587093,146773,293546,593325,125261,250521
"OCOL",1,1,"Operating and Program","Fonctionnement et Programme",20325000,4562000,8931000,20031000,4191000,8422000
"OCOL","S",999,"Statutory Authorities","Autorisations législatives",2306000,576000,1153000,2181000,546000,1091000
"ODPP",1,1,"Operating and Program","Fonctionnement et Programme",182172000,35397000,78921000,167437000,51925000,94863000
"ODPP","S",999,"Electoral expendituresTable Note **","Dépenses électorales",4364000,0,0,1363000,642000,1145000
"ODPP","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",19974000,7985000,9582000,17928000,4482000,8964000
"OICC",1,1,"Operating and Program","Fonctionnement et Programme",112812000,30023000,48157000,103361000,24987000,41022000
"OICC",5,2,"Capital","Capital",1282391000,666371000,668345000,766979000,46205000,61545000
"OICC",10,3,"Grants & Contributions","Subventions et Contributions",5203782000,284887000,575647000,3111504000,317281000,522035000
"OICC","S",999,"Municipal Asset Management Program","Programme de gestion des actifs municipaux",60000000,60000000,60000000,0,0,0
"OICC","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",90000,23000,45000,86000,21000,43000
"OICC","S",999,"Gas Tax Fund","Fonds fédéral de la taxe sur l'essence",4340912000,3254754000,3254754000,2170596000,1085298000,1085298000
"OICC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",6887000,1722000,3444000,7782000,1946000,3891000
"OPSIC",1,1,"Operating and Program","Fonctionnement et Programme",5207462,1389854,2243754,5255779,1017811,1765219
"OPSIC","S",999,"Statutory Authorities","Autorisations législatives",544777,136194,272388,476051,119013,238026
"ORL",1,1,"Operating and Program","Fonctionnement et Programme",4641000,1012000,1842000,5761000,862000,1686000
"ORL","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",448000,112000,224000,395000,98000,197000
"PCA",1,1,"Operating and Program","Fonctionnement et Programme",1914398000,328281000,495388000,1638182000,346821000,504806000
"PCA",5,9,"Other","Autre",13423000,0,0,9007000,0,0
"PCA","S",999,"Statutory - Expenditures equivalent to revenues resulting from the conduct of operations pursuant to section 20 of the Parks Canada Agency Act","Autorisations législatives - Dépenses qui équivalent aux revenus résultant de la poursuite des opérations en vertu de l'article 20 de la Loi sur l'Agence Parcs Canada",175210000,61443000,97337000,161590000,60793000,94784000
"PCA","S",999,"Budgetary statutory authority – Contributions to employee benefit plan","Autorisations législatives - Contributions aux régimes d'avantages sociaux des employés",53221000,13305000,26610000,49257000,11946000,23891000
"PCC",1,1,"Operating and Program","Fonctionnement et Programme",9700400,2087762,4199798,9667981,2045368,3913295
"PCC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",995743,248935,497871,984308,246077,492154
"PCO",1,1,"Operating and Program","Fonctionnement et Programme",165744000,37676000,77277000,157264000,37375000,70335000
"PCO","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",181000,45000,90000,178000,44000,89000
"PCO","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,86000,22000,43000
"PCO","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,86000,0,0
"PCO","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",17809000,4406000,8858000,15727000,3932000,7863000
"PCO","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,0,0,0
"PCO","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",0,0,0,6000,0,0
"PHAC",1,1,"Operating and Program","Fonctionnement et Programme",344940000,101213000,165544000,343743000,96451000,150775000
"PHAC",5,2,"Capital","Capital",9157000,2190000,2743000,6191000,431000,553000
"PHAC",10,3,"Grants & Contributions","Subventions et Contributions",244860000,24312000,125146000,286843000,120992000,192838000
"PHAC","S",999,"Spending of revenues pursuant to section 4.2 of the Department of Health Act","(S) Utilisation des revenus conformément au paragraphe 4(2) de la Loi sur le ministère de la Santé",13413000,2420000,2420000,13413000,2180000,2180000
"PHAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",79000,0,0,89000,12000,43000
"PHAC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",1000,1000,1000,0,0,0
"PHAC","S",999,"Contributions to employee benefit plans","(S) Utilisation du produit de l'aliénation de biens de l'État excédentaires",29886000,7412000,14823000,29072000,7268000,14536000
"PMPRB",1,1,"Operating and Program","Fonctionnement et Programme",15799000,2155000,3898000,14040000,1787000,3374000
"PMPRB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",1279000,319000,639000,1182000,295000,591000
"PSC",1,1,"Operating and Program","Fonctionnement et Programme",80320000,19515000,37755000,78411000,17193000,34218000
"PSC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",11545000,4751000,4751000,11316000,4715000,4715000
"PSC","S",999,"Statutory - Spending of proceeds from the disposal of surplus","Législative - Dépenses des produits de la vente de biens excédentaires de l'État",1000,1000,1000,0,0,0
"PSC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",27000,27000,27000,6000,1000,6000
"PSEP",1,1,"Operating and Program","Fonctionnement et Programme",143293915,40646692,72795691,147309901,32748870,62202551
"PSEP",5,3,"Grants & Contributions","Subventions et Contributions",824205353,151124707,207206568,1007864906,74504638,125912264
"PSEP","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",175400,43750,87500,86000,21500,43000
"PSEP","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",15787393,3757718,7515436,15787374,3871411,7742822
