fiscal_yr,service_id,service_name_en,service_name_fr,service_standard_id,service_standard_en,service_standard_fr,type,channel,channel_comments_en,channel_comments_fr,target,volume_meeting_target,total_volume,performance,comments_en,comments_fr,target_met,standards_targets_uri_en,standards_targets_uri_fr,performance_results_uri_en,performance_results_uri_fr,owner_org,owner_org_title
2023-2024,2224,AAFC Contact Centre,Centre d’appels de la Direction des programmes du revenu agricole (DPRA),3261,Answer calls received within 60 seconds,On répond aux appels dans un délai de 60 secondes,TML,TEL,,,0.9,31283,31689,0.9872,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agristability/resources/service-standard-statistics#a1,https://agriculture.canada.ca/fr/programmes-services-agricoles/agri-stabilite/ressources/statistiques-normes-service#a1,https://agriculture.canada.ca/en/agricultural-programs-and-services/agristability/resources/service-standard-statistics#a1,https://agriculture.canada.ca/fr/programmes-services-agricoles/agri-stabilite/ressources/statistiques-normes-service#a1,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,1143,"Benefit Enquiries 
(Contact Centre)",Demandes de renseignements sur les prestations (Centre de contact),STAN00003913,Our goal is to respond to your call within 15 minutes or less of opting to speak with an agent.,Notre objectif est de répondre à votre appel téléphonique dans un délai de 15 minutes ou moins à partir du moment où vous choisissez de parler à un agent.,TML,TEL,Composite indicator: The service standard is calculated by the total number of calls entering the agent queue that are answered in 15 minutes or less.,Indicateur composite : La norme de service est calculée par le nombre total d’appels qui entrent dans la file d’attente des agents et qui sont répondus dans les 15 minutes ou moins.,0.65,0,1678800,,the measurements marked N/A do not fit the metric being reported,Les mesures indiquées S/O ne correspondent pas à celles rapportées,NA,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,Contact the Canada Revenue Agency - Canada.ca,Communiquez avec l’Agence du revenu du Canada - Canada.ca,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1107,Canada child benefit (CCB) Digital applications,Les demandes numérique d'Allocation canadienne pour enfants (ACE),STAN00003906,"Our goal is to issue your notice and payment, if applicable, within eight weeks of receiving your digital Canada child benefit application","Notre objectif est d’émettre votre avis et votre paiement, s’il y a lieu, dans les huit semaines suivant la réception de votre demande d’allocation canadienne pour enfants par voie électronique.",TML,ONL,Target type: A valid statistical sample is used for the service standard result.,Type de cible: Un échantillon de statistique valide est utilisé pour le résultat des normes de service.,0.95,488643,542093,0.9014,A valid statistical sample with a confidence level of 98% is used for the service standard result,Un échantillon statistique valide avec un niveau de confiance de 98 % est utilisé pour le résultat de la norme de service,N,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1107,Canada child benefit (CCB) Paper applications,Les demandes papier d'Allocation canadienne pour enfants (ACE),STAN00003907,"Our goal is to issue your notice and payment, if applicable, within eleven weeks of receiving your paper Canada child benefit application","Notre objectif est d’émettre votre avis et votre paiement, s’il y a lieu, dans les onze semaines suivant la réception de votre demande d’allocation canadienne pour enfants par voie papier.",TML,POST,Target type: A valid statistical sample is used for the service standard result.,Type de cible: Un échantillon de statistique valide est utilisé pour le résultat des normes de service.,0.95,92253,125875,0.7329,A valid statistical sample with a confidence level of 98% is used for the service standard result,Un échantillon statistique valide avec un niveau de confiance de 98 % est utilisé pour le résultat de la norme de service,N,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1146,Disability Tax Credit,Crédit d'impôt pour personnes handicapées,STAN00003914,Our goal is to issue your notice of determination of eligibility within eight weeks of receiving your Disability Tax Credit  applications,Notre objectif est d’émettre votre avis de détermination de l’admissibilité de votre demande dans les huit semaines suivant la réception de votre  demande pour le crédit d’impôt pour personnes handicapées.,TML,POST,Target type: A valid statistical sample is used for the service standard result.,Type de cible: Un échantillon de statistique valide est utilisé pour le résultat des normes de service.,0.95,234020,300880,0.7778,A valid statistical sample with a confidence level of 98% is used for the service standard result,Un échantillon statistique valide avec un niveau de confiance de 98 % est utilisé pour le résultat de la norme de service,N,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1099,GST/HST Returns,Production d'une déclaration de la TPS/TVH,STAN00001052,"Our goal is to issue your notice of assessment, if applicable, within four weeks of receiving your digital GST/HST return.","Notre objectif est d’émettre votre avis de cotisation, s’il y a lieu, dans les quatre semaines suivant la réception de votre déclaration de TPS/TVH par voie électronique.",TML,ONL,N/A,S.O.,0.95,7385946,7685423,0.961,"Consistent with the info submitted for the DRR 
(PMPS IID3517)","Conforme aux renseignements soumis pour le RRM 
(SPMR IID3517)",Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.htm,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1097,Digital Individual Income Tax Returns,Déclaration d'impôt électronique sur le revenus des particuliers,STAN00001050,Our goal is to issue your notice of assessment within two weeks of receiving your on-time filed digital individual income tax return,Notre objectif est d’émettre votre avis de cotisation dans les deux semaines suivant la réception de votre déclaration de revenus des particuliers en format électronique produite à temps,TML,ONL,N/A,S.O.,0.95,23770460,24391388,0.9745,The timelines for the service standards are only valid for returns received on or before filing due date.,Les échéanciers pour les normes de service ne sont valides que pour les déclarations reçues au plus tard à la date d’échéance de production.,Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1097,Paper Individual Income Tax Returns,Déclaration d'impôt papier sur le revenus des particuliers,STAN00003814,Our goal is to issue your notice of assessment within eight weeks of receiving your on-time filed paper individual income tax return,Notre objectif est d’émettre votre avis de cotisation dans les huite semaines suivant la réception de votre déclaration de revenus des particuliers en format papier produite à temps,TML,POST,N/A,S.O.,0.95,1288326,1340012,0.9614,The timelines for the service standards are only valid for returns received on or before filing due date.,Les échéanciers pour les normes de service ne sont valides que pour les déclarations reçues au plus tard à la date d’échéance de production.,Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,,,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1139,"Individual Tax Enquiries 
(Contact Centre)",Demandes de renseignements sur l'impôt des particuliers (Centre de contact),STAN00003912,Our goal is to respond to your call within 15 minutes or less of opting to speak with an agent.,Notre objectif est de répondre à votre appel téléphonique dans un délai de 15 minutes ou moins à partir du moment où vous choisissez de parler à un agent.,TML,TEL,Composite indicator: The service standard is calculated by the total number of calls entering the agent queue that are answered in 15 minutes or less.,Indicateur composite : La norme de service est calculée par le nombre total d’appels qui entrent dans la file d’attente des agents et qui sont répondus dans les 15 minutes ou moins.,0.65,0,8545875,,The measurements marked N/A do not fit the metric being reported,Les mesures indiquées S/O ne correspondent pas à celles rapportées,NA,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,Contact the Canada Revenue Agency - Canada.ca,Communiquez avec l’Agence du revenu du Canada - Canada.ca,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1101,T2 Corporation Income Tax Returns,Déclaration de revenus des sociétés T2,STAN00001383,Our goal is to issue your notice of assessment within six weeks of receiving your digital corporation income tax return.,Notre objectif est d’émettre votre avis de cotisation dans les six semaines suivant la réception de votre déclaration de revenus des sociétés par voie électronique.,TML,ONL,N/A,S.O.,0.95,2716995,2792142,0.9731,"Consistent with the info submitted for the DRR 
(PMPS IID3515)","Conforme aux renseignements soumis pour le RRM 
(SPMR IID3515)",Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1115,Trust Income Tax Returns,Dépôt des déclarations de revenus des fiducies,STAN00001071,Our goal is to issue your notice of assessment within seventeen weeks of receiving your trust return.,Notre objectif est d’émettre votre avis de cotisation dans les dix-sept semaines suivant la réception de votre déclaration de revenus.,TML,OTH,"This standard is applicable to the Online and Postal Mail channels. However, total annual volume and total volume satisfying the standard are not available by channel.","Cette norme s’applique aux canaux postaux ou en ligne. Cependant, le volume annuel total et le volume total qui respecte la norme ne sont pas disponibles par canal.",0.95,332367,343660,0.9671,Service standard applies to all returns,La norme de service s'applique à tous les retours,Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,SRV02824,Canadian film or video production tax credit (CPTC) and film or video production services tax credit (PSTC) – Claims selected for an audit,Crédit d’impôt pour production cinématographique ou magnétoscopique canadienne (CIPC) et crédit d'impôt pour services de production cinématographique ou magnétoscopique (CISP) – Demandes sélectionnées pour une vérification,STAN00005178,"Our goal is to process corporation returns that include a CPTC or PSTC claim within 120 calendar days from the date we receive a complete claim, if we select the claim for an audit.","Notre objectif est de traiter les déclarations de revenus des sociétés comprenant une demande de CIPC ou de CISP dans les 120 jours civils suivant la date de réception d’une demande complète, si nous sélectionnons la demande pour une vérification.",TML,OTH,The channel is the same channel that was used for the claimant's income tax return. A breakdown by channel is not available for our program.,Le canal est le même que celui qui a été utilisé pour la déclaration de revenus du demandeur. Une ventilation par canal n'est pas disponible pour notre programme.,0.9,512,537,0.9534,"We do not do real time reporting, it's typically delayed by a day pending any system issues.

The program does not measure wait time. However FMTC continues to achieve its service standards. Performance is in-line with the service stanfard time expectations.","Nous ne produisons pas de rapport en temps réel : ils sont généralement retardés d'un jour (pour autant qu’il n’y ait pas de problème système).

Notre programme ne mesure pas le temps d’attente. Par contre, CIFPM continue d’atteindre ses normes de service.  Les performances sont conformes aux attentes en matière de délais des normes de service.",Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,3721,Clearance Certificate Requests,Demande de certificat de décharge,STAN00006260,Issue a Clearance Certificate within 120 calendar days of receipt of the request for 90% of requests,Émettre un certificat de décharge dans un délai de 120 jours civils suivant la réception de la demande pour 90% des demandes.,TML,OTH,N/A,S.O.,0.9,55252,66569,0.83,"We do not do real time reporting, it's typically delayed by a day pending any system issues.

We measure our inventory in units completed in 120 days","Nous ne faisons pas de rapports en temps réel, ils sont généralement retardés d’un jour en attendant tout problème de système.

Nous mesurons notre inventaire en unités complétées en 120 jours",N,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,SRV02822,Scientific Research and Experimental Development (SR&ED) Tax Credits – Refundable claims selected for a review,Crédit d’impôt pour la recherche scientifique et le développement expérimentale (RS&DE) – demandes remboursables sélectionnées pour un examen,STAN00005176,"Our goal is to process a refundable SR&ED claim within 180 calendar days from the date we receive a complete claim, if we select the claim for a review.","Notre objectif est de traiter les demandes de RS&DE dans les 180 jours civils suivant la date de réception d’une demande complète,  si nous sélectionnons la demande pour un examen.",TML,OTH,The channel is the same channel that was used for the claimant's income tax return. A breakdown by channel is not available for our program.,Le canal est le même que celui qui a été utilisé pour la déclaration de revenus du demandeur. Une ventilation par canal n'est pas disponible pour notre programme.,0.9,2991,3179,0.9409,"We do not do real time reporting, it's typically delayed by a day pending any system issues.

In terms of wait time, they can all take different amounts of time to close. We can't say how long it took to close outstanding files because some of them are still outstanding. This info is not available for our program (N/A).","Nous ne produisons pas de rapport en temps réel : ils sont généralement retardés d'un jour (pour autant qu’il n’y ait pas de problème système).

En fonction du temps d’attente, les dossiers peuvent tous prendre un temps différent pour être fermer. Nous ne pouvons pas dire combien de temps il a fallu pour fermer les dossiers en suspens car certains sont toujours en traitement. Cette information n’est pas disponible pour notre programme (N/A).",Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,SRV02821,"Scientific Research and Experimental Development (SR&ED) Tax Credits, Canadian film or video production tax credit (CPTC), and film or video production services tax credit (PSTC) – Claims not selected for a review or an audit","Crédit d’impôt  pour la recherche scientifique et le développement expérimental, crédit d’impôt pour production cinématographique ou magnétoscopique canadienne et crédit d’impôt pour services de production cinématographique ou magnétoscopique Demandes non sélectionnées pour un examen ou une",STAN00005175,"Our goal is to process SR&ED claims and corporation returns which include a CPTC or PSTC claim within 60 calendar days from the date we receive a complete claim, if we do not select the claim for a review or an audit.",Notre objectif est de traiter les demandes de RS&DE et les déclarations des sociétés qui incluent une demande de CISP ou de CIPC dans les 60 jours civils suivant la date de réception d’une demande complète lorsque nous ne sélectionnons pas la demande pour un examen ou une vérification.,TML,OTH,The channel is the same channel that was used for the claimant's income tax return. A breakdown by channel is not available for our program.,Le canal est le même que celui qui a été utilisé pour la déclaration de revenus du demandeur. Une ventilation par canal n'est pas disponible pour notre programme.,0.9,18263,19664,0.9288,"We do not do real time reporting, it's typically delayed by a day pending any system issues.

The program does not measure wait time. However both the SR&ED and FMTC programs continue to achieve its service standards. Performance is in-line with the service standard time expectations.","Nous ne produisons pas de rapport en temps réel : ils sont généralement retardés d'un jour (pour autant qu’il n’y ait pas de problème système).

Le programme ne mesure pas le temps d’attente. Cependant, les programmes de la RS&DE et CIFPM continuent d’atteindre leurs normes de service. Les performances sont conformes aux attentes en matière de délais des normes de service.",Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,SRV02817,Debt Management Call Centre,Centre d’appels de la gestion des créances,STAN00005167,Our goal is to respond to your call within five minutes or less of opting to speak with an agent.,Notre objectif est de répondre à votre appel téléphonique dans un délai de cinq minutes à partir du moment où vous choisissez de parler à un agent.,TML,TEL,N/A,S.O.,0.9,1977146,2234718,0.8847,N/A,S.O.,N,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,3716,Actuarial Validation Report Reviews,Les rapports d’évaluation actuarielle,STAN00006268,"Our goal is to provide a decision on the recommended employer contributions to a registered pension plan, within 270 calendar days of receipt of the actuarial valuation report.",Notre objectif est de rendre une décision sur les cotisations de l’employeur recommandées à un régime de pension agréé dans un délai de 270 jours civils suivant la réception du rapport d’évaluation actuarielle.,TML,POST,N/A,S.O.,0.8,3811,5442,0.7003,"We assume that columns M and N are asking us for the average number of days that it takes RPD to complete the task.  In order to properly respond to this column, RPD would like to know if the average should be calculated annually, or should we use a multi-year calculation. 

Data is not readily available.  RPD will need additional details on waittime.  Is this question in reference to the backlog wait time, or wait time for all requests that we receive.","Nous supposons que les colonnes M et N nous demandent le nombre moyen de jours qu’il faut à la DRE pour effectuer la tâche. Afin de bien répondre à cette colonne, la DRE aimerait savoir si la moyenne devrait être calculée annuellement, ou si nous devrions utiliser un calcul pluriannuel.",N,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,3714,Applications for Charitable registration or re-registration,Demandes d'enregistrement ou de réenregistrement d'organismes de bienfaisance,STAN00006269,Our goal is to provide an initial response within six months of receiving a complete application.,Notre objectif est de fournir une réponse initiale dans un délai de six mois suivant la réception d’une demande complète.,TML,ONL,Service Standard Channel includes mail,S.O.,0.85,1988,2312,0.8599,N/A,S. O.,Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,3711,Applications to register new pension plans and deferred profit sharing plans,Demandes d’agrément des régimes de pension et des régimes de participation différée aux bénéfices,STAN00006272,"Our goal is to review and respond to a routine written enquiry within 45 calendar days, and review and respond to a complex written enquiry within 120 calendar days of receiving your request and any required supporting documents.","Notre objectif est d’examiner et de répondre à une demande courante dans un délai de 45 jours civils, et d’examiner et de répondre à une demande complexe dans un délai de 120 jours civils suivant la réception de la demande et des documents justificatifs requis.",TML,POST,Service Standard Channel includes FAX,S.O.,0.85,2408,2686,0.8965,N/A,S. O.,Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,3720,Charities telephone enquiries,Renseignements téléphoniques sur les organismes de bienfaisance (complexes),STAN00006262,Our goal is to respond to telephone calls within two minutes of opting to speak with an agent.,Notre objectif est de répondre aux appels téléphoniques dans les deux minutes suivant le choix de parler avec un agent.,TML,TEL,N/A,S.O.,0.8,44891,52751,0.851,N/A,S. O.,Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,3717,Charities written enquiries,Demandes écrites des organismes de bienfaisance,STAN00006267,"Our goal is to review and respond to a routine written enquiry within 45 calendar days, and review and respond to a complex written enquiry within 120 calendar days of receiving your request and any required supporting documents.","Notre objectif est d’examiner et de répondre à une demande courante dans un délai de 45 jours civils, et d’examiner et de répondre à une demande complexe dans un délai de 120 jours civils suivant la réception de la demande et des documents justificatifs requis.",TML,POST,Service Standard Channel includes FAX,S.O.,0.85,9007,11373,0.792,N/A,S. O.,N,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,3709,Deferred Income and Savings Plans written enquiries,Régimes de revenu différé – Réponse aux demandes écrites,STAN00006274,"Our goal is to review applications to approve, amend or terminate a specimen for a disability savings plan, education savings plan, retirement income fund, retirement savings plan, registered investments, or tax-free savings account within 60 days of receipt.","Notre objectif est d’examiner les demandes d’approbation, de modification ou de cessation d’un spécimen pour les régimes d’épargne-invalidité, les régimes d’épargne-études, les fonds de revenu de retraite, les régimes d'épargne retraite, les placements enregistrés, ou les comptes d’épargne libre d’impôt dans les 60 jours suivant la réception.",TML,POST,N/A,S.O.,0.9,2464,2704,0.9112,"We assume that columns M and N are asking us for the average number of days that it takes RPD to complete the task.  In order to properly respond to this column, RPD would like to know if the average should be calculated annually, or should we use a multi-year calculation. 

Data is not readily available.  RPD will need additional details on waittime.  Is this question in reference to the backlog wait time, or wait time for all requests that we receive.","Nous supposons que les colonnes M et N nous demandent le nombre moyen de jours qu’il faut à la DRE pour effectuer la tâche. Afin de bien répondre à cette colonne, la DRE aimerait savoir si la moyenne devrait être calculée annuellement, ou si nous devrions utiliser un calcul pluriannuel.",Y,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,3710,Deferred Income and savings plans specimens reviews,Régimes de revenu différé et d’épargne (spécimens),STAN00006273,Our goal is to respond to a written enquiry within 60 calendar days of receiving your enquiry and any required supporting documents.,Notre objectif est de répondre à une demande de renseignements écrite dans un délai de 60 jours civils suivant la réception de votre demande et des pièces justificatives requises.,TML,POST,N/A,S.O.,0.8,0,0,,Calls are answered in real time with an average wait time of 54 seconds,Les appels reçoivent une réponse en temps réel avec un temps d'attente moyen de 54 secondes.,NA,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/fr/agence-revenu/services/a-propos-agence-revenu-canada-arc/normes-service-a-arc/normes-service-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,3719,GST/HST rulings and interpretations - telephone enquiries,Décisions et interprétations en matière de TPS/TVH – Demandes de renseignements téléphoniques,STAN00006263,Our goal is to respond to your call within two minutes or less of opting to speak with an agent.,Notre objectif est de répondre à votre appel téléphonique dans un délai de deux minutes ou moins à partir du moment où vous choisissez de parler à un agent.,TML,TEL,N/A,S.O.,0.8,44606,52808,0.8447,Calls are answered in real time with an average wait time of 69 seconds,Les appels reçoivent une réponse en temps réel avec un temps d'attente moyen de 69 secondes.,Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,3713,GST/HST rulings and interpretations -  written enquiries,Décisions et interprétations en matière de TPS/TVH – Demandes écrites,STAN00006271,Our goal is to respond to a written request for a GST/HST ruling or interpretation within 45 business days of CRA receipt of the request and all the relevant facts and supporting documentation. This excludes highly technical and precedent and/or policy-setting rulings and interpretations.,"Notre objectif est de répondre aux demandes écrites de décisions ou d’interprétations en matière de TPS/TVH dans un délai de 45 jours ouvrables à compter du moment où l’ARC reçoit ces demandes. Ce délai ne s’applique pas aux décisions et aux interprétations qui sont très techniques, ni à celles qui créent un précédent ou qui nécessitent l’élaboration d’une politique.",TML,POST,N/A,S.O.,0.8,585,772,0.7578,"As of March 31, 2024, there was a backlog of 28 aged cases all of which were assigned to officers.","Au 31 mars 2024, il y avait un arriéré de 28 dossiers âgés qui étaient tous attribués aux agents.",N,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1104,Income Tax Rulings,Décisions en Impôt,STAN00003905,"The ITRD’s target is to issue advance income tax rulings within 90 business days from when all information is received, as set out in Appendix A and Appendix A.1 of the current version of Information Circular IC 70-6. In circumstances where this standard must be adjusted, the Directorate will inform the requestor in advance and establish an alternate mutually agreed upon service target date (MAUSTD).","La Direction a pour objectif de rendre une décision anticipée dans les 90 jours ouvrables suivant l’obtention de tous les renseignements indiqués dans les annexes A et A.1 de la version courante de la Circulaire d’information IC70-6. Dans les cas où ce délai doit être rajusté, la Direction en informera le requérant à l’avance et conviendra d’un commun accord d’une nouvelle date de service cible (CANDSC)",TML,EML,N/A,S.O.,0.8,127,137,0.927,"The ITRD does not have pending applications per the definition. AITRs are not considered an application, they are a request for service that must be paid for. Rulings can take many months and even years to complete. Although they may meet service standards, external factors can put files on hold for long periods of time. Tracking of backlogs is not something the ITRD is doing as they are not seen as a backlog of workload.","La DDI n'a pas d’application en attente selon la définition. Les DAMI ne sont pas considérés comme une application, il s'agit d'une demande de service qui est payée. Les décisions peuvent prendre de nombreuses années. Bien qu'ils puissent respecter les normes de service, des facteurs externes peuvent mettre les dossiers en attente pendant de longues périodes. Le suivi des arriérés n'est pas assuré par la DDI, qui n'est pas considérée comme un arriéré de charge de travail.",Y,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,https://www.canada.ca/en/revenue-agency/services/about-canada-revenue-agency-cra/service-standards-cra/service-standards-2023-24.html,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1117,Access to Information and Privacy,Accès à l'information et à la protection des renseignements personnels,STAN00001502,The process may take up to 30 days.,Le processus peut prendre jusqu'à 30 jours.,TML,OTH,This service standard is the Government of Canada standard.,La norme de service est la norme du gouvernement du Canada.,0,13017,14906,0.8733,The service standard is the Government of Canada standard.,La norme de service est la norme du gouvernement du Canada.,Y,N/A,N/A,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
2023-2024,1137,Executive Correspondence,Correspondance de haute gestion,STAN00005423,20 business days for MPs and stakeholders and 30 business for the public,20 jours ouvrables pour les députés et des intervenants et 30 jours ouvrable pour le publique,TML,OTH,"Target type: There is no external service standard for this service. 
Channel: all channels used.","Type de cible: Il n’y a pas de norme de service externe pour ce service.
Mode de Prestation: Tous les mode de prestation sont utilisont.",0.8,8894,9533,0.933,There is no external service standard for this service.,Il n’y a pas de norme de service externe pour ce service.,Y,N/A,N/A,N/A,S.O.,cra-arc,Canada Revenue Agency | Agence du revenu du Canada
