"id","parent_id","name_en","name_fr","description_en","description_fr","planned_spend_pa_last_year","spend_pa_last_year","drr_spend_expl_en","drr_spend_expl_fr","planned_fte_pa_last_year","fte_pa_last_year","drr_fte_expl_en","drr_fte_expl_fr"
"P1085-0012","CBSA-HGC00","Immigration Investigations","Enquêtes en matière d’immigration","The Immigration Investigations Program investigates reports and arrests foreign nationals and permanent residents already in Canada who are or may be inadmissible to Canada as defined by the Immigration and Refugee Protection Act. Investigation techniques can include data analysis of information collected regarding an individual’s immigration application, physical surveillance to locate fugitive inadmissible persons, and field searches of residences and belongings for evidence. Depending on the type of inadmissibility and the status of the person in question, inadmissibility reports are reviewed by either a Minister’s Delegate or the IRB. When a person fails to appear for an immigration proceeding such as an examination, admissibility hearing or removal interview, a warrant for their arrest may be issued. Warrants may also be issued against a foreign national or permanent resident where a CBSA inland enforcement officer has reasonable grounds to believe that they are inadmissible to Canada.","Le Programme des enquêtes administratives veille à la réalisation d’enquêtes, à la préparation de rapports et à l’arrestation de ressortissants étrangers et de résidents permanents déjà au Canada qui sont ou qui pourraient être inadmissibles à demeurer au Canada, au titre de la Loi sur l’immigration et la protection des réfugiés. Techniques d’enquêtes peuvent comporter une analyse de données de l’information recueillie au sujet de la demande d’immigration d’un individu, une surveillance physique visant à localiser les personnes inadmissibles fugitives et des fouilles sur place des résidences et des effets des intéressés pour évidences. Selon le type d’inadmissibilité et le statut de la personne en question, un délégué du ministre ou CISR du Canada examinera les rapports d’inadmissibilité. Lorsqu’un individu omettra de se présenter à une instance d’immigration, comme un examen, une audience d’admissibilité ou une entrevue de renvoi, un mandat pourra être lancé en vue de son arrestation. Un mandat peut également être lancé contre un ressortissant étranger ou un résident permanent lorsqu’un agent d’exécution dans les bureaux intérieurs de l’ASFC a des motifs raisonnables de croire qu’ils sont inadmissibles au Canada.",".",".","","",".",".","",""
"P1085-0013","CBSA-HGC00","Detentions","Détentions","The Detentions Program detains and/or monitors the conditions of release of foreign nationals or permanent residents where there are reasonable grounds to believe the individual is inadmissible to Canada and where the individual is a danger to the public, poses a flight risk or where their identity is not established. Foreign nationals and permanent residents may also be detained upon entry into Canada for an examination or where the individual is suspected of being inadmissible for security reasons. They are entitled to an Immigration and Refugee Board hearing after being detained for 48 hours, 7 days and 30 days. The CBSA has three immigration holding centres in Canada located at Vancouver, Toronto and Montréal.","Le Programme de détentions vise la détention ou la surveillance des conditions de libération des ressortissants étrangers ou des résidents permanents lorsqu’il existe des motifs raisonnables de croire que l’individu est inadmissible à demeurer au Canada et lorsque l’individu représente un danger pour le public, qu’il pose un risque de fuite ou que l’on n’a pas réussi à déterminer son identité. Les ressortissants étrangers et les résidents permanents peuvent également être détenus à leur arrivée au Canada pour un examen ou lorsque l’on soupçonne l’individu d’être inadmissible pour des raisons de sécurité. Ils ont droit à une audience auprès de la Commission de l’immigration et du statut de réfugié après avoir été détenus pendant 48 heures, sept jours et 30 jours. L’ASFC possède trois centres de surveillance de l’immigration situés à Vancouver, Toronto et Montréal.",".",".","","",".",".","",""
"P1085-0014","CBSA-HGC00","Immigration Hearings","Audiences en matière d’immigration","The Immigration Hearings Program ensures that the Government of Canada’s interests are represented at immigration proceedings before the IRB of Canada which determines the immigration and detention status of foreign nationals and permanent residents already in Canada, in accordance with the Immigration and Refugee Protection Act. CBSA hearings officers are responsible for representing the Minister of Public Safety and Emergency Preparedness and/or the Minister of Immigration, Refugees, and Citizenship at immigration proceedings before the IRB. This function ensures that foreign nationals and permanent residents who are inadmissible to Canada are denied status, and removal orders are issued where appropriate.","Le Programme des audiences en matière d’immigration assure une représentation des intérêts du gouvernement du Canada aux instances d’immigration devant la CSIR, qui détermine le statut d’immigration et de détention des ressortissants étrangers et des résidents permanents déjà au Canada, conformément à la Loi sur l’immigration et la protection des réfugiés. Les agents préposés aux audiences de l’ASFC ont la responsabilité de représenter le ministre de la Sécurité publique et protection civile ou le ministre de d’Immigration, Réfugiés et Citoyenneté Canada lors des instances d’immigration devant la CISR. Cette fonction assure le refus des demandes des ressortissants étrangers et des résidents permanents qui sont inadmissibles à demeurer au Canada et l’imposition de mesures de renvoi lorsqu’il y a lieu.",".",".","","",".",".","",""
"P1085-0015","CBSA-HGC00","Removals","Renvois","The Removals Program ensures that foreign nationals and permanent residents with an enforceable removal order are removed from Canada. Once a person is removal-ready, an interview is conducted to ensure that a travel document is available and that a pre-removal risk assessment is offered by a CBSA inland enforcement officer. Where a valid travel document is not available, CBSA inland enforcement officers liaise with foreign embassies to secure the required travel documents. The CBSA may have to make further arrangements for removal, which could include arranging for travel (e.g. purchasing an airline ticket or chartering a plane for high-risk individuals in exceptional cases), providing escorts (e.g. to respond to airline and transit country requirements), and liaising with CBSA staff abroad (migration integrity officers) to ensure smooth passage from Canada to the final destination.","Le Programme des renvois assure un renvoi du Canada des ressortissants étrangers et des résidents permanents visés par une mesure de renvoi exécutoire. Lorsqu’une personne est visée par un renvoi, une entrevue est tenue afin de s’assurer qu’elle dispose d’un document de voyage et qu’un agent d’exécution dans les bureaux intérieurs de l’ASFC a fourni une évaluation des risques préalable au renvoi. En l’absence de documents de voyage valides, les agents d’exécution dans les bureaux intérieurs de l’ASFC communiquent avec les ambassades étrangères pour obtenir les documents de voyage nécessaires. L’ASFC pourrait devoir prendre d’autres arrangements en vue du renvoi, notamment organiser le voyage (p. ex. acheter un billet d’avion ou noliser un avion pour le transport d’individus à risque élevé dans des cas exceptionnels), fournir des escortes (p. ex. pour satisfaire aux exigences du transporteur aérien et du pays de transit) et communiquer avec le personnel de l’ASFC à l’étranger (agents d’intégrité des mouvements migratoires) pour assurer un passage sans problème du Canada à la destination finale.",".",".","","",".",".","",""
"P1085-0016","CBSA-AXI00","Anti-dumping and Countervailing","Antidumping et compensation","The Anti-Dumping and Countervailing Program is responsible for the administration of the Special Import Measures Act (SIMA).Its role is to provide assistance to Canadian producers who face unfair foreign competition from dumped or subsidized goods in the Canadian marketplace. The SIMA provides measures of redress against such goods when they have caused injury to the Canadian industry, and is in keeping with Canada’s international obligations as a signatory to the World Trade Organization (WTO). Protecting Canadian industry against the injury from dumped or subsidized imports requires a two-track approach, with the CBSA responsible for determining whether imports are being dumped or subsidized, and the Canadian International Trade Tribunal making the decision of whether these imports have caused injury to Canadian production.","Le programme des droits antidumping et compensateurs est responsable de l’application de la Loi sur les mesures spéciales d’importation (LMSI). Son rôle est de venir en aide aux producteurs canadiens qui font face à une concurrence étrangère déloyale face à des marchandises faisant l’objet de dumping ou de subventionnement sur les marchés canadiens. La LMSI offre des mesures de recours contre de telles marchandises lorsqu’elles ont causé un dommage à l’industrie canadienne. Elle est conforme aux obligations internationales du Canada en tant que signataire de l’Organisation mondiale du commerce. Protéger l’industrie canadienne contre les dommages causés par des importations faisant l’objet de dumping ou de subventionnement nécessite une approche à deux volets, l’ASFC étant responsable de déterminer si les produits importés font l’objet de dumping ou de subventionnement et le Tribunal canadien du commerce extérieur prenant la décision si ces produits importés ont causé un dommage à la production canadienne.",".",".","","",".",".","",""
"P1085-0017","CBSA-AXI00","Trade Compliance","Conformité commerciale","The Trade Compliance Program works to ensure that Canadian importers accurately account for the commercial goods that they bring into Canada and pay all of the duties and taxes owing. Compliance activities include random verifications, selected using a statistical model, that are used to measure the rate of compliance by product type and/or industry. The results also provide valuable information that often lead to more focused, risk-based verifications in instances where non-compliance is suspected. These trade compliance activities are supported by robust monitoring and administrative penalty programs that are aimed at maintaining a level playing field for all Canadian importers by making certain that the rules apply equally to everyone and that the appropriate duties and taxes are paid in full.","L’objectif du programme d’observation des programmes commerciaux est de faire en sorte que les importateurs canadiens enregistrent correctement les marchandises commerciales qu’ils importent au Canada et paient les droits et taxes dus. Les activités d’observation comprennent des vérifications aléatoires, sélectionnées à l’aide d’un modèle statistique, servant à mesurer le taux d’observation par type de produit et par industrie. Les résultats fournissent également de précieux renseignements qui mènent souvent à des vérifications plus ciblées et axées sur les risques dans des cas où la non-conformité est probable. Ces activités d’observation s’appuient sur des programmes de surveillance et de sanction administrative visant à maintenir des conditions équitables pour tous les importateurs canadiens en veillant à ce que les mêmes règles s’appliquent pour tous et que les droits et taxes appropriés soient payés en entier.",".",".","","",".",".","",""
"P1085-0021","CBSA-AXI00","Trade Policy","Politiques commerciales","The Trade Policy Program is responsible for interpreting the legislation and regulations that govern the tariff classification, origin and value of imported goods, and the related assessment of duties and taxes, so as to ensure that persons engaged in the importation of goods into Canada fully understand all of the trade-related requirements in order to promote self-compliance. The Program also administers Canada’s trade incentive initiatives (e.g., duties deferral, customs warehouses, remissions, and drawbacks) which assist Canadian businesses in remaining competitive in international markets. Further, the Program is responsible for the negotiation of the origin procedures that are included in all of Canada’s free trade agreements, which serve to strengthen international trade rules and open new markets for Canadians. Finally, the program is responsible for representing the views of Canadian businesses in international trade fora, such as the World Customs Organization and the World Trade Organization, in order to ensure a fair and accessible global trading environment.","Le programme de politique commerciale est responsable de l’interprétation des lois et des règlements qui régissent le classement tarifaire, l’origine et la valeur des marchandises importées, et l’imposition de droits et de taxes, de sorte que les personnes qui importent des marchandises au Canada comprennent bien toutes les exigences relatives au commerce, ce qui favorisera l’observation volontaire. Le programme permet également d’administrer les initiatives canadiennes d’encouragement commercial (p. ex. : report des droits, entrepôts douaniers, remises et drawback des droits de douane) qui aident les entreprises canadiennes à demeurer concurrentielles à l’échelle internationale. En outre, le programme est responsable de la négociation des procédures relatives à l’origine qui sont comprises dans tous les accords de libre-échange du Canada, ce qui contribuera au renforcement des règles relatives au commerce international et à l’ouverture de nouveaux marchés canadiens. Enfin, le programme est responsable de représenter le point de vue des entreprises canadiennes dans les forums sur le commerce international, dont l’Organisation mondiale des douanes et l’Organisation mondiale du commerce, et ainsi assurer un contexte commercial mondial juste et accessible.",".",".","","",".",".","",""
"P1086-0001","FO-HAA00","Commercial Fisheries","Pêches commerciales","The Commercial Fisheries Program is managed in partnership with its stakeholders. It relies on scientific assessments and is dependent on consultative processes to develop and review policies, procedures and regulations and to ensure that the fisheries governance regime is accountable, predictable and transparent. In collaboration with its stakeholders, the program develops and uses management tools such as licences, quotas, trap limits, escapements and bycatch.","Le Programme de pêches commerciales est géré en partenariat avec ses intervenants. Il s’appuie sur des évaluations scientifiques et dépend de processus de consultation pour élaborer et examiner des politiques, des procédures et des règlements, et s’assurer que le régime de gouvernance des pêches est responsable, prévisible et transparent. En collaboration avec les intervenants, des outils de gestion, tels que des permis, des quotas et des mesures visant à limiter le nombre de casiers ainsi que les évasions et les prises accessoires, sont élaborés et utilisés dans le cadre du programme.",124309359.00,138885167.00,"","",915.50,976.40,"",""
"P1086-0002","FO-HAA00","Recreational Fisheries","Pêches récréatives","Recreational fishing is an important contributor to many local Canadian economies. The Recreational Fisheries program focuses on partnerships, citizen-engagement and community stewardship, and promotes public awareness of conservation and sustainable use of the fisheries resource. It also ensures that all stakeholders are engaged in the decision-making process and that allocation decisions made in the Integrated Fisheries Management Plans reflect the interests of the recreational fishery.","La pêche récréative contribue de façon importante au bien-être économique d’un grand nombre de régions canadiennes. Le programme met l’accent sur le partenariat, la participation des citoyens et la gérance communautaire, et il favorise la sensibilisation du public à l’égard de la conservation et de l’utilisation durable des ressources halieutiques. Il veille également à ce que tous les intervenants participent au processus décisionnel et à ce que les décisions d’attribution prises dans le cadre des plans de gestion intégrée des pêches tiennent compte des intérêts de la pêche récréative.",3866910.00,3127799.00,"","",18.30,16.10,"",""
"P1086-0005","FO-HGN00","Aboriginal Fisheries Strategy","Stratégie relative aux pêches autochtones","The Aboriginal Fisheries Strategy sub-program is a contribution funding program that provides eligible Aboriginal groups with transfer payments via Comprehensive Fisheries Agreements and Project Funding Agreements for the effective management of the food, social and ceremonial fisheries in a manner consistent with the 1990 Supreme Court of Canada’s Sparrow decision. Fisheries Agreements often include communal fishing licences for food, social and ceremonial and commercial fishing issued under the Fisheries Act under the Aboriginal Communal Fishing Licences Regulations. AFS also includes the Allocation Transfer Program; which facilitates the voluntary retirement of commercial fishing licences and the issuance of communal licenses to eligible Aboriginal groups and includes providing funding for the purchase of equipment, such as vessels and gear necessary for Aboriginal groups to fish these licences. AFS applies where Fisheries and Oceans Canada manages the fishery and where land claims settlements have not already put in place a fisheries management framework. This sub-program provides a mechanism for Fisheries and Oceans Canada to address its obligations while promoting stable and orderly fisheries management for the benefit of all Canadians. Other broader objectives include providing Aboriginal groups with an opportunity to participate in the management of their fisheries; contributing to the economic self-sufficiency of Aboriginal communities; and providing a foundation for the development of treaties and self-government agreements. This sub-program uses funding from the following transfer payment: Aboriginal Fisheries Strategy.","Le sous-programme Stratégie relative aux pêches autochtones (SRAPA) est un programme de financement sous forme de contribution qui offre aux groupes autochtones admissibles des paiements de transfert par l’intermédiaire des ententes de pêche globales et des ententes de financement de projets pour la gestion efficace des pêches à des fins alimentaires, sociales et rituelles (ASR), conformément à la décision rendue par la Cour suprême du Canada dans l’affaire Sparrow en 1990. Les ententes sur les pêches comprennent souvent des permis de pêche communautaires à des fins ASR et commerciales délivrés en vertu du Règlement sur les permis de pêche communautaires des Autochtones (RPPCA) qui découle de la Loi sur les pêches. La SRAPA comprend également le Programme de transfert des allocations, qui facilite le retrait volontaire des permis de pêche commerciale et la délivrance de permis communautaires aux groupes autochtones admissibles, et comprend l’offre de financement pour l’achat de matériel, tel que les bateaux et les engins nécessaires aux groupes autochtones pour exploiter ces permis. La SRAPA s’applique là où Pêches et Océans Canada gère la pêche et là où des accords de revendications territoriales n’ont pas déjà mis en place un cadre de gestion des pêches. Ce sous-programme fournit à Pêches et Océans Canada un mécanisme qui l’aide à respecter ses obligations tout en favorisant une gestion stable et ordonnée des pêches au profit de tous les Canadiens. D’autres objectifs plus généraux comprennent le fait de fournir aux groupes autochtones l’occasion de participer à la gestion de leurs pêches, de contribuer à l’autosuffisance économique des collectivités autochtones et de jeter les bases de l’élaboration de traités et d’ententes d’autonomie gouvernementale. Ce sous-programme utilise les fonds du paiement de transfert suivant : Stratégie relative aux pêches autochtones.",28658271.00,51106141.00,"The difference is mainly due to: Funding for the extension of the Pacific and Atlantic Integrated Commercial Fisheries Initiatives to help integrate First Nation fishing enterprises into existing commercial fisheries thereby providing economic opportunities for First Nation fishers ($24.8M)","La différence est principalement attribuable à ce qui suit : Financement de la prolongation des initiatives des pêches commerciales intégrées de l’Atlantique et du Pacifique afin de contribuer à l’intégration des entreprises de pêche des Premières Nations dans les pêches commerciales existantes, offrant ainsi des possibilités économiques aux pêcheurs des Premières Nations (24,8 millions de dollars).",33.00,34.40,"",""
"P1086-0006","FO-HGN00","Aboriginal Aquatic Resource and Oceans Management","Programme autochtone de gestion des ressources aquatiques et océaniques","The Aboriginal Aquatic Resource and Oceans Management (AAROM) sub-program is a contribution funding program that assists Aboriginal groups to develop their capacity to more effectively participate in aquatic resource-related activities and in Fisheries and Oceans Canada and multi-stakeholder processes used for aquatic resources and oceans management. The sub-program provides funding to qualifying Aboriginal groups to form aquatic resource and oceans management organizations at the aggregate level and builds technical and scientific capacity required to effectively participate in decision-making and advisory processes. This sub-program increases the level of active Aboriginal participation in collaborative management of aquatic and ocean resources. Increased Aboriginal engagement in planning at the watershed or ecosystem level contributes to certainty, stability and predictability in fisheries management. Other objectives this sub-program achieves include encouraging the establishment of collaborative management structures and improving information-sharing among and between Aboriginal communities, Fisheries and Oceans Canada and other stakeholders. This sub-program uses funding from the following transfer payment: Aboriginal Aquatic Resource and Oceans Management.","Le sous-programme autochtone de gestion des ressources aquatiques et océaniques (PAGRAO) est un programme de financement sous forme de contribution visant à aider les groupes autochtones à acquérir des compétences leur permettant de participer plus efficacement aux activités liées aux ressources aquatiques et aux processus de gestion des ressources aquatiques et des océans de Pêches et Océans Canada et de plusieurs intervenants. Le sous-programme fournit un financement aux groupes autochtones admissibles pour former des organisations de gestion des ressources aquatiques et des océans au niveau global, et renforce leurs capacités techniques et scientifiques afin de leur permettre de participer efficacement aux processus décisionnels et consultatifs. Ce sous-programme augmente le niveau de participation active des Autochtones à la gestion collaborative des ressources aquatiques et océaniques. L’augmentation de la participation des Autochtones à la planification, à l’échelle d’un bassin versant ou d’un écosystème, contribue à la certitude, à la stabilité et à la prévisibilité de la gestion des pêches. Parmi les autres objectifs réalisés par ce sous-programme, mentionnons notamment la promotion de l’établissement de structures de gestion collaborative, et l’amélioration de l’échange d’information entre les collectivités autochtones et au sein de ces dernières, ainsi qu’avec Pêches et Océans Canada et d’autres intervenants. Ce sous-programme utilise les fonds du paiement de transfert suivant : Programme autochtone de gestion des ressources aquatiques et océaniques.",15782216.00,20732368.00,"The difference is mainly due to: Funding for the extension of the Pacific and Atlantic Integrated Commercial Fisheries Initiatives to help integrate First Nation fishing enterprises into existing commercial fisheries thereby providing economic opportunities for First Nation fishers ($24.8M)","La différence est principalement attribuable à ce qui suit : Financement de la prolongation des initiatives des pêches commerciales intégrées de l’Atlantique et du Pacifique afin de contribuer à l’intégration des entreprises de pêche des Premières Nations dans les pêches commerciales existantes, offrant ainsi des possibilités économiques aux pêcheurs des Premières Nations (24,8 millions de dollars).",10.90,10.20,"",""
"P1086-0007","FO-HGN00","Strategies and Governance","Stratégies et gouvernance","The Strategies and Governance sub-program is responsible for treaty and non-treaty fisheries negotiations and provides departmental policy development and advice on Aboriginal related fisheries issues, such as: aquatic resource allocation, fisheries and oceans governance, habitat protection provisions, oceans, etc. This sub-program also provides advice on modern treaty fisheries obligations implementation and the monitoring of such departmental obligations in those final agreements. This sub-program works closely with Indigenous and Northern Affairs Canada to ensure fisheries elements of negotiated agreements advance sustainable aquatic ecosystems and support safe and secure Canadian waters while fostering economic prosperity across maritime sectors and fisheries. This sub-program uses funding from the following transfer payment: Treaty Related Measures.","Le sous-programme Stratégies et gouvernance est responsable des négociations relatives aux pêches en vertu d’un traité ou non et de l’élaboration des politiques ministérielles, et il fournit des conseils sur les questions liées aux pêches autochtones, notamment les suivantes : la répartition des ressources aquatiques, la gouvernance des pêches et des océans, les dispositions relatives à la protection de l’habitat, les océans, etc. Ce sous-programme fournit également des conseils sur la mise en œuvre des obligations relatives aux pêches en vertu des traités modernes et assure le suivi de ces obligations ministérielles dans les ententes définitives. Ce sous-programme travaille en étroite collaboration avec Affaires autochtones et Développement du Nord Canada afin de veiller à ce que les éléments relatifs aux pêches des ententes négociées favorisent des écosystèmes aquatiques durables et soutiennent des eaux sécuritaires et protégées au Canada tout en encourageant la prospérité économique dans les secteurs maritimes et dans le domaine des pêches. Ce sous-programme utilise les fonds du paiement de transfert suivant : Mesures reliées aux traités.",11794153.00,10332901.00,"The difference is mainly due to: Funding for the extension of the Pacific and Atlantic Integrated Commercial Fisheries Initiatives to help integrate First Nation fishing enterprises into existing commercial fisheries thereby providing economic opportunities for First Nation fishers ($24.8M)","La différence est principalement attribuable à ce qui suit : Financement de la prolongation des initiatives des pêches commerciales intégrées de l’Atlantique et du Pacifique afin de contribuer à l’intégration des entreprises de pêche des Premières Nations dans les pêches commerciales existantes, offrant ainsi des possibilités économiques aux pêcheurs des Premières Nations (24,8 millions de dollars).",76.00,62.50,"",""
"P1086-0008","FO-HGO00","Aquaculture Management","Gestion de l’aquaculture","The Aquaculture Management sub-program’s objective is to enhance the Department’s aquaculture management regime, using a range of regulations, policies, and public reporting to implement its regulatory mandate for the sector. In doing so, efforts are made to improve current regulations and policies as well as develop new ones, which are streamlined and coherent across federal and provincial/territorial regimes while ensuring protection of the aquatic environment. These activities are supported by public reporting on the management of the sector and its economic and environmental performance. Delivery of this sub-program is aligned with Canada’s international obligations and ensures that domestic regulatory responsibilities are consistent with international commitments to sustainable aquaculture management. The Department, in partnership with other government departments, supports Aboriginal communities interested in aquaculture and helps them develop viable aquaculture business plans and establish businesses that bring long-term sustainable economic benefit to their communities.","L’objectif du sous-programme de gestion de l’aquaculture est d’améliorer le régime de gestion de l’aquaculture du Ministère par l’application de divers règlements et politiques et la présentation de rapports destinés au public, ce qui permet au Ministère d’exercer son mandat réglementaire à l’égard du secteur. Ainsi, des efforts sont déployés pour améliorer les règlements et politiques actuels et en élaborer de nouveaux, qui sont ensuite simplifiés et uniformisés dans l’ensemble des régimes fédéraux, provinciaux et territoriaux et qui permettent d’assurer la protection du milieu aquatique. Ces efforts sont appuyés par des rapports destinés au public portant sur la gestion du secteur et sur son rendement économique et environnemental. Il est réalisé conformément aux obligations internationales du Canada et garantit l’exécution des responsabilités réglementaires nationales conformément aux engagements internationaux à l’égard de la gestion durable de l’aquaculture. Le Ministère, en partenariat avec d’autres ministères, soutient les collectivités autochtones qui s’intéressent à l’aquaculture et les aide à élaborer des plans d’affaires durables en matière d’aquaculture et à mettre sur pied des entreprises qui offriront des avantages économiques à long terme pour leurs collectivités.",7057394.00,5866658.00,"","",52.80,43.50,"",""
"P1086-0011","FO-HGO00","British Columbia Aquaculture Regulatory Program","Programme de réglementation de l’aquaculture en Colombie-Britannique (PRACB)","The objective of this sub-program is to effectively manage, administer and regulate aquaculture in British Columbia and govern the aquaculture industry activities, including finfish, shellfish and freshwater or land-based operations. The British Columbia Aquaculture Regulatory Program (BCARP) is implemented under the Pacific Aquaculture Regulations under the Fisheries Act. Specific BCARP areas of responsibility include: site licensing, introductions and transfers licensing, conditions of licence, environmental and fish health management, compliance and enforcement, consultations and engagement, and public reporting. BCARP ultimately ensures that aquaculture activities in the province are sustainable.","Ce sous-programme vise à gérer, à administrer et à réglementer de façon efficace l’aquaculture en Colombie-Britannique et à régir les activités de l’industrie aquacole, notamment les activités qui concernent les poissons à nageoires, les mollusques et les crustacés, et les activités en eau douce et sur terre. Le Programme de réglementation de l’aquaculture en Colombie-Britannique est mis en œuvre conformément au Règlement du Pacifique sur l’aquaculture établi en vertu de la Loi sur les pêches. Le programme englobe particulièrement les secteurs de responsabilité suivants : la délivrance de permis aux sites, la délivrance de permis d’introduction et de transfert, les conditions de permis, la gestion de l’environnement et de la santé des poissons, la conformité et la mise en application, les consultations et la participation, et la présentation de rapports destinés au public. Au bout du compte, le programme permet d’assurer la durabilité des activités aquacoles dans la province.",6271307.00,3896118.00,"","",35.00,34.00,"",""
"P1086-0012","FO-HGO00","Sustainable Aquaculture Science Program","Programme des sciences de l’aquaculture durable","The objectives of the Sustainable Aquaculture Science Program are to provide a strong science base to underpin regulatory, policy, and program decision making, thereby increasing the stability and soundness of aquaculture-related decisions. Additionally, through collaborative research with the aquaculture industry, the Sustainable Aquaculture Science Program helps to improve the sustainability of the industry, facilitate technology transfer and knowledge mobilization, and increase the scientific capacity of the Canadian aquaculture industry. Science for decision making contributes to transparency and public confidence. The key activities to achieve these objectives will include: (1) implementation of a formal scientific risk assessment framework and the provision of scientifically peer-reviewed risk assessments and associated advice for key aquaculture environment interactions, including fish health; (2) conducting targeted regulatory research in areas such as fish pest and pathogen interactions, cumulative effects, ecosystem management and interactions with wild populations; (3) providing scientific advice on the development of national standards, the development and implementation of indicators and area-based options for addressing overlapping management considerations; and (4) conducting collaborative research to enhance environmental performance and to optimize cultured fish health.","Le Programme des sciences de l’aquaculture durable consiste à procurer une solide base scientifique pour appuyer la prise de décisions relativement à la réglementation, aux politiques et aux programmes, renforçant ainsi la stabilité et la solidité des décisions liées à l’aquaculture. En outre, grâce aux activités de recherche effectuées en collaboration avec l’industrie aquacole, le Programme des sciences de l’aquaculture durable contribue à l’amélioration de la durabilité de l’industrie, facilite le transfert de technologie et la mobilisation des connaissances, et accroît les capacités scientifiques de l’industrie aquacole canadienne. La recherche à l’appui de la prise de décisions contribue à la transparence et favorise la confiance du public. Les activités clés permettant d’atteindre ces objectifs seront les suivantes : 1) la mise en œuvre d’un cadre scientifique officiel d’évaluation des risques et la prestation d’évaluations scientifiques des risques par les pairs et d’avis connexes sur les principales interactions entre l’aquaculture et l’environnement, y compris la santé des poissons; 2) la réalisation de recherches réglementaires ciblées dans des domaines comme les interactions entre les parasites et les agents pathogènes qui affectent les poissons, les effets cumulatifs, la gestion des écosystèmes et les interactions avec les populations sauvages; 3) la prestation d’avis scientifiques sur l’élaboration de normes nationales, l’élaboration et la mise en place d’indicateurs et d’options par zone afin d’aborder toute considération liée au chevauchement des mesures de gestion; 4) la réalisation de recherches concertées pour améliorer le rendement environnemental et optimiser la santé des poissons d’élevage.",14623113.00,15266461.00,"","",110.30,112.30,"",""
"P1086-0016","FO-HGX00","Enforcement Operations","Les opérations de contrôle d’application de la loi","Enforcement Operations comprises a variety of compliance and enforcement tools to detect and deter illegal activities. Education and Shared Stewardship promotes compliance, through education, promotional campaigns, and engagement of partners and stakeholders. Educational activities raise awareness and understanding and result in a more informed public and encourage resource users to comply with regulatory requirements. Fisheries monitoring and audit activities provide an oversight function to determine participants’ compliance with legislation, regulations and management measures. The program uses land, water and air-based surveillance along with modern technology such as vessel monitoring systems, video monitoring and satellite surveillance to detect illegal activities. Major Cases and Special Investigations focus on solving high-risk, complex compliance issues that pose significant threat to the sustainability of Canada’s aquatic resources and cannot be addressed through education or, regular monitoring, and control and surveillance activities. Special investigative techniques, including covert operations, technical surveillance, and information technology forensics are used in countering illegal fishing activities. The program is supported by third-party services (guardian, at-sea observer and dockside monitoring programs), and partnerships and joint operations with police and other enforcement agencies. The public assists by reporting violations through “Observe, Record, Report” programs. To deter illegal activities, enforcement interventions may include warnings, seizures, arrests, directions, orders, diversions, tickets, charges and prosecutions. This program meets domestic and international commitments to address illegal, unregulated and unreported fishing; and to protect habitat and species at risk, contributing to sustainable aquatic ecosystems, supporting legitimate economic activities, and protecting consumers from illegally harvested fisheries products.","Les opérations de contrôle d’application de la loi comprennent divers outils de conformité et d’application de la loi servant à détecter et à prévenir les activités illégales. L’éducation et l’intendance partagée font la promotion de la conformité par l’éducation, les campagnes promotionnelles et la mobilisation des partenaires et des intervenants. Les activités éducatives accroissent la sensibilisation et améliorent la compréhension, ce qui permet au public d’être plus informé, et encourage les utilisateurs de ressources à se conformer aux exigences réglementaires. Les activités de surveillance et de vérification des pêches fournissent une fonction de surveillance pour déterminer la conformité des participants à la loi, aux règlements et aux mesures de gestion. Dans le cadre du programme, on a recours à la surveillance sur terre, sur l’eau et dans les airs, ainsi qu’à la technologie moderne, comme les systèmes de surveillance des navires, la surveillance vidéo et la surveillance par satellite pour détecter les activités illégales. Les cas importants et les enquêtes spéciales mettent l’accent sur la résolution des problèmes de conformité complexes à haut risque qui représentent une menace importante pour la durabilité des ressources aquatiques du Canada et qui ne peuvent être résolus au moyen de l’éducation, la surveillance régulière et les activités de surveillance et de contrôle. Des techniques d’enquête spéciales, notamment les opérations secrètes, la surveillance technique et les technologies d’investigation numérique, sont utilisées pour contrecarrer les activités de pêche illégales. Ce programme est soutenu par des services assurés par des tiers (programmes de gardiens, d’observateurs en mer et de vérification à quai), de même que des partenariats et des opérations conjointes avec la police et d’autres organismes d’application de la loi. Le public collabore en déclarant les infractions dans le cadre des programmes « Observez, notez et signalez ». Pour empêcher les activités illégales, on mène des interventions d’application de la loi qui peuvent entraîner des avertissements, des saisies, des arrestations, des directives, des ordonnances, des détournements, des contraventions, des frais et des poursuites. Ce programme répond aux engagements nationaux et internationaux visant à mettre un terme à la pêche illégale, non réglementée et non déclarée, ainsi qu’à protéger l’habitat et les espèces en péril, ce qui permet de contribuer à la durabilité des écosystèmes aquatiques, de soutenir les activités économiques légitimes et de protéger les consommateurs contre les produits de la mer illégalement pêchés.",83524897.00,84500982.00,"","",560.70,558.30,"",""
