fiscal_yr,service_id,service_name_en,service_name_fr,service_description_en,service_description_fr,service_type,service_recipient_type,service_scope,client_target_groups,program_id,program_name_en,program_name_fr,client_feedback_channel,automated_decision_system,automated_decision_system_description_en,automated_decision_system_description_fr,service_fee,os_account_registration,os_authentication,os_application,os_decision,os_issuance,os_issue_resolution_feedback,os_comments_client_interaction_en,os_comments_client_interaction_fr,last_service_review,last_service_improvement,sin_usage,cra_bn_identifier_usage,num_phone_enquiries,num_applications_by_phone,num_website_visits,num_applications_online,num_applications_in_person,num_applications_by_mail,num_applications_by_email,num_applications_by_fax,num_applications_by_other,num_applications_total,special_remarks_en,special_remarks_fr,service_uri_en,service_uri_fr,owner_org,owner_org_title
2023-2024,SRV02941,Radiological Risk Assessments,Évaluation des risques radiologiques,"Radiological Risk Assessment contributes assessments and guidance to help Canadians reduce and manage risks from ionizing radiation exposure by applying expertise in areas including radioactivity in drinking water, environmental assessment, and naturally occurring radioactive materials. (HECSB)","L'évaluation des risques radiologiques fournit des évaluations et des conseils pour aider les Canadiens à réduire et à gérer les risques d'exposition aux rayonnements ionisants en appliquant une expertise dans des domaines tels que la radioactivité dans l'eau potable, l'évaluation environnementale et les matières radioactives naturelles.",RES,SOCIETY,EXTERN,PTC,BVH15,'Radiation Protection','Radioprotection',OTH,N,,,N,NA,NA,NA,NA,NA,N,Exchanges with clients typically occur via email or phone. No dedicated online platform.,Les échanges avec les clients se font généralement par courrier électronique ou par téléphone. Pas de plateforme en ligne dédiée.,,,N,N,20,0,0,0,0,0,30,0,0,30,,,https://www.canada.ca/en/health-canada/corporate/about-health-canada/branches-agencies/healthy-environments-consumer-safety-branch/environmental-radiation-health-sciences-directorate/radiation-protection-bureau.html#a3,https://www.canada.ca/fr/sante-canada/organisation/a-propos-sante-canada/directions-generales-agences/direction-generale-sante-environnementale-securite-consommateurs/direction-sciences-sante-environnementale-radioprotection/bureau-radioprotection.html,hc-sc,Health Canada | Santé Canada
2023-2024,SRV02942,Human Monitoring and Assessment,Surveillance et évaluation humaines,Human Monitoring and Assessment conducts dose assessment for individuals as well as in vivo and bioassay testing services for workers and members of the public with suspected internal contamination. (HECSB),La surveillance et l'évaluation humaines effectuent une évaluation des doses pour les individus ainsi que des services de tests in vivo et d'essais biologiques pour les travailleurs et les membres du public suspectés de contamination interne.,RES,CLIENT,EXTERN,PERSON,BVH09,'Health Impacts of Chemicals','Incidence des produits chimiques sur la santé',OTH,N,,,N,NA,NA,NA,N,N,N,"Exchanges with clients typically occur via email or phone to make appointments, followed by in-person assessment. No dedicated online platform.","Les échanges avec les clients se font généralement par courrier électronique ou par téléphone pour prendre rendez-vous, suivis d'une évaluation en personne. Pas de plateforme en ligne dédiée.",,,N,N,10,5,291,0,0,0,10,0,0,15,,,https://www.canada.ca/en/health-canada/services/health-risks-safety/radiation/national-calibration-reference-centre-bioassay-in-vivo-monitoring.html,https://www.canada.ca/fr/sante-canada/services/securite-et-risque-pour-sante/radiation/centre-national-reference-essais-biologiques-surveillance-in-vivo.html,hc-sc,Health Canada | Santé Canada
2023-2024,SRV02943,National Calibration Reference Centre Performance Testing Program,"Centre national de référence
Programme de test de performance","The National Calibration Reference Centre is an independent, third-party reference laboratory to help internal dosimetry programs ensure accurate measurements in occupationally exposed workers. (HECSB)",Le Centre national de référence de référence est un laboratoire de référence tiers et indépendant qui aide les programmes de dosimétrie internes à garantir des mesures précises chez les travailleurs exposés.,RES,CLIENT,EXTERN,ECONOM,BVH15,'Radiation Protection','Radioprotection',EML,N,,,N,NA,NA,NA,N,N,N,"Services are delivered via email, Teams, telelphone, or in-person. No dedicated online platform.","Les services sont fournis par e-mail, Teams, téléphone ou en personne. Pas de plateforme en ligne dédiée.",,,N,N,50,0,83,0,0,0,50,0,0,50,,,https://www.canada.ca/en/health-canada/services/health-risks-safety/radiation/national-calibration-reference-centre-bioassay-in-vivo-monitoring.html,https://www.canada.ca/fr/sante-canada/services/securite-et-risque-pour-sante/radiation/centre-national-reference-essais-biologiques-surveillance-in-vivo.html,hc-sc,Health Canada | Santé Canada
2023-2024,SRV02944,National Radon Program,Programme national sur le radon,"The National Radon Program educates the public and key stakeholders about radon, conducts research to better understand radon in Canada, and develops infrastructure and resources so Canadians can take action to manage their exposures. (HECSB)","Le Programme national sur le radon sensibilise le public et les principaux intervenants au sujet du radon, mène des recherches pour mieux comprendre le radon au Canada et développe l’infrastructure et les ressources afin que les Canadiens puissent prendre des mesures pour gérer leur exposition.",RES,SOCIETY,EXTERN,PERSON,BVH09,'Health Impacts of Chemicals','Incidence des produits chimiques sur la santé',"EML,FAX,POST,TEL",N,,,N,NA,NA,NA,NA,NA,NA,"Services are delivered via email, Teams, telelphone, or in-person. No dedicated online platform.","Les services sont fournis par e-mail, Teams, téléphone ou en personne. Pas de plateforme en ligne dédiée.",,,N,N,900,0,240403,0,0,0,500,0,0,500,,,https://www.canada.ca/en/health-canada/services/health-risks-safety/radiation/radon.html,https://www.canada.ca/fr/sante-canada/services/securite-et-risque-pour-sante/radiation/radon.html,hc-sc,Health Canada | Santé Canada
2023-2024,SRV02946,Chemical Emergency Response,Intervention d'urgence chimique,"Provide leadership, 24/7, coordination and scientific support for chemical emergencies as per the Health Portfolio Chemical Emergencies Response Annex/Plan and the Health Portfolio Policy for Chemical Emergency Management. Support is coordinated with over 25 programs across Health Portfolio and includes: (1) scientific advice, (2) surge capacity for chemical analysis support; (3) surge capacity for medical countermeasures, supplies, and personnel. (HECSB)","Assurer le leadership, 24 heures sur 24, 7 jours sur 7, la coordination et le soutien scientifique pour les urgences chimiques conformément à l'annexe / au plan d'intervention du portefeuille de la Santé en cas d'urgence chimique et à la politique du portefeuille de la Santé pour la gestion des urgences chimiques. Le soutien est coordonné avec plus de 25 programmes du portefeuille de la Santé et comprend : (1) des conseils scientifiques, (2) une capacité de pointe pour le soutien à l'analyse chimique; (3) capacité de pointe pour les contre-mesures médicales, les fournitures et le personnel.",RES,CLIENT,EXTERN,PTC,BVH09,'Health Impacts of Chemicals','Incidence des produits chimiques sur la santé',EML,N,,,N,NA,NA,NA,NA,NA,NA,There are no specific clients for chemical emergency management therefore there is no online interaction with the clients.,"Il n'y a pas de clients spécifiques pour la gestion des urgences chimiques, il n'y a donc pas d'interaction en ligne avec les clients.",2021-2022,2021-2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,https://www.canada.ca/en/health-canada/corporate/contact-us/chemical-emergency-response-unit.html,https://www.canada.ca/fr/sante-canada/organisation/contactez-nous/unite-intervention-urgence-chimique.html,hc-sc,Health Canada | Santé Canada
2023-2024,SRV02947,Health Surveillance and Monitoring: Incident Reporting,Surveillance et contrôle de la santé: rapports d'incidents,"Consumer product incident reporting (mandatory for industry and voluntary for consumers): systems and processes (including alternative processes) for consumer products are in place to ensure ongoing reporting and tracking of consumer product incidents of an urgent (i.e., involving death) or serious (e.g., involving injuries requiring medical attention) nature. (HECSB)","Signalement des incidents liés aux produits de consommation (obligatoire pour l'industrie et volontaire pour les consommateurs) : des systèmes et des processus (y compris des processus alternatifs) pour les produits de consommation sont en place pour assurer le signalement et le suivi permanents des incidents liés aux produits de consommation de nature urgente (c'est-à-dire impliquant un décès) ou grave (par exemple, impliquant des blessures nécessitant des soins médicaux).",RES,CLIENT,EXTERN,PERSON,BVH09,'Health Impacts of Chemicals','Incidence des produits chimiques sur la santé',ONL,N,,,N,NA,NA,NA,NA,NA,NA,We provide online forms to facilitate mandatory incident reporting by industry and voluntary incident reporting by consumers (the public). These forms do not require login information to use.,Nous fournissons des formulaires en ligne pour faciliter le signalement obligatoire des incidents par l'industrie et le signalement volontaire des incidents par les consommateurs (le public). Ces formulaires ne nécessitent pas d'informations de connexion pour être utilisés.,2022-2023,2022-2023,NA,NA,NA,NA,5630,NA,NA,NA,NA,NA,0,0,,,https://www.canada.ca/en/health-canada/services/consumer-product-safety/report-incident.html,https://www.canada.ca/fr/sante-canada/services/securite-produits-consommation/signaler-incident.html,hc-sc,Health Canada | Santé Canada
2023-2024,SRV02948,Nuclear Emergency Response,Réponse aux urgences nucléaires,"The Federal Nuclear Emergency Plan (FNEP), prepared by the Minister of Health, is an annex to the Federal Emergency Response Plan (FERP). The FERP is the Government of Canada’s “all-hazards” response plan and the FNEP provides supplemental and specific multi-departmental and inter-jurisdictional arrangements necessary to address the health risks associated with a radiological or nuclear emergency. This plan ensures continual capacity to respond to nuclear emergencies as per delegated responsibilities under FNEP. This includes notification and activation of federal government response structures and personnel, and assessment of the potential impacts of a nuclear emergency. (HECSB)","Le plan fédéral en cas d’urgence nucléaire (PFUN), préparé par le ministre de la Santé, est une annexe au plan fédéral d’intervention d’urgence (PFIU). Le PFIU est le plan tout-risques du gouvernement du Canada et le PFUN précise les dispositions supplémentaires particulières, pluriministérielles et intergouvernementales nécessaires pour couvrir les risques pour la santé liés à une urgence radiologique ou nucléaire. Le PFUN permet de mobiliser rapidement la capacité d’évaluation des risques radiologiques fédérale ainsi que d’autres ressources spécialisées nécessaires pour gérer les risques potentiels pour la santé liés à une urgence radiologique ou nucléaire. Ceci inclue la notification et l’activation des structures et du personnel de réponse di gouvernement fédéral ainsi que l’analyse des impacts potentiels d’une urgence nucléaire.",RES,SOCIETY,EXTERN,PTC,BVH15,'Radiation Protection','Radioprotection',NON,N,,,N,NA,NA,NA,NA,NA,NA,"There are no specific clients for nuclear emergency management and preparedness, therefore there is no online interaction with the clients.","Il n'y a pas de clients spécifiques pour la gestion et la préparation aux urgences nucléaires, il n'y a donc pas d'interaction en ligne avec les clients.",,,N,NA,NA,NA,2658,NA,NA,NA,NA,NA,NA,0,,,https://www.canada.ca/en/health-canada/services/publications/health-risks-safety/federal-nuclear-emergency-master-plan-part-1.html,https://www.canada.ca/fr/sante-canada/services/publications/securite-et-risque-pour-sante/plan-directeur-federal-cas-urgence-nucleaire-partie-1.html,hc-sc,Health Canada | Santé Canada
2023-2024,SRV02952,Emergency Air Quality Guidance,Conseils sur la qualité de l'air en cas d'urgence,"The Water and Air Quality Bureau's mandate is to protect the health of Canadians by assessing, managing and communicating the risks from pollutants found in drinking water and air. In particular, the Bureau supports the Air Quality Management System AQMS, which is a collaborative framework by the federal, provincial, & territorial governments & stakeholders to manage air quality issues in Canada; conducts research & assesses the risks of human exposure to air contaminants, publishes indoor air quality guidelines; & helps Canadians make informed decisions through engagement tools such as the Air Quality Health Index AQHI. (HECSB)","Le mandat du Bureau de la qualité de l'eau et de l'air est de protéger la santé des Canadiens en évaluant, en gérant et en communiquant les risques liés aux polluants présents dans l'eau potable et dans l'air. Les activités comprennent l'établissement des priorités en matière d'eau potable avec les provinces et les territoires, l'évaluation du risque d'exposition humaine aux contaminants présents dans l'eau potable ; l'élaboration de recommandations et d'autres conseils techniques, qui servent de base aux normes provinciales et territoriales. Le Bureau soutient également le Système de gestion de la qualité de l'air (SGQA), qui est un cadre de collaboration entre les gouvernements fédéral, provinciaux et territoriaux et les intervenants pour gérer les problèmes de qualité de l'air au Canada ; il effectue des recherches et évalue les risques d'exposition humaine aux contaminants atmosphériques, publie des lignes directrices sur la qualité de l'air intérieur et aide les Canadiens à prendre des décisions éclairées grâce à des outils d'engagement comme la Cote air santé (CAS).",INFO,CLIENT,EXTERN,PTC,BVH06,'Air Quality',"""Qualité de l'air""",EML,N,Not applicable,Not applicable,N,NA,NA,NA,NA,NA,NA,Interaction with clients on demand by email or telephone,Intéraction avec clients sur demande par courriel ou téléphone,,,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,,,http://,http://,hc-sc,Health Canada | Santé Canada
2023-2024,SRV02953,Emergency Drinking Water Guidance,Conseils sur l'eau potable en cas d'urgence,"The Water & Air Quality Bureau's mandate is to protect the health of Canadians by assessing, managing & communicating the risks from pollutants found in drinking water and air. Drinking water related activities include establishing drinking water priorities with provinces & territories, assessing the risk of human exposure to contaminants found in drinking water; developing guidelines & other technical guidance, which serve as the basis for provincial & territorial standards.","Le mandat du Bureau de la qualité de l'eau et de l'air est de protéger la santé des Canadiens en évaluant, en gérant et en communiquant les risques liés aux polluants présents dans l'eau potable et dans l'air. Les activités comprennent l'établissement des priorités en matière d'eau potable avec les provinces et les territoires, l'évaluation du risque d'exposition humaine aux contaminants présents dans l'eau potable ; l'élaboration de recommandations et d'autres conseils techniques, qui servent de base aux normes provinciales et territoriales. Le Bureau soutient également le Système de gestion de la qualité de l'air (SGQA), qui est un cadre de collaboration entre les gouvernements fédéral, provinciaux et territoriaux et les intervenants pour gérer les problèmes de qualité de l'air au Canada ; il effectue des recherches et évalue les risques d'exposition humaine aux contaminants atmosphériques, publie des lignes directrices sur la qualité de l'air intérieur et aide les Canadiens à prendre des décisions éclairées grâce à des outils d'engagement comme la Cote air santé (CAS).",INFO,CLIENT,EXTERN,PTC,BVH08,'Water Quality',"""Qualité de l'eau""",EML,N,Not applicable,Not applicable,N,NA,NA,NA,NA,NA,NA,Interaction with clients on demand by email or telephone,Intéraction avec clients sur demande par courriel ou téléphone,,,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,,,https://www.canada.ca/en/services/health/healthy-living/environment/water-quality.html,https://www.canada.ca/fr/services/sante/vie-saine/environnement/qualite-eau.html,hc-sc,Health Canada | Santé Canada
2023-2024,SRV03145,Canada's Toll-Free Number for Poison Centre Service (1-844-POISON-X),Numéro sans frais du Canada pour le service des centres antipoison (1-844-POISON-X),Administer a national toll-free number to facilitate timely access to poison centre (PC) services by Canadian residents and visitors to Canadian provinces and territories.  The service offers a single point of contact among the 9 existing telephone numbers used to access Canada's five PCs.  Calls are automatically routed to the appropriate PC based on the province or territory selected by the caller. (HECSB),Administrer un numéro national sans frais pour faciliter l'accès en temps opportun aux services des centres antipoison (CP) par les résidents canadiens et les visiteurs des provinces et territoires canadiens. Le service offre un point de contact unique parmi les 9 numéros de téléphone existants utilisés pour accéder aux cinq CP du Canada. Les appels sont automatiquement acheminés vers le PC approprié en fonction de la province ou du territoire sélectionné par l'appelant.,RES,CLIENT,EXTERN,PERSON,BVH09,'Health Impacts of Chemicals','Incidence des produits chimiques sur la santé',EML,N,,,N,NA,NA,NA,NA,NA,NA,N/A -This is a telephone routing service,N/A -Il s'agit d'un service de routage téléphonique,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,https://www.canada.ca/en/health-canada/news/2023/03/canada-launches-new-toll-free-1-844-poison-x-number-for-poison-centres.html,https://www.canada.ca/fr/sante-canada/nouvelles/2023/03/le-canada-lance-le-1-844-poison-x-un-nouveau-numero-sans-frais-pour-les-centres-antipoison.html,hc-sc,Health Canada | Santé Canada
2023-2024,3637,Research Ethics Board,Comité d'éthique de la recherche,"The Health Canada - PHAC REB reviews all research involving humans that is conducted under the auspices of Health Canada and PHAC to ensure that it meets the highest ethical standards, and that the greatest protection is provided to research participants.",Le CER de Santé Canada et de l'ASPC examine toute recherche effectuée à Santé Canada et à l'ASPC comportant la participation d'êtres humains et assure ainsi que cette recherche respecte des normes d'éthique des plus rigoureuses et que la plus grande protection est assurée aux participants humains.,LRP,CLIENT,EXTERN,PERSON,BVH09,'Health Impacts of Chemicals','Incidence des produits chimiques sur la santé',"EML,TEL",N,N/A,N/A,N,NA,NA,NA,NA,NA,NA,Interaction with clients on demand by email or telephone,Intéraction avec clients sur demande par courriel ou téléphone,,,N,NA,NA,NA,13338,NA,NA,NA,NA,NA,NA,0,,,https://www.canada.ca/en/health-canada/services/science-research/science-advice-decision-making/research-ethics-board.html,https://www.canada.ca/fr/sante-canada/services/science-recherche/avis-scientifiques-processus-decisionnel/comite-ethique-recherche.html,hc-sc,Health Canada | Santé Canada
2023-2024,1089,Food Market Authorization and Standards,Autorisation et normes du marché alimentaire,Market authorization and set food standards.,Autorisation de mise sur le marché et établir des normes alimentaires.,APIR,CLIENT,EXTERN,ECONOM,BVH05,'Food & Nutrition','Aliments et nutrition',EML,N,,,N,NA,NA,Y,NA,NA,Y,"Beyond the implemented online form for application (2021-22), there is no need for additional client interaction points online. Doing so would create additional administrative burden on petitioners.","Au-delà du formulaire de candidature en ligne mis en place (2021-22), il n’est pas nécessaire de disposer de points d’interaction client supplémentaires en ligne. Cela créerait un fardeau administratif supplémentaire pour les pétitionnaires.",2024-2025,2024-2025,N,N,42,NA,7882,88,NA,NA,NA,NA,NA,88,,,https://www.canada.ca/en/health-canada/corporate/about-health-canada/branches-agencies/health-products-food-branch/food-directorate.html,https://www.canada.ca/fr/sante-canada/organisation/a-propos-sante-canada/directions-generales-agences/direction-generale-produits-sante-aliments/direction-aliments.html,hc-sc,Health Canada | Santé Canada
2023-2024,2269,Listeriosis Reference Service for Canada,Service de référence sur la listériose au Canada,"Assists physicians, Provincial Departments of Health, Canadian Food Inspection Agency, and other regulatory agencies when listeriosis is suspected; examines suspect foods, clinical specimens, and environmental samples submitted for analysis; rapidly alerts responsible agencies when commercial foods are involved. The Listeriosis Reference Service participates in PulseNet Canada for real-time molecular surveillance for listeriosis, and utilizes whole genome sequencing for outbreak investigations.","Aide les médecins, les ministères provinciaux de la Santé, l'Agence canadienne d'inspection des aliments, et d'autres organismes de réglementation en cas de suspicion de listériose; examine les aliments suspects, les échantillons cliniques et les échantillons environnementaux soumis pour analyse; alerte rapidement les agences responsables lorsque des aliments commerciaux sont impliqués. Le service de référence sur la listériose participe à PulseNet Canada pour la surveillance moléculaire en temps réel de la listériose et utilise le séquençage du génome entier pour les enquêtes sur les éclosions.",PPI,CLIENT,EXTERN,PTC,BVH05,'Food & Nutrition','Aliments et nutrition',EML,N,,,N,NA,NA,NA,NA,NA,NA,The Listeriosis Reference Service is not an online service.,Le service de référence sur la listériose n'est pas un service en ligne.,2024-2025,2024-2025,NA,NA,NA,NA,110,NA,4,NA,10,NA,NA,14,,,https://www.canada.ca/en/health-canada/services/science-research/activity-highlights/microbial-research-activities/listeriosis-reference-service-canada.html,https://www.canada.ca/fr/sante-canada/services/science-recherche/faits-saillants-activites/activites-recherches-microbiologiques/service-reference-listeriose-canada.html,hc-sc,Health Canada | Santé Canada
2023-2024,2298,Botulism Reference Service for Canada,Service de référence pour le botulisme au Canada,Assists physicians and Provincial Departments of Health when botulism is suspected; examine suspect foods and clinical specimens submitted for analysis; rapidly alert responsible agencies when commercial foods are involved; maintain reference cultures of Clostridium botulinum.,Assister les médecins et les départements provinciaux de la santé pour les cas soupçonnés de botulisme: examiner les aliments suspects et les échantillons cliniques soumis à l'analyse. Alerter rapidement les organismes responsables lorsque des aliments commerciaux sont en cause ; maintenir des cultures de référence de Clostridium botulinum.,PPI,CLIENT,EXTERN,PTC,BVH05,'Food & Nutrition','Aliments et nutrition',EML,N,,,N,NA,NA,NA,NA,NA,NA,"The Botulism Reference Service is not an online service. Initial contact is made by telephone, samples are received, final results are communicated by FAX or email.","Le service de référence sur le botulisme n'est pas un service en ligne. Le contact initial est établi par téléphone, les échantillons sont reçus, les résultats finaux sont communiqués par FAX ou e-mail",2024-2025,2024-2025,NA,NA,31,NA,1303,NA,NA,54,NA,NA,NA,54,,,https://www.canada.ca/en/health-canada/services/food-nutrition/legislation-guidelines/guidance-documents/botulism-guide-healthcare-professionals-2012.html,https://www.canada.ca/fr/sante-canada/services/science-recherche/faits-saillants-activites/activites-recherches-microbiologiques/service-reference-botulisme-canada.html,hc-sc,Health Canada | Santé Canada
2023-2024,3629,Drug Submission Evaluations of Human Pharmaceuticals,Évaluation des présentations de médicaments pharmaceutiques à usage humain,Permission for a health product to be marketed (sold) in Canada (regulatory submission evaluations).,Autorisation de commercialiser un produit de santé (vendu) au Canada (évaluations des soumissions réglementaires).,REG_VOL,CLIENT,EXTERN,ECONOM,BVH01,'Pharmaceutical Drugs','Produits pharmaceutiques',"EML,PERSON,POST,TEL",N,,,Y,NA,NA,Y,Y,NA,NA,A reassessment can be performed at next year's review/input.,Une réévaluation peut être effectuée l'année prochaine.,2024-2025,2020-2021,NA,N,0,0,15738,2178,0,0,0,0,0,2178,"1. Number of Applications is the number of decisions completed. 
2. Submissions include NDS, NDS-CV, SNDS, ANDS, SANDS, DINA but do not include Administrative submissions. 
3. 3. The number of website visits encompasses the following 3 services: Drug Submission Evaluations of Human Pharmaceuticals; Drug Submission Evaluations of Human Biologic Products; Drug Submission Evaluations of Veterinary Pharmaceuticals and Veterinary Health Products.","1. Le nombre de demandes est le nombre de décisions traitées. 
2. Les soumissions comprennent PDN, PDN-CV, SPDN, PADN, SPADN, DDIN mais ne comprennent pas les soumissions administratives.
3. Le nombre de visites par page web comprend les 3 services suivant: évaluation des présentations de médicaments pharmaceutiques à usage humain; évaluation des présentations de médicaments biologiques à usage humain; évaluation des présentations de médicaments vétérinaires pharmaceutiques et des produits de santé animale.",https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products/applications-submissions.html,https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/medicaments/demandes-presentations.html,hc-sc,Health Canada | Santé Canada
2023-2024,3630,Drug Submission Evaluations of Biologic Products,Évaluation des présentations de médicaments biologiques,Permission for a health product to be marketed (sold) in Canada (regulatory submission evaluations).,Autorisation de commercialiser un produit de santé (vendu) au Canada (évaluations des soumissions réglementaires).,REG_VOL,CLIENT,EXTERN,ECONOM,BVH02,'Biologic and Radiopharmaceutical Drugs','Médicaments biologiques et radiopharmaceutiques',"EML,PERSON,POST,TEL",N,,,Y,NA,NA,Y,Y,NA,NA,A reassessment can be performed at next year's review/input.,Une réévaluation peut être effectuée l'année prochaine.,2024-2025,2020-2021,NA,N,0,0,15738,336,0,0,0,0,0,336,"1. Number of Applications is the number of decisions completed. 
2. Submissions include NDS, NDS-CV, SNDS, SNDS-C, DINB but do not include administrative submissions.
3. The number of website visits encompasses the following 3 services: Drug Submission Evaluations of Human Pharmaceuticals; Drug Submission Evaluations of Human Biologic Products; Drug Submission Evaluations of Veterinary Pharmaceuticals and Veterinary Health Products.","1. Le nombre de demandes est le nombre de décisions traitées. 
2. Les soumissions comprennent PDN, PDN-CV, SPDN, SPDN-C, DDIN-PB mais ne comprennent pas les soumissions administratives.
3. Le nombre de visites par page web comprend les 3 services suivant: évaluation des présentations de médicaments pharmaceutiques à usage humain; évaluation des présentations de médicaments biologiques à usage humain; évaluation des présentations de médicaments vétérinaires pharmaceutiques et des produits de santé animale.",https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products/applications-submissions.html,https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/medicaments/demandes-presentations.html,hc-sc,Health Canada | Santé Canada
2023-2024,3631,Drug Submission Evaluations of Veterinary Pharmaceuticals and Veterinary Health Products,Évaluation des présentations de médicaments vétérinaires pharmaceutiques et des produits de santé animale,Permission for a health product to be marketed (sold) in Canada (regulatory submission evaluations).,Autorisation de commercialiser un produit de santé (vendu) au Canada (évaluations des soumissions réglementaires).,REG_VOL,CLIENT,EXTERN,ECONOM,BVH01,'Pharmaceutical Drugs','Produits pharmaceutiques',"EML,PERSON,POST,TEL",N,,,Y,NA,NA,Y,Y,NA,NA,A reassessment can be performed at next year's review/input.,Une réévaluation peut être effectuée l'année prochaine.,2024-2025,2020-2021,NA,N,1000,0,15738,856,0,0,469,25,0,1350,"1. Number of Applications is the number of decisions completed. 
2. The number of website visits encompasses the following 3 services: Drug Submission Evaluations of Human Pharmaceuticals; Drug Submission Evaluations of Human Biologic Products; Drug Submission Evaluations of Veterinary Pharmaceuticals and Veterinary Health Products.","1. Le nombre de demandes est le nombre de décisions traitées. 
2. Le nombre de visites par page web comprend les 3 services suivant: évaluation des présentations de médicaments pharmaceutiques à usage humain; évaluation des présentations de médicaments biologiques à usage humain; évaluation des présentations de médicaments vétérinaires pharmaceutiques et des produits de santé animale.",https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products/applications-submissions.html,https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/medicaments/demandes-presentations.html,hc-sc,Health Canada | Santé Canada
2023-2024,3632,Medical Device Submission Evaluations,Évaluation des demandes d'instruments médicaux,Permission for a health product to be marketed (sold) in Canada (regulatory submission evaluations).,Autorisation de commercialiser un produit de santé (vendu) au Canada (évaluations des soumissions réglementaires).,REG_VOL,CLIENT,EXTERN,ECONOM,BVH03,'Medical Devices','Matériels médicaux',"EML,PERSON,POST,TEL",N,,,Y,NA,NA,N,N,NA,NA,A reassessment can be performed at next year's review/input.,Une réévaluation peut être effectuée l'année prochaine.,2024-2025,2020-2021,NA,N,0,0,24811,0,0,0,0,0,4188,4188,"1. Number of Applications is the number of decisions completed. 
2. The previous field contains the total number of applications received for the fiscal year.  The method of submission is not tracked so we are unable to differentiate between email, fax, and mail.","1. Le nombre de demandes est le nombre de décisions traitées. 
2. Le champ précédent contient le nombre total de demandes reçues pour l'année fiscale.  La méthode de soumission n'étant pas suivie, nous ne sommes pas en mesure de faire la différence entre le courriel, le fax et le courrier.",https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/application-information/forms.html,https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/instruments-medicaux/information-demandes/formulaires.html,hc-sc,Health Canada | Santé Canada
2023-2024,3633,Special Access Programs: Human Drugs,Programmes d'accès spéciale: médicaments à usage humain,Permission to use non-marketed (approved) health products.,Autorisation d'utiliser des produits non commercialisés (approuvés).,REG_VOL,SOCIETY,EXTERN,ECONOM,"BVH01,BVH02","'Pharmaceutical Drugs', 'Biologic and Radiopharmaceutical Drugs'","'Produits pharmaceutiques', 'Médicaments biologiques et radiopharmaceutiques'",EML,N,,,N,N,NA,NA,N,NA,N,The Special Access Program (SAP) is currently working to develop a web-based electronic system that will allow health care professionals to submit and manage special access requests for selected non-marketed health products. The system will replace the current fax-based system.  Internal testing and deployment is ongoing.,Le Programme d'accès spécial (PAS) travaille actuellement à l'élaboration d'un système électronique basé sur le Web qui permettra aux professionnels de la santé de soumettre et de gérer des demandes d'accès spécial pour certains produits de santé non commercialisés. Ce système remplacera l'actuel système par télécopieur.  Les tests internes et le déploiement sont en cours.,2024-2025,2020-2021,NA,NA,0,0,37226,0,0,0,0,0,11764,11764,Number of Applications is the number of decisions completed.,Le nombre de demandes est le nombre de décisions traitées.,https://www.canada.ca/en/health-canada/services/drugs-health-products/special-access/drugs.html,https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/acces-special/medicaments.html,hc-sc,Health Canada | Santé Canada
2023-2024,3634,Special Access Programs: Medical Devices,Programmes d'accès spéciale: instruments médicaux,Permission to use non-marketed (approved) health products.,Autorisation d'utiliser des produits non commercialisés (approuvés).,REG_VOL,SOCIETY,EXTERN,ECONOM,BVH03,'Medical Devices','Matériels médicaux',EML,N,,,N,N,NA,NA,N,NA,N,The Special Access Program (SAP) is currently working to develop a web-based electronic system that will allow health care professionals to submit and manage special access requests for selected non-marketed health products. The system will replace the current fax-based system.  Internal testing and deployment is ongoing.,Le Programme d'accès spécial (PAS) travaille actuellement à l'élaboration d'un système électronique basé sur le Web qui permettra aux professionnels de la santé de soumettre et de gérer des demandes d'accès spécial pour certains produits de santé non commercialisés. Ce système remplacera l'actuel système par télécopieur.  Les tests internes et le déploiement sont en cours.,2024-2025,2020-2021,NA,NA,0,0,4957,0,0,0,0,0,5207,5207,"1. Number of Applications is the number of decisions completed. 
2. The previous field contains the total number of applications received for the fiscal year.  The method of submission is not tracked so we are unable to differentiate between email, fax, and mail.","1. Le nombre de demandes est le nombre de décisions traitées. 
2. Le champ précédent contient le nombre total de demandes reçues pour l'année fiscale.  La méthode de soumission n'étant pas suivie, nous ne sommes pas en mesure de faire la différence entre le courriel, le fax et le courrier.",https://www.canada.ca/en/health-canada/services/drugs-health-products/special-access/medical-devices.html,https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/acces-special/instruments-medicaux.html,hc-sc,Health Canada | Santé Canada
