"dept_code","crso_id","activity_code","name_en","old_name_en","desc_en","is_crown","is_active","is_internal_service","is_fake_program"
"EA","EA-BVB00","BVB19","International Security Policy and Diplomacy",,"Through this program, Global Affairs Canada promotes Canadian interests and values on issues of international peace and security, including democracy, human rights, and inclusion through policy development, diplomacy, and advocacy. Activities within this program strive to position Canada to undertake an enhanced leadership role and make a meaningful contribution to international efforts to confront strategic security challenges through coordinated policy development integrating whole-of-government and key stakeholder perspectives; effective diplomatic engagement in multilateral fora and with key bilateral partners; targeted advocacy; and, whole-of-government coordination of Canadian responses to issues of peace and security, including major crises. This program also serves senior leadership within the Government of Canada through the provision of evidence-based intelligence and analysis to support decision-making on issues of peace and security, and provides policy guidance to ensure coherence between Canadian policy objectives and programming engagement.",0,1,0,0
"EA","EA-BVB00","BVB20","International Assistance Policy",,"The International Assistance Policy Program reflects the areas where GAC’s Global Issues and Development (MFM) Branch is responsible for the development of policy and program guidance for Global Affairs Canada international development programming under CR3 of the Departmental Results Framework.   
Canada’s Feminist International Assistance Policy seeks to reduce extreme poverty and build a more peaceful, inclusive and prosperous world. The Policy recognizes that promoting gender equality and empowering women and girls is the most effective approach to achieving this goal, including improving evidence based decision making investing in better data collection and evaluation for gender equality. The Policy contains the following five Action Areas for which MFM is the focal point in developing policy and programming approaches: 
• Gender equality and the empowerment of women and girls; which is the core Action Area. Gender equality can be advanced throughout our work by integrating this analysis across the other areas of action. 
• Human dignity, which includes health and nutrition, education and humanitarian action; 
• Growth that works for everyone, which targets areas such as sustainable agriculture, green technologies and renewable energy; 
• Environment and climate action focusing on adaptation and mitigation, as well as on water management; 
• Inclusive governance, including democracy, human rights and the rule of law.",0,1,0,0
"EA","EA-BVC00","BVC01","Trade Policy, Agreements, Negotiations and Disputes",,"The Trade Policy, Agreements, Negotiations and Disputes program works to build and safeguard and open and inclusive rules-based trading system, and maintain open markets for Canada. This is achieved by negotiating and implementing international trade, investment and air transportation agreements, as well as lowering and otherwise resolving market access barriers, and addressing trade disputes through participation in international trade dispute-resolution mechanisms. Policy development, including on progressive approaches to trade policy, also supports opening markets for Canada, and contributes to a more inclusive rules-based global trading system. Maintaining open markets, lowering barriers to trade, and advancing a rules-based trading framework are integral to helping Canadian businesses operate internationally and access international markets in a stable and predictable environment.",0,1,0,0
"EA","EA-BVC00","BVC02","Trade Controls",,"The Trade Controls program works to meet Canada’s obligations to control trade in specific goods and technologies. This is achieved by managing Canada’s international trade and security obligations pursuant to the Export and Imports Permits Act to control trade in specific goods and technologies. This program supports Canada’s overall trade relationships at the bilateral, regional and multilateral levels and includes issue management related to international trade policy. It also supports Canada's international arms control and counter-proliferation agenda, and support international and regional security efforts. Open markets and a stable, rules-based trading framework contribute to Canadian prosperity by assisting Canadian businesses to operate internationally and access international markets securely. (Source: adapted from PAA Live, sub-program 1.2.4 Trade Agreement, Negotiations, Dispute Settlement and Controls)",0,1,0,0
"EA","EA-BVC00","BVC03","International Business Development",,"The International Business Development program delivers commercial services and advice to Canadian businesses and supports their pursuit of international business opportunities, as well as attract international students to Canada. This is primarily achieved through Canada’s Trade Commissioner Service, which helps Canadian businesses navigate export markets and connect to global value chains, and organizes sector-specific, targeted trade missions to priority markets. The program also develops the agenda for the department’s international commerce files, fosters coherence with partners, and enables our network to promote Canadian prosperity and competitiveness and client success. It has a strong measurement and results framework in place.",0,1,0,0
"EA","EA-BVC00","BVC04","International Innovation and Investment",,"Foreign direct investment is attracted to Canada through a targeted investment promotion and services plan including creation of an Invest in Canada Hub. Investor knowledge and interest in Canada is increased through outreach and events to promote Canada as a premier choice for investment. Provision of quality services to potential investors is strengthened and opportunities advanced through the Global Affairs Canada network abroad and enhancing collaboration with the broader investment partnership in Canada Canadian industry’s innovation efforts are maximized through the execution of International Science, Technology and Innovation (STI) initiatives aligned with Government of Canada STI priorities, including with the Inclusive Innovation Agenda. Canadian businesses gain increased access to international technology networks, partners and resources in knowledge-intensive, export-driven sectors, through the continued delivery of International Science, Technology & Innovation initiatives.",0,1,0,0
"EA","EA-BVC00","BVC05","Europe, Arctic, Middle East and Maghreb Trade",,"This program contributes to the promotion of Canada’s trade and investment opportunities in the region. It delivers commercial services and advice to Canadian businesses and supports their pursuit of international business opportunities. To this end, the network of Trade Commissioner Service organizes sector-specific events, targets trade missions to priority markets, helps Canadian businesses access global value chains, and supports the facilitation, expansion or retention of foreign direct investment, international innovation, and science and technology partnerships. The program also works to mitigate market access barriers for Canadian industry by negotiating trade, investment and air transportation agreements, addressing trade policy issues through diplomacy and international dispute settlement mechanisms.",0,1,0,0
"EA","EA-BVC00","BVC06","Americas Trade",,"This program contributes to the promotion of Canada’s trade and investment opportunities in the region. It delivers commercial services and advice to Canadian businesses and supports their pursuit of international business opportunities. To this end, the network of Trade Commissioner Service organizes sector-specific events, targets trade missions to priority markets, helps Canadian businesses access global value chains, and supports the facilitation, expansion or retention of foreign direct investment, international innovation, and science and technology partnerships. The program also works to mitigate market access barriers for Canadian industry by negotiating trade, investment and air transportation agreements, addressing trade policy issues through diplomacy and international dispute settlement mechanisms.",0,1,0,0
"EA","EA-BVC00","BVC07","Asia Pacific Trade",,"This program contributes to the promotion of Canada’s trade and investment opportunities in the region. It delivers commercial services and advice to Canadian businesses and supports their pursuit of international business opportunities. To this end, the network of Trade Commissioner Service organizes sector-specific events, targets trade missions to priority markets, helps Canadian businesses access global value chains, and supports the facilitation, expansion or retention of foreign direct investment, international innovation, and science and technology partnerships. The program also works to reduce market access barriers for Canadian industry by negotiating trade, investment and air transportation agreements, addressing trade policy issues through diplomacy and international dispute settlement mechanisms.",0,1,0,0
"EA","EA-BVC00","BVC08","Sub-Saharan Africa Trade",,"This program contributes to the promotion of Canada’s trade and investment opportunities in the region. It delivers commercial services and advice to Canadian businesses and supports their pursuit of international business opportunities. To this end, the network of Trade Commissioner Service organizes sector-specific events, targets trade missions to priority markets, helps Canadian businesses access global value chains, and supports the facilitation, expansion or retention of foreign direct investment, international innovation, and science and technology partnerships. The program also works to mitigate market access barriers for Canadian industry by negotiating trade, investment and air transportation agreements, addressing trade policy issues through diplomacy and international dispute settlement mechanisms.",0,1,0,0
"EA","EA-BVD00","BVD01","International Assistance Operations",,"The International Assistance Operations Bureau (DPD) is responsible for providing deputy ministers with advice and support that ensures consistent operationalization of international assistance programs across the Department. It translates approved strategic policy priorities into program implementation guidance. It coordinates implementation across programme bureaux according to available resources as determined by the Chief Financial Officer.",0,1,0,0
"EA","EA-BVD00","BVD02","Humanitarian Assistance",,"This Program provides strategic policy advice on all aspects of Canada's international engagement related to humanitarian action. It delivers timely and effective support for Canada's efforts to ensure predictable multi-year funding for humanitarian action and address forced and protracted displacement. It uses evidence and globally recognized best practice to establish the performance measurement framework guiding all of the department's international programs related to humanitarian action.",0,1,0,0
"EA","EA-BVD00","BVD03","Partnerships and Development Innovation",,"The Partnerships and Development Innovation Program contributes to enhance human dignity through poverty reduction, including peace and security and in accordance with the Sustainable Development Goals (SDGs), particularly for the poorest and most vulnerable including women and girls, in countries eligible for Canadian official development assistance. Specifically, the Program: 1) partners with Canadian civil society organizations, private sector, colleges, universities, research entities, provincial and regional councils and foundations to leverage their expertise, knowledge, networks and resources and those of their local partners in order to advance Canada’s integrated policy and programming objectives and maximize international assistance results; 2) provides opportunities for Canadians to engage in international assistance, such as volunteer programming for Canadians and international internship opportunities for Canadian youth, including Aboriginal youth; and 3) spearheads development innovation in the department by pursuing smart investments, by engaging international stakeholders, and by facilitating knowledge exchange across Global Affairs Canada, with civil society and other partners, to advance solutions that can significantly improve the lives of the poorest and most vulnerable.",0,1,0,0
"EA","EA-BVD00","BVD04","Multilateral International Assistance",,"The Program contributes to the achievement of GAC’s thematic expected outcomes as described in the Thematic PIPs (#s 11-17), and to the departmental results under corporate responsibility 3 through the management of multilateral and global programming in the form of: • Support of the regular budget and planned activities of a multilateral or global organization through Long-term Institutional Support, OR • International development assistance delivered using a multilateral or global organization as the implementer The program manages grants and contributions to trusted multilateral and global partners whose’ mandates and work support the achievement of the department’s thematic results for: Empowerment of Women & Girls; Environment, Climate Action & Water; Human Rights, Governance &Democracy; Human Development; Health, Education & Nutrition; and Inclusive & Green Economic Growth. The program undertakes due diligence in order to ensure adequate organizational capacity of multilateral and global partners and continues to engage throughout implementation, often through donor representation on executive bodies, including a role in decision making, management and oversight. Projects and programs are monitoring during implementation by implementers and by program staff, and an analysis of progress on or toward the achievement of results is completed annually for each project.",0,1,0,0
"EA","EA-BVD00","BVD05","Peace and Stabilization Operations",,"The Peace and Stabilization Operations Program (PSOPs) is an integral component of the Government of Canada’s toolbox to prevent and respond to conflicts and crises abroad. It supports rapid, effective, whole-of-government coordinated responses to a wide range of challenges and serves as a valuable instrument for supporting stability in conflict-affected regions. PSOPs provides visible and concrete assistance in response to conflicts and crises abroad through targeted programming, the deployment of Canadian police officers (in partnership with Public Safety Canada and the RCMP) and civilian personnel, and direct support to the UN and multilateral peace operations, conflict prevention, mediation, and peacebuilding efforts.",0,1,0,0
"EA","EA-BVD00","BVD06","Anti-Crime and Counter-Terrorism Capacity Building",,"The Anti-Crime and Counter-Terrorism Capacity Building Programs (The Programs) build local capacity with a particular focus on recipient states in the Middle East, Africa, the Americas and South-East Asia to prevent and respond to global security threats which consequently should reduce the negative impact on Canadians and Canadian interests. Capacity-building takes many forms, including, but not limited to, the provision of training, equipment, and technical and legal assistance to better enable recipient states to prevent and respond to security threats such as transnational organized crime, terrorist activity and violent extremism. The Programs provide Vote 10 grants and contributions to implementing partners, such as International Organizations and non-governmental organizations, with expertise to enhance global security, and to develop resilience to transnational organized crime and terrorism. The Programs are also unique in their ability to offer Vote 1 funding to other Federal Government Departments to deliver security expertise abroad in support of these priorities. These Capacity Building Programs are designed to be a flexible and responsive mechanism to the ever evolving threats represented by both transnational organized crime and terrorism. The Programs also contribute to strengthened multi-lateral, bilateral and regional relationships supporting diplomatic efforts and advocacy on key Canadian foreign policies championing values of inclusiveness and governance.",0,1,0,0
"EA","EA-BVD00","BVD07","Weapons Threat Reduction",,"The Weapons Threat Reduction Program (WTRP) supports international efforts to reduce threats posed by weapons proliferation and terrorism by delivering tangible programming with and through partner countries, international organizations, and civil society. The TRP also implements cooperative weapon threat reduction projects in the following priority areas: nuclear and radiological security, biological security,chemical weapons, support for the implementation of UN Security Council Resolution 1540, and support for the universalization of international conventional weapons regimes. WTRP plays a leading role within the G7-led Global Partnership Against the Spread of Weapons and Materials of Mass Destruction, which was launched under Canadian auspices at the G8 Kananaskis Summit (2002) with a mandate to prevent terrorists and those that harbor them from acquiring weapons and materials of mass destruction.",0,1,0,0
"EA","EA-BVD00","BVD08","Canada Fund for Local Initiatives",,"The Canada Fund for Local Initiatives (CFLI) is a contribution program that contributes to Canada’s thematic priorities for international assistance. The program is delivered through Canada’s missions abroad in countries that are eligible for official development assistance. Through contribution agreements, the CFLI provides financial assistance to cover all or part of the costs of relatively modest projects conceived, designed and implemented mainly by local authorities, institutions or organizations. The program aims to assist in the advocacy of Canada’s values and interests, and to strengthen Canada’s bilateral relations with foreign countries and their civil societies. The CFLI also seeks to provide humanitarian assistance in the immediate aftermath of natural disasters and emergencies.",0,1,0,0
"EA","EA-BVD00","BVD09","Europe, Arctic, Middle East and Maghreb International Assistance",,"This Program delivers Canada's financial contributions in support of the seven International Assistance Themes in the region. It provides related strategic policy and operational guidance and advice to senior officials on these operations, delivers timely and effective support to senior officials participating in regional and national policy initiatives related to these themes, and ensures coherence with Canada's trade and diplomatic objectives in Region. It ensures that Canada's contributions are aligned with aid and development effectiveness principles, and with the poverty reduction priorities of Canada's bilateral development partners in the region.",0,1,0,0
"EA","EA-BVD00","BVD10","Americas International Assistance",,"This Program delivers Canada's financial contributions in support of the seven International Assistance Themes in the region, with the overarching objectives of reaching the poorest and most vulnerable and supporting fragile states. It provides related strategic policy and operational guidance and advice to senior officials on these operations, delivers timely and effective support to senior officials participating in regional and national policy initiatives related to these themes, and ensures coherence with Canada's trade and diplomatic objectives in Region. It ensures that Canada's contributions are aligned with aid and development effectiveness principles, including the Principles for Good International Engagement in Fragile States, and with the poverty reduction and inclusive governance priorities of Canada's bilateral development partners in the region.",0,1,0,0
"EA","EA-BVD00","BVD11","Asia Pacific International Assistance",,"This Program delivers Canada's programming, policy dialogue and stakeholder engagement activities in support of the seven International Assistance Themes in the region. It provides related strategic policy, planning and operational guidance and advice to senior officials on these operations, delivers timely and effective support to senior officials participating in regional and national policy initiatives related to these themes, and ensures coherence with Canada's trade and diplomatic objectives in the region. It ensures that Canada's contributions are aligned with aid and development effectiveness principles, and with the poverty reduction priorities of Canada's bilateral development partners in the region.",0,1,0,0
"EA","EA-BVD00","BVD12","Sub-Saharan Africa International Assistance",,"This Program delivers Canada's financial contributions in support of the seven International Assistance Themes in the region, with the overarching objectives of reaching the poorest and most vulnerable and supporting fragile states. It provides related strategic policy and operational guidance and advice to senior officials on these operations, delivers timely and effective support to senior officials participating in regional and national policy initiatives related to these themes, and ensures coherence with Canada's trade and diplomatic objectives in Region. It ensures that Canada's contributions are aligned with aid and development effectiveness principles, including the Principles for Good International Engagement in Fragile States, and with the poverty reduction and inclusive governance priorities of Canada's bilateral development partners in the region.",0,1,0,0
"EA","EA-BVD00","BVD13","Grants and Contributions Policy and Operations",,"This Program supports the establishment and implementation of an effective, department-wide Grants and Contributions (Gs&Cs) management framework ensuring appropriate advice and services aligned to Government of Canada, Treasury Board and departmental laws, policies and directives.",0,1,0,0
"EA","EA-BVD00","BVD14","Office of Human Rights, Freedom and Inclusion (OHRFI) Programming",,"Office of Human Rights, Freedom and Inclusion (OHRFI) Programming addresses Canada’s commitment to promote and protect democracy, recognizing that the global human rights architecture that has flourished since WWII, as well as democracy as the ideal political system to uphold these rights and freedoms, are increasingly at risk.  
 
This includes, through the Promoting and Protecting Democracy Fund, advancing democratic values, processes, and institutions and protecting them from various threats, such as those posed in cyber-space. This Fund aims to support initiatives that will reinforce democratic practices such as civic engagement, building societal resilience, and creating inclusive and gender-sensitive public institutions, while combatting disinformation. It also supports electoral processes, including electoral observation, and serves as a focal point for election observation and democratic support at Global Affairs Canada.",0,1,0,0
"EA","EA-BVE00","BVE01","Consular Assistance and Services for Canadians","Consular Assistance and Administrative Services for Canadians","Through Canada’s network of missions abroad, this program provides assistance to Canadians abroad in need of urgent help. It serves as the front-line for consular assistance to Canadian citizens and takes the lead in providing case management and operational direction to missions. It works in cooperation with other parts of the Department and relevant federal, provincial and municipal agencies to address high-profile and complex cases. The program provides expertise and case management support relating to a range of cases, including arrests, medical, death, criminal kidnappings, child abduction and custody issues. Additionally, through Canada's network of missions abroad, this program provides assistance to Canadians abroad who may require consular assistance for routine matters, such as passport, citizenship and notarial services, or assistance with voting abroad in Canadian elections. It also supports the development of training, standard policies and procedures, as well as the Travel Information Program.",0,1,0,0
"EA","EA-BVE00","BVE02","Emergency Preparedness and Response",,"The Emergency Preparedness and Response Program ensures that Canadians abroad receive timely and appropriate emergency consular services, and maintains a whole-of-government capacity to respond to emergencies affecting Canadians and Canadian missions abroad in a timely and coordinated manner. Through the Emergency Watch and Response Centre, the Regional Emergency Management Offices and Canadian missions abroad, it supports continuous monitoring of international events and the coherence and coordination of Canada’s response to emergencies affecting Canadians abroad. It also supports resilience, both at missions and HQ, the development of emergency plans, training, exercises, standard policies and procedures, and information management tools such as the consular case management tool, emergency planning software and a crisis information portal. It maintains the Registry of Canadians Abroad to facilitate timely communication with Canadians abroad during emergencies and provides immediate crisis response, including emergency assistance to affected Canadians.",0,1,0,0
"EA","EA-BVF00","BVF01","Platform Corporate Services",,"The Platform Corporate Services Program is responsible for global logistics, including diplomatic mail and distribution services; material management, including fleet and mission inventory management; mission procurement, including real  property and Duty of Care; strategic planning and reporting; financial analysis and monitoring for the branch; and branch governance, communications and coordination services.",0,1,0,0
"EA","EA-BVF00","BVF02","Foreign Service Directives",,"The Foreign Service Directives Program is responsible for the management and administration of the Foreign Services Directives, a system of allowances and terms and conditions of employment that, in combination with salary, enable departments and agencies to recruit, retain and deploy qualified employees in support of Government of Canada programs abroad.",0,1,0,0
"EA","EA-BVF00","BVF03","Client Relations and Mission Operations",,"The Client Relations and Mission Operations Program is responsible for overall management and delivery of common services abroad, as well as managing the relationship between the department and all partners, co-locators, and foreign governments present in Government of Canada diplomatic and consular missions abroad.",0,1,0,0
"EA","EA-BVF00","BVF04","Locally Engaged Staff Services",,"The Locally Engaged Staff (LES) Services Program is responsible for setting and managing the human resources legislative, regulatory, and policy framework for LES employed at missions abroad, as well as management and administration of the LES Classification; Compensation; and Pension, Insurance, and Social Security Program.",0,1,0,0
"EA","EA-BVF00","BVF05","Real Property Planning and Stewardship",,"The Real Property Planning and Stewardship Program is responsible for real property investment planning; strategic portfolio management and corporate real estate services; administration of rent and lease agreements; budget planning; and corporate reporting.",0,1,0,0
"EA","EA-BVF00","BVF06","Real Property Project Delivery, Professional and Technical Services",,"The Real Property Project Delivery, Professional and Technical Services Program is responsible for real property project management and delivery; physical security abroad; facilities management and maintenance services; architectural and engineering services; and interior design advisory services.",0,1,0,0
"EA","EA-BVF00","BVF07","Mission Readiness and Security",,"As part of the Global Security Framework, the program establishes annual priorities for mission threat assessments, measures to keep mission personnel, information and assets secure, the provision of security and emergency management awareness training and exercises, mission physical security analysis, and the deployment of military security specialists and Readiness and Security Program Managers. This Program also supports on-site mission security inspections, vulnerability assessments, safety audits, and personnel security services.",0,1,0,0
"EA","EA-BVF00","BVF08","Mission Network IM/IT",,"The Mission Network Information Management/Information Technology (IM/IT) Program facilitates the dissemination of service standards and delivers IM/IT services across Canada’s network of missions abroad.",0,1,0,0
"EA","EA-ISS00","ISS01","Management and Oversight Services - Department of Foreign Affairs, Trade and Development",,"Management and oversight services involve activities undertaken to ensure that federal government service operations and programs comply with applicable laws, regulations, policies and plans. Activities include providing strategic direction, governance and corporate planning; allocating resources and taking investment decisions; and analyzing exposure to risk and determining appropriate countermeasures.",0,1,1,0
"EA","EA-ISS00","ISS02","Communications Services - Department of Foreign Affairs, Trade and Development",,"Communications services involve activities undertaken to ensure that Government of Canada communications are effectively managed, well-coordinated and responsive to the diverse information needs of the public. These activities ensure that the public receives government information, and that the views and concerns of the public are taken into account in the planning, management and evaluation of policies, programs, services and initiatives. 
This Internal Services category refers to communications that are corporate in nature, affecting the entire department whether through internal communications to all employees or external communications on behalf of the department.",0,1,1,0
"EA","EA-ISS00","ISS03","Legal Services - Department of Foreign Affairs, Trade and Development",,"Legal services involve activities undertaken to enable government departments and agencies to pursue policy, program and service delivery priorities and objectives within a legally sound framework. Activities include the provision of the following services: legal advisory, litigation and legislative services.",0,1,1,0
"EA","EA-ISS00","ISS04","Human Resources Management Services - Department of Foreign Affairs, Trade and Development",,"Human resources management services include activities related to supporting human resources (HR) planning and reporting; reviewing, assessing and developing organizational design; reviewing and assessing job descriptions and classifications; supporting staffing processes; collecting and processing employee information related to compensation, leave and transfers; identifying and coordinating organization-wide training and learning requirements; promoting values, ethics and employment equity; managing employee recognition and awards programs; addressing workplace management and labour relations; and developing and maintaining HR information systems within the organization.",0,1,1,0
"EA","EA-ISS00","ISS05","Financial Management Services - Department of Foreign Affairs, Trade and Development",,"Financial management services involve activities undertaken in the department to ensure the prudent use and stewardship of financial resources in an effective, efficient and economic manner. Activities include planning, budgeting, accounting, costing, reporting, control and oversight, analysis, decision support and advice, and financial systems.",0,1,1,0
"EA","EA-ISS00","ISS06","Information Management Services - Department of Foreign Affairs, Trade and Development",,"Information management services involve activities undertaken to achieve efficient and effective information management to support program and service delivery; foster informed decision making; facilitate accountability, transparency, and collaboration; and preserve and ensure access to information and records for the benefit of present and future generations. Information management (IM) is the discipline that directs and supports effective and efficient management of information in an organization, from planning and systems development to disposal or long-term preservation.",0,1,1,0
"EA","EA-ISS00","ISS07","Information Technology Services - Department of Foreign Affairs, Trade and Development",,"Information technology services involve activities undertaken to achieve efficient and effective use of information technology (IT) to support government priorities and program delivery, to increase productivity and enhance services to the public. IT management activities includes planning, developing (or procuring), and operating IT computing, telecommunications, infrastructure and applications.",0,1,1,0
"EA","EA-ISS00","ISS08","Real Property Management Services - Department of Foreign Affairs, Trade and Development",,"Real property management services involve activities undertaken to ensure that real property (e.g., land, bridges, and buildings) is managed in a sustainable and financially responsible manner throughout its life cycle to support the cost-effective and efficient delivery of government programs. Most federal real property services are captured under specific program expenditures. As an Internal Services category, real property management services are limited to those expenditures associated with office accommodations that are not funded by Public Services and Procurement Canada (PSPC), as well as to expenditures for real property services. Also included in this category are the expenditures of any FTEs that provide real property policy advice to real property practitioners throughout the department.",0,1,1,0
"EA","EA-ISS00","ISS09","Materiel Management Services - Department of Foreign Affairs, Trade and Development",,"Materiel management services involve activities undertaken to ensure that materiel can be managed by departments in a sustainable and financially responsible manner that supports the cost-effective and efficient delivery of government programs. Treasury Board’s Policy on Management of Materiel defines materiel as “all movable assets, excluding money or records, acquired by Her Majesty in right of Canada.” Movable assets are tangible and include a broad range of goods such as equipment (e.g., office, information technology, telecommunications, scientific), furniture and furnishings, and larger goods (e.g., vehicles and ships). Most materiel expenditures are specific program expenditures. However, as an Internal Services category, materiel management services include the expenditures from policy and administrative support for those who manage and dispose of materiel throughout the department.",0,1,1,0
"EA","EA-ISS00","ISS0Z","Acquisition Management Services - Department of Foreign Affairs, Trade and Development",,"Acquisition management services involve activities undertaken to support the acquisition of goods, services or construction services identified as necessary for a department to fulfill its ongoing mandate and purpose. These activities include processing, monitoring and reporting, developing and implementing departmental policies and procedures, and activities that support the sound management of procurement contracts.",0,1,1,0
"EA","EA-SO117","AJG00","Diplomacy, Advocacy, and International Agreements",,"The Diplomacy, Advocacy, and International Agreements program enables engagement with foreign governments and international organizations to gain support for decisions and influence actions that advance Canada's interests and values. To achieve this, Global Affairs Canada engages decision makers at all levels in other countries and facilitates high-level engagement and advocacy by Canadian officials, including the Prime Minister, so that Canada's interests are reflected in bilateral, regional and multilateral agreements and initiatives, including international trade agreements. This program also supports public diplomacy activities to promote Canadian views on issues of concern to Canadians. Through assessed contributions and memberships, the program enables Canada to access international and multilateral organizations to further Canada's interests abroad. The program is also responsible for Canada's formal diplomatic representation abroad, and the accreditation of foreign representatives.",0,0,0,0
"EA","EA-SO117","AJP00","Integrated Foreign Affairs, Trade, and Development Policy",,"The Integrated Foreign Affairs, Trade and Development Policy program ensures that Government of Canada decision makers are provided with international information, analysis and policy advice in order to establish integrated and well-informed policies that advance Canada's interests and values internationally. This is achieved through policy coordination within Global Affairs Canada, with other government departments and stakeholders, and by utilizing advice provided from Global Affairs Canada's network of missions abroad to develop integrated and coherent whole-of-government policies on international issues.",0,0,0,0
"EA","EA-SO118","AJK00","Mission Network Governance, Strategic Direction and Common Services",,"The Mission Network Governance, Strategic Direction and Common Services program enables Global Affairs Canada and the Government of Canada to achieve its international priorities by providing sound governance, strategic direction, and efficient and cost-effective common services to Canadian missions abroad and mission partners. These common services include management of real property and mission security, the provision of information management and information technology support, and the governance of the network's locally engaged staff. Management of this mission network is provided through cooperation with Global Affairs Canada , federal departments and agencies, Crown corporations, provincial governments, other national governments, and non-governmental organizations to ensure common-service standards are clearly defined, and sustainably delivered, and that ongoing changes to the network are effectively managed.",0,0,0,0
"EA","EA-SO118","AJR00","Management of Government of Canada Terms and Conditions of Employment Abroad",,"The Management of Government of Canada Terms and Conditions of Employment Abroad program supports the operation of Canada's mission network by ensuring that Canada-based staff receive timely and accurate Foreign Service Directives (FSD) payments and services, and locally engaged staff (LES) receive timely and accurate Pension, Insurance and Social Security Program payments and support. This is achieved through the effective governance and administration of FSD policy, payments and services, as well as the policies and payments to service providers associated with LES pension, insurance, and social security programs.",0,0,0,0
"EA","EA-SO119","ISC00","Internal Services - Department of Foreign Affairs, Trade and Development",,"Internal Services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. These groups are: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Travel and Other Administrative Services. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.",0,0,1,0
"EA","EA-SO120","DAN00","International Security and Democratic Development",,"The International Security and Democratic Development program contributes to increased security by enhancing the capacity of foreign governments and international organizations to manage international peace and security challenges, prevent and respond to transnational crime and terrorism, and reduce the threat of weapons of mass destruction. It also supports democracy by working with partners in developing countries and regions, fragile states, states in transition to democracy and states governed by repressive regimes to promote the participation of people in political processes, enhance respect for human rights and the rule of law, and promote the emergence of effective and accountable institutions. The program partners with Crown Corporations and other institutions of the Government of Canada, foreign governments, institutions and agencies, multilateral organizations, and civil society organizations to build the stable, democratic foundations necessary for peace, sustainable development and poverty alleviation.",0,0,0,0
"EA","EA-SO120","DAP00","International Development",,"The International Development program contributes to poverty alleviation by engaging in long-term development support in developing countries that have demonstrated a capacity to effectively plan and advance poverty reduction initiatives. To ensure the greatest impact, the program prioritizes its programming in themes identified by partner countries and where Canada maintains a particular expertise, including sustainable economic growth, children and youth, and food security. A key Canadian initiative included in this program is Canada's commitment to Maternal, Newborn, and Child Health. The program's investments in complementary programming areas, such as multi-sector assistance, provide the linkages that ensure that Canada's international development programming remains coherent and supportive of Canada's interests and values. The program is implemented mainly through contributions that target governments in developing countries, multilateral organizations, and non-governmental organizations.",0,0,0,0
"EA","EA-SO120","DAQ00","International Humanitarian Assistance",,"The International Humanitarian Assistance program reduces the vulnerability of people in crisis situations due to armed conflicts, acute food insecurity and natural disasters. It ensures that they receive timely and appropriate emergency food, water and sanitation, nutritional interventions, emergency medical care, shelter coordination and protection, and facilitates this by also supporting coordination and other shared humanitarian services. It addresses acute humanitarian needs through responses to international appeals for assistance. This program features short-term programming to ensure delivery of essential humanitarian services. It also provides long-term institutional support for day-to-day activities and operations of key humanitarian assistance partners. Canada engages on partner organizations' governing bodies and policy issues to ensure that they are effectively empowered to fulfill their humanitarian mandate and have the ability to deliver results in an increasingly challenging political and environmental context.",0,0,0,0
"EA","EA-SO121","AJL00","Consular Services and Emergency Management",,"The Consular Services and Emergency Management program provides travel advice and consular services to Canadians, as well as a coordinated Government of Canada response to emergencies affecting Canadians abroad. This work is done through consular agents and officers at missions abroad and through the use of the website travel.gc.ca and Global Affairs Canada's social network platform, which provides timely and accurate safe travel information and advisories to Canadians to allow them to make responsible decisions about travel to foreign countries. This program provides Canadians outside Canada with consular assistance for routine requests and also with 24 hours a day, seven days a week assistance in handling individual cases of distress. In cooperation with federal partners and missions, the program provides a coherent whole-of-government response to emergencies abroad affecting Canadians.",0,0,0,0
"EA","EA-SO121","AJQ00","International Commerce",,"The International Commerce program delivers commerce services and advice to Canadian businesses to help them succeed internationally. This is primarily achieved through Canada's Trade Commissioner Service (TCS), which provides trade promotion tools, expert advice and services that match identified priority markets with the capabilities and interests of Canadian businesses. The TCS organizes sector-specific, targeted trade missions to priority markets, helps Canadian businesses access global value chains, and supports the facilitation, expansion or retention of foreign direct investment as well as international innovation, science and technology partnerships. The TCS facilitates the conclusion of international commercial agreements and actively monitors its responsiveness to the needs of Canadian businesses.",0,0,0,0
