dept_code,type,name_en,name_fr,pa_last_year_5_auth,pa_last_year_5_exp,pa_last_year_4_auth,pa_last_year_4_exp,pa_last_year_3_auth,pa_last_year_3_exp,pa_last_year_2_auth,pa_last_year_2_exp,pa_last_year_1_auth,pa_last_year_1_exp
CIHR,g,Canada 150 Research Chairs,Chaires de recherche Canada 150,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0
CIHR,g,Canada Excellence Research Chairs,Chaires d'excellence en recherche du Canada,7347343.0,5947343.0,6650000.0,5250000.0,5600000.0,4200000.0,11594000.0,11593991.0,13137901.0,13137901.0
CIHR,g,Canada First Research Excellence Fund,Fonds d'excellence en recherche Apogée Canada,43803272.0,43803272.0,43803272.0,43803272.0,38748948.0,38748944.0,47227134.0,47227128.0,58407137.0,58407137.0
CIHR,g,Canada Graduate Scholarships,Bourses d'études supérieures du Canada,26850000.0,26818458.0,28635000.0,28582495.0,36247500.0,36226076.0,39047500.0,39031334.0,52619643.0,52574942.0
CIHR,g,Centres of Excellence for Commercialization and Research,Centres d'excellence en commercialisation et en recherche,6981000.0,6981000.0,7206000.0,7206000.0,4133000.0,4133000.0,0.0,0.0,,
CIHR,g,College and Community Innovation Program,Programme d'innovation dans les collèges et la communauté,1206353.0,1206353.0,1228579.0,1228579.0,1634927.0,1634927.0,1195126.0,1195126.0,1656368.0,1656368.0
CIHR,g,Grants for research projects and personnel support,Subventions pour les projets de recherche et le soutien du personnel,1214070497.0,1102655980.0,1183094090.0,1182821346.0,1159238889.0,1139511929.0,1156651747.0,1131599603.97,1183306323.0,1182762487.54
CIHR,g,Institute support grants,Subventions d'appui aux instituts,14518100.0,14518100.0,15216400.0,15216400.0,15872158.0,15872158.0,16267241.0,16267241.0,16694028.0,16674514.0
CIHR,g,Networks of Centres of Excellence,Réseaux de centres d'excellence,19207940.0,19207540.0,17702449.0,17702049.0,5575440.0,5575040.0,0.0,0.0,,
CIHR,g,Vanier Canada Graduate Scholarships,Bourses d'études supérieures du Canada Vanier,8350000.0,8349998.0,8350000.0,8291667.0,8350000.0,8320833.0,8350000.0,8320834.0,8350000.0,8309545.0
CIHR,g,(S) Payments for a pandemic response and health emergencies research plan pursuant to the Public Health Events of National Concern Payments Act,(S) Paiements visant à répondre à la pandémie et à financer un plan de recherche sur les interventions sanitaires d'urgence en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,112129212.0,112129212.0,,,,,,,,
CIHR,g,(S) Payments for medical countermeasures pursuant to the Public Health Events of National Concern Payments Act,(S) Paiements pour les contre-mesures médicales en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,7000000.0,7000000.0,,,,,,,,
CIHR,g,(S) Payments to support students and youth impacted by COVID-19 pursuant to the Public Health Events of National Concern Payments Act,(S) Paiements visant à soutenir les étudiants et les jeunes touchés par la COVID-19 en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,83299783.0,83299783.0,,,,,,,,
CIHR,g,"(S) Payments for the Safe Restart Agreement for federal investments in testing, contact tracing and data management pursuant to the Public Health Events of National Concern Payments Act","(S) Paiements pour l'Accord sur la relance sécuritaire aux fins d'investissements fédéraux dans le dépistage, la recherche des contacts et la gestion des données en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national",1199987.0,1199987.0,,,,,,,,
CNEDA,c,Contributions for advancing adult basic education in Canada's territories,Contributions pour faire progresser l'éducation de base des adultes dans les territoires,4537297.0,4537297.0,4537297.0,4537297.0,4289260.0,4289260.0,0.0,0.0,0.0,0.0
CNEDA,c,Contributions for promoting regional development in Canada's three territories,Contributions pour la promotion du développement régional dans les trois territoires du Canada,51191950.0,35701789.0,40455407.0,40204220.0,61574176.0,60927653.0,36474639.5,36474639.5,31862395.31,31862395.31
CNEDA,c,Contributions under the Regional Economic Growth through Innovation program,Contributions en vertu du programme Croissance économique régionale par l'innovation,1681101.0,2368869.0,4368161.0,4555243.0,1019641.0,1518884.0,9363290.0,9363290.0,5352704.0,5352704.0
CNEDA,c,Northern Indigenous Economic Opportunities Program,Programme de possibilités économiques pour les autochtones du Nord,10800000.0,10434007.0,10800000.0,10728988.0,13200000.0,13199993.0,11013334.0,11013334.0,13200000.0,13150000.0
CNEDA,c,(S) Payments for the Community Futures Network pursuant to the Public Health Events of National Concern Payments Act,(S) Paiements pour le Réseau de développement des collectivités en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,2500000.0,2500000.0,,,,,0.0,0.0,0.0,0.0
CNEDA,c,Northern Indigenous Economic Opportunities Program,Programme de possibilités économiques pour les Autochtones du Nord,,,,,,,2186666.0,2186666.0,,
CNEDA,g,Regional Training Center in Pond Inlet for the Qikiqtani Inuit Association,Centre régional de formation à Pond Inlet pour lʼAssociation inuite du Qikiqtani,1066000.0,1066000.0,6434000.0,6434000.0,2000000.0,2000000.0,2500000.0,2500000.0,4325500.0,4325500.0
CNEDA,g,Grants for the Inclusive Diversification and Economic Advancement in the North initiative,Subventions pour l'initiative inclusion diversifiée et évolution économique dans le Nord,25000000.0,20362366.0,1000000.0,56825.0,1000000.0,145000.0,684186.5,591833.0,309665.0,309665.0
CNEDA,g,Grants for Investments made under the Northern Isolated Community Initiatives Fund,Subventions pour des investissements effectués dans le cadre du Fonds pour les initiatives communautaires dans les collectivités du Nord,1000000.0,0.0,1000000.0,0.0,500000.0,0.0,0.0,0.0,360102.69,170646.0
CNEDA,g,Grants under the Regional Economic Growth through Innovation program,Subventions en vertu du programme Croissance économique régionale par l'innovation,168168.0,0.0,168168.0,0.0,168168.0,0.0,168168.0,0.0,11502.0,11500.0
CNEDA,g,(S) Payments to provide financing support to small and medium-sized businesses pursuant to the Public Health Events of National Concern Payments Act,(S) Paiements pour offrir un soutien financier aux petites et aux moyennes entreprises en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,2499951.0,2499951.0,,,,,0.0,0.0,0.0,0.0
CPCC,c,Contributions to support the advancement of Northern Science and Technology,Contributions afin d'appuyer l'avancement des sciences et des technologies nordiques,6040000.0,2536293.0,6040000.0,4969645.0,6040000.0,6039690.0,6040000.0,5990216.0,6318680.58,6318680.58
CPCC,g,"Grants to individuals, organizations, associations and institutions to support research and activities relating to the polar regions","Subventions aux particuliers, aux organisations, aux associations et aux institutions pour soutenir la recherche et des activités qui ont trait aux régions polaires",344571.0,336571.0,399266.0,399266.0,399266.0,395179.0,400000.0,400000.0,400000.0,400000.0
CPCC,g,Grants to support the advancement of Northern Science and Technology,Subventions afin d'appuyer l'avancement des sciences et des technologies nordiques,1411430.0,1290000.0,1356734.0,1355814.0,1356734.0,1348453.0,1356000.0,1356000.0,1356000.0,1355999.99
CSA,c,"Class Contribution Program to Support Research, Awareness and Learning in Space Science and Technology","Programme global de contributions à l'appui de la recherche, de la sensibilisation et de l'éducation en sciences et technologies spatiales",19790304.0,19790299.0,25720022.0,25720021.0,23566658.0,23566658.0,25301084.0,25301081.13,25674275.68,25674275.68
CSA,c,Contributions to the Canada/European Space Agency Cooperation Agreement,Contributions aux termes de l'Accord de coopération entre le Canada et l'Agence spatiale européenne,50865011.0,50810467.0,50207497.0,50152192.0,47955601.0,47439179.0,32686864.0,32670013.56,40625234.32,40585446.59
CSA,g,"Class Grant Program to Support Research, Awareness and Learning in Space Science and Technology","Programme global de subventions à l'appui de la recherche, de la sensibilisation et de l'éducation en sciences et technologies spatiales",9638685.0,9638684.0,10961531.0,10961530.0,14058691.0,14058689.0,14924590.0,14924589.1,13168490.0,13168489.5
CSC,c,Correctional Services of Canada's National Infrastructure Contribution Program,Programme national de contributions pour les infrastructures du Service correctionnel du Canada,3606969.0,3606969.0,3351322.0,3351322.0,4693834.0,4693834.0,4646137.0,4646136.98,4575256.0,4575256.24
CSC,c,Indigenous Offender Reintegration Contribution Program,Programme de contributions pour la réinsertion des délinquantsautochtones,,,,,600000.0,148101.0,900000.0,853970.7,1500000.0,1351067.12
CSC,g,Grant to the University of Saskatchewan for a Forensic Research Centre,Subvention à l'Université de la Saskatchewan pour le Centre de recherche judiciaire,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,119959.32
EA,c,Annual Voluntary Contributions,Contributions volontaires annuelles,3450000.0,3450000.0,3450000.0,3449498.0,3450000.0,3450000.0,3450000.0,3450000.0,3450000.0,3450000.0
EA,c,Payments of Assessed Contributions to International Organizations: Asia-Pacific Economic Cooperation Secretariat,Paiements de quote-parts aux organisations internationales: Secrétariat de coopération économique avec l'Asie-Pacifique,693484.0,693484.0,705555.0,705555.0,764094.0,764094.0,,,1078790.0,795085.14
EA,c,Payments of Assessed Contributions to International Organizations: Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Paiements de quote-parts aux organisations internationales: Convention de Bâle sur le contrôle des mouvements transfrontières de déchets dangereux et de leur élimination,216086.0,216086.0,212299.0,212299.0,208281.0,208281.0,,,232809.79,232809.79
EA,c,Canada Fund for Local Initiatives,Fonds canadien d'initiatives locales,38030251.0,37911472.0,32613265.0,24622342.0,43927381.0,43927381.0,26657639.13,26657639.13,27061194.76,26542294.02
EA,c,Canadian International Innovation program,Programme canadien à l'innovation internationale,4594202.0,4594202.0,4370000.0,3488990.0,3959500.0,3525889.0,12095740.0,2938354.73,15254500.0,1983332.77
EA,c,Payments of Assessed Contributions to International Organizations: Commonwealth Foundation,Paiements de quote-parts aux organisations internationales: Fondation du Commonwealth,1223850.0,1223850.0,1214302.0,1214302.0,1134946.0,1134946.0,,,1320450.44,1320449.49
EA,c,Payments of Assessed Contributions to International Organizations: Commonwealth Secretariat,Paiements de quote-parts aux organisations internationales: Secrétariat du Commonwealth,5817616.0,5817616.0,5787182.0,5787182.0,6154853.0,5238453.0,,,5857318.27,5857317.35
EA,c,Payments of Assessed Contributions to International Organizations: Commonwealth Youth Program,Paiements de quote-parts aux organisations internationales: Programme du Commonwealth pour la jeunesse,1091002.0,1091002.0,1087594.0,1087594.0,984470.0,984470.0,,,1091264.48,1091264.3
EA,c,Payments of Assessed Contributions to International Organizations: Comprehensive Nuclear-Test-Ban Treaty Organization,Paiements de quote-parts aux organisations internationales: Organisation du Traité d'interdiction complète des essais nucléaires,4860263.0,4860263.0,5077909.0,4469709.0,4765031.0,4765031.0,608706467.0,571727647.47,5772223.0,5310464.57
EA,c,Contribution for Counter-Terrorism Capacity Building Program,Contributions pour le Programme d'aide au renforcement des capacités antiterroristes,16498418.0,16498418.0,16915866.0,16639627.0,14508946.0,14508946.0,21491870.49,21491870.49,19514027.59,19514027.59
EA,c,Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,620997159.0,619660044.0,651271074.0,649133696.0,667349826.0,667349826.0,668465621.64,667298502.64,721267693.81,717249360.34
EA,c,Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,924883606.0,922352125.0,718757232.0,675882545.0,857807737.0,857807737.0,961069859.85,961069859.85,939538693.42,776747133.55
EA,c,Contributions for the Anti-Crime Capacity Building Program,Contributions pour le Programme visant à renforcer les capacités de lutte contre la criminalité,14004729.0,14004729.0,13604995.0,13604975.0,12283572.0,12229665.0,50615376.51,50615376.51,11474085.47,11474085.47
EA,c,Contributions in Aid of Academic Relations,Contributions dans le domaine des relations avec les universités,3259805.0,2859805.0,6407240.0,6407240.0,8762483.0,8736448.0,8587891.49,8587891.49,7216083.0,6716082.69
EA,c,Contributions in support of the Peace and Stabilization Operations Program,Contributions à l'appui du Programme pour la stabilisation et les opérations de paix,54825018.0,54825018.0,65307868.0,65306988.0,77166820.0,77066820.0,77622405.6,77622077.6,96408828.42,96398631.32
EA,c,Contributions under the Weapons Threat Reduction Program,"Contributions, dans le cadre du Programme de réduction des menaces liées aux armes",37872458.0,37872458.0,60508447.0,60272434.0,47666870.0,47505035.0,47148018.37,47148018.37,43076914.57,43071687.28
EA,c,Payments of Assessed Contributions to International Organizations: Food and Agriculture Organization,Paiements de quote-parts aux organisations internationales: Organisation pour l'alimentation et l'agriculture,17489469.0,17489469.0,18587751.0,16972554.0,17516020.0,17516020.0,,,18457613.93,18457613.52
EA,c,Contributions from the International Development Assistance for Partnerships with Canadians Programming,Contributions du programme d'aide au développement international pour la programmation des partenariats avec les Canadiens,465554391.0,460158753.0,215830495.0,215453513.0,267947513.0,266738795.0,360185215.11,360140936.92,310674575.12,309653680.27
EA,c,Payments of Assessed Contributions to International Organizations: Inter-American Institute for Cooperation on Agriculture,Paiements de quote-parts aux organisations internationales: Institut interaméricain de coopération pour l'agriculture,3963128.0,3963128.0,4154456.0,4154456.0,4747781.0,4747781.0,,,5438769.15,5438769.15
EA,c,Payments of Assessed Contributions to International Organizations: International Agency for Research on Cancer,Paiements de quote-parts aux organisations internationales: Centre international de recherche sur le cancer,1390585.0,1390585.0,1256307.0,1256307.0,1289141.0,1289141.0,,,1333814.67,1333814.67
EA,c,Payments of Assessed Contributions to International Organizations: International Atomic Energy Agency,Paiements de quote-parts aux organisations internationales: Agence internationale de l'énergie atomique,17616942.0,15650010.0,15821176.0,14814105.0,15166690.0,15166690.0,,,16439150.16,16439150.16
EA,c,Payments of Assessed Contributions to International Organizations: International Civil Aviation Organization,Paiements de quote-parts aux organisations internationales: Organisation de l'aviation civile internationale,2666922.0,2666922.0,2780004.0,2780004.0,2480959.0,2480959.0,,,2721194.61,2721194.61
EA,c,Payments of Assessed Contributions to International Organizations: International Commodity Organizations,Paiements de quote-parts aux organisations internationales: Organisations internationales de produits de base,41273.0,41273.0,39362.0,39362.0,44941.0,44941.0,,,56671.0,54152.22
EA,c,Payments of Assessed Contributions to International Organizations: International Criminal Court,Paiements de quote-parts aux organisations internationales: Cour pénale internationale,11881908.0,11279407.0,12612089.0,10971864.0,11862383.0,11862383.0,,,15470611.5,15470611.31
EA,c,Payments of Assessed Contributions to International Organizations: International Energy Agency,Paiements de quote-parts aux organisations internationales: Agence internationale de l'énergie,1302675.0,1302675.0,1249790.0,1249790.0,1345140.0,1345140.0,,,1680712.0,1608296.05
EA,c,Payments of Assessed Contributions to International Organizations: International Fact Finding Commission,Paiements de quote-parts aux organisations internationales: Commission internationale d'établissement des faits,12007.0,12007.0,2341.0,2341.0,5758.0,5758.0,,,17574.0,7303.59
EA,c,Payments of Assessed Contributions to International Organizations: International Labour Organization,Paiements de quote-parts aux organisations internationales: Organisation internationale du travail,15512603.0,15512603.0,16062909.0,13737438.0,15105558.0,12365703.0,,,16113926.1,16113925.27
EA,c,Payments of Assessed Contributions to International Organizations: International Maritime Organization,Paiements de quote-parts aux organisations internationales: Organisation maritime internationale,348676.0,348676.0,342134.0,342134.0,337073.0,337073.0,,,390686.32,390686.32
EA,c,Payments of Assessed Contributions to International Organizations: International Organization of La Francophonie,Paiements de quote-parts aux organisations internationales: Organisation internationale de la Francophonie,15651770.0,15651770.0,17157999.0,17157999.0,16469774.0,16469774.0,,,16016660.0,16016659.49
EA,c,Payments of Assessed Contributions to International Organizations: International Seabed Authority,Paiements de quote-parts aux organisations internationales: Autorité internationale des fonds marins,347057.0,347057.0,339137.0,339137.0,390626.0,390626.0,,,554696.0,532699.47
EA,c,Payments of Assessed Contributions to International Organizations: International Tribunal for the Law of the Sea,Paiements de quote-parts aux organisations internationales: Tribunal international du droit de la mer,507271.0,507271.0,659708.0,659708.0,529157.0,529157.0,,,626133.0,578566.95
EA,c,"Payments of Assessed Contributions to International Organizations: Non-Proliferation, Arms Control and Disarmament","Paiements de quote-parts aux organisations internationales: Non-prolifération des armes nucléaires, contrôle des armements et désarmement",274886.0,274886.0,74652.0,74652.0,411881.0,411881.0,,,327781.0,317718.18
EA,c,Payments of Assessed Contributions to International Organizations: North Atlantic Treaty Organization—Civil administration,Paiements de quote-parts aux organisations internationales: Organisation du Traité de l'Atlantique Nord – Administration civile,25788844.0,25129128.0,26162618.0,25003801.0,34900280.0,33644144.0,,,46471664.0,45712454.33
EA,c,Northern Dimension of Canada's Foreign Policy,Volet nordique de la politique étrangère du Canada,1891736.0,1891736.0,,,,,,,0.0,0.0
EA,c,Payments of Assessed Contributions to International Organizations: Nuclear Energy Agency of the Organization for Economic Cooperation and Development,Paiements de quote-parts aux organisations internationales: Agence de l'Organisation de coopération et de développement économiques pour l'énergie nucléaire,837470.0,837470.0,787017.0,787017.0,824562.0,824562.0,,,970429.0,852361.07
EA,c,Payments of Assessed Contributions to International Organizations: Organization for Economic Cooperation and Development,Paiements de quote-parts aux organisations internationales: Organisation de coopération et de développement économiques,16256657.0,13416337.0,16275546.0,13452051.0,15562145.0,15562145.0,,,18145168.0,17804694.9
EA,c,Payments of Assessed Contributions to International Organizations: Organization for Economic Cooperation and Development Centre for Educational Research and Innovation,Paiements de quote-parts aux organisations internationales: Organisation de coopération et de développement économiques – Centre pour la recherche et l'innovation dans l'enseignement,191779.0,191779.0,185975.0,185975.0,201514.0,201514.0,,,259868.0,246924.68
EA,c,Payments of Assessed Contributions to International Organizations: Organization for Security and Cooperation in Europe,Paiements de quote-parts aux organisations internationales: Organisation pour la sécurité et la coopération en Europe,18500565.0,18500565.0,16650472.0,16650472.0,18666547.0,10739408.0,,,12897967.0,11679576.4
EA,c,Payments of Assessed Contributions to International Organizations: Organization for the Prohibition of Chemical Weapons,Paiements de quote-parts aux organisations internationales: Organisation pour l'interdiction des armes chimiques,2879957.0,2879957.0,2705252.0,2705252.0,2565517.0,2565517.0,,,3108453.0,3105420.88
EA,c,Payments of Assessed Contributions to International Organizations: Organization of American States,Paiements de quote-parts aux organisations internationales: Organisation des États américains,11308422.0,11308422.0,12897629.0,11783161.0,13447340.0,13447340.0,,,17345557.7,17345557.7
EA,c,Payments of Assessed Contributions to International Organizations: Pan-American Health Organization,Paiements de quote-parts aux organisations internationales: Organisation panaméricaine de la santé,13466227.0,13466227.0,15985617.0,13853165.0,15749843.0,15749843.0,,,18649387.5,18480678.87
EA,c,Payments of Assessed Contributions to International Organizations: Convention on Biological Diversity,Paiements de quote-parts aux organisations internationales: Convention sur la diversité biologique,479008.0,479008.0,482761.0,482761.0,571275.0,571275.0,,,773091.0,668574.56
EA,c,Payments of Assessed Contributions to International Organizations: Peace Implementation Council,Paiements de quote-parts aux organisations internationales: Conseil de mise en œuvre de l'accord de paix,247000.0,247000.0,250000.0,250000.0,212999.0,212999.0,,,273604.0,267443.0
EA,c,Payments of Assessed Contributions to International Organizations: Permanent Court of Arbitration,Paiements de quote-parts aux organisations internationales: Cour permanente d'arbitrage,78519.0,78519.0,77512.0,77512.0,94039.0,94039.0,,,127034.0,123508.31
EA,c,Projects and development activities resulting from Summits of La Francophonie,Projets et activités de développement découlant des sommets de la Francophonie,8300000.0,7700000.0,8899867.0,8899867.0,8300000.0,8300000.0,7800000.0,7800000.0,8300000.0,8300000.0
EA,c,Payments of Assessed Contributions to International Organizations: Roosevelt Campobello International Park Commission,Paiements de quote-parts aux organisations internationales: Commission du parc international Roosevelt de Campobello,2104916.0,2104916.0,2124545.0,2124545.0,2256302.0,2256302.0,,,2701854.0,2583665.57
EA,c,Payments of Assessed Contributions to International Organizations: Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,Paiements de quote-parts aux organisations internationales: Convention de Rotterdam sur la procédure de consentement préalable en connaissance de cause applicable à certains produits chimiques et pesticides dangereux qui font l'objet d'un commerce international,142668.0,142668.0,136344.0,136344.0,141159.0,141159.0,,,151341.25,151341.25
EA,c,"Payments of Assessed Contributions to International Organizations: Secrétariat technique permanent des conférences ministérielles de l'éducation, de la jeunesse et des sports des pays d'expression française","Paiements de quote-parts aux organisations internationales: Secrétariat technique permanent des conférences ministérielles de l'éducation, de la jeunesse et des sports des pays d'expression française",91161.0,91161.0,84890.0,84890.0,76645.0,76645.0,,,87336.0,87335.05
EA,c,Payments of Assessed Contributions to International Organizations: Stockholm Convention on Persistent Organic Pollutants,Paiements de quote-parts aux organisations internationales: Convention de Stockholm sur les polluants organiques persistants,232797.0,232797.0,230041.0,230041.0,222876.0,222876.0,,,239159.89,239159.89
EA,c,Payments of Assessed Contributions to International Organizations: The Vienna Convention and its Montreal Protocol on Substances that Deplete the Ozone Layer,Paiements de quote-parts aux organisations internationales: La Convention de Vienne et le Protocole de Montréal relatif à des substances qui appauvrissent la couche d'ozone,163242.0,163242.0,116988.0,116988.0,140288.0,140288.0,,,212027.71,212027.71
EA,c,"Payments of Assessed Contributions to International Organizations: United Nations Educational, Scientific and Cultural Organization","Paiements de quote-parts aux organisations internationales: Organisation des Nations Unies pour l'éducation, la science et la culture",12017965.0,12017965.0,12744991.0,11355929.0,11903123.0,11903123.0,,,12034042.5,12034042.5
EA,c,Payments of Assessed Contributions to International Organizations: United Nations Organization,Paiements de quote-parts aux organisations internationales: Organisation des Nations Unies,110637953.0,103453405.0,117491502.0,96504786.0,106225321.0,105132854.0,,,126606626.28,126605718.87
EA,c,Payments of Assessed Contributions to International Organizations: United Nations framework Convention on Climate Change,Paiements de quote-parts aux organisations internationales: Convention-cadre des Nations Unies sur les changements climatiques,1085838.0,1085838.0,1039174.0,1039174.0,893573.0,893573.0,,,1343375.28,1295376.35
EA,c,Payments of Assessed Contributions to International Organizations: Wassenaar Arrangement,Paiements de quote-parts aux organisations internationales: Entente de Wassenaar,97836.0,97836.0,92815.0,92815.0,88985.0,88985.0,,,132661.0,126756.06
EA,c,Payments of Assessed Contributions to International Organizations: World Customs Organization,Paiements de quote-parts aux organisations internationales: Organisation mondiale des douanes,491879.0,491879.0,482577.0,482577.0,402996.0,402996.0,,,555646.0,554385.12
EA,c,Payments of Assessed Contributions to International Organizations: World Health Organization,Paiements de quote-parts aux organisations internationales: Organisation mondiale de la santé,18093968.0,18093968.0,19928651.0,16370326.0,44807194.0,17122985.0,,,21493997.33,21493997.19
EA,c,Payments of Assessed Contributions to International Organizations: World Intellectual Property Organization,Paiements de quote-parts aux organisations internationales: Organisation mondiale de la propriété intellectuelle,657244.0,657244.0,632213.0,632213.0,654799.0,654799.0,,,743240.5,724056.59
EA,c,Payments of Assessed Contributions to International Organizations: World Trade Organization,Paiements de quote-parts aux organisations internationales: Organisation mondiale du commerce,6823501.0,6823501.0,7291458.0,6443296.0,6412304.0,6412304.0,,,7913931.0,7579915.42
EA,c,Payments of Assessed Contributions to International Organizations: International Renewable Energy Agency,Paiements de quote-parts aux organisations internationales: Agence internationale de l'énergie renouvelable,809144.0,809144.0,788606.0,788606.0,720642.0,720642.0,,,818768.0,774339.59
EA,c,Contributions in support of the CanExport Program,Contributions à l'appui du Programme CanExport,28420581.0,28420581.0,7332169.0,7332169.0,8262248.0,8262248.0,8888464.65,8888464.65,5091621.0,4627886.0
EA,c,Contributions for the Global Arctic Leadership Initiative,Contributions pour l'Initiative sur le leadership mondial dans l'Arctique,,,5450000.0,3074256.0,5794085.0,5794085.0,5450000.0,5008366.36,5920000.0,5259656.25
EA,c,(S) Losses on foreign exchange on transfer payments,(S) Pertes sur opérations de change sur les paiements de transfert,,,663411.0,663411.0,,,16221.66,16221.66,2441.88,2441.88
EA,c,Payments of Assessed Contributions to International Organizations: United Nations peacekeeping operations,Paiements de quote-parts aux organisations internationales Organisations: Opérations de maintien de la paix des Nations Unies,244383319.0,235550461.0,250743541.0,204037933.0,217253398.0,198675780.0,,,198352321.42,184544447.23
EA,c,"Payments of Assessed Contributions to International Organizations: United Nations Convention to Combat Desertification (202,080 Euro)",Convention des Nations Unies sur la lutte contre la désertification (202 080 euros),,,,,284450.0,284450.0,,,318986.79,318986.79
EA,c,(S) Northern Dimension of Canada's Foreign Policy,(S) Volet nordique de la politique étrangère du Canada,,,,,10773.0,10773.0,,,,
EA,c,Contributions for the Indo-Pacific Engagement Program,Contributions pour le Programme d'engagement pour l'Indo-Pacifique,,,,,,,,,5425000.0,778706.0
EA,c,Contributions for Asia Pacific Foundation of Canada,Contributions pour la Fondation Asie Pacifique du Canada,,,,,,,,,245353.0,245353.0
EA,g,"(S) Payments under the Diplomatic Service (Special) Superannuation Act (R.S.C., 1985, c. D-2)",(S) Paiements en vertu de la Loi sur la pension spéciale du service diplomatique,772101.0,772101.0,795791.0,795791.0,408546.0,408546.0,683415.36,683415.36,781591.89,781591.89
EA,g,Annual host-country financial support for the United Nations Convention on Biological Diversity,Soutien financier annuel pour le pays hôte de la Convention des Nations Unies sur la diversité biologique,1539659.0,1539659.0,1554270.0,1554270.0,1569172.0,1569171.0,1584373.0,1584372.0,1614914.0,1614913.0
EA,g,Grants under the Weapons Threat Reduction Program,Subventions dans le cadre du Programme de réduction des menaces liées aux armes,25531690.0,25531690.0,22053021.0,22053021.0,23323130.0,23323130.0,23507155.54,23507155.54,25195023.0,25195023.0
EA,g,Grants from the International Development Assistance for Bilateral Programming to support regional or country specific,Subventions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou des pays donnés,6400000.0,6400000.0,4500000.0,4500000.0,5600000.0,5600000.0,4200000.0,4200000.0,14000000.0,14000000.0
EA,g,Grants for Counter-Terrorism Capacity Building Program,Subventions pour le Programme d'aide au renforcement des capacités antiterroristes,4281046.0,4281046.0,20250934.0,20250934.0,23017013.0,23017013.0,25833330.81,25833330.81,27031054.47,27029754.37
EA,g,Grants from the International Development Assistance for Multilateral Programming,Subventions du programme d'aide au développement international pour la programmation multilatérale,3790651196.0,3774914547.0,3127942642.0,3069395614.0,3695324580.0,3565823105.0,2447308111.6,2400675230.6,2830125977.08,2769617584.47
EA,g,Grants from the International Development Assistance for Partnerships with Canadians Programming,Subventions du programme d'aide au développement international pour la programmation des partenariats avec les Canadiens,46909571.0,46909571.0,63152958.0,63152958.0,69794959.0,69794959.0,106508348.0,106508348.0,105284751.0,105284751.0
EA,g,Grants for the Anti-Crime Capacity Building Program,Subventions pour le Programme visant à renforcer les capacités de lutte contre la criminalité,4722701.0,3656958.0,7246786.0,7246786.0,13068210.0,13028733.0,28797283.67,28676048.77,21940193.41,21940193.41
EA,g,Grants in aid of academic relations,Subventions dans le domaine des relations avec les universités,2639773.0,1419051.0,1435218.0,1435218.0,2300144.0,1883251.0,2602035.51,1916286.43,1837660.0,1835019.17
EA,g,"Grants in lieu of taxes on diplomatic, consular and international organizations' property in Canada in accordance with terms and conditions approved by the Governor in Council","Subventions en remplacement de taxes sur les propriétés diplomatiques, consulaires et celles des organisations internationales au Canada conformément aux conditions approuvées par le gouverneur en conseil",14575474.0,14293044.0,15854000.0,14557693.0,15854000.0,13913957.0,15854000.0,14649975.65,15854000.0,15102711.49
EA,g,Grants in support of the Peace and Stabilization Operations Program,Subventions à l'appui du Programme de paix et de stabilisation des opérations,93244953.0,93244953.0,82336166.0,82336166.0,103498918.0,103456892.0,117211716.68,117211716.68,240556849.31,240556849.31
EA,g,United Nations Trust Fund on Indigenous Issues,Fonds des Nations Unies pour les populations autochtones,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
EA,g,United Nations Voluntary Fund for Victims of Torture,Fonds volontaire des Nations Unies pour les victimes de la torture,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0
EA,g,Grants in Support of the CanExport Program,Subventions à l'appui du Programme CanExport,6997114.0,6997114.0,26596904.0,26235654.0,30505324.0,28570725.0,32749983.35,31497372.29,35339927.0,34378280.43
EA,g,Grants for the Global Arctic Leadership Initiative,Subventions pour l'Initiative sur le leadership mondial dans l'Arctique,,,700000.0,310728.0,355915.0,326149.0,700000.0,398924.48,230000.0,187554.68
EA,g,Grants in support of PS752 Commemorative Scholarship Program,Subventions à l'appui du programme de bourses commémoratives PS752,,,,,,,1000000.0,806500.0,1000000.0,881000.0
