year,service,cra_business_ids_collected,SIN_collected,phone_inquiry_count,phone_application_count,phone_inquiry_and_application_count,online_inquiry_count,online_application_count,live_application_count,mail_application_count,email_application_count,fax_application_count,other_application_count,comment_en,comment_fr
2019,2049,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This service primarily utilizes Email and does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Online Applications, In-Person Applications, Applications by Mail","Ce service utilise principalement les courriels et n’utilise pas les modes de prestation de service suivants – par conséquent, les données relatives à l’utilisation de ces modes ne sont pas applicables : demandes en ligne, demandes en personne, demandes par courrier"
2018,204,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This service is available via the Government of Canada Open Government website.,Ce service est disponible sur le site Web Gouvernement ouvert du gouvernement du Canada.
2019,2050,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This service primarily utilizes Email and does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Online Applications, In-Person Applications, Applications by Mail","Ce service utilise principalement les courriels et n’utilise pas les modes de prestation de service suivants – par conséquent, les données relatives à l’utilisation de ces modes ne sont pas applicables : demandes en ligne, demandes en personne, demandes par courrier"
2019,2052,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This service primarily utilizes Email and does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Online Applications, In-Person Applications, Applications by Mail","Ce service utilise principalement les courriels et n’utilise pas les modes de prestation de service suivants – par conséquent, les données relatives à l’utilisation de ces modes ne sont pas applicables : demandes en ligne, demandes en personne, demandes par courrier"
2019,2056,,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The departmental role is restricted to the provision of funds to a third party. Services are delivered by the National Aboriginal Capital Corporation Association. ISC does not track the number of inquiries (or related follow-up activities) from First Nations communities, First Nations persons or other service providers","Le rôle du Ministère est limité à l’octroi de fonds à un tiers. Les services sont fournis par l’Association nationale des sociétés autochtones de financement. SAC ne fait pas le suivi du nombre de demandes (ou d’activités de suivi connexes) provenant des Premières Nations, de personnes des Premières Nations ou d’autres fournisseurs de services"
2019,2057,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Funding support is provided to First Nations and Inuit communities to offset their O&M costs. This is not an application-based service, therefore application volumes are not applicable. This is not a service offered online or by telephone as in the Service Canada type context where they have in-person centers, call centers, web-based applications and data repositories.","Un soutien financier est fourni aux communautés des Premières Nations et des Inuits pour compenser leurs coûts de fonctionnement et d’entretien. Il ne s’agit pas d’un service basé sur les demandes, donc les volumes de demandes ne sont pas applicables. Il ne s’agit pas d’un service offert en ligne ou par téléphone comme dans le contexte type de Service Canada où on trouve des centres de service en personne, des centres d’appels, des applications Web et des dépôts de données."
2019,2063,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Interactions are between the First Nations and the Indigenous Organizations. ISC does not track the number of inquiries (or related follow-up activities) from First Nations communities, First Nations persons or other service providers","Les interactions sont entre les Premières Nations et les organismes autochtones. SAC ne fait pas le suivi du nombre de demandes (ou d’activités de suivi connexes) provenant des Premières Nations, de personnes des Premières Nations ou d’autres fournisseurs de services"
2019,2068,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This service primarily utilizes Email and does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Online Applications, In-Person Applications, Applications by Mail.","Ce service utilise principalement les courriels et n’utilise pas les modes de prestation de service suivants – par conséquent, les données relatives à l’utilisation de ces modes ne sont pas applicables : demandes en ligne, demandes en personne, demandes par courrier."
2019,2086,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This is a database that is open to the public to consume.,This is a database that is open to the public to consume.
2019,2114,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CTA does not track by which channel the request is made.,L'OTC ne suit pas par quel canal la demande est effectuée.
2019,2143,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not currently tracked.,Pas actuellement suivi.
2019,2144,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not currently tracked.,Pas actuellement suivi.
2019,2148,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2019,2149,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,249,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Delivery channel information not tracked. ECCC has determined the CRA Business Number is Not Applicable for its permit services.,L'information sur le canal de distribution n'est pas suivie. ECCC a déterminé que le numéro d'entreprise de l'ARC est Sans objet pour ses services de délivrance de permis.
2018,304,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The printed copies of the forms, along with the appropriate supporting technical documentation, are to be submitted by mail or fax.",Les formulaires imprimés et les documents techniques à l'appui doivent être reçus par courrier ou télécopieur.
2019,304,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No applications received.,Aucune demandes reçue.
2018,423,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The service is not an information based service. 
We do not currently accept online applications. 
We do not currently accept In-Person applications.","Le service n'est pas un service d'information. 
Nous n'acceptons pas présentement les applications en-ligne. 
Nous n'acceptons pas présentement les applications en personne."
2018,424,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The service is not an information based service.
We do not currently accept online applications.
We do not currently accept In-Person applications.","Le service n'est pas un service d'information.
Nous n'acceptons pas présentement les applications en-ligne.
Nous n'acceptons pas présentement les applications en personne."
2018,425,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Components of this service are available via different channels (including telephone, online, email, fax, and mail.) The number of telephone inquiries and of contacts via other channels is not tracked.","Les composantes de ce service sont disponibles par différents canaux (y compris le téléphone, en ligne, par courriel, fax et par la poste.) Le nombre de demandes de renseignements téléphoniques et de contacts par d'autres moyen n'est pas suivi."
2018,429,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data unavailable for # of applications submitted via postal mail vs. via email,Données non disponibles pour le nombre de demandes soumises par la poste ou par courriel.
2018,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This service does not involve an application process.,Ce service ne requiert pas de processus d'application.
2018,656,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Components of this service are available via different channels (including telephone, online, email, fax, and mail.) The number of telephone inquiries and of contacts via other channels is not tracked.","Les composantes de ce service sont disponibles par différents canaux (y compris le téléphone, en ligne, par courriel, fax et par la poste.) Le nombre de demandes de renseignements téléphoniques et de contacts par d'autres moyen n'est pas suivi."
2018,677,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System data is not available for this program.,Les données ne sont pas disponibles pour ce programme.
2019,677,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data available.  System data is not available for this program.,Aucune donnée disponible. Les données système ne sont pas disponibles pour ce programme.
2019,712,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The ATSSC supports 11 tribunals with different mandates, each operating under different statutes, regulations and rules. Each tribunal operates separately from other tribunals. Consequently, there are no universal statistics to report.","Le SCDATA appuie 11 tribunaux ayant des mandats distincts, chacun fonctionnant en vertu de lois, de règles et des règlements différents. Chaque tribunal travaille de manière indépendante par rapport aux autres tribunaux. Par conséquent, il y a aucunes statistiques uiniverselles à signaler."
2019,747,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The number of telephone inquiries are not tracked.
Access to Information and Privacy is not an information-based service and does not track website visits.
In person applications are not accepted.
Health Canada is one of the main departments leading the response to the Covid19 pandemic. Due to competing priorities we are not able to provide complete information on volume received by delivery channel at this time.","Les demandes par telephone ne sont pas consignées.
L'accès à l'information et à la confidentialité n'est pas un service basé sur l'information et ne suit pas les visites du site Web.
Les demandes en personne ne sont pas acceptées.
Santé Canada est l'un des principaux ministères qui dirigent la réponse à la pandémie de Covid19. En raison de priorités concurrentes, nous ne sommes pas en mesure de fournir à l'heure actuelle des informations complètes sur le volume reçu par canal de distribution."
2018,759,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Service is offered by these channels, but is not tracked.
The service is not an information-based service; no website visits were entered.","Les composants de ce service sont disponibles par différentes méthodes mais les données ne sont pas collectées sur le nombre de demandes.
Le service n'est pas un service basé sur l'information."
2019,759,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Service is offered by these channels, but is not tracked.
The service is not an information-based service; no website visits were entered.","Les composants de ce service sont disponibles par différentes méthodes mais les données ne sont pas collectées sur le nombre de demandes.
Le service n'est pas un service basé sur l'information."
2019,805,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unable to track number of applications for each category.,Impossible de suivre le nombre de demandes par catégorie.
2018,849,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CED receives media requests either by phone or email. In 2018-19, CED has received 61 requests from medias. However, breakdown of volume by mode is not available. There is no service standard published relating to the Media Relations service. Responses to media requests are delivered as quickly as possible, according to the deadlines negociated with the media at the time of the request.","DEC reçoit des demandes médias soit par téléphone, soit par courriel. En 2018-2019, DEC a reçu 61 demandes d'information provenant des médias. La ventilation du volume par mode de service n'est cependant pas disponible. Par ailleurs, aucune norme de service n'est publié relativement au service de relations médias.  Les réponses aux demandes des médias sont livrées le plus rapidement possible, en fonction des échéances négociées avec eux, au moment de la demande."
2019,888,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The Acknowledgement of Funding Requests service standard is done via e-mail, as Applicants/Recipients receive an Automatic Reply by e-mail when requests are received in the grants and contributions inbox.

The value for the Number of Applications Through Other Channels is not currently available. The placeholder “0” value will be replaced with an updated value as it becomes available.","Les accusés de réception des normes de service des demandes de financement sont réalisés par courriel. Ainsi, les demandeurs et les bénéficiaires reçoivent une réponse automatique par courriel lorsque les demandes sont reçues dans la boîte aux lettres des subventions et contributions.
La valeur pour le nombre de demandes soumises par d'autres canaux n’est pas disponible actuellement. La valeur « 0 » sera remplacée par une valeur actualisée dès qu'elle sera disponible."
2019,925,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CRA Business Number: Health Canada does not have a CRA business number as there is no cost associated with accessing this service and it does not generate revenue. SIN is identifier: Health Canada does not collect social insurance numbers as part of this service. 
The values for Numbers of Telephone enquires, Website Visits, Online Applications, and In-Person Applications are not applicable, as Health Canada provides only an email address and a postal mail address to contact the Minister. There is no application, online form or phone number available to the public. 
The value “0” is inserted for Number of Telephone Enquiries and Website Visits to indicate that they are not applicable. The value “0” is inserted for Number of Mail Applications and Other Channel Applications (emails) to indicate that this is a shared service between Health Canada and the Public Health Agency of Canada, and data is not tracked separately for each organization.","Numéro d’entreprise de l’Agence du revenu du Canada (ARC) : Santé Canada n’a pas de numéro d’entreprise de l’ARC, car il n’y a aucun coût rattaché à l’accès à ce service et il ne génère pas de revenus. Le numéro d’assurance sociale (NAS) en tant qu’identificateur : Santé Canada ne recueille pas les numéros d’assurance sociale dans le cadre de ce service. Les valeurs relatives aux nombres de demandes de renseignements par téléphone, de visites sur le site Web, de demandes présentées en ligne et de demandes présentées en personne ne s’appliquent pas, car Santé Canada ne donne qu’une adresse courriel et une adresse postale pour communiquer avec la ministre. Il n’y a pas de demande, de formulaire en ligne ou de numéro de téléphone accessible au public.
La valeur « 0 » est inscrite pour le nombre de demandes de renseignements par téléphone et de visites sur le site Web afin d’indiquer que ces éléments ne s’appliquent pas. La valeur « 0 » est inscrite pour le nombre de demandes présentées par courrier et par d’autres moyens (courriel) pour indiquer qu’il s’agit d’un service partagé entre Santé Canada et l’Agence de la santé publique du Canada et que le suivi des données n’est pas assuré séparément pour chaque organisation."
2018,943,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Channels available for making an access to information or personal information request: online portal, mail, and email. The CSPS does not track received requests by channel. During 2018–2019, the CSPS received 25 requests under the Access to Information Act and 10 requests under the Privacy Act.","Les moyens disponibles pour présenter une demande d’accès à l’information et à des renseignements personnels sont : portail en ligne, courrier et courrier électronique. L’ÉFPC ne fait pas le suivi des demandes reçues par mode individuel de prestation. En 2018-2019, l’ÉFPC a reçu 25 demandes en application de la Loi sur l’accès à l’information et 10 en application de la Loi sur la protection des renseignements personnels."
2019,943,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The CSPS does not track received requests by channel. During 2019–2020, the CSPS received 30 requests under the Access to Information Act and 30 requests under the Privacy Act.","L’ÉFPC ne fait pas le suivi des demandes reçues par mode individuel de prestation. En 2019-2020, l’ÉFPC a reçu 30 demandes en application de la Loi sur l’accès à
l’information et 30 en application de la Loi sur la protection des renseignements personnels."
2018,951,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data are not yet available.,Les données ne sont pas encore disponible.
2018,952,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data are not yet available.,Données ne sont pas encore disponibles.
2018,954,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data are not yet available.,Données ne sont pas encore disponibles.
2018,955,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data are not yet available.,Données ne sont pas encore disponibles.
2019,955,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not currently tracked.,Pas actuellement suivi.
2018,957,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data are not yet available.,Données ne sont pas encore disponibles.
2018,961,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data are not yet available.,Données ne sont pas encore disponibles.
2018,987,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service offered by CWS regional offices and not offered online. ECCC has determined the CRA Business Number is Not Applicable for its permit services.,"Service fourni par les bureaux régionaux du SCF et non offert en ligne. ECCC a déterminé que le numéro d'entreprise de l'ARC est Sans objet pour ses 
services de délivrance de permis."
2018,988,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service offered by CWS regional offices and not offered online. ECCC has determined the CRA Business Number is Not Applicable for its permit services.,Service fourni par la bureaux régionaux du SCF et non offert en ligne. ECCC a déterminé que le numéro d'entreprise de l'ARC est Sans objet pour ses services de délivrance de permis.
2019,990,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,997,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1030,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"We are currently not using this authority at this time.
Client target is  Indigenous groups.",Nous n'utilisons pas cette autorité pour le moment. Les clients ciblés sont les groupes autochtones.
2018,1036,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The Environmental Response program Levels of Service were approved in 2010.  The services are responding to reported cases of marine pollution, and, providing a preparedness capacity for response to ship-source marine pollution incidents.  Online information provided by the Canadian Coast Guard / Government of Canada website is to educate and inform in greater detail these services as well as other relevant situational awareness information, such as responses to major incidents.  Additionally, the program does not administer a User Fee.  cost.  Expenses incurred are recovered from the owner of the responsible ship where applicable, pursuant to the Marine Liability Act.","Les niveaux de service du programme d’intervention environnementale ont été approuvés en 2010.  Les services interviennent dans les cas signalés de pollution marine et fournissent une capacité en matière de préparation pour intervenir en cas d'incidents de pollution marine causée par un navire.  Les renseignements en ligne fournis sur le site Web de la Garde côtière canadienne et du gouvernement du Canada ont pour but d’éduquer et d’informer plus en détail sur ces services ainsi que de fournir d’autres renseignements pertinents sur la connaissance de la situation, comme les interventions lors d’incidents majeurs.  De plus, le programme n'administre pas de frais   d’utilisation.  Les dépenses encourues sont recouvrées auprès du propriétaire du navire responsable, le cas échéant, conformément à la Loi sur la responsabilité en matière maritime."
2018,1037,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data regarding online service inquiries are not tracked by the Icebreaking Program.,les données concernant les demandes de service en ligne ne sont pas suivies par le programme
2018,1039,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1040,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1044,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1045,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data regarding online service inquiries are not tracked by the Waterways Management Program.,les données concernant les demandes de service en ligne ne sont pas suivies par le programme
2018,1048,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S.O.
2019,1048,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1054,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No formal delivery channels used.  The Department responds to occasional queries received through various means.,Aucun canal de livraison formel utilisé. La ministere répond aux demandes occasionnelles reçues de différentes manières.
2019,1055,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Canada is one of the main departments leading the response to the Covid19 pandemic. Due to competing priorities we are not able to provide complete information on volume received by delivery channel at this time.,"Santé Canada est l'un des principaux ministères qui dirigent la réponse à la pandémie de Covid19. En raison de priorités concurrentes, nous ne sommes pas en mesure de fournir à l'heure actuelle des informations complètes sur le volume reçu par canal de distribution."
2019,1059,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Canada is one of the main departments leading the response to the Covid19 pandemic. Due to competing priorities we are not able to provide complete information on volume received by delivery channel at this time.,"Santé Canada est l'un des principaux ministères qui dirigent la réponse à la pandémie de Covid19. En raison de priorités concurrentes, nous ne sommes pas en mesure de fournir à l'heure actuelle des informations complètes sur le volume reçu par canal de distribution."
2019,1060,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Canada is one of the main departments leading the response to the Covid19 pandemic. Due to competing priorities we are not able to provide complete information on volume received by delivery channel at this time.,"Santé Canada est l'un des principaux ministères qui dirigent la réponse à la pandémie de Covid19. En raison de priorités concurrentes, nous ne sommes pas en mesure de fournir à l'heure actuelle des informations complètes sur le volume reçu par canal de distribution."
2019,1062,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Canada is one of the main departments leading the response to the Covid19 pandemic. Due to competing priorities we are not able to provide complete information on volume received by delivery channel at this time.,"Santé Canada est l'un des principaux ministères qui dirigent la réponse à la pandémie de Covid19. En raison de priorités concurrentes, nous ne sommes pas en mesure de fournir à l'heure actuelle des informations complètes sur le volume reçu par canal de distribution."
2018,1091,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2019,1119,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2019,1120,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1126,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The delivery channel  is by   electronic payment. Data is not available at this time, but efforts to collect this information are underway for future reports.","Le mode de prestation est  par  paiement électronique. Les données ne sont pas disponibles à l’heure actuelle, mais des efforts sont en cours pour recueillir cette information en vue de futurs rapports."
2018,1159,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service is not offered online and data is not available.,Le service n’est pas offert en ligne et les données ne sont pas disponibles.
2018,1160,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service is not offered online or by telephone and data is not available.,Le service n’est pas offert en ligne ou par téléphone et les données ne sont pas disponibles.
2018,1161,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service is not offered online or by telephone and data is not available.,Le service n’est pas offert en ligne ou par téléphone et les données ne sont pas disponibles.
2018,1162,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service is not offered online or by telephone and data is not available.,Le service n’est pas offert en ligne ou par téléphone et les données ne sont pas disponibles.
2018,1163,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service is not offered online or by telephone and data is not available.,Le service n’est pas offert en ligne ou par téléphone et les données ne sont pas disponibles.
2018,1199,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service delivered by the National Aboriginal Capital Corporation Association- The Data is  not collected by NACCA.,Service fourni par l’Association nationale des sociétés autochtones de financement – Les données ne sont pas recueillies par l’ANSAF.
2020,1238,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2019,1260,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1275,Y,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SIN numbers are not required for the delivery of IRAP services. IRAP's funding services are delivered through multiple channels, including in-person, via telephone, email and other electronic means.  IRAP's model is based on its relationship with the client which means that there are an unlimited number of interactions prior to the delivery of funding.  Only once a client is ready for funding are they invited to apply.  As such, the program cannot count things such as telephone inquiries, website hits etc.","Le NAS n’est pas requis pour la prestation des services du PARI. Les services de financement du PARI sont offerts par divers canaux, y compris en personne, par téléphone, par courrier électronique et par d'autres moyens électroniques. Le modèle du PARI repose sur sa relation avec le client, ce qui signifie qu'il existe un nombre illimité d'interactions avant la distribution du financement. Une fois que le client est prêt à recevoir du financement, il est invité à postuler. En tant que tel, le programme ne peut pas compter des choses telles que des demandes de renseignements téléphoniques, des visites de sites Web, etc."
2018,1376,Y,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data is not available (not tracked).,Aucune donnée n’est disponible puisque les données sur ce programme ne sont pas compilées.
2020,1472,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2019,1522,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1558,Y,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SIN numbers are not required for the delivery of IRAP services. IRAP's advisory services are delivered by Industrial Technology Advisors (ITA),  through multiple channels, including in-person, via telephone, email and other electronic means.  IRAP's model is based on ITAs relationship with the client via multiple number of interactions. All SMEs can receive advisory services, however  only clients reaching a readiness state  are invited to apply for financial support; as a result telephone inquiries, website, etc. hits are not applicable.","Le NAS n’est pas requis pour la prestation des services du PARI. 
Les services consultatifs du PARI sont offerts par des conseillers en technologie industrielle (CTI), par divers moyens, notamment en personne, par téléphone, par courriel et par d'autres moyens électroniques.  Le modèle du PARI est fondé sur sa relationdu CTIs avec le client, par multiples interactions.  Toutes les PME peuvent bénéficier de services de conseil. Toutefois, seuls les clients en phase de préparation sont invités à solliciter un soutien financier. par conséquent, les demandes de renseignements par téléphone, les visites de sites Web, etc., ne sont pas applicables."
2018,1560,Y,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SIN numbers are not required for the delivery of IRAP services 

IRAP's advisory services are delivered by Industrial Technology Advisors (ITA),  through multiple channels, including in-person, via telephone, email and other electronic means.  IRAP's model is based on ITAs relationship with the client via multiple number of interactions. Depending on client's business and/or technology needs, ITAs will refer a  client to one of the support organizations IRAP works with. All SMEs can receive advisory services,however  only clients reaching a readiness state  are invited to apply for financial support; as a result telephone inquiries, website, etc. hits are not applicable.","Le NAS n’est pas requis pour la prestation des services du PARI

Les services consultatifs du PARI sont fournis par des conseillers en technologie industrielle (CTI), par divers moyens, notamment en personne, par téléphone, par courriel et par d'autres moyens électroniques.  Le modèle du PARI est fondé sur la relation des CTI avec le client par le biais de multiples interactions. Selon les besoins commerciaux ou technologiques du client, les CTI dirigeront le client vers l'un des organismes de soutien avec lesquels le PARI travaille. Toutes les PME peuvent bénéficier de services de conseil, mais seuls les clients en état de préparation sont invités à demander une aide financière ; par conséquent, les demandes téléphoniques, les visites sur le site Web, etc. ne sont pas applicables."
2018,1568,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1571,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2018,1573,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2018,1574,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2018,1575,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2019,1576,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1577,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2019,1578,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2019,1583,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1584,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2018,1585,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Program is fully allocated and not accepting applications,Les fonds pour ce programme ont été entièrement affectés et n'accepte aucune proposition
2019,1588,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1618,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2018,1627,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volume not available for this service,Volume non disponible pour ce service
2019,1640,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2019,1641,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1642,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Telephone inquiries are not tracked. Not an information-based service. Number of online applications not tracked. Service not provided through specified channels.,Demandes téléphoniques non comptabilisées. Pas un service d'information. Nombre d'applications en ligne non comptabilisés. Service non fourni par les canals spécifiés.
2019,1642,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2019,1643,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2018,1644,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Telephone inquiries are not tracked. Not an information-based service. Number of online applications not tracked. Service not provided through specified channels.,Demandes téléphoniques non comptabilisées. Pas un service d'information. Nombre d'applications en ligne non comptabilisés. Service non fourni par les canals spécifiés.
2019,1644,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2019,1645,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2019,1647,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
