id,subject_class,subject_id,fyear1,fyear2,topic_keys,footnote_en,footnote_fr
453,program,FORDQ-BLL04,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","Between 2021-2022 and 2022-2023, there is a decrease in planned spending of $44.1 million. This decrease is mainly attributable to the reinvestment of revenue from our clients' repayable contributions which is included in 2021-2022, but not as of 2022-2023. It should be noted that the repayment moratorium granted to our clients as a result of the COVID-19 crisis to help them address liquidity shortfalls could have a decreasing impact on reinvestment starting in 2022–2023. 
 
Between 2022-2023 and 2023-2024, there is a decrease in planned spending of $15.4 million.  This decrease is mainly attributable to the end of the Innovation and Skills Plan as of March 31, 2023.","Entre 2021-2022 et 2022-2023, on note une diminution des dépenses prévues de 44,1 M$.  Cette diminution est principalement attribuable au réinvestissement des revenus provenant des contributions remboursables de nos clients qui est inclut en 2021-2022, mais pas à compter de 2022-2023.  Notons que le moratoire sur les remboursements accordé à nos clients en réponse à la crise de la COVID-19 afin de les aider à pallier le manque de liquidités pourrait avoir un impact à la baisse sur le réinvestissement à compter de 2022-2023.  
 
Entre 2022-2023 et 2023-2024, on note une diminution des dépenses prévues de 15,4 M$.  Cette diminution est principalement attribuable à la fin du Plan pour l'innovation et les compétences au 31 mars 2023."
454,program,FORDQ-BLL02,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","Between 2021-2022 and 2022-2023, there is a decrease in planned spending of $15.5 million. This decrease is mainly attributable to the reinvestment of revenue from our clients' repayable contributions which is included in 2021-2022, but not as of 2022-2023. It should be noted that the repayment moratorium granted to our clients as a result of the COVID-19 crisis to help them address liquidity shortfalls could have a decreasing impact on reinvestment starting in 2022–2023.","Entre 2021-2022 et 2022-2023, on note une diminution des dépenses prévues de 15,5 M$.  Cette diminution est principalement attribuable au réinvestissement des revenus provenant des contributions remboursables de nos clients qui est inclut en 2021-2022, mais pas à compter de 2022-2023. Notons que le moratoire sur les remboursements accordé à nos clients en réponse à la crise de la COVID-19 afin de les aider à pallier le manque de liquidités pourrait avoir un impact à la baisse sur le réinvestissement à compter de 2022-2023."
455,program,FORDQ-BLL03,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","Between 2021-2022 and 2022-2023, there is a decrease in planned spending of $49.2 million. This decrease is mainly attributable to the following elements: 
- Decrease in funding in 2022-2023 for the Initiative for the Development of Regional Economic Infrastructure in Quebec; 
- End of the Regional Air Transport Initiative on March 31, 2022. 
 
Between 2022-2023 and 2023-2024, there is a decrease in planned spending of $18.3 million. This decrease is mainly attributable to the end of the following temporary initiatives as of March 31, 2023: 
- Women Entrepreneurship Strategy; 
- Initiative for the Development of Regional Economic Infrastructure in Quebec; 
- Funding for the economic recovery of the town of Lac-Mégantic.","Entre 2021-2022 et 2022-2023, on note une diminution des dépenses prévues de 49,2 M$.  Cette diminution est principalement attribuable aux éléments suivants:  
- Diminution du financement en 2022-2023 de l'Initiative de développement des infrastructures économiques régionales au Québec; 
- Fin de l'Initiative de transport aérien régional au 31 mars 2022. 
 
Entre 2022-2023 et 2023-2024, on note une diminution des dépenses prévues de 18,3 M$.  Cette diminution est principalement attribuable à la fin des initiatives temporaires suivantes au 31 mars 2023: 
- Stratégie pour les femmes en entreprenariat; 
- Initiative de développement des infrastructures économiques régionales au Québec; 
- Aide à la relance économique de la ville de Lac-Mégantic."
456,program,AGR-BWN09,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The increase in planned spending in 2022-23 is due to increased funding for the Food Waste Reduction Challenge and the Buy Canadian Promotion Campaign.,L'augmentation des dépenses prévues en 2022-2023 est attribuable à une augmentation du financement du Défi de réduction de gaspillage alimentaire et de la Campagne de promotion de l'achat de produits canadiens.
457,program,AGR-BWN05,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The Canadian Pari-Mutuel Agency is not funded through an appropriation of public funds but rather through a levy on all money bet in Canada on horse racing. Therefore, the revenue and actual spending each year will vary.","L’Agence canadienne du pari mutuel n’est pas financée par une affectation de fonds publics, mais plutôt par un prélèvement sur tout l’argent misé sur les courses de chevaux au Canada. Par conséquent, chaque année, les recettes et les dépenses réelles varient."
458,program,ISC-BNN04,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The variances between previous reporting and current reporting on planned spending are related to the funding received in 2020-21 under Canada's COVID-19 Response Plan for the Northern Ontario Development Program, the Regional Economic Growth through Innovation program and  the Community Futures program, as well as the current approved funding levels of the contributions under the Women's Entrepreneurship Strategy.  Funding is ending in 2021-22.","Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent par le financement reçu en 2020-2021 dans le cadre du Plan d’intervention économique du Canada pour répondre à la COVID‑19 pour le programme de Développement du Nord de l’Ontario, l’initiative Croissance économique régionale par le biais du Programme d’innovation et le programme de Développement des collectivités, de même que les niveaux de financement actuellement approuvés des contributions versées en vertu de la Stratégie pour les femmes en entrepreneuriat. Le financement prend fin en 2021-2022."
459,program,CASDO-ISS00,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",No explanation necessary.,Aucune explication nécessaire.
460,program,ISC-BNO01,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The variances between previous reporting and current reporting on planned spending are primarily related to increases in the approved funding profiles of the Canada Foundation for Innovation and the Digital Research Infrastructure Strategy, as well as funding received under Canada's Research and Innovation Response to COVID-19 for GENOME Canada.","Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent principalement par les augmentations des profils de financement approuvés de la FCI et de la Stratégie pour l’infrastructure de recherche numérique, de même que le financement reçu dans le cadre du Plan d’intervention économique du Canada pour répondre à la COVID‑19 en matière de recherche et d’innovation pour Génome Canada."
461,program,CASDO-BXZ02,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",No explanation necessary.,Aucune explication nécessaire.
462,program,AGR-BWN01,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. 
 
The current five-year Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
463,program,ISC-BNP18,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The variances between previous reporting and current reporting on planned spending are related to several factors such as the end of the Contributions to Strategic Activities Program - Business Resilience Service in 2020-21; and access to IP Royalties earned in 2019-20 for NUANS. (variance less than 10%),"Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent par plusieurs facteurs dont la fin des contributions au Programme des activités stratégiques – Service de résilience des entreprises en 2020-2021, ainsi que l’accès aux redevances liées à la PI obtenues en 2019-2020 pour Nuans (écart inférieur à 10 %)"
464,program,AGR-BWN02,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. 
 
The current five-year Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
465,program,AGR-BWN07,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. 
 
The Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
466,program,ISC-BNP02,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The variances between previous reporting and current reporting on planned spending primarily reflects anticipated future claim payments under the Canada Small Business Financing Program.,Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent principalement par les paiements futurs  des demandes d’indemnisation du Programme de financement des petites entreprises du Canada.
467,program,ISC-BNP04,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",n/a variance less than 10%,s.o. écart inférieur à 10 %
468,program,ISC-BNP05,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The variances between previous reporting and current reporting on planned spending are related to funding received from TBS for Centralized Service for Enabling Regulators to Issue and Consume Digital Credentials.,Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent par le financement reçu du SCT pour le Service centralisé permettant aux organismes de réglementation d’émettre et d’utiliser des justificatifs d’identité numériques.
469,program,ISC-BNP07,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The variances between previous reporting and current reporting on planned spending are mainly related to the Canada Foundation for Sustainable Development Technology program.  The variation in the funding profile of the program is mainly attributable to reprofile of funding from future years to 2020-21 (reversed reprofile).,Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues concernent principalement le programme de la Fondation du Canada pour l’appui technologique au développement durable. La variation dans le profil de financement s’explique principalement par le report à 2020-2021 de fonds prévus pour les  années futures (report inversé).
470,program,ISC-BNP11,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The variances between previous reporting and current reporting on planned spending are related in part to the current approved funding levels of the Contribution to the Patent Collective Pilot Program (Intellectural Property Strategy) and to the fluctuations in the estimated amount draw down of CIPO accumulated surplus.,Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent en partie par les niveaux de financement actuellement approuvés des contributions du Programme pilote sur le Collectif de brevets (Stratégie en matière de propriété intellectuelle) et par les fluctuations du montant estimatif de réduction progressive de l’excédent accumulé de l’OPIC.
471,program,ISC-BNP12,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",n/a variance less than 10%,s.o. écart inférieur à 10 %
472,program,ISC-BNP16,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The variances between previous reporting and current reporting on planned spending are related to the current approved funding levels of three small contribution programs:  Contributions under Strategic Activities Program - Canada-China, Contributions to Strategic Activities Program - Ryerson and Contributions to Strategic Activities Program - Check in Canada.",Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent par les niveaux de financement actuellement approuvés de trois petits programmes de contributions : contributions en vertu du Programme des activités stratégiques – Canada-Chine; les contributions au Programme des activités stratégiques – Ryerson; et les contributions aux Programme des activités stratégiques – Check in Canada.
473,program,ISC-BNP17,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The variances between previous reporting and current reporting on planned spending are related to funding received in 2020-21 under Canada's COVID-19 Response Plan for Mitacs Inc., Business/Higher Education Roundtable and Digital Skills for Youth.  This increase is offset by the current approved funding levels of the CanCode program in 2020-21. and Let's Talk Science, Business/Higher Education Roundtable, and Digital Skills for Youth in 2021-22.","Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent par le financement reçu en 2020-2021 dans le cadre du Plan d’intervention économique du Canada pour répondre à la COVID‑19 pour Mitacs Inc., la Table ronde des affaires et de l’enseignement supérieur, le Programme de compétences numériques pour les jeunes. Cette augmentation est compensée par les niveaux de financement actuellement approuvés pour le programme CodeCan en 2021-2022, Parlons sciences, la Table ronde des affaires et de l’enseignement supérieur et le Programme de compétences numériques pour les jeunes en 2021-2022."
474,program,ISC-ISS02,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",n/a variance less than 10%,s.o. écart inférieur à 10 %
475,program,ISC-ISS03,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The variances between previous reporting and current reporting on planned spending are related to funding received from Deputy Minister Reserve to address requirements in High Cost litigation cases.,Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent par le financement reçu de la réserve du sous-ministre pour répondre aux exigences liés aux litiges très coûteux.
476,program,ISC-ISS04,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",n/a variance less than 10%,s.o. écart inférieur à 10 %
477,program,AGR-BWO02,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","Planned Spending in 2021-22 is higher as it includes funding for the Canadian Agricultural Partnership that was reprofiled from other years. The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. It also reflects a further decrease in funding for the Advance Agricultural Discovery Science and Innovation Initiative. 
 
The current five-year Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","Les dépenses prévues en 2021-2022 sont plus élevées car elles comprennent le financement du Partenariat canadien pour l'agriculture qui a été reporté d'autres années. La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. Cela reflète également une diminution additionnelle du financement de l’Initiative pour l’avancement des découvertes scientifiques et de l’innovation. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
478,program,ISC-ISS05,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",n/a variance less than 10%,s.o. écart inférieur à 10 %
479,program,ISC-ISS06,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The variances between previous reporting and current reporting on planned spending are related to DRF Budget Realignment, and internal reallocations for special projects.",Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent par le réalignement budgétaire du CMR et des réaffections internes en vue de projets spéciaux.
480,program,ISC-ISS07,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The variances between previous reporting and current reporting on planned spending are related to funding received from Treasury Board of Canada Secretariat for the Application Modernization Initiative, as well as funding received from the Deputy Minister reserve to address Workplace Modernization requirements at ISED, and DRF Budget Realignments.","Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent par le financement reçu du Secrétariat du Conseil du trésor du Canada pour l’Initiative de modernisation des applications, le financement reçu de la réserve du sous-ministre pour respecter les exigences de modernisation du milieu de travail à ISDE, et des réalignements budgétaires du CMR."
481,program,ISC-ISS08,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The variances between previous reporting and current reporting on planned spending are primarily related to DRF Budget Realignment.,Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent principalement par le réalignement budgétaire du CMR.
482,program,ISC-ISS09,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The variances between previous reporting and current reporting on planned spending are primarily related to DRF Budget Realignment performed by various sectors.,Les écarts entre les déclarations antérieures et les déclarations actuelles des dépenses prévues s’expliquent principalement par le réalignement budgétaire du CMR effectué par divers secteurs.
483,program,ISC-ISS0Z,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",n/a variance less than 10%,s.o. écart inférieur à 10 %
484,program,NR-BTM10,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The reduction in planned spending from 2021-22 to 2023-24 is mainly due to the decrease in funding profile for Improving Energy Efficiency in homes for which an initial amount was provided in 2021-22 while future year amounts will be reflected in future documents.,"La réduction entre les dépenses prévues de 2021-2022 à 2023-2024 est principalement liée à la réduction du profil de financement pour l'amélioration de l'éfficacité énergétique dans les maison, pour laquelle un montant initial a été prévu en 2021-2022, tandis que les montants des années suivantes seront reflétés dans les documents futurs."
485,program,NR-BTO05,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","Planned spending in Statutory authorities is increasing from 2021-22 to 2023-24, mainly as a result of the Atlantic Offshore Accounts. Statutory payment obligations under these accords are largely related to royalty transfers to the province of Newfoundland and Labrador which are driven by oil and gas prices, production levels and anticipated corporate income taxes related to offshore operations. The planned spending is based on the Department's economic modeling forecasts prepared in the fall of 2020.","Les dépenses prévues dans les autorisations statutaires augmentent de 2021-2022 à 2023-2024, principalement en raison des Accords atlantiques extracôtiers. Les obligations de paiements statutaires dans le cadre de ces accords sont en grande partie liées aux transferts de redevances à la province de Terre-Neuve-et-Labrador, qui dépendent des prix du pétrole et du gaz, des niveaux de production et des impôts sur les sociétés anticipés liés aux opérations extracôtières. Les dépenses prévues sont basées sur les prévisions de modélisation économique du ministère préparées à l'automne 2020."
486,program,NR-BTO07,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The reduction in planned spending from 2021-22 to 2022-23 is mainly due to the sunsetting of Interim Principles scheduled to end March 31, 2022, and reduced funding to Implement Accommodations Measures and Responses to the National Energy Board's Recommendations for the Trans Mountain Expansion Project.","La réduction entre les dépenses prévues de 2021-2022 à 2022-2023 est principalement liée à l'expiration des autorisations budgétaires des principes provisoires, devant prendre fin le 31 mars 2022, et la réduction du profil de financement pour la mise en œuvre des mesures d’accommodement et réponses aux recommandations de l’Office national de l’Énergie pour le projet d’agrandissement du réseau de Trans Mountain."
487,program,JUS-BNY05,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The variance in planned spending is explained by the sunset of temporary funding received over the three-year period, from 2020-21 to 2022-23, to respond to the Final Report of the National Inquiry into Missing and Murdered Indigenous Women and Girls. More specifically, the contributions funding to support Family Information Liaison Units and community based services.","L'écart au niveau des dépenses prévues s'explique par la fin d’un financement temporaire reçu sur une période de trois ans, de 2020-2021 à 2022-2023, pour répondre au rapport final de l’Enquête nationale sur les femmes et les filles autochtones disparues et assassinées. Plus précisément, le financement sous forme de contributions pour supporter les Unités de liaison de prestation de renseignements aux familles et les services communautaires."
488,program,JUS-ISS03,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",All legal services resources and expenditures for the Department of Justice Canada are reported under its Legal Services Core Responsibility.,Toutes les ressources et dépenses en services juridiques pour le ministère de la Justice Canada sont déclarées sous la responsabilité essentielle Services juridiques.
489,program,JUS-ISS09,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","Not applicable - Due to low materiality, the resources and expenditures for Material Management Services are now aligned and reported under Acquisition Management Services.","Non applicable - En raison de la faible importance relative, les ressources et les dépenses pour les Services de gestion du matériel sont désormais alignées et déclarées sous Services de gestion des acquisitions."
490,program,AGR-BWO03,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. 
 
The current five-year Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
491,program,AGR-BWO05,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE",The increase in planned spending in 2023-24 is due to an internal reallocation of resources.,L’augmentation des dépenses prévues en 2023-2024 est attribuable à une réaffectation interne de ressources.
492,program,AGR-BWO06,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. It also reflects a further decrease in funding for the Advance Agricultural Discovery Science and Innovation Initiative. 
 
The Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. Cela reflète également une diminution additionnelle du financement de l’Initiative pour l’avancement des découvertes scientifiques et de l’innovation. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
493,program,AGR-BWP01,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. 
 
The current five-year Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
494,program,AGR-BWP02,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. 
 
The current five-year Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
495,program,AGR-BWP03,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. 
 
The current five-year Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
496,program,AGR-BWP04,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. 
 
The current five-year Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
497,program,AGR-BWP05,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. 
 
The current five-year Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
498,program,AGR-BWP08,2021-22,2021-22,"PLANNED_EXP,DP_EXP,PLANNED_FTE,DP_FTE","The decrease in planned spending in 2023-24 reflects the expiry of the current five-year Canadian Agricultural Partnership funding authorities at the end of 2022-23. A successor policy framework is being developed and the funding amount is not yet determined. 
 
The current five-year Canadian Agricultural Partnership funding authorities expire at the end of 2022-23.  A successor policy framework is being developed and it is anticipated that full-time equivalents will remain stable.","La diminution des dépenses prévues en 2023-2024 est attribuable à l'expiration des autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et le montant du financement n’a pas encore été déterminé. 
 
Les autorisations de financement du quinquennal actuel du Partenariat canadien pour l'agriculture expirent à la fin 2022-2023. Un nouveau cadre stratégique est en cours d’élaboration et on s'attend à ce que le nombre d’équivalents temps plein demeure stable."
