"id","subject_id","name_en","name_fr","is_efficiency","doc"
"5921-2018","CFIA-BUH03","Incident prevention","Prévention d'incident",0,"dp18"
"5922-2018","CFIA-BUH04","Permission processes are timely","Les processus d'autorisation sont en temps opportuns",0,"dp18"
"5923-2018","CFIA-BUH05","Programs are delivered as designed","Les programmes sont exécutés tels que conçus",0,"dp18"
"5924-2018","CFIA-BUH06","Regulated parties compliance","Conformité des parties réglementées",0,"dp18"
"5925-2018","CFIA-BUH07","Incident Containment","Confinement d'incident",0,"dp18"
"5926-2018","CFIA-BUH08","Permission processes are timely","Les processus d'autorisation sont en temps opportuns",0,"dp18"
"5927-2018","CFIA-BUH09","Risks are Managed","Les risques sont gérés",0,"dp18"
"5928-2018","CFIA-BUH10","Regulated parties compliance","Conformité des parties réglementées",0,"dp18"
"5929-2018","CFIA-BUH11","Incident containment","Confinement d'incident",0,"dp18"
"5930-2018","CFIA-BUH12","Permission processes are timely","Les processus d'autorisation sont en temps opportuns",0,"dp18"
"5931-2018","CFIA-BUH13","Canadian approaches are reflected in an international regulatory framework that is predictable, transparent and science-based","Les approches canadiennes sont prises en compte dans un cadre réglementaire international qui est prévisible, transparent et fondé sur des principes scientifiques",0,"dp18"
"5932-2018","CFIA-BUH14","Regulatory Co-operation that encourages alignment","Coopération en matière de réglementation qui favorise l'harmonisation",0,"dp18"
"5933-2018","CFIA-BUH15","Resolution of market access issues with trading partners","Résolution des problèmes d'accès aux marchés avec les partenaires commerciaux",0,"dp18"
"5934-2018","FJA-BNZ01","Accurate payment of salaries, allowances and annuities as per the Judges Act.","Paiement exact des traitements, des indemnités et des pensions selon la Loi sur les juges.",0,"dp18"
"5935-2018","FJA-BNZ02","Federally appointed judges have access to timely and high-quality services.","Les juges de nomination fédérale obtiennent en temps opportun des services de qualité supérieure.",0,"dp18"
"5936-2018","FJA-BNZ03","Effective functioning of Canadian Judicial Council committees.","Fonctionnement efficace des comités du Conseil canadien de la magistrature.",0,"dp18"
"5937-2018","AECB-BTJ01","Compliance verification is conducted in an effective, efficient and risk-informed manner","Les vérifications de la conformité sont menées d’une manière efficace, efficiente et fondée sur les risques",0,"dp18"
"5938-2018","AECB-BTJ02","Compliance verification is conducted in an effective, efficient and risk- informed manner","Les vérifications de la conformité sont menées d’une manière efficace, efficiente et fondée sur les risques",0,"dp18"
"5939-2018","AECB-BTJ03","Compliance verification is conducted in an effective, efficient and risk-informed manner","Les vérifications de la conformité sont menées d’une manière efficace, efficiente et fondée sur les risques",0,"dp18"
"5940-2018","AECB-BTJ04","Timely and accurate submission of reports to the IAEA as required by the Canada-IAEA Safeguards Agreements","Présentation précise et dans les délais des rapports à l’AIEA comme prescrit par les accords de garanties Canada-AIEA",0,"dp18"
"5941-2018","AECB-BTJ05","CNSC is a responsive regulator","La CCSN est un organisme de réglementation réceptif",0,"dp18"
"5942-2018","NPB-BUA01","Conditional release decisions contribute to keeping communities safe","Les décisions relatives à la mise en liberté sous condition contribuent à assurer la sécurité des collectivités",0,"dp18"
"5943-2018","NPB-BUA01","Conditional release decisions adhere to the law, the PBC’s policies, and the principles of fundamental justice","Les décisions relatives à la mise en liberté sous condition sont conformes à la loi, aux politiques de la CLCC et aux principes de justice fondamentale",0,"dp18"
"5944-2018","NPB-BUB01","The timely exchange of relevant information with victims, offenders, observers, other components of the criminal justice system, and the general public","Échange, au moment opportun, de renseignements utiles avec les victimes, les délinquants, les observateurs, les autres éléments du système de justice pénale et le grand public",0,"dp18"
"5945-2018","NPB-BUC01","Record suspension decisions contribute to keeping communities safer","Les décisions relatives à la suspension du casier contribuent à rendre les collectivités plus sûres",0,"dp18"
"5946-2018","NPB-BUC01","Record suspension decisions adhere to the law, the PBC’s policies, and the principles of fundamental justice","Les décisions relatives à la suspension du casier sont conformes à la loi, aux politiques de la CLCC et aux principes de justice fondamentale",0,"dp18"
"5947-2018","NPB-BUC01","Clemency recommendations are made as part of a fair and equitable process","Les recommandations concernant la clémence sont faites dans le cadre d’un processus juste et équitable",0,"dp18"
"5948-2018","OSFI-BVN01","Depositors and policy holders are protected while recognizing that all failures cannot be prevented","Les déposants et les souscripteurs sont protégés, tout en reconnaissant que les faillites ne peuvent pas toutes être évitées.",0,"dp18"
"5949-2018","OSFI-BVN01","Issues in institutions are identified and acted on at an early stage","Les problèmes dans les institutions sont cernés et, en conséquence, des mesures sont prises sans tarder.",0,"dp18"
"5950-2018","OSFI-BVN02","Stakeholders are of the opinion that guidance is updated in a timely manner in response to market changes and/or industry suggestions.","Les interlocuteurs estiment que les consignes sont mises à jour en temps opportun et qu’elles répondent aux changements qui se produisent sur les marchés et(ou) aux suggestions du secteur.",0,"dp18"
"5951-2018","OSFI-BVN02","OSFI’s expectations are communicated effectively in guidance to stakeholders.","Le BSIF communique efficacement ses attentes sous forme de consignes destinées aux parties prenantes",0,"dp18"
"5952-2018","OSFI-BVN02","Industry is consulted on the development of guidance.","Le BSIF consulte le secteur lorsqu’il élabore des consignes.",0,"dp18"
"5953-2018","OSFI-BVN03","Decisions on regulatory approvals are transparent and timely","Les décisions d’agrément sont prises de manière transparente et opportune.",0,"dp18"
"5954-2018","OSFI-BVN04","Issues in plans are identified and acted on at an early stage.","Les problèmes des régimes sont cernés et des mesures sont prises en conséquence sans tarder.",0,"dp18"
"5955-2018","OSFI-BVN04","OSFI is perceived as being effective in monitoring and supervising pension plans.","La surveillance et la supervision des régimes de retraite qu’exerce BSIF est perçu comme étant efficace.",0,"dp18"
"5956-2018","OSFI-BVN04","OSFI’s expectations are communicated effectively in guidance to stakeholders.","Le BSIF communique efficacement ses attentes sous forme de consignes destinées aux parties prenantes",0,"dp18"
"5957-2018","OSFI-BVO01","Stewards of Canada’s public retirement income system and Canadians receive accurate, high quality and timely professional actuarial services and advice on Canada’s public retirement income system.","Les administrateurs du système public canadien de revenu de retraite et les Canadiens bénéficient en temps opportun de services et de conseils actuariels d’experts exacts et de qualité supérieure relativement à ce système.",0,"dp18"
"5958-2018","OSFI-BVO01","Accurate, high quality and timely actuarial valuation reports on federal Public Sector Employee Pension and Insurance Plans are provided to departments to assist with design, funding and administration of the plans.","Des rapports d’évaluation actuarielle précis et de grande qualité sur les régimes de retraite et d’assurance publics sont fournis aux ministères en temps utile pour étayer la conception, la capitalisation et l’administration des régimes.",0,"dp18"
"5959-2018","OSFI-BVO01","Accurate, high quality and timely actuarial valuation reports on Canada Student Loans Program (CSLP) and Employment Insurance (EI) are provided to inform stakeholders and Canadians of the future costs and rates for these programs.","Les rapports d’évaluation actuarielle sur le Programme canadien de prêts aux étudiants (PCPE) et le Programme d’assurance-emploi sont exacts, de grande qualité et produits en temps utile pour informer les parties prenantes et les Canadiens au sujet des futurs coûts et taux de provisionnement de ces programmes.",0,"dp18"
"5960-2018","GSC-BVV01","Effective, efficient, competitive and fair procurement services that support Canada’s institutions in delivering their programs, while contributing to the country’s socio-economic goals.","Des services d’approvisionnement efficients, concurrentiels et équitables qui appuient les institutions du Canada dans l’exécution de leurs programmes, tout en contribuant aux objectifs socio-économiques du pays.",0,"dp18"
"5961-2018","GSC-BVV02","Effective, efficient, competitive and fair procurement services that support Canada’s institutions in delivering their programs, while contributing to the country’s socio-economic goals.","Des services d’approvisionnement efficients, concurrentiels et équitables qui appuient les institutions du Canada dans l’exécution de leurs programmes, tout en contribuant aux objectifs socio-économiques du pays.",0,"dp18"
"5962-2018","GSC-BVW01","Timely and accurate payments to public service employees","Paiements à temps et exacts aux fonctionnaires",0,"dp18"
"5963-2018","GSC-BVW02","Members of federal pension  plans receive timely and accurate pension payments, benefits and support services to which they are entitled.","Les membres de régimes de pension fédéraux reçoivent en temps opportun les prestations de pension, les avantages et les services de soutien exacts auxquels ils ont droit.",0,"dp18"
"5964-2018","GSC-BVW03","Payments are administered to taxing authorities on behalf of federal custodian dapartments and agencies in a timely manner.","Les paiements sont versés en temps opportun aux administrations fiscales au nom des ministères et organismes fédéraux gardiens.",0,"dp18"
"5965-2018","GSC-BVW04","Canadians, businesses and organizations receive all payments on time and revenues are collected for government services in an efficient manner.","Les Canadiens, les entreprises et les organismes reçoivent tous les paiements à temps, et les recettes sont recueillies pour les services gouvernementaux de manière efficace.",0,"dp18"
"5966-2018","GSC-BVW05","Canadians have timely access to reliable information on Canada’s finances","Les Canadiens ont un accès rapide à des renseignements fiables sur les finances du Canada.",0,"dp18"
"5967-2018","GSC-BVW06","Sound administration of the post-employment benefits programs provided to former employees of the Cape Breton Development Corporation.","Saine administration des programmes des avantages postérieurs à l’emploi fournis aux anciens employés de la SDCB.",0,"dp18"
"5968-2018","GSC-BVX01","Federal organizations have affordable accommodation and facilities that foster productive and collaborative work.","Les organisations fédérales disposent de locaux et d'installations abordables qui favorisent la productivité et la collaboration au travail.",0,"dp18"
"5969-2018","GSC-BVX02","Federal organizations and the Parliament of Canada receive responsive and cost-effective real property services","Les organisations fédérales et le Parlement du Canada reçoivent des services immobiliers adaptés et rentables.",0,"dp18"
"5970-2018","GSC-BVX03","Partners are provided with safe, functional, modernized and accessible accommodations that meet their operational needs","Les partenaires reçoivent des locaux sécuritaires, fonctionnels, modernes et accessibles qui respectent leurs besoins opérationnels.",0,"dp18"
"5971-2018","GSC-BVX04","Over the long term, a portfolio of federal properties that minimizes short and long term financial and environmental liabilities.","À long terme, un portefeuille de biens fédéraux qui permet de réduire au minimum les passifs financiers et environnementaux à court et à long terme.",0,"dp18"
"5972-2018","GSC-BVY01","Delivery of terminology and linguistic consulting services.","Prestation de services de consultation terminologique et linguistique",0,"dp18"
"5973-2018","GSC-BVY02","Timely, relevant and accurate news information is available to federal organizations","Des renseignements opportuns, pertinents et exacts sont accessibles aux organisations fédérales.",0,"dp18"
"5974-2018","GSC-BVY03","Federal organizations have access to services and systems for travel, information management, human resources, business, financial and material management","Les organisations fédérales ont accès à des services et des systèmes de déplacement, de gestion de l'information, de gestion des ressources humaines, des activités, des finances et du matériel.",0,"dp18"
"5975-2018","GSC-BVY04","Document Imaging Services offers federal institutions competitively priced document imaging and data capture solutions in compliance with international quality standards.","Les services d’imagerie documentaires offrent aux organisations fédérales des solutions d’imagerie documentaire et de saisie des données à des prix concurrentiels, conformément aux normes de qualité internationales",0,"dp18"
"5976-2018","GSC-BVY05","Interested parties have access to bid and buy government surplus assets","Les parties intéressées peuvent soumissionner et acheter des biens gouvernementaux excédentaires.",0,"dp18"
"5977-2018","GSC-BVY06","Federal organizations have the support services and tools they need to deliver their programs to Canadians.","Les organisations fédérales disposent des services de soutien et des outils dont elles ont besoin pour offrir leurs programmes aux Canadiens.",0,"dp18"
"5978-2018","GSC-BVY07","Clients’ certification and registration needs are met","Les besoins de certification et d’enregistrement des clients sont comblés.",0,"dp18"
"5979-2018","GSC-BVY08","Federal institutions receive security screenings for contractors in a timely manner.","Les institutions fédérales reçoivent les autorisations de sécurité des entrepreneurs en temps opportun.",0,"dp18"
"5980-2018","GSC-BVZ01","Procurement related issues are addresses through facilitation (alternative dispute resolution).","Les problèmes d’approvisionnement sont réglés grâce à la facilitation (règlement extrajudiciaire des différends).",0,"dp18"
"5981-2018","SIRC-BWY01","CSIS complies with the law and its actions are reasonable and necessary","Le SCRS respecte la loi et ses activités sont raisonnables et nécessaires",0,"dp18"
"5982-2018","SIRC-BWY02","CSIS complies with the law and its actions are reasonable and necessary","Le SCRS respecte la loi et ses activités sont raisonnables et nécessaires",0,"dp18"
"5983-2018","SIRC-BWY01","CSIS complies with the law and its actions are reasonable and necessary","Le SCRS respecte la loi et ses activités sont raisonnables et nécessaires",0,"dp18"
"5984-2018","FTRAC-BUW01","Reporting entities understand their role and contribution in combating money laundering and terrorist activity financing","Les entités déclarantes comprennent leur rôle et leur contribution dans la lutte contre le blanchiment d’argent et le financement des activités terroristes",0,"dp18"
"5985-2018","FTRAC-BUW01","Reporting entities meet their reporting obligations to FINTRAC and provide accurate transaction data that can be used to produce actionable financial intelligence.","Les entités déclarantes respectent leurs obligations en matière de déclarations à CANAFE et fournissent des données exactes sur les opérations permettant de produire des renseignements financiers exploitables",0,"dp18"
"5986-2018","FTRAC-BUX01","Financial intelligence disclosures make an important contribution to investigations of money laundering and terrorist financing while respecting specific legislative thresholds and information limits","Les communications de renseignements financiers contribuent substantiellement aux enquêtes sur le blanchiment d’argent et le financement des activités terroristes, tout en respectant certaines limites et certains seuils législatifs en matière d’information",0,"dp18"
"5987-2018","FTRAC-BUX01","Law enforcement, partner agencies and international partners  receive financial intelligence that is actionable","Les organismes d’application de la loi, les organismes partenaires et les partenaires internationaux reçoivent des renseignements financiers exploitables",0,"dp18"
"5988-2018","FTRAC-BUX02","Key Stakeholders are well-informed on issues, trends, and risks in money laundering and terrorism financing","Les principales parties concernées sont bien renseignées sur les enjeux, les tendances et les risques en matière de blanchiment d’argent et de financement des activités terroristes",0,"dp18"
"5989-2018","FTRAC-BUW02","FINTRAC contributes to improving the effectiveness of Canada’s overall anti-money laundering and anti-terrorism financing regime.","CANAFE contribue à améliorer l’efficacité du régime canadien de lutte contre le blanchiment d’argent et le financement des activités terroristes dans son ensemble.",0,"dp18"
"5990-2018","CFGB-BUZ01","Findings and Recommendations on all referred military grievances are provided in a timely manner","Des conclusions et recommandations sont rendues en temps opportun pour chaque grief renvoyé au Comité",0,"dp18"
"5991-2018","CFGB-BUZ01","The Chief of the Defence Staff is able to rely on the Committee's Findings and Recommendations in the military grievances decision-making process","Le chef d’état-major de la Défense peut se fier sur les conclusions et recommandations du Comité dans le contexte du processus de prise de décision en matière des griefs militaires",0,"dp18"
"5992-2018","H-BVG01","Stakeholders acquire the (a) knowledge and (b) skills required to implement improvements in priority area(s)","Les intervenants acquièrent a) les connaissances et b) les compétences requises pour apporter des améliorations dans le(s) domaine(s) prioritaire(s)",0,"dp18"
"5993-2018","H-BVG02","Canada has modern and sustainable health care systems","Le Canada dispose de systèmes de soins de santé modernes et durables",0,"dp18"
"5994-2018","H-BVG03","Canadians have access to appropriate and effective home/community and palliative health services","Les Canadiens ont accès à des services de santé communautaires / à domicile et à des soins palliatifs adéquats et efficaces",0,"dp18"
"5995-2018","H-BVG04","Canadians have access to appropriate and effective health services","Les Canadiens ont accès à des services de santé adéquats et efficaces",0,"dp18"
"5996-2018","H-BVG05","Targeted stakeholders use evidence-informed information on substance use to change policies, programs, and practice","Les intervenants ciblés utilisent de l’information fondée sur des données probantes sur la consommation de substances pour changer les politiques, les programmes et les pratiques",0,"dp18"
"5997-2018","H-BVG06","Canada has a modern and sustainable health care system","Le Canada possède un système de santé viable et moderne",0,"dp18"
"5998-2018","H-BVG07","Increased stakeholder knowledge and capability to use product and services","Meilleure connaissance des produits et des services chez les intervenants et accroissement de leur capacité de les utiliser",0,"dp18"
"5999-2018","H-BVG08","Provinces/territories fulfill their obligations under the Canada Health Act","Les provinces et les territoires s’acquittent de leurs obligations en vertu de la Loi canadienne sur la santé",0,"dp18"
"6000-2018","H-BVG09","Canadians have access to appropriate and effective health services","Les Canadiens ont accès à des services de santé adéquats et efficaces",0,"dp18"
"6001-2018","H-BVG10","Canadians have access to appropriate and effective health services","Les Canadiens ont accès à des services de santé adéquats et efficaces",0,"dp18"
"6002-2018","H-BVG11","Canada has modern and sustainable health care systems","Le Canada dispose de systèmes de soins de santé modernes et durables",0,"dp18"
"6003-2018","H-BVG12","Stakeholders make improvements in blood safety and Organ and Tissue Donation and Transplantation","Les intervenants apportent des améliorations dans le domaine de la sûreté du sang, des dons et de la greffe d’organes et de tissus",0,"dp18"
"6004-2018","H-BVG12","Canadians have access to appropriate and effective health services","Les Canadiens ont accès à des services de santé adéquats et efficaces",0,"dp18"
"6005-2018","H-BVG13","Health professionals and intake staff are retained in Official Language Minority Communities","Les professionnels de la santé et les préposés à l’admission sont maintenus en poste parmi les communautés de langue officielle en situation minoritaire (CLOSM)",0,"dp18"
"6006-2018","H-BVG14","Research stakeholders use research findings to inform future brain research (funding, agenda, community)","Les intervenants de la recherche utilisent les résultats des études pour orienter les recherches futures sur le cerveau (financement, programme, communauté)",0,"dp18"
"6007-2018","H-BVG15","Thalidomide Survivors age with dignity","Les survivants de la thalidomide vieillissent dans la dignité",0,"dp18"
"6008-2018","H-BVG16","Northerners have improved health status","Les résidents du Nord sont en meilleure santé",0,"dp18"
"6009-2018","H-BVH01","Partners, stakeholders and Canadians are informed of the risks and benefits of pharmaceutical drugs","Les partenaires, les intervenants et les Canadiens sont informés des risques et des avantages que comportent les médicaments pharmaceutiques",0,"dp18"
"6010-2018","H-BVH01","Industry is compliant with pre-market and post-market regulatory requirements","L’industrie se conforme aux exigences réglementaires précommercialisation et post-commercialisation.",0,"dp18"
"6011-2018","H-BVH02","Partners, stakeholders and Canadians are informed of the risks and benefits of biologics and radiopharmaceuticals","Les partenaires, les intervenants et les Canadiens sont informés des risques et des avantages que comportent les produits biologiques et radiopharmaceutiques",0,"dp18"
"6012-2018","H-BVH02","Industry is compliant with pre-market and post-market regulatory requirements","L’industrie se conforme aux exigences réglementaires précommercialisation et post-commercialisation",0,"dp18"
"6013-2018","H-BVH03","Partners, stakeholders and Canadians are informed of the risks and benefits of medical devices","Les partenaires, les intervenants et les Canadiens sont informés des risques et des avantages que comportent les instruments médicaux",0,"dp18"
"6014-2018","H-BVH03","Industry is compliant with pre-market and post-market regulatory requirements","L’industrie se conforme aux exigences réglementaires précommercialisation et post-commercialisation",0,"dp18"
"6015-2018","H-BVH04","Canadians and stakeholders access information to make informed decisions","Les Canadiens et les intervenants accèdent à des renseignements pour prendre des décisions éclairées",0,"dp18"
"6016-2018","H-BVH04","Regulated Parties are compliant with the regulatory requirements","Les parties réglementées se conforment aux exigences réglementaires",0,"dp18"
"6017-2018","H-BVH05","Food safety incidents, including foodborne illness outbreaks, are responded to in a timely manner","Intervention en temps opportun face aux incidents liés à la salubrité des aliments, notamment les éclosions de maladies d’origine alimentaire",0,"dp18"
"6018-2018","H-BVH05","Partners and stakeholders integrate nutrition, healthy eating and food safety considerations into their respective policies, programs and initiatives","Les partenaires et les intervenants intègrent les considérations en matière de nutrition, de saine alimentation et de salubrité des aliments à leurs politiques, initiatives et programmes respectifs",0,"dp18"
"6019-2018","H-BVH05","Canadians make safe and healthy eating choices","Les Canadiens font des choix alimentaires sécuritaires et sains",0,"dp18"
"6020-2018","H-BVH06","Improved Air Quality in Canada","Amélioration de la qualité de l’air au Canada",0,"dp18"
"6021-2018","H-BVH07","Health system actors including relevant non-health sectors take adaptation measures to reduce the health effects of climate change","Prise de mesures d’adaptation par les intervenants du système de santé, y compris les secteurs pertinents autres que celui de la santé, pour réduire les effets des changements climatiques sur la santé",0,"dp18"
"6022-2018","H-BVH08","Guidelines for Canadian Drinking Water Quality approved by provinces/territories","Recommandations pour la qualité de l’eau potable au Canada approuvées par les provinces et territoires",0,"dp18"
"6023-2018","H-BVH09","Risk management actions reduce the potential exposure to harmful substances","Les mesures de gestion des risques réduisent le potentiel d’exposition aux substances nocives",0,"dp18"
"6024-2018","H-BVH09","Program generated knowledge, information and data are used by key stakeholders to undertake risk assessment, risk management, risk communications, stakeholder engagement, research and monitoring","Des intervenants clés utilisent les connaissances, les données et les renseignements produits par le programme pour évaluer et gérer les risques, établir des communications ciblées sur les risques, mobiliser des intervenants, et effectuer de la recherche et de la surveillance",0,"dp18"
"6025-2018","H-BVH10","Industry takes action to protect Canadians from risks associated with consumer products and cosmetics","L’industrie prend des mesures pour protéger les Canadiens contre les risques associés aux produits de consommation et aux cosmétiques",0,"dp18"
"6026-2018","H-BVH10","Detection of potentially unsafe consumer products and cosmetics","Détection des produits de consommation et des cosmétiques potentiellement non sécuritaires",0,"dp18"
"6027-2018","H-BVH11","Suppliers receive timely decisions on confidential business information claims","Les fournisseurs reçoivent des décisions rapides sur des demandes de renseignements commerciaux confidentiels",0,"dp18"
"6028-2018","H-BVH12","Canadian young people do not use tobacco products","Les jeunes Canadiens ne font pas usage de produits du tabac",0,"dp18"
"6029-2018","H-BVH12","Canadian young people do not use vaping products","Les jeunes Canadiens ne font pas usage de produits de vapotage",0,"dp18"
"6030-2018","H-BVH12","Reduced tobacco use prevalence among Canadians","Réduction de la prévalence du tabagisme chez les Canadiens",0,"dp18"
"6031-2018","H-BVH13","Increased compliance and reduced risk of diversion of controlled substances, prescription drugs and precursor chemicals","Accroissement de la conformité et réduction du risque associé au détournement de substances contrôlées, de drogues sur ordonnance et de précurseurs chimiques",0,"dp18"
"6032-2018","H-BVH13","Reduced risk-taking behaviour among drug and substances users","Diminution des comportements à risque chez les consommateurs de drogues et de substances",0,"dp18"
"6033-2018","H-BVH14","Licensed producers and Canadians are compliant with the regulations","Les producteurs autorisés et les Canadiens respectent la réglementation",0,"dp18"
"6034-2018","H-BVH15","Canadians and stakeholders are aware of information from Health Canada on radiation in the environment","Les Canadiens et les intervenants sont au fait de renseignements de Santé Canada sur le rayonnement dans l’environnement",0,"dp18"
"6035-2018","H-BVH15","Canadians and stakeholders are aware of strategies and tools to reduce exposure to radon","Les Canadiens et les intervenants sont au fait des stratégies et des outils pour réduire l’exposition au radon",0,"dp18"
"6036-2018","H-BVH16","The health of Canadians and the environment are protected from risks associated with the use of pesticides","La santé des Canadiens et l’environnement sont protégés contre les risques associés à l’utilisation de pesticides",0,"dp18"
"6037-2018","H-BVH17","Satisfaction with specialized health services","Satisfaction à l’égard des services de santé spécialisés",0,"dp18"
"6038-2018","CCRA-BRA01","Taxpayers will have certainty on their tax related obligations in a timely manner.","Les contribuables seront certains de leurs obligations fiscales en temps opportun.",0,"dp18"
"6039-2018","CCRA-BRA02","Ensure compliance with registration, filing, remitting, and reporting accurately requirements through effective risk assessment.","Assurer l’observation des exigences en matière d’inscription, de production, de versement et de déclaration avec exactitude au moyen d’une évaluation efficace du risque.",0,"dp18"
"6040-2018","CCRA-BRA03","Ensure compliance with payment obligations through collecting and resolving tax and government programs debt on a timely basis.","Assurer l’observation des obligations en matière de paiement en recouvrant et en réglant les dettes fiscales et les dettes liées aux programmes gouvernementaux en temps opportun.",0,"dp18"
"6041-2018","CCRA-BRA04","Reporting non-compliance is detected and corrected and revenues are recovered by better targeting compliance actions through effective risk assessment of the individuals, small and medium-sized businesses, non-residents, small, medium and large-sized GST/HST registrants and","L’inobservation en matière de déclaration est détectée et corrigée et les recettes sont recouvrées en ciblant mieux les mesures d’observation au moyen d’une évaluation efficace du risque des particuliers, des petites et moyennes entreprises, des non-résidents, des petits, moyens et grands inscrits pour les besoins de la TPS/TVH, et des demandeurs",0,"dp18"
"6042-2018","CCRA-BRA05","Non-compliance of tax obligations with respect to large business and international transactions is detected and addressed and revenues are recovered.","L’inobservation des obligations fiscales liées aux grandes entreprises et aux opérations internationales est détectée et traitée, et les recettes sont recouvrées.",0,"dp18"
"6043-2018","CCRA-BRA06","Taxpayers will have timely closure of their disputes.","Les différends des contribuables seront réglés en temps opportun.",0,"dp18"
"6044-2018","CCRA-BRA07","Taxpayers will have timely resolution of their requests for taxpayer relief.","Les demandes d’allègement des contribuables seront résolues en temps opportun.",0,"dp18"
"6045-2018","CCRA-BRA08","Taxpayers will have a timely resolution to their service issues.","Les contribuables auront une résolution en temps opportun de leurs problèmes liés au service.",0,"dp18"
"6046-2018","CCRA-BRA09","Registered charities and applicants for charitable status receive timely service.","Les organismes de bienfaisance enregistrés et les demandeurs du statut d’organisme de bienfaisance reçoivent un service opportun.",0,"dp18"
"6047-2018","CCRA-BRA10","Stakeholders have access to timely information and services regarding their rights and obligations under the relevant legislation.","Les intervenants ont accès à des renseignements et à des services en temps opportun au regard de leurs droits et devoirs, conformément aux lois pertinentes.",0,"dp18"
"6048-2018","CCRA-BRA11","Taxpayers will have timely information to help them comply with their tax obligations and receive their entitlements.","Les contribuables auront des renseignements opportuns pour les aider à respecter leurs obligations fiscales et à recevoir les prestations auxquelles ils ont droit.",0,"dp18"
"6049-2018","CCRA-BRB01","Benefit and credit eligibility determination and payment processing are timely and accurate.","La détermination de l’admissibilité aux prestations et aux crédits et le traitement de paiement sont effectués en temps opportun et avec exactitude.",0,"dp18"
"6050-2018","CCRA-BRC01","Canadians have access to trusted and independent review of service complaints about the CRA.","Les Canadiens ont accès à un examen crédible et indépendant des plaintes liées au service au sujet de l'ARC.",0,"dp18"
"6051-2018","FCAC-BUT01","Federally regulated financial entities are compliant with consumer protection legislation, their public commitments and codes of conduct","Les entités financières sous réglementation fédérale respectent les lois sur la protection des consommateurs, leurs engagements publics et leurs codes de conduite",0,"dp18"
"6052-2018","FCAC-BUT01","Canadian consumers are aware of their rights and responsibilities when dealing with financial institutions","Les consommateurs canadiens connaissent leurs droits et leurs responsabilités lorsqu’ils traitent avec des institutions financières",0,"dp18"
"6053-2018","FCAC-BUU01","Canadians are strengthening their financial knowledge, skills and confidence","Les Canadiens renforcent leurs connaissances, leurs compétences et leur confiance à l’égard des questions financières",0,"dp18"
"6054-2018","INDSC-BWU01","Clinical and Client Care services are delivered efficiently","La prestation des services du programme Soins cliniques et aux clients est efficace",0,"dp18"
"6055-2018","INDSC-BWU02","First Nations and Inuit have access to Home and Community Care programming","Les Premières Nations et les Inuits ont accès au programme de soins à domicile et en milieu communautaire",0,"dp18"
"6056-2018","INDSC-BWU03","First Nations take measures to prevent and control communicable diseases","Les Premières Nations prennent des mesures pour prévenir et contrôler les maladies transmissibles",0,"dp18"
"6057-2018","INDSC-BWU04","First Nations and Inuit individuals and communities are healthier","Les Premières Nations et les Inuits, ainsi que leurs collectivités respectives, sont en meilleure santé",0,"dp18"
"6058-2018","INDSC-BWU05","First Nations and Inuit are engaged in healthy behaviours","Les Premières Nations et les Inuits adoptent des comportements sains",0,"dp18"
"6059-2018","INDSC-BWU06","First Nations and Inuit are engaged in healthy behaviours","Les Premières Nations et les Inuits adoptent des comportements sains",0,"dp18"
"6060-2018","INDSC-BWU07","First Nations children have access to services and supports","Les enfants des Premières Nations ont accès aux services et aux options de soutien",0,"dp18"
"6061-2018","INDSC-BWU08","First Nations and Inuit have improved access to non-insured health benefits","Les Premières Nations et les Inuits ont amélioré l'accès aux services de santé non assurés",0,"dp18"
"6062-2018","INDSC-BWU09","Health programs and services are accredited","Les programmes et services de santé sont accrédités",0,"dp18"
"6063-2018","INDSC-BWU10","Indigenous people are working in the health sector","Les peuples autochtones travaillent dans le secteur de la santé",0,"dp18"
"6064-2018","INDSC-BWU11","Safe health facilities that support First Nations communities to  deliver health care programs and services","Des établissements de santé sécuritaires qui aident les collectivités des Premières Nations à offrir des programmes et des services de soins de santé",0,"dp18"
"6065-2018","INDSC-BWU12","First Nations and health care providers have access to eHealth technologies","Les Premières Nations et les fournisseurs de soins de santé ont accès aux technologies de la cybersanté",0,"dp18"
"6066-2018","INDSC-BWU13","First Nations individuals and communities are healthier (British Columbia)","Les individus et les communautés des Premières Nations sont en meilleure santé (Colombie-Britannique)",0,"dp18"
"6067-2018","INDSC-BWU14","First Nations, Inuit and partners use environmental public health risk reduction practices","Les Premières Nations, les Inuits et les partenaires utilisent des pratiques environnementales de réduction des risques pour la santé publique",0,"dp18"
"6068-2018","INDSC-BWS01","Students are funded for post-secondary education","Les étudiants sont financés pour l’éducation postsecondaire",0,"dp18"
"6069-2018","INDSC-BWS02","Eligible clients and dependants have access to and use pre-employment supports and services","Les clients admissibles et les personnes  à charge ont accès et ont recours aux services et aux mesures de préparation à l’emploi",0,"dp18"
"6070-2018","INDSC-BWS03","Assisted living program clients have the ability to maintain functional independence within their home communities","Les clients du Programme d’aide à la vie autonome ont la capacité de maintenir une autonomie fonctionnelle au sein de leurs collectivités d’attache",0,"dp18"
"6071-2018","INDSC-BWS04","First Nation children are prevented from coming into care for the first time","On évite que les enfants des Premières Nations soient confiés à la garde de l’État pour une première fois",0,"dp18"
