dept_submissions__document__year,eternal_id,service,name_en,name_fr,first_active_year,last_active_year,last_gcss_tool_year,channel__name_en,channel__name_fr,channel__code,standard_type__name_en,standard_type__name_fr,standard_type__code,standard_comment_en,standard_comment_fr
2020,52,34,Request fulfillment duration: 8 business days (once a clean request is received),Délai de traitement des demandes: 8 jours ouvrables (sur une réception d’une demande complétée correctement en fonction de la complexité de la demande,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2018,5393,1088,"30 working days for processing. Applications are processed on a first-come, first-served basis from the time the application is received by email.",30 jours ouvrables pour le traitement. Les demandes sont traitées dans l'ordre d'arrivée à partir de la date à laquelle la demande est reçue par courriel.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"Data not available, tool would not accept blanks or non numeric values for Total Annual Business Satisfying Standard.  N/A would be a more suitable choice than 0","Données non disponibles, l'outil n'accepte pas de case vide ou de valeurs non numériques pour le volume d'activités qui respectant la norme. S.O. est une réponse plus adéquate que 0."
2019,5606,1981,Our goal is to assess your application and send you an approval or a rejection notification letter within 100 business days of receiving a fully complete applicant package.,Notre objectif est d'évaluer votre demande et de vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet.,,,0,Email,Courriel,eml,Timeliness,Rapidité,Timeliness,,
2019,5697,140,Our goal is to assess your application and send you an approval or a rejection notification letter within 100 business days of receiving a fully complete applicant package.,Notre objectif est d'évaluer votre demande et de vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet.,,,0,Email,Courriel,eml,Timeliness,Rapidité,Timeliness,,
2019,5799,8,Request fulfillment duration: 20 days,Délai de traitement des demandes: 20 jours,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5857,1989,"Request fulfillment duration (Audio Conferencing): 30 minutes.
Teleconferencing account creation (24 x 7 x 365)","Délai de traitement des demandes (Téléconférence): 30 minutes.
Création d’un compte de téléconférence (24 x 7 x 365)",,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5864,15,"Request fulfillment duration: 5 business days (Cell phone (voice only), smartphone (voice and data), and cellular-enabled tablets)","Délai de traitement des demandes: 5 jours ouvrables (Téléphone cellulaire (voix uniquement), téléphone intelligent (voix et données) et tablettes cellulaires)",,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5866,34,Request fulfillment duration: 8 business days (once a clean request is received),Délai de traitement des demandes: 8 jours ouvrables (sur une réception d’une demande complétée correctement en fonction de la complexité de la demande,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5867,36,Request fulfillment duration (myKEY): 2 business days,Délai de traitement des demandes (maCLÉ): 2 jours ouvrables,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5868,37,Request fulfillment duration: 5 federal government working days (FGWDs),Délai de traitement des demandes: 5 jours ouvrables du gouvernement fédéral,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5869,46,Request fulfillment duration: 5 business days,Délai de traitement des demandes: 5 jours ouvrables,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5870,47,Request fulfillment duration: site survey and network design service order up to 40 business days,Délai de traitement des demandes: commande de service d’évaluation de site et de conception de réseau 40 jours,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5872,48,Request fulfillment duration (Software): 10 days,Délai de traitement des demandes (Logiciels): 10 jours,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5874,48,Request fulfillment duration (Microcomputers): 30 days,Délai de traitement des demandes (Micro-ordinateurs): 30 jours,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5876,48,Request fulfillment duration (Printing Products): 30 days,Délai de traitement des demandes (Produits d'impression): 30 jours,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5878,1989,Request fulfillment duration (Videoconferencing): Virtual Meeting Room (VMR) account creation 5 business days,Délai de traitement des demandes (Vidéoconférence): Création d’un compte de salle de réunion virtuelle (SRV) 5 jours ouvrables,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5880,1989,Request fulfillment duration (Videoconferencing): Scheduled Conference reservations 5 business days,Délai de traitement des demandes (Vidéoconférence): Réservations de conférences 5 jours ouvrables,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5883,1989,"Request fulfillment duration (Web Conferencing): 30 minutes.
Web conferencing account creation: 24 x 7 x 365","Délai de traitement des demandes (Cyberconférence): 30 minutes.
Création d’un compte de cyberconférence : 24 x 7 x 365",,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5899,2,Import Plant & Animal,Importation de végétaux et animaux,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,system used doesn't allow clear tracking of volume that meets service standards,le système utilisé ne permet pas un suivi clair du volume qui répond aux normes de service
2021,58,36,Request fulfillment duration (myKEY): 2 business days,Délai de traitement des demandes (maCLÉ): 2 jours ouvrables,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2020,58,36,Request fulfillment duration (myKEY): 2 business days,Délai de traitement des demandes (maCLÉ): 2 jours ouvrables,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,5904,1993,Application results notification within 25 business days after submitting the application. (Complex proposals may take longer). Note for early proposals: this service standard will be considered starting 30 business days after the launch of the program,Avis sur les résultats de la demande en moins de 25 jours ouvrables après la présentation de la demande. (Les demandes complexes pourraient prendre plus de temps). Note pour les demandes en début de période d’application : cette norme de service sera considérée comme commençant à s’appliquer 30 jours ouvrables suivant le lancement du programme,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,,
2019,5946,2,Import - Veterinary Biologics : 14days,Importation produits biologiques vétérinaires:14 Jours,,,0,Postal Mail,Courrier postal,post,Timeliness,Rapidité,Timeliness,system used doesn't allow clear tracking of volume that meets service standards,le système utilisé ne permet pas un suivi clair du volume qui répond aux normes de service
2021,61,37,Request fulfillment duration: 5 federal government working days (FGWDs),Délai de traitement des demandes: 5 jours ouvrables du gouvernement fédéral,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2020,61,37,Request fulfillment duration: 5 federal government working days (FGWDs),Délai de traitement des demandes: 5 jours ouvrables du gouvernement fédéral,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2019,6260,979,Application determination within 70 business days of the deadline to submit,Détermination de la demande dans les 70 jours ouvrables suivant la date limite pour la soumission,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,,
2019,6261,247,Application determination within 130 business days of the deadline to submit,Détermination de la demande dans les 130 jours ouvrables suivant la date limite pour la soumission,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,,
2019,6286,688,"AQHI forecasts are issued according to the established schedule, in locations where the AQHI is available.",Les prévisions de la CAS sont diffusées en fonction de l’horaire établi dans les endroits où la CAS est offerte,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"This Advisory and Information Service is not a transactional e-service. It is information available instantly in a self-service manner and available online, or via the Automated Telephone Services (recorded information line): it does not require a user's account nor an application, and there is no final outputs issued such as payments or requests completed. Since the service is not transactional, real-time service delivery performance information is not applicable. A total of 10, 248 AQHI forecast bulletins issued in 2019-20. They predict maximum AQHI values over the next two days, with related health messages. The Service Standard assesses the percentage of AQHI forecasts bulletins that were issued according to the established schedule. The issued time of the AQHI forecast bulletin is compared to the valid time: if the issued time is greater than the valid time, the AQHI forecast bulletin is considered as not being issued on time. Due to technical issues with the tool used to assess the timeliness service standard, and the Air Quality Program proposing changes to bulletin issue times due to operational requirements, the calculation of the performance result for 2019-20 is not available. The Program is currently investing this database issue, which will result in fixing the web tool or determining if another tool is required.The Service Standard target is 95%.","Ce Service Consultatif et d'Information n’est pas un service transactionnel électronique. L’information est accessible en ligne ou via le Service téléphonique automatisé (ligne d'information enregistrée), disponible instantanément et en libre-service: l'accès au service ne requière pas de compte d'utilisateur ni d’application et il n'y a pas d'opérations finales effectuées tels que des paiements émis ou des demandes complétées. Puisque le service n’est pas transactionnel, l’information sur le rendement de la prestation des services prioritaires en temps réel ne s’applique pas. Un total de 10 248 bulletins de prévisions de la CAS ont été diffusés en 2019-20. Ils anticipent les valeurs maximales de la CAS au cours des deux prochains jours et comprennent des messages connexes relatifs à la santé. La norme de service évalue le pourcentage de bulletins de prévisions de CAS diffusés en fonction de l’horaire de diffusion établi. Le temps de la diffusion du bulletin de prévisions de la CAS est comparé à l’horaire valide : si le temps de la diffusion dépasse celui de l’horaire valide, on considère que le bulletin de prévisions n’a pas été diffusé à temps. À cause de problèmes techniques touchant l’outil utilisé pour évaluer la norme de service de délais raisonnables, et le Programme de la qualité de l'air proposant des modifications des horaires de publication des bulletins en raison des exigences opérationnelles, le calcul du résultat de performance pour 2019-20 n'est pas disponible. Le programme investit actuellement ce problème de base de données, ce qui permettra de réparer l'outil web ou de déterminer si un autre outil est nécessaire. L'objectif de la norme de service est 95 %."
2019,6410,1208,A CIP goal is to issue official written notification of the funding decision within 16 weeks  after the project submission date.,Un objectif du PIC est d'aviser par écrit de la décision de financement  dans un délai maximum de 16 semaines après la date limite de dépôt de projets.,,,0,Email,Courriel,eml,Timeliness,Rapidité,Timeliness,The target was not reached because of  Covid19 situation resulting with approval delays.,L'objectif n'a pas été atteint à cause de la situation Covid-19 ce traduisant par des délais d'approbation.
2019,6742,1982,internal service standards are not accessible to the public,les normes de service internes ne sont pas accessibles au public,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"Service standards depend on commodities and type of tests, which are too many to list here.
Testing samples must follow international standards regarding time sensitive samples; so service standard for testing must be followed","Les normes de service dépendent des produits et du type de tests, qui sont trop nombreux pour être énumérés ici.
Les échantillons de test doivent suivre les normes internationales concernant les échantillons sensibles au temps; donc la norme de service pour les tests doit être suivie"
2019,710,843,"GCdocs addresses client inquiries, providing advice and guidance, within five business days.",GCdocs – Répondre aux demandes de renseignements des clients et leur fournir des conseils et des directives dans un délai de cinq (5) jours ouvrables .,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,These metrics were not gathered throughout this fiscal year. This is a priority item to address in 2020-21.,Ces métriques n'ont pas été recueillies au cours de cet exercice. Il s'agit d'un élément prioritaire à traiter en 2020-21.
2018,710,843,"GCdocs addresses client inquiries, providing advice and guidance, within five business days.",GCdocs – Répondre aux demandes de renseignements des clients et leur fournir des conseils et des directives dans un délai de cinq (5) jours ouvrables .,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,These metrics were not gathered throughout this fiscal year.  This is a priority item to address in 2019-20,Ces métriques n'ont pas été recueillies au cours de cet exercice. Il s'agit d'un élément prioritaire à traiter en 2019-2020.
2019,7466,2058,Five working days or less to respond to an inquiry received in the general email inbox or 1-800 phone line.,Cinq jours ouvrables ou moins pour répondre à une demande de renseignement reçue dans la boîte courriel générale ou la ligne 1-800.,,,0,Email,Courriel,eml,Timeliness,Rapidité,Timeliness,"Over the last fiscal year, we received approximately 260 emails to the general inbox.  23% of them came from other federal departments, and 77% came from external sources such as Indigenous businesses or the public. Given the short time frames of this request, the amount of data to compile, and the importance of the regional offices focusing on service delivery, data was not available at this time.","Au cours du dernier exercice financier, nous avons reçu environ 260 courriels dans la boîte de réception générale. 23 % d’entre eux provenaient d’autres ministères fédéraux, et 77 % de sources externes telles que des entreprises autochtones ou le public. Compte tenu du court délai imparti pour cette demande, de la quantité de données à compiler et de l’importance pour les bureaux régionaux de se concentrer sur la prestation de services, les données n’étaient pas disponibles pour le moment."
2020,751,943,The legislated timeframe for responding to an Access to Information or Privacy request is 30 calendar days.,Le délai prescrit par la loi pour répondre aux demandes d'accès à l'information et de renseignements personnels est de 30 jours civils.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"The Annual Business Volume Satisfying Standard is unspecified. The number 0 has been indicated above because the system does not allow text.

The CSPS is part of the Treasury Board of Canada Secretariat (TBS) portfolio. For this reason, access to information or personal information requests can be made using the ATIP Online Request Service (online portal), owned by TBS. Any future changes to the functionality of online services within the Portal will be identified by TBS. Email is used to acknowledge requests and issue the final output. The targets and volume identified above reflects requests closed within 30 calendar days only. The legislation provides for institutions to take extensions on requests (variety of reasons). As such, the Canada School of Public Service has closed additional requests within legislative timelines with extensions taken to complete certain requests, and these requests are not reflected in the targets or volume identified above.","Le volume d'activités annuelles qui répond à la norme est non spécifié.  Le chiffre 0 a été indiqué ci-dessus parce que le système ne permet pas d'inclure du texte.

L'EFPC fait partie du portfolio du Secrétariat du Conseil du Trésor du Canada (SCT). Pour cette raison, les demandes d'accès à l'information ou de renseignements personnels peuvent être effectuées au moyen du service de demande d'AIPRP en ligne (portail en ligne) du SCT. Toute modification à une fonctionnalité des services du portail en ligne sera identifiée par le SCT. Les courriels sont utilisés pour accuser réception des demandes et émettre la réponse finale. Les objectifs et le volume identifiés ci-dessus reflètent uniquement les demandes fermées dans un délai de 30 jours civils. La législation permet aux institutions de proroger le délai de certaines demandes (diverses raisons). La prolongation de délai a permis à l’École de la fonction publique du Canada de fermer des demandes supplémentaires dans le délai prescrit par la loi. Ces demandes ne sont pas reflétées dans les objectifs ou le volume identifiés ci-dessus."
2019,7656,1367,The Public Enquiries Contact Centre will provide you with the information requested within 3 business days. More complicated requests may take up to 10-15 business days or longer. An estimated time to complete such requests will be issued within 3 business days.,Le CCDRP fournira les renseignements demandés dans les trois jours ouvrables. Les demandes complexes peuvent prendre de 10 à 15 jours ouvrables ou plus. Une estimation du temps nécessaire pour répondre à la demande sera fournie dans les trois jours ouvrables.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,The Public Enquiries Contact Centre has one service standard for all channels. We are able to measure service level for the phone system. The phone system measures how many calls answered within a certain threshold.  Target: 90% of calls answered within 30 seconds. Due to a change to a new phone system after March 2020 (in response to remote work during COVID-19).  We do not have access to the old system which is now offline where statistical reports could be run for 2019-2020 (AVAYA BCM).,"Le CCDRP a une seule norme de service pour tous les modes de prestation. On peut mesurer le niveau de service pour le système téléphonique. Le système compte le nombre d’appels qui ont obtenu une réponse selon un seuil donné. Cible : réponse à 90 % des appels en 30 secondes. En raison d’un changement vers un nouveau système téléphonique après mars 2020 (pour l’adaptation au travail à distance pendant la pandémie de COVID-19), l’ancien système n’est pas accessible. Il est maintenant hors ligne et les rapports statistiques pourraient être produits pour 2019-2020 (système BCM d’AVAYA)."
2019,7976,2058,Five working days or less to respond to an inquiry received in the general email inbox or 1-800 phone line.,Cinq jours ouvrables ou moins pour répondre à une demande de renseignement reçue dans la boîte courriel générale ou la ligne 1-800.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"Over the last fiscal year, we received almost 100 calls to the 1-800 line. 11% of them came from other federal government departments, and 89% came from external sources such as Indigenous businesses or the public. Given the short time frames of this request, the amount of data to compile, and the importance of the regional offices focusing on service delivery, data was not available at this time.","Au cours du dernier exercice, nous avons reçu près de 100 appels à la ligne 1-800. 11 % d’entre eux provenaient d’autres ministères du gouvernement fédéral et 89 % de sources externes telles que des entreprises autochtones ou le public. Compte tenu du court délai imparti pour cette demande, de la quantité de données à compiler et de l’importance pour les bureaux régionaux de se concentrer sur la prestation de services, les données n’étaient pas disponibles pour le moment."
2019,8047,1872,Percentage of requests for firearms tracing services from law enforcement responded to within 90 days,Pourcentage de demandes de dépistage d’armes à feu de la part d’organismes d’application de la loi traitées dans un délai de 90 jours,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Business volume for FY 2019-20.,Translation pending
2019,8048,1872,Percentage of requests for service responded to by National Weapons Enforcement Support Teams within 48 hours,Pourcentage de demandes de service traitées par l’Équipe nationale de soutien à l’application de la Loi sur les armes à feu dans un délai de 48 heures,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Business volume for FY 2019-20.,pending
2019,8206,927,The CFP is committed to a service standard of 35 calendar days to complete the initial review of a submitted application for service fees impacted by the Service Fees Act.,Le PCAF s’est engagé à mettre en œuvre une norme de service de 35 jours civils pour l’examen initial des demandes pour lesquelles il existe des frais de service visés par la Loi sur les frais de service.,,,0,Postal Mail,Courrier postal,post,Timeliness,Rapidité,Timeliness,Business volume for FY 2019-20.,Volume d’affaires pour l’exercice 2019-2020.
2021,83,46,Request fulfillment duration: 5 business days,Délai de traitement des demandes: 5 jours ouvrables,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2020,83,46,Request fulfillment duration: 5 business days,Délai de traitement des demandes: 5 jours ouvrables,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Annual Business Volume Satisfying Standard: Data collection and measurement is not possible at this time as the current tool has not been configured to collect this information. A new IT Service Management (ITSM) tool has been procured and its configuration is in the initial stages,Volume d'activités annuelles qui répond à la norme: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil n’a pas été configuré à des fins de collecte d’information. On a fait l’acquisition d’un nouvel outil de gestion des services de TI (GSTI) et on a commencé sa configuration
2020,860,979,Application determination within 70 business days of the deadline to submit,Détermination de la demande dans les 70 jours ouvrables suivant la date limite pour la soumission,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Application determination was delayed due to assessment of a concurrent program intake. Some applicants applied to both programs.,Les déterminations des demandes ont été reportées au cause du processus de détermination d'un programme concurrent. Plusieurs demandeurs ont soumis des demandes aux deux programmes.
2020,866,980,"Review, assessment and determination within 45 business days of the deadline to submit","Vérification, évaluation et détermination dans les 45 jours ouvrables suivant la date limite pour soumettre une demande",,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"Community-based Climate Action intake closed October 26, 2020. Minister approval was received in early March.",Le volet de l’action communautaire pour le climat a terminé le 26 octobre 2020. Le ministre a approuvé les projets en mars 2021.
2021,STAN00005170,2250,Processing: We will review the Funding Plan and provide a response to the Recipient within 30 calendar days of receipt.,Traitement: Nous examinerons la demande et répondra au demandeur au cours des 30 jours civils qui suivent la date limite de présentation des demandes.,,,0,Email,Courriel,eml,Timeliness,Rapidité,Timeliness,"Note: As this was our first year administering the grants through an application process, we did not set targets in the absence of baseline data.","Remarque : Comme il s'agissait de notre première année d'administration des subventions par le biais d'un processus de demande, nous n'avons pas fixé d'objectifs en l'absence de données de base."
2021,1945,1431,"IRCC’s goal is to process electronic applications received, through Express Entry, under the Skilled Trades Program within 6 months.","L’objectif d'IRCC est de traiter dans un délai de 6 mois les demandes électroniques reçues par le biais d’Entrée express, au titre du Programme des travailleurs de métiers spécialisés.",,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,,S/O
2021,2377,163,Notify you in writing of final approval or rejection within 100 business days of the application being deemed complete.,D'évaluer votre demande et de vous envoyer une lettre d'approbation ou de rejet dans un délai de 100 jours ouvrables à compter de la date de réception de votre demande complète.,,,0,Email,Courriel,eml,Timeliness,Rapidité,Timeliness,,
2021,2424,154,Assess your application and send you an approval or a rejection notification letter within 100 business days of receiving a fully complete applicant package.,Evaluerons votre demande et de vous adresser une lettre d’avis d’approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet.,,,0,Email,Courriel,eml,Timeliness,Rapidité,Timeliness,,
2021,2431,162,Notify you in writing of final approval or rejection within 100 business days of the application being deemed complete.,D'évaluer votre demande et de vous envoyer une lettre d'approbation ou de rejet dans un délai de 100 jours ouvrables à compter de la date de réception de votre demande complète.,,,0,Email,Courriel,eml,Timeliness,Rapidité,Timeliness,,
