"ResultID","ProgElemID","ResultTitle_en","Is_Efficiency","Document"
"NR006-9989-2017","P1006-0011","Efficiency",1,"dp17"
"NR006-9990-2016","P1006-0010","Efficiency",1,"drr16"
"NR006-9990-2017","P1006-0010","Efficiency",1,"dp17"
"NR006-9991-2016A","P1006-9002","Efficiency",1,"drr16"
"NR006-9991-2016B","P1006-9011","Efficiency",1,"drr16"
"NR006-9991-2017A","P1006-9002","Efficiency",1,"dp17"
"NR006-9991-2017B","P1006-9011","Efficiency",1,"dp17"
"NR006-9992-2016","P1006-0008","Efficiency",1,"drr16"
"NR006-9992-2017","P1006-0008","Efficiency",1,"dp17"
"NR006-9993-2016A","P1006-7001","Efficiency",1,"drr16"
"NR006-9993-2016B","P1006-7006","Efficiency",1,"drr16"
"NR006-9993-2017A","P1006-7001","Efficiency",1,"dp17"
"NR006-9993-2017B","P1006-7006","Efficiency",1,"dp17"
"NR006-9994-2016","P1006-0006","Efficiency",1,"drr16"
"NR006-9994-2017","P1006-0006","Efficiency",1,"dp17"
"NR006-9995-2016","P1006-0005","Efficiency",1,"drr16"
"NR006-9995-2017","P1006-0005","Efficiency",1,"dp17"
"NR006-9996-2016","P1006-0004","Efficiency",1,"drr16"
"NR006-9996-2017","P1006-0004","Efficiency",1,"dp17"
"NR006-9997-2016","P1006-0003","Efficiency",1,"drr16"
"NR006-9997-2017","P1006-0003","Efficiency",1,"dp17"
"NR006-9998-2016","P1006-0002","Efficiency",1,"drr16"
"NR006-9998-2017","P1006-0002","Efficiency",1,"dp17"
"NR006-9999-2016","P1006-0001","Efficiency",1,"drr16"
"NR006-9999-2017","P1006-0001","Efficiency",1,"dp17"
"NR007-0001-2016","EC-AGL00","Populations of migratory birds are secure",0,"drr16"
"NR007-0001-2017","EC-AGL00","Populations of migratory birds are secure",0,"dp17"
"NR007-0002-2016","P1007-0001","Biodiversity goals and targets are integrated into federal, provincial and territorial strategies and plans that have an impact on biodiversity",0,"drr16"
"NR007-0002-2017","P1007-0001","Biodiversity goals and targets are integrated into federal, provincial and territorial strategies and plans that have an impact on biodiversity",0,"dp17"
"NR007-0008-2016","P1007-0003","Migratory bird populations maintained at population goals",0,"drr16"
"NR007-0008-2017","P1007-0003","Migratory bird populations maintained at population goals",0,"dp17"
"NR007-0009-2016","P1007-0031","Priority habitat for waterfowl is retained in support of North American Waterfowl Management Plan objectives",0,"drr16"
"NR007-0009-2017","P1007-0031","Priority habitat for waterfowl is retained in support of North American Waterfowl Management Plan objectives",0,"dp17"
"NR007-0010-2016","P1007-0031","Important and ecologically-sensitive habitat is secured to enhance the survival of wildlife, in particular, species at risk and migratory birds",0,"drr16"
"NR007-0010-2017","P1007-0031","Important and ecologically-sensitive habitat is secured to enhance the survival of wildlife, in particular, species at risk and migratory birds",0,"dp17"
"NR007-0012-2016","P1007-0032","Habitat for the conservation of migratory birds, species at risk and rare or unique species is protected",0,"drr16"
"NR007-0012-2017","P1007-0032","Habitat for the conservation of migratory birds, species at risk and rare or unique species is protected",0,"dp17"
"NR007-0013-2016","EC-AGM00","Threats to Canada’s water resources and aquatic ecosystems are minimized and the sustainability of the resource is maintained",0,"drr16"
"NR007-0013-2017","EC-AGM00","Threats to Canada’s water resources and aquatic ecosystems are minimized and the sustainability of the resource is maintained",0,"dp17"
"NR007-0016-2016","P1007-0007","Canadians and their institutions have the hydrological data, information and knowledge they need to make informed water management decisions",0,"drr16"
"NR007-0016-2017","P1007-0007","Canadians and their institutions have the hydrological data, information and knowledge they need to make informed water management decisions",0,"dp17"
"NR007-0018-2016","P1007-0008","Canadians have access to and use environmental sustainability indicators produced by the Government of Canada",0,"drr16"
"NR007-0018-2017","P1007-0008","Canadians have access to and use environmental sustainability indicators produced by the Government of Canada",0,"dp17"
"NR007-0019-2016","P1007-0008","Policies and plans of federal government departments reflect the goals and targets in the Federal Sustainable Development Strategy",0,"drr16"
"NR007-0019-2017","P1007-0008","Policies and plans of federal government departments reflect the goals and targets in the Federal Sustainable Development Strategy",0,"dp17"
"NR007-0020-2016","P1007-0009","Potential significant adverse environmental effects of projects, plans, programs or policies subject to federal environmental assessment legislation and Cabinet Directives are avoided or mitigated",0,"drr16"
"NR007-0020-2017","P1007-0009","Potential significant adverse environmental effects of projects, plans, programs or policies subject to federal environmental assessment legislation and Cabinet Directives are avoided or mitigated",0,"dp17"
"NR007-0021-2016","P1007-0010","Projects achieve their projected engagement of Canadians in individual and collective activities to protect, conserve or restore the natural environment",0,"drr16"
"NR007-0021-2017","P1007-0010","Projects achieve their projected engagement of Canadians in individual and collective activities to protect, conserve or restore the natural environment",0,"dp17"
"NR007-0023-2016","P2007-0008","Recognition by judges of the value of the Environmental Damages Fund to restore environmental damage or harm to wildlife",0,"drr16"
"NR007-0023-2017","P2007-0008","Recognition by judges of the value of the Environmental Damages Fund to restore environmental damage or harm to wildlife",0,"dp17"
"NR007-0024-2016","P2007-0008","Natural resources similar to those affected are restored",0,"drr16"
"NR007-0024-2017","P2007-0008","Natural resources similar to those affected are restored",0,"dp17"
"NR007-0025-2016","P2007-0009","Increased employment or return to advanced-level studies of participating youth in science, technology, engineering or mathematics",0,"drr16"
"NR007-0025-2017","P2007-0009","Increased employment or return to advanced-level studies of participating youth in science, technology, engineering or mathematics",0,"dp17"
"NR007-0028-2016","P1007-0033","Environment and Climate Change Canada and partners achieve near-term objectives for improvements in beneficial use impairments and environmental quality of the Great Lakes Basin ecosystem",0,"drr16"
"NR007-0028-2017","P1007-0033","Environment Canada and partners achieve near-term objectives for improvements in beneficial use impairments and environmental quality of the Great Lakes Basin ecosystem",0,"dp17"
"NR007-0029-2016","P1007-0034","Environment and Climate Change Canada and partners achieve near-term objectives for improvements in water quality, biodiversity conservation and beneficial uses in the St. Lawrence ecosystem",0,"drr16"
"NR007-0029-2017","P1007-0034","Environment Canada and partners achieve near-term objectives for improvements in water quality, biodiversity conservation and beneficial uses in the St. Lawrence ecosystem",0,"dp17"
"NR007-0032-2016","P1007-0037","Achievement of objectives for improvements in beneficial uses and environmental quality in priority ecosystems set by Environmental Canada and collaborating organizations",0,"drr16"
"NR007-0032-2017","P1007-0037","Achievement of objectives for improvements in beneficial uses and environmental quality in priority ecosystems set by Environmental Canada and collaborating organizations",0,"dp17"
"NR007-0035-2016","P1007-0012","Canadians have the information they need on current and changing weather conditions",0,"drr16"
"NR007-0035-2017","P1007-0012","Canadians have the information they need on current and changing weather conditions",0,"dp17"
"NR007-0036-2016","P1007-0013","Canadians have the information they need to protect their health against risks related to air quality and other atmospheric conditions",0,"drr16"
"NR007-0036-2017","P1007-0013","Canadians have the information they need to protect their health against risks related to air quality and other atmospheric conditions",0,"dp17"
"NR007-0037-2016","P1007-0014","Clients and users have the information they require on climate projections, scenarios and climate data sets on various time and spatial scales",0,"drr16"
"NR007-0037-2017","P1007-0014","Clients and users have the information they require on climate projections, scenarios and climate data sets on various time and spatial scales",0,"dp17"
"NR007-0038-2016","EC-BDJ00","Targeted sectors have the meteorological and environmental information and services they need to operate efficiently and safely",0,"drr16"
"NR007-0038-2017","EC-BDJ00","Targeted sectors have the meteorological and environmental information and services they need to operate efficiently and safely",0,"dp17"
"NR007-0039-2016","P1007-0015","NAV CANADA and the aviation industry have the meteorological information and services they need to maximize their efficiency and aviation safety",0,"drr16"
"NR007-0039-2017","P1007-0015","NAV CANADA and the aviation industry have the meteorological information and services they need to maximize their efficiency and aviation safety",0,"dp17"
"NR007-0040-2016","P1007-0016","Marine communities have the weather, wave and ice information they need to operate safely and efficiently in Canadian waters",0,"drr16"
"NR007-0040-2017","P1007-0016","Marine communities have the weather, wave and ice information they need to operate safely and efficiently in Canadian waters",0,"dp17"
"NR007-0041-2016","P1007-0026","The Department of National Defence has the meteorological and oceanographic information and knowledge it needs to optimize its operations in Canada and abroad",0,"drr16"
"NR007-0041-2017","P1007-0026","The Department of National Defence has the meteorological and oceanographic information and knowledge it needs to optimize its operations in Canada and abroad",0,"dp17"
"NR007-0043-2016","EC-AGS00","Threats to Canadians and impacts on the environment posed by harmful substances and waste are reduced",0,"drr16"
"NR007-0043-2017","EC-AGS00","Threats to Canadians and impacts on the environment posed by harmful substances and waste are reduced",0,"dp17"
"NR007-0046-2016","P1007-0029","Risk of effluent pollution from sectors regulated under the Fisheries Act is minimized",0,"drr16"
"NR007-0046-2017","P1007-0029","Risk of effluent pollution from sectors regulated under the Fisheries Act is minimized",0,"dp17"
"NR007-0047-2016","P1007-0030","Reduced marine pollution from uncontrolled dumping at sea",0,"drr16"
"NR007-0047-2017","P1007-0030","Reduced marine pollution from uncontrolled dumping at sea",0,"dp17"
"NR007-0048-2016","P1007-0020","Regulatees comply the requirements and obligations of the Environmental Emergency Regulations",0,"drr16"
"NR007-0048-2017","P1007-0020","Regulatees comply the requirements and obligations of the Environmental Emergency Regulations",0,"dp17"
"NR007-0050-2016","P1007-0021","Reduced liability at higher-risk federal contaminated sites",0,"drr16"
"NR007-0050-2017","P1007-0021","Reduced liability at higher-risk federal contaminated sites",0,"dp17"
"NR007-0051-2016","P1007-0021","Reduced risk to the environment and human health from federal contaminated sites",0,"drr16"
"NR007-0051-2017","P1007-0021","Reduced risk to the environment and human health from federal contaminated sites",0,"dp17"
"NR007-0053-2016","P1007-0022","Reduced emissions of air pollutants from regulated and/or targeted sectors",0,"drr16"
"NR007-0053-2017","P1007-0022","Reduced emissions of air pollutants from regulated and/or targeted sectors",0,"dp17"
"NR007-0054-2016","P2007-0017","Industrial sectors meet regulated emission intensity levels of greenhouse gases",0,"drr16"
"NR007-0054-2017","P2007-0017","Industrial sectors meet regulated emission intensity levels of greenhouse gases",0,"dp17"
"NR007-0056-2016","P2007-0018","Reduced greenhouse gas emissions from new motor vehicles, engines and fuels sold in Canada",0,"drr16"
"NR007-0056-2017","P2007-0018","Reduced greenhouse gas emissions from new motor vehicles, engines and fuels sold in Canada",0,"dp17"
"NR007-0057-2016","P2007-0018","Reduced air pollutant emissions from new motor vehicles, engines and fuels sold in Canada",0,"drr16"
"NR007-0057-2017","P2007-0018","Reduced air pollutant emissions from new motor vehicles, engines and fuels sold in Canada",0,"dp17"
"NR007-0060-2016","P1007-0027","International negotiations on air pollutants and greenhouse gases are proceeding in a direction consistent with Canadian priorities and interests",0,"drr16"
"NR007-0060-2017","P1007-0027","International negotiations on air pollutants and greenhouse gases are proceeding in a direction consistent with Canadian priorities and interests",0,"dp17"
"NR007-0061-2016","P1007-0028","Reduced emissions from the implementation of environmental technologies funded under the SD Tech Fund",0,"drr16"
"NR007-0065-2016","EC-BDO00","Compliance with pollution laws and regulations administered by Environment and Climate Change Canada",0,"drr16"
"NR007-0065-2017","EC-BDO00","Compliance with pollution laws and regulations administered by Environment Canada",0,"dp17"
"NR007-0066-2016","EC-BIA00","Threats to Canadians, their health and their environment from greenhouse gas emissions are minimized",0,"drr16"
"NR007-0066-2017","EC-BIA00","Threats to Canadians, their health and their environment from greenhouse gas emissions are minimized",0,"dp17"
"NR007-0067-2016","EC-AGL00","Status of listed species shows improvement upon reassessment",0,"drr16"
"NR007-0067-2017","EC-AGL00","Status of listed species shows improvement upon reassessment",0,"dp17"
"NR007-0068-2016","P1007-0002","Recovery strategies and management plans are developed",0,"drr16"
"NR007-0068-2017","P1007-0002","Recovery strategies and management plans are developed",0,"dp17"
"NR007-0071-2016","P1007-0006","Water resource decision makers have the necessary information and stakeholder perspectives to make responsible and appropriate shared-resource decisions",0,"drr16"
"NR007-0071-2017","P1007-0006","Water resource decision makers have the necessary information and stakeholder perspectives to make responsible and appropriate shared-resource decisions",0,"dp17"
"NR007-0072-2016","P2007-0007","Funded projects achieve their planned goals for nature conservation, clean water and/or climate change",0,"drr16"
"NR007-0072-2017","P2007-0007","Funded projects achieve their planned goals for nature conservation, clean water and/or climate change",0,"dp17"
"NR007-0073-2016","P1007-0035","Environment and Climate Change Canada and partners achieve reductions in phosphorus loads and restoration and protection of fish and aquatic dependent wildlife populations of Lake Simcoe and South-eastern Georgian Bay",0,"drr16"
"NR007-0073-2017","P1007-0035","Environment Canada and partners achieve reductions in phosphorus loads and restoration and protection of fish and aquatic dependent wildlife populations of Lake Simcoe and South-eastern Georgian Bay",0,"dp17"
"NR007-0074-2016","P1007-0036","Reduced nutrient loading in the Lake Winnipeg basin",0,"drr16"
"NR007-0074-2017","P1007-0036","Reduced nutrient loading in the Lake Winnipeg basin",0,"dp17"
"NR007-0075-2016","EC-AGR00","Canadians use Environment and Climate Change Canada’s weather and environmental services",0,"drr16"
"NR007-0075-2017","EC-AGR00","Canadians use Environment Canada’s weather and environmental services",0,"dp17"
"NR007-0077-2016","EC-BDK00","The health of selected ecosystems in Canada is closely monitored",0,"drr16"
"NR007-0077-2017","EC-BDK00","The health of selected ecosystems in Canada is closely monitored",0,"dp17"
"NR007-0078-2016","P1007-0028","Emissions avoided as a result of completed municipal projects supported by the Green Municipal Fund",0,"drr16"
"NR007-0078-2017","P1007-0028","Emissions avoided as a result of completed municipal projects supported by the Green Municipal Fund",0,"dp17"
"NR007-0079-2016","P1007-0002","Critical habitat is protected",0,"drr16"
"NR007-0079-2017","P1007-0002","Critical habitat is protected",0,"dp17"
"NR007-0080-2016","P1007-0031","Priority habitats for waterfowl are restored in support of North American Waterfowl Management Plan objectives",0,"drr16"
"NR007-0080-2017","P1007-0031","Priority habitats for waterfowl are restored in support of North American Waterfowl Management Plan objectives",0,"dp17"
"NR007-0083-2016","P1007-0003","Data are available to manage and assess bird populations",0,"drr16"
"NR007-0083-2017","P1007-0003","Data are available to manage and assess bird populations",0,"dp17"
"NR007-0084-2016","P1007-0005","Institutions engaged in trans-boundary water management have the water quality data, information and analysis they need to make water management decisions",0,"drr16"
"NR007-0084-2017","P1007-0005","Institutions engaged in trans-boundary water management have the water quality data, information and analysis they need to make water management decisions",0,"dp17"
"NR007-0085-2016","P1007-0034","Non-federal government partners contribute to near-term objectives for improvements in water quality, biodiversity conservation and beneficial uses in the St. Lawrence ecosystem",0,"drr16"
"NR007-0085-2017","P1007-0034","Non-federal government partners contribute to near-term objectives for improvements in water quality, biodiversity conservation and beneficial uses in the St. Lawrence ecosystem",0,"dp17"
"NR007-0086-2016","P1007-0037","Engagement of partners in projects involving targeted ecosystems",0,"drr16"
"NR007-0086-2017","P1007-0037","Engagement of partners in projects involving targeted ecosystems",0,"dp17"
"NR007-0087-2016","EC-BKF00","Targeted regulatees are penalized when non-compliant to wildlife laws and regulations administered by Environment and Climate Change Canada",0,"drr16"
"NR007-0087-2017","EC-BKF00","Targeted regulatees are penalized when non-compliant to wildlife laws and regulations administered by Environment Canada",0,"dp17"
"NR007-0088-2016","EC-BIA00","Improved air quality in Canada",0,"drr16"
"NR007-0088-2017","EC-BIA00","Improved air quality in Canada",0,"dp17"
"NR007-0090-2016","P1007-0002","Important habitat is secured, protected, improved and/or restored to enhance the recovery of species at risk",0,"drr16"
"NR007-0090-2017","P1007-0002","Important habitat is secured, protected, improved and/or restored to enhance the recovery of species at risk",0,"dp17"
"NR007-0091-2016","P1007-0032","Canadians connect with nature in National Wildlife Areas close to urban areas",0,"drr16"
"NR007-0091-2017","P1007-0032","Canadians connect with nature in National Wildlife Areas close to urban areas",0,"dp17"
"NR007-0092-2016","P1007-0018","Reduced volume of legacy PCBs in industrial equipment",0,"drr16"
"NR007-0092-2017","P1007-0018","Reduced volume of legacy PCBs in industrial equipment",0,"dp17"
"NR007-0093-2016","P1007-0018","Releases of siloxane D4 to the environment by manufacturers and industrial users are reduced",0,"drr16"
"NR007-0093-2017","P1007-0018","Releases of siloxane D4 to the environment by manufacturers and industrial users are reduced",0,"dp17"
"NR007-0094-2016","P1007-0021","Reduced uncertainty associated with environment and human health risk from federal contaminated sites",0,"drr16"
"NR007-0094-2017","P1007-0021","Reduced uncertainty associated with environment and human health risk from federal contaminated sites",0,"dp17"
"NR007-0095-2016","P1007-0018","Use of road salt by road organizations is minimized",0,"drr16"
"NR007-0095-2017","P1007-0018","Use of road salt by road organizations is minimized",0,"dp17"
"NR007-9998-2017","P1007-0020","Efficiency",1,"dp17"
"NR007-9999-2017","P1007-0034","Efficiency",1,"dp17"
"NR011-0001-2016","OSFI-AIH00","Depositors and policy holders are protected while recognizing that not all failures can be prevented.",0,"drr16"
"NR011-0001-2017","OSFI-AIH00","Depositors and policy holders are protected while recognizing that all failures cannot be prevented.",0,"dp17"
"NR011-0002-2016","P1011-0001","Issues in institutions are identified and acted on at an early stage.",0,"drr16"
"NR011-0002-2017","P1011-0001","Issues in institutions are identified and acted on at an early stage.",0,"dp17"
"NR011-0003-2016","P1011-0002","Stakeholders are of the opinion that guidance is updated in a timely manner in response to market changes and/or industry suggestions.",0,"drr16"
"NR011-0003-2017","P1011-0002","Stakeholders are of the opinion that guidance is updated in a timely manner in response to market changes and/or industry suggestions.",0,"dp17"
"NR011-0004-2016","P1011-0003","Decisions on regulatory approvals are transparent and timely.",0,"drr16"
"NR011-0004-2017","P1011-0003","Decisions on regulatory approvals are transparent and timely.",0,"dp17"
"NR011-0005-2016","OSFI-AII00","Issues in plans are identified and acted on at an early stage.",0,"drr16"
"NR011-0005-2017","OSFI-AII00","Issues in plans are identified and acted on at an early stage.",0,"dp17"
"NR011-0006-2016","OSFI-AIG00","Stewards of Canada’s public retirement income system receive accurate, high quality and timely professional actuarial services and advice.",0,"drr16"
"NR011-0006-2017","OSFI-AIG00","Stewards of Canada’s public retirement income system receive accurate, high quality and timely professional actuarial services and advice.",0,"dp17"
"NR011-0007-2016","P1011-0004","Accurate, high quality and timely actuarial valuations are provided to inform Canada Pension Plan (CPP) and Old Age Security (OAS) stakeholders and Canadians of the current and projected financial status of the Plan and Program.",0,"drr16"
"NR011-0007-2017","P1011-0004","Accurate, high quality and timely actuarial valuations are provided to inform Canada Pension Plan (CPP) and Old Age Security (OAS) stakeholders and Canadians of the current and projected financial status of the Plan and Program.",0,"dp17"
"NR011-0008-2016","P1011-0005","Accurate, high quality and timely actuarial valuation reports on Public Pension and Insurance Plans are provided to departments to assist with design, funding and administration of the plans.",0,"drr16"
"NR011-0008-2017","P1011-0005","Accurate, high quality and timely actuarial valuation reports on Public Pension and Insurance Plans are provided to departments to assist with design, funding and administration of the plans.",0,"dp17"
"NR011-0009-2016","P1011-0006","Accurate, high quality and timely actuarial valuation reports on Canada Student Loans Program (CSLP) and Employment Insurance (EI) are provided to inform stakeholders and Canadians of the future costs and rates for these programs.",0,"drr16"
"NR011-0009-2017","P1011-0006","Accurate, high quality and timely actuarial valuation reports on Canada Student Loans Program (CSLP) and Employment Insurance (EI) are provided to inform stakeholders and Canadians of the future costs and rates for these programs.",0,"dp17"
"NR011-0010-2016","OSFI-AIH00","OSFI’s regulatory and supervisory framework is consistent with international standards.",0,"drr16"
"NR011-0010-2017","OSFI-AIH00","OSFI’s regulatory and supervisory framework is consistent with international standards.",0,"dp17"
"NR011-0011-2016","P1011-0002","OSFI’s expectations are communicated effectively in guidance to stakeholders.",0,"drr16"
"NR011-0011-2017","P1011-0002","OSFI’s expectations are communicated effectively in guidance to stakeholders.",0,"dp17"
"NR011-0012-2016","P1011-0002","Industry is consulted on the development of guidance.",0,"drr16"
"NR011-0012-2017","P1011-0002","Industry is consulted on the development of guidance.",0,"dp17"
"NR011-0013-2016","OSFI-AII00","OSFI is perceived as being effective in monitoring and supervising pension plans.",0,"drr16"
"NR011-0013-2017","OSFI-AII00","OSFI is perceived as being effective in monitoring and supervising pension plans.",0,"dp17"
"NR011-0014-2016","OSFI-AII00","OSFI’s expectations are communicated effectively in guidance to stakeholders.",0,"drr16"
"NR011-0014-2017","OSFI-AII00","OSFI’s expectations are communicated effectively in guidance to stakeholders.",0,"dp17"
"NR012-0001-2016","FORDQ-BNI00","The pool of Québec businesses is renewed.",0,"drr16"
"NR012-0001-2017","FORDQ-BNI00","The pool of Québec businesses is renewed.",0,"dp17"
"NR012-0002-2016","FORDQ-BNI00","Quebec businesses are competitive.",0,"drr16"
"NR012-0002-2017","FORDQ-BNI00","Quebec businesses are competitive.",0,"dp17"
"NR012-0003-2016","P1012-0002","Businesses are started.",0,"drr16"
"NR012-0003-2017","P1012-0002","Businesses are started.",0,"dp17"
"NR012-0004-2016","P1012-0003","Businesses maintain or improve their performance.",0,"drr16"
"NR012-0004-2017","P1012-0003","Businesses maintain or improve their performance.",0,"dp17"
"NR012-0005-2016","FORDQ-BNJ00","Quebec regions have a strong economic base.",0,"drr16"
"NR012-0005-2017","FORDQ-BNJ00","Quebec regions have a strong economic base.",0,"dp17"
"NR012-0006-2016","P1012-0004","Communities take charge of their economic development.",0,"drr16"
"NR012-0006-2017","P1012-0004","Communities take charge of their economic development.",0,"dp17"
"NR012-0007-2016","P1012-0005","Quebec regions attract investments.",0,"drr16"
"NR012-0007-2017","P1012-0005","Quebec regions attract investments.",0,"dp17"
"NR012-0008-2016","FORDQ-BNK00","The communities of Quebec have a strong economy.",0,"drr16"
"NR012-0008-2017","FORDQ-BNK00","Quebec communities have strong economies.",0,"dp17"
"NR012-0009-2016","P1012-0006","The communities are economically sustainable.",0,"drr16"
"NR012-0009-2017","P1012-0006","The communities are economically sustainable.",0,"dp17"
"NR012-0010-2017","P1012-0007","The communities of Quebec have improved public infrastructure.",0,"dp17"
"NR012-0012-2017","P1012-0008","The communities stabilize or strengthen their economy.",0,"dp17"
"NR013-0027-2016","P1013-0008","Canadians have confidence in Canada’s criminal and family laws",0,"drr16"
"NR013-0027-2017","P1013-0008","Canadians have confidence in Canada’s criminal and family laws",0,"dp17"
"NR013-0028-2017","P1013-0009","A justice system that is accessible to Canadians",0,"dp17"
"NR013-0029-2016","JUS-ASB00","Justice laws and policies promote a fair, relevant and accessible justice system in Canada",0,"drr16"
"NR013-0029-2017","JUS-ASB00","Justice laws and policies promote a fair, accessible and relevant justice system in Canada",0,"dp17"
"NR013-0030-2016","P2013-0025","Enhanced capacity of provinces and their legal aid plans to deliver criminal legal aid services to eligible economically disadvantaged persons",0,"drr16"
"NR013-0030-2017","P2013-0025","Enhanced capacity of provinces and their legal aid plans to deliver criminal legal aid services to eligible economically disadvantaged persons",0,"dp17"
"NR013-0031-2016","P2013-0025","Eligible persons are represented in court so cases proceed",0,"drr16"
"NR013-0031-2017","P2013-0025","Eligible persons are represented in court so cases proceed",0,"dp17"
"NR013-0032-2016","P2013-0026","Victims of crime have a more effective voice in the criminal justice system",0,"drr16"
"NR013-0032-2017","P2013-0026","Victims of crime have a more effective voice in the criminal justice system",0,"dp17"
"NR013-0033-2016","P2013-0027","A youth justice system that supports federal youth justice priorities",0,"drr16"
"NR013-0033-2017","P2013-0027","A youth justice system that supports federal youth justice priorities",0,"dp17"
"NR013-0034-2016","P2013-0028","A family justice system that supports access to family justice information, services and programs for Canadians experiencing separation and divorce",0,"drr16"
"NR013-0034-2017","P2013-0028","A family justice system that supports access to family justice information, services and programs for Canadians experiencing separation and divorce",0,"dp17"
"NR013-0035-2016","P2013-0029","A justice system that responds to the needs of Aboriginal people by providing culturally-relevant information and services",0,"drr16"
"NR013-0035-2017","P2013-0029","A justice system that responds to the needs of Aboriginal people by providing culturally-relevant information and services",0,"dp17"
"NR013-0036-2016","P2013-0029","Territorial residents have access to justice services (legal aid, public legal education and information, Aboriginal Courtwork Program) that respond to their needs and circumstances",0,"drr16"
"NR013-0036-2017","P2013-0029","Territorial residents have access to justice services (legal aid, public legal education and information, Aboriginal Courtwork Program) that respond to their needs and circumstances",0,"dp17"
"NR013-0037-2016","P2013-0030","Canadians have access to a criminal justice system that responds to their needs in the official language of their choice",0,"drr16"
"NR013-0037-2017","P2013-0030","Canadians have access to a criminal justice system that responds to their needs in the official language of their choice",0,"dp17"
"NR013-0038-2016","P2013-0030","Canadians have access to legal information regarding their rights and responsibilities in the official language of their choice",0,"drr16"
"NR013-0038-2017","P2013-0030","Canadians have access to legal information regarding their rights and responsibilities in the official language of their choice",0,"dp17"
"NR013-0039-2016","P2013-0030","Canadians in designated areas who have received a federal contravention have access to the justice system using the official language of their choice",0,"drr16"
"NR013-0039-2017","P2013-0030","Canadians in designated areas who have received a federal contravention have access to the justice system using the official language of their choice",0,"dp17"
"NR013-0040-2016","JUS-ASA00","Victims of crime access information on their rights and the federal programs and services that are available to them and/or access a complaint review process to address complaints about federal programs, services, laws or policies regarding victims of crime",0,"drr16"
"NR013-0040-2017","JUS-ASA00","Victims of crime access information on their rights and the federal programs and services that are available to them and/or access a complaint review process to address complaints about federal programs, services, laws or policies regarding victims of crime",0,"dp17"
"NR013-0041-2016","JUS-ASA00","Federal departments, agencies and other stakeholders are provided with OFOVC recommendations on how to effect change for victims of crime",0,"drr16"
"NR013-0041-2017","JUS-ASA00","Federal departments, agencies and other stakeholders are provided with OFOVC recommendations on how to effect change for victims of crime",0,"dp17"
"NR013-0042-2016","JUS-ASA00","Stakeholders have access to timely and relevant information about the OFOVC and its activities",0,"drr16"
"NR013-0042-2017","JUS-ASA00","Stakeholders have access to timely and relevant information about the Office and its activities",0,"dp17"
"NR013-0043-2016","JUS-ASE00","Federal Departments and Agencies receive high quality legal services",0,"drr16"
"NR013-0043-2017","JUS-ASE00","Federal Departments and Agencies receive high quality legal services",0,"dp17"
"NR013-0044-2016","JUS-ASE00","The Crown’s interest is represented before courts and tribunals",0,"drr16"
"NR013-0044-2017","JUS-ASE00","The Crown’s interest is represented before courts and tribunals",0,"dp17"
"NR013-9998-2016","P1013-0009","Efficiency",1,"drr16"
"NR013-9999-2016","P1013-0009","Efficiency",1,"drr16"
"NR014-0002-2016","HRSD-BJJ00","Canadians, including under-represented groups and vulnerable workers, have the opportunity to acquire skills to find and maintain productive employment.",0,"drr16"
"NR014-0002-2017","HRSD-BJJ00","Canadians, including under-represented groups and vulnerable workers, have the opportunity to acquire skills to find and maintain productive employment.",0,"dp17"
"NR014-0004-2016","HRSD-BJJ00","Workers have the flexibility and support to pursue employment opportunities or labour market transitions.",0,"drr16"
"NR014-0004-2017","HRSD-BJJ00","Workers have the flexibility and support to pursue employment opportunities or labour market transitions.",0,"dp17"
"NR014-0006-2016","P1014-0001","Workers in an adjustment situation have access to temporary financial assistance.",0,"drr16"
"NR014-0006-2017","P1014-0001","Workers in an adjustment situation have access to temporary financial assistance.",0,"dp17"
"NR014-0007-2016","P1014-0036","Through Labour Market Development Agreements, provinces and territories provide Employment Insurance-eligible clients with unemployment benefits and all unemployed Canadians with employment services",0,"drr16"
"NR014-0007-2017","P1014-0036","Through Labour Market Development Agreements, provinces and territories provide Employment Insurance-eligible clients with unemployment benefits and all unemployed Canadians with employment services",0,"dp17"
"NR014-0009-2016","P1014-0043","Through pre-employment support, skills development and demand-driven job training, an increasing number of Indigenous peoples are employed and integrated into the Canadian labour market",0,"drr16"
"NR014-0009-2017","P1014-0043","An increasing number of Indigenous people are employed and integrated into the Canadian labour market",0,"dp17"
"NR014-0010-2016","P1014-0044","Through partnership-based and project-specific skills development and employment training, an increasing number of Indigenous peoples are employed and integrated into the Canadian labour market",0,"drr16"
"NR014-0010-2017","P1014-0044","An increasing number of Indigenous people are employed and integrated into the Canadian labour market",0,"dp17"
"NR014-0011-2016","P1014-0040","Youth have access to programs that allow them to acquire the skills, learning experiences and opportunities they need to find and maintain employment or return to school",0,"drr16"
"NR014-0011-2017","P1014-0040","Youth have access to programs that allow them to acquire the skills, learning experiences, and opportunities they need to find and maintain employment or return to school.",0,"dp17"
"NR014-0012-2016","P1014-0041","Unemployed older workers in small communities have access to programs that allow them to acquire the skills, learning experiences and opportunities they need to return to work and/or become more employable",0,"drr16"
"NR014-0013-2016","P1014-0042","OLMCs are better able to implement and sustain community economic and human resource development.",0,"drr16"
"NR014-0014-2016","P1014-0038","Improve the employment outcomes for persons with disabilities by enhancing their employability, increasing the employment opportunities available to them and demonstrating the best possible results for Canadians",0,"drr16"
