dept_code,vote_num,vs_type,name_en,name_fr,pa_last_year_5_auth,pa_last_year_5_exp,pa_last_year_5_unlapsed,pa_last_year_4_auth,pa_last_year_4_exp,pa_last_year_4_unlapsed,pa_last_year_3_auth,pa_last_year_3_exp,pa_last_year_3_unlapsed,pa_last_year_2_auth,pa_last_year_2_exp,pa_last_year_2_unlapsed,pa_last_year_auth,pa_last_year_exp,pa_last_year_unlapsed
CFIA,S,999,Spending of Revenues pursuant to Section 30 of the Canadian Food Inspection Agency Act,Dépense des recettes conformément au paragraphe 30 de la Loi sur l'Agence canadienne d'inspection des aliments,77483939.0,29669629.0,47814310.0,109159253.0,44186355.0,64972898.0,122307054.0,51126341.0,71180713.0,131151591.0,68364645.0,62786946.0,127024955.72,64810539.76,62214415.96
CFIA,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,232683.0,204932.0,27751.0,131479.0,102400.0,29079.0,336594.0,309868.0,26726.0,596370.65,596370.65,0.0,566673.83,504150.15,62523.68
CGC,1,1,Operating/Program,Fonctionnement/Programme,6161694.0,6136350.0,0.0,5821203.0,5775465.0,0.0,6375472.0,6252362.0,0.0,6164493.0,6164490.0,0.0,6301924.0,6287650.0,0.0
CGC,S,999,Canadian Grain Commission Revolving Fund,Fonds renouvelable de la Commission canadienne des grains,137297742.0,-18686462.0,155984204.0,155984204.0,9554400.0,146429804.0,146429804.0,16142697.0,130287107.0,130287107.0,18410402.0,111876705.0,111876704.76,9763407.32,102113297.4
CGC,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,665500.0,665500.0,0.0,664770.0,664770.0,0.0,660012.0,660012.0,0.0,730781.16,730781.16,0.0,786877.75,786877.75,0.0
CGC,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,38705.0,38705.0,0.0,51479.0,51479.0,0.0,32663.0,32663.0,0.0,14382.73,14382.73,0.0,47049.63,47049.63,0.0
CH,1,1,Operating/Program,Fonctionnement/Programme,225364056.0,216160906.0,0.0,254112592.0,235891268.0,0.0,270488194.0,263694463.0,0.0,261952022.0,252650105.0,0.0,255240823.0,248674693.0,0.0
CH,5,3,Grants & Contributions,Subventions et Contributions,1367112583.0,1295750508.0,0.0,1955437690.0,1741121909.0,0.0,2102056233.0,2004559020.0,0.0,1904991180.0,1865588429.0,0.0,1886714822.0,1857943872.0,0.0
CH,S,999,Collection Agency Fees,Honoraires - Agence de recouvrement,,,,,,,619.0,619.0,0.0,,,,,,
CH,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,26302812.0,26302812.0,0.0,26503027.0,26503027.0,0.0,29165608.0,29165608.0,0.0,30968919.11,30968919.11,0.0,30568376.97,30568376.97,0.0
CH,S,999,Payments pursuant to the Public Health Events of National Concern Payments Act,Paiements en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,420430389.0,420430389.0,0.0,,,,,,,,,,,,
CH,S,999,Payments under the Lieutenant Governors Superannuation Act,Paiements en vertu de la Loi sur la pension de retraite des lieutenants-gouverneurs,1021472.0,1021472.0,0.0,1010318.0,1010318.0,0.0,976697.0,976697.0,0.0,960966.88,960966.88,0.0,1044054.97,1044054.97,0.0
CH,S,999,Refunds of amounts credited to revenues in previous years,Remboursements de montants portés aux revenus d'exercices antérieurs,,,,,,,23674.0,23674.0,0.0,69619.68,69619.68,0.0,102349.34,102349.34,0.0
CH,S,999,Salaries of the Lieutenant Governors,Traitements des lieutenants-gouverneurs,1546402.0,1546402.0,0.0,1616001.0,1616001.0,0.0,1698956.0,1698956.0,0.0,1755940.4,1755940.4,0.0,1809089.47,1809089.47,0.0
CH,S,999,Salary and Motor Car Allowance,Traitement et allocation pour automobile,91200.0,91200.0,0.0,133423.0,133423.0,0.0,184800.0,184800.0,0.0,189600.01,189600.01,0.0,189037.81,189037.81,0.0
CH,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,28767.0,14812.0,13955.0,58342.0,38359.0,19983.0,34136.0,20104.0,14032.0,25482.0,13683.0,11450.0,58137.63,11450.5,46687.13
CH,S,999,Supplementary retirement benefits - Former Lieutenant Governors,Prestations de retraite supplémentaires - Lieutenants-gouverneurs précédents,223746.0,223746.0,0.0,219874.0,219874.0,0.0,231096.0,231096.0,0.0,264037.95,264037.95,0.0,307049.94,307049.94,0.0
CHRC,1,1,Operating/Program,Fonctionnement/Programme,31979174.0,27629936.0,0.0,36398111.0,31955241.0,0.0,39280451.0,35090580.0,0.0,41270000.0,39897171.0,0.0,36993910.0,36622078.0,0.0
CHRC,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,3369223.0,3369223.0,0.0,3831609.0,3831609.0,0.0,4261731.0,4261731.0,0.0,4981202.78,4981202.78,0.0,4941125.57,4941125.57,0.0
CHRC,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,,,,,,,349.0,349.0,0.0,905.0,99.0,806.0,898.78,888.53,10.25
CI,1,1,Operating/Program,Fonctionnement/Programme,1203109510.0,1035081680.0,0.0,1631197891.0,1289129883.0,0.0,2445009579.0,1926787303.0,0.0,2987011180.0,2705357268.0,0.0,2693683586.0,2626838893.0,0.0
CI,10,3,Grants & Contributions,Subventions et Contributions,1985585606.0,1699198193.0,0.0,1913205266.0,1771143168.0,0.0,3184295524.0,2800540103.0,0.0,3343084889.0,2993638276.0,0.0,3684339801.0,3572858382.0,0.0
CI,15,4,Debt Forgiveness,Radiation de dettes,6912.0,6911.0,0.0,2766.0,2765.0,0.0,,,,,,,,,
CI,20,4,Debt Forgiveness,Radiation de dettes,311847.0,287807.0,0.0,172941.0,171538.0,0.0,,,,,,,,,
CI,5,2,Capital,Capital,38915148.0,14993379.0,0.0,42474703.0,22662237.0,0.0,53433253.0,21929275.0,0.0,23570166.0,13658436.0,0.0,17019817.0,6937357.0,0.0
CI,S,999,Collection Agency Fees,Honoraires - Agence de recouvrement,,,,,,,,,,17412.94,17412.94,0.0,19746.44,19746.44,0.0
CI,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,93351331.0,93351331.0,0.0,100440720.0,100440720.0,0.0,121011217.0,121011217.0,0.0,162175592.17,162175592.17,0.0,157232789.31,157232789.31,0.0
CI,S,999,Court Awards,Montants adjugés par une cour,,,,65040.0,65040.0,0.0,242815.0,242815.0,0.0,416165.43,416165.43,0.0,86914.47,86914.47,0.0
CI,S,999,Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act,Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques,,,,,,,,,,39000.0,39000.0,0.0,1788960.0,1788960.0,0.0
CI,S,999,Fees returned in connection with a terminated application,Remboursement de frais à l'égard de demande terminée,140410.0,140410.0,0.0,98530.0,98530.0,0.0,79550.0,79550.0,0.0,14150.0,14150.0,0.0,,,
CI,S,999,Fees returned in connection with a terminated application in Investor and Entrepreneur Classes,Remboursements de frais à l'égard de demande terminée dans les catégories fédérales des investisseurs et des entrepreneurs,49280.0,49280.0,0.0,26630.0,26630.0,0.0,16200.0,16200.0,0.0,88010.01,88010.01,0.0,19750.01,19750.01,0.0
CI,S,999,Passport Canada Revolving Fund (Revolving Funds Act),Fonds renouvelable de Passeport Canada (Loi sur les fonds renouvelables),1171752878.0,307079052.0,864673826.0,864673826.0,251457202.0,613216624.0,613216624.0,317716768.0,295499856.0,295499856.0,101361976.0,194137880.0,194137879.54,120626724.76,73511154.78
CI,S,999,Refunds of amounts credited to revenues in previous years,Remboursements de montants portés aux revenus d'exercices antérieurs,9252600.0,9252600.0,0.0,15956105.0,15956105.0,0.0,20694859.0,20694859.0,0.0,17351665.0,17351665.0,0.0,22020019.64,22020019.64,0.0
CI,S,999,Salary and Motor Car Allowance,Traitement et allocation pour automobile,89200.0,89200.0,0.0,90700.0,90700.0,0.0,93863.0,93863.0,0.0,94800.0,94800.0,0.0,99065.66,99065.66,0.0
CI,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,50316.0,42207.0,8109.0,32117.0,28762.0,3355.0,7779.0,5017.0,2762.0,43102.0,42565.0,537.0,12076.13,11294.38,781.75
CICS,1,1,Operating/Program,Fonctionnement/Programme,5942134.0,4285564.0,0.0,5903542.0,4538500.0,0.0,5987133.0,5870746.0,0.0,7611290.0,7346651.0,0.0,7615487.0,7546071.0,0.0
CICS,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,379679.0,379679.0,0.0,355275.0,355275.0,0.0,429073.0,429073.0,0.0,576017.23,576017.23,0.0,578838.28,578838.28,0.0
CICS,S,999,Spending of proceeds from the disposal of surplus Crown assets,Montants adjugés par une cour,470.0,0.0,0.0,,,,,,,,,,,,
CIHR,1,1,Operating/Program,Fonctionnement/Programme,59764670.0,56644229.0,0.0,68220076.0,61439597.0,0.0,74441585.0,70194453.0,0.0,82969828.0,79891020.0,0.0,78863756.0,78253311.0,0.0
CIHR,5,3,Grants & Contributions,Subventions et Contributions,1348726872.0,1235880411.0,0.0,1317018166.0,1315234184.0,0.0,1279597196.0,1258419241.0,0.0,1283479883.0,1258382393.0,0.0,1336871400.0,1336222895.0,0.0
CIHR,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,7307938.0,7307938.0,0.0,7625483.0,7625483.0,0.0,8298214.0,8298214.0,0.0,10182783.87,10182783.87,0.0,9896029.83,9896029.83,0.0
CIHR,S,999,Payments pursuant to the Public Health Events of National Concern Payments Act,Paiements en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,203628982.0,203628982.0,0.0,,,,,,,,,,,,
CIHR,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,,,,,,,,,,,,,19116.1,0.0,19116.1
CMC,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,77269696.0,77269696.0,0.0,84700406.0,84700406.0,0.0,77558634.0,77558634.0,0.0,85628749.0,85563916.0,0.0,83226822.0,83226822.0,0.0
CMC,S,999,Payments pursuant to the Public Health Events of National Concern Payments Act,Paiements en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,4256563.0,4256563.0,0.0,,,,,,,,,,,,
CMHC,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,3365462397.0,2876263646.0,0.0,5144252458.0,4042530388.0,0.0,4301097674.0,3575649302.0,0.0,6572172963.0,5491113368.0,0.0,6561866133.0,5466687949.0,0.0
CMHC,S,999,Payment for a one-time rental housing benefit and the administration and enforcement of the Rental Housing Benefit Act,Paiement unique à titre de prestation pour logement locatif et à l'exécution et au contrôle d'application de la Loi sur la prestation pour logement locatif,,,,,,,587055778.0,587055778.0,0.0,-60842882.0,-60842882.0,0.0,-23098324.73,-23098324.73,0.0
CMHC,S,999,Payments pursuant to the Public Health Events of National Concern Payments Act,Paiements en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,2654236314.0,2654236314.0,0.0,,,,,,,,,,,,
CMHR,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,26980802.0,26980802.0,0.0,29336716.0,29336716.0,0.0,30816799.0,30816799.0,0.0,28859366.0,28794533.0,0.0,28589790.0,28589790.0,0.0
CMHR,S,999,Payments pursuant to the Public Health Events of National Concern Payments Act,Paiements en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,2206586.0,2206586.0,0.0,,,,,,,,,,,,
CMI,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,8556693.0,8556693.0,0.0,9546694.0,9546694.0,0.0,8956694.0,8956694.0,0.0,10060894.0,10060894.0,0.0,10024370.0,10024370.0,0.0
CMI,S,999,Payments pursuant to the Public Health Events of National Concern Payments Act,Paiements en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,2049575.0,2049575.0,0.0,,,,,,,,,,,,
CMN,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,28975764.0,28975764.0,0.0,35786569.0,35681183.0,0.0,33006375.0,33006375.0,0.0,32381178.0,32316345.0,0.0,36378308.0,36378308.0,0.0
CMN,S,999,Payments pursuant to the Public Health Events of National Concern Payments Act,Paiements en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,5927263.0,5927263.0,0.0,,,,,,,,,,,,
CNEDA,1,1,Operating/Program,Fonctionnement/Programme,20629968.0,19782959.0,0.0,21361404.0,20018430.0,0.0,23128158.0,21134939.0,0.0,24263167.0,23088321.0,0.0,23740696.0,23609050.0,0.0
CNEDA,5,3,Grants & Contributions,Subventions et Contributions,95444516.0,74470328.0,0.0,68763033.0,66516573.0,0.0,83751245.0,82080790.0,0.0,62390284.0,62129763.0,0.0,55421869.0,55182410.0,0.0
CNEDA,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,1966046.0,1966046.0,0.0,1836511.0,1836511.0,0.0,1861614.0,1861614.0,0.0,2140213.72,2140213.72,0.0,2184910.29,2184910.29,0.0
CNEDA,S,999,Payments pursuant to the Public Health Events of National Concern Payments Act,Paiements en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,4999951.0,4999951.0,0.0,,,,,,,,,,,,
CNEDA,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,11174.0,0.0,15.0,15.0,0.0,0.0,177.0,0.0,177.0,183.0,0.0,6.0,70.0,0.0,63.75
CNMI,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,142576235.0,140567000.0,0.0,149875667.0,130809588.0,0.0,158520769.0,132120769.0,0.0,211305507.0,191685507.0,0.0,194973753.0,194973753.0,0.0
CPC,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,22210000.0,22209960.0,0.0,22210000.0,22210000.0,0.0,22210000.0,22210000.0,0.0,22210000.0,22210000.0,0.0,22210000.0,22210000.0,0.0
CPCC,1,1,Operating/Program,Fonctionnement/Programme,30758027.0,21160655.0,0.0,30846899.0,26135762.0,0.0,34265682.0,32738001.0,0.0,37053275.0,35769003.0,0.0,38054585.0,34691452.0,0.0
CPCC,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,1113593.0,1113593.0,0.0,1199536.0,1199536.0,0.0,1396919.0,1396919.0,0.0,1662695.59,1662695.59,0.0,1775859.24,1775859.24,0.0
CPCC,S,999,Refunds of amounts credited to revenues in previous years,Remboursements de montants portés aux revenus d'exercices antérieurs,1023.0,1023.0,0.0,,,,,,,,,,,,
CPCC,S,999,Spending of revenue pursuant to section 6(2) of the Canadian High Arctic Research Station Act,Dépense des recettes conformément au paragraphe 6(2) de la Loi sur la Station canadienne de recherche dans l'Extrême-Arctique,293063.0,0.0,293063.0,569532.0,0.0,569532.0,901311.0,0.0,901312.0,1286754.0,0.0,1286754.0,1720798.0,0.0,1720798.0
CRRF,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,,,,6180001.0,6180001.0,0.0,5115542.0,5115542.0,0.0,9000000.0,9000000.0,0.0,12092410.0,12092410.0,0.0
CRTC,1,1,Operating/Program,Fonctionnement/Programme,85443076.0,31390085.0,0.0,13083159.0,6142914.0,0.0,15286061.0,6734942.0,0.0,13117807.0,9994343.0,0.0,12355479.0,9717559.0,0.0
CRTC,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,7945025.0,7945025.0,0.0,7836167.0,7836167.0,0.0,8290625.0,8290625.0,0.0,9910386.04,9910386.04,0.0,11501067.6,11501067.6,0.0
CRTC,S,999,Losses on Foreign Exchange,Pertes d'opérations de change,,,,,,,2.0,2.0,0.0,1418.63,1418.63,0.0,17.14,17.14,0.0
CRTC,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,3510.0,0.0,0.0,,,,,,,49875.0,0.0,49875.0,49875.16,49875.16,0.0
CSA,1,1,Operating/Program,Fonctionnement/Programme,204688180.0,191468491.0,0.0,240107349.0,225675396.0,0.0,230697967.0,225124291.0,0.0,259144153.0,248937808.0,0.0,268041415.0,261723886.0,0.0
CSA,10,3,Grants & Contributions,Subventions et Contributions,80294000.0,80239450.0,0.0,86889050.0,86833743.0,0.0,85580950.0,85064526.0,0.0,72912538.0,72895684.0,0.0,79468000.0,79428212.0,0.0
CSA,5,2,Capital,Capital,155522085.0,47804489.0,0.0,153480882.0,44745858.0,0.0,285957722.0,174852077.0,0.0,283316560.0,114420694.0,0.0,378251097.0,277395214.0,0.0
CSA,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,10897223.0,10897223.0,0.0,10851896.0,10851896.0,0.0,12404303.0,12404303.0,0.0,14452343.15,14452343.15,0.0,16137997.11,16137997.11,0.0
CSA,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,50063.0,0.0,49527.0,64763.0,1256.0,15236.0,633733.0,633733.0,0.0,66907.0,40680.0,26227.0,80159.94,41231.0,38928.94
CSA,S,999,Spending of revenues obtained pursuant to sub-section 5 (3) (h) of the Canadian Space Agency Act,Dépense des recettes perçues en vertu du sous-paragraphe 5 (3) (h) de la Loi sur l'Agence spatiale canadienne,,,,156566.0,0.0,156566.0,156566.0,156565.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
CSC,1,1,Operating/Program,Fonctionnement/Programme,2750491717.0,2563319518.0,0.0,2759698376.0,2522384399.0,0.0,2809900397.0,2574170748.0,0.0,3127663835.0,2839012158.0,0.0,3312807355.0,3084547130.0,0.0
CSC,10,9,Other,Autre,1.0,0.0,0.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0
CSC,5,2,Capital,Capital,200234151.0,121987099.0,0.0,234453979.0,146976291.0,0.0,255499392.0,199357363.0,0.0,269045794.0,256362934.0,0.0,289463629.0,246251581.0,0.0
CSC,S,999,CORCAN Revolving Fund,Fonds renouvelable CORCAN,8879314.0,-3087183.0,11966497.0,11966497.0,-1258221.0,13224718.0,13224718.0,-9307193.0,22531911.0,19531911.0,-2137903.0,21669814.0,15669814.0,-6847856.48,22517670.17
CSC,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,247789859.0,247789859.0,0.0,241600477.0,241600477.0,0.0,250112318.0,250112318.0,0.0,277458194.15,277458194.15,0.0,274381698.53,274381698.53,0.0
CSC,S,999,Refunds of amounts credited to revenues in previous years,Remboursements de montants portés aux revenus d'exercices antérieurs,10515.0,10515.0,0.0,847.0,847.0,0.0,14141.0,14141.0,0.0,1994.15,1994.15,0.0,25610.46,25610.46,0.0
CSC,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,1401338.0,1196278.0,205060.0,1308896.0,219460.0,1089436.0,3408697.0,1089436.0,2319261.0,4404953.0,4264440.0,140513.0,3125478.74,2159252.95,966225.79
CSEC,1,1,Operating/Program,Fonctionnement/Programme,748056291.0,733787856.0,0.0,810226899.0,747691004.0,0.0,891338201.0,879587488.0,0.0,977169457.0,948295388.0,0.0,1063336258.0,1020695708.0,0.0
CSEC,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,45885813.0,45885813.0,0.0,53292334.0,53292334.0,0.0,51657305.0,51657305.0,0.0,62478531.34,62478531.34,0.0,67806351.18,67806351.18,0.0
CSEC,S,999,Losses on Foreign Exchange,Pertes d'opérations de change,4946.0,4946.0,0.0,6953.0,6953.0,0.0,,,,,,,,,
CSEC,S,999,Refunds of amounts credited to revenues in previous years,Remboursements de montants portés aux revenus d'exercices antérieurs,365.0,365.0,0.0,415.0,415.0,0.0,3101.0,3101.0,0.0,,,,6150.32,6150.32,0.0
CSEC,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,16863.0,6563.0,10300.0,75725.0,0.0,65425.0,87483.0,0.0,22058.0,46109.0,22058.0,24051.0,33769.95,24050.85,9719.1
CSIS,1,1,Operating/Program,Fonctionnement/Programme,664514653.0,627092654.0,0.0,628726594.0,593505144.34,0.0,635230364.0,620073823.0,0.0,777300520.0,770301653.0,0.0,765167746.0,748322493.0,0.0
CSIS,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,49051187.0,49051187.0,0.0,48667683.0,48667683.0,0.0,52045961.0,52045961.0,0.0,57873121.93,57873121.93,0.0,63757162.34,63757162.34,0.0
CSIS,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,1021415.0,755860.0,265555.0,646105.0,0.0,380550.0,613203.0,327092.0,232653.0,1179756.0,234824.0,944932.0,2397599.98,937758.74,1452668.19
CTA,1,1,Operating/Program,Fonctionnement/Programme,41429446.0,36759151.0,0.0,41320362.0,38453775.0,0.0,38077186.0,36683294.0,0.0,49596707.0,49211579.0,0.0,51973521.0,51904314.0,0.0
CTA,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,4629858.0,4629858.0,0.0,4434112.0,4434112.0,0.0,4447023.0,4447023.0,0.0,6064075.56,6064075.56,0.0,6801198.64,6801198.64,0.0
CTA,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,8220.0,8220.0,0.0,,,,,,,69.27,69.27,0.0,,,
CTAIB,1,1,Operating/Program,Fonctionnement/Programme,33429421.0,32362365.0,0.0,33453338.0,32156495.0,0.0,34211952.0,32829085.0,0.0,39883635.0,39334239.0,0.0,39434761.0,38661532.0,0.0
CTAIB,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,3947463.0,3947463.0,0.0,3740537.0,3740537.0,0.0,3868460.0,3868460.0,0.0,4183629.52,4183629.52,0.0,4287415.1,4287415.1,0.0
CTAIB,S,999,Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act,Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques,13212.0,13212.0,0.0,16020.0,16020.0,0.0,112128.0,112128.0,0.0,8496.78,8496.78,0.0,13145.9,13145.9,0.0
CTAIB,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,74430.0,50722.0,23708.0,28171.0,23865.0,4306.0,6592.0,4307.0,2285.0,17278.0,2286.0,14992.0,22561.91,14991.55,7570.36
EA,1,1,Operating/Program,Fonctionnement/Programme,1982539960.0,1803126252.0,0.0,2056429288.0,1867856410.0,0.0,2106180601.0,2040832493.0,0.0,2341976510.0,2200746255.0,0.0,2374656544.0,2327056590.0,0.0
EA,10,3,Grants & Contributions,Subventions et Contributions,6810942883.0,6760167451.0,0.0,5796044808.0,5590387304.0,0.0,6608483018.0,6412400808.0,0.0,5676680908.0,5578000268.0,0.0,6148343954.0,5879804313.0,0.0
EA,15,1,Operating/Program,Fonctionnement/Programme,72371264.0,70997725.0,0.0,85473000.0,80197216.0,0.0,91817000.0,89017454.0,0.0,107782011.0,106629725.0,0.0,112971000.0,112668640.0,0.0
EA,20,9,Other,Autre,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
EA,35,4,Debt Forgiveness,Radiation de dettes,,,,,,,66907.0,0.0,0.0,,,,,,
EA,5,2,Capital,Capital,185777363.0,105479609.0,0.0,149848593.0,113303487.0,0.0,240765839.0,117230329.0,0.0,246962958.0,143995844.0,0.0,212926205.0,187984765.0,0.0
EA,S,999,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,128074453.0,128074453.0,0.0,125639709.0,125639709.0,0.0,135862436.0,135862436.0,0.0,157440422.0,157440422.0,0.0,159679446.5,159679446.5,0.0
EA,S,999,Losses on Foreign Exchange,Pertes d'opérations de change,157727666.0,157727666.0,0.0,37427533.0,37427533.0,0.0,118984367.0,118984367.0,0.0,27960558.19,27960558.19,0.0,3685214.97,3685214.97,0.0
EA,S,999,Payments pursuant to the Public Health Events of National Concern Payments Act,Paiements en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,54862817.0,54862817.0,0.0,,,,,,,,,,,,
EA,S,999,Payments to International Financial Institutions - Direct payments,Paiements aux institutions financières internationales - Paiements directs,260230820.0,260230820.0,0.0,257017743.0,257017743.0,0.0,337566994.0,337566994.0,0.0,240228815.4,240228815.4,0.0,248558958.92,248558958.92,0.0
EA,S,999,Payments to the Development Finance Institute Canada (FinDev Canada),Paiements à l'Institut de financement du développement Canada (FinDev Canada),,,,,,,,,,,,,101000000.0,101000000.0,0.0
EA,S,999,Payments under the Diplomatic Service (Special) Superannuation Act,Paiements en vertu de la Loi sur la pension spéciale du service diplomatique,772101.0,772101.0,0.0,795791.0,795791.0,0.0,408546.0,408546.0,0.0,683415.36,683415.36,0.0,781591.89,781591.89,0.0
EA,S,999,"Pursuant to section 24.1 of the Financial Administration Act, to forgive an amount up to $449,533,044 owed by the Government of the Islamic Republic of Pakistan, in relation to loan agreements, subject to the conditions described in the Memorandum of Understanding signed on April 20, 2006 between the Government of Canada and the Government of the Islamic Republic of Pakistan","Conformément à l'article 24.1 de la Loi sur la gestion des finances publiques, faire grâce d'un montant jusqu'à concurrence de 449 533 044 $ que doit le gouvernement de la République islamique du Pakistan relativement à des ententes de prêt, sous réserve des conditions énoncées dans le protocole d'entente signé le 20 avril 2006 entre le gouvernement du Canada et le gouvernement de la République islamique du Pakistan",22187530.0,0.0,22187530.0,22187530.0,0.0,22187530.0,22187530.0,0.0,22187530.0,22187530.0,0.0,22187530.0,20162020.21,20162020.21,0.0
EA,S,999,Refunds of amounts credited to revenues in previous years,Remboursements de montants portés aux revenus d'exercices antérieurs,562.0,562.0,0.0,14062.0,14062.0,0.0,1155.0,1155.0,0.0,1239.0,1239.0,0.0,1338.44,1338.44,0.0
EA,S,999,Salary and Motor Car Allowance,Traitement et allocation pour automobile,267440.0,267440.0,0.0,270637.0,270637.0,0.0,277200.0,277200.0,0.0,284400.0,284400.0,0.0,287370.12,287370.12,0.0
EA,S,999,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,1456840.0,0.0,1386762.0,3008607.0,1300869.0,1621845.0,3730203.0,1621845.0,2108358.0,3686051.0,2108358.0,1577693.0,3093467.06,2420494.0,672973.06
EC,1,1,Operating/Program,Fonctionnement/Programme,928440461.0,913485581.0,0.0,1011252815.0,940437924.0,0.0,1100990935.0,1084948723.0,0.0,1250315775.0,1203304204.0,0.0,1231261498.0,1190101134.0,0.0
EC,10,3,Grants & Contributions,Subventions et Contributions,878014205.0,548478199.0,0.0,785574841.0,577281682.0,0.0,865561684.0,641102380.0,0.0,1255691958.0,854491582.0,0.0,1386115035.0,1301980939.0,0.0
EC,5,2,Capital,Capital,104909261.0,75643015.0,0.0,128426620.0,93639294.0,0.0,147051665.0,80092785.0,0.0,137454903.0,94478088.0,0.0,124439028.0,103291576.0,0.0
EC,S,999,Climate Action Support Payments (Climate Action Incentive Fund),Paiements visant à appuyer la lutte contre les changements climatiques (Fonds d'incitation à l'action pour le climat),95181916.0,95181916.0,0.0,,,,,,,,,,,,
EC,S,999,Climate Action Support for the disbursement of funds and amounts to be released for the purposes of the Greenhouse Gas Pollution Pricing Act,Agir pour le climat en vue du versement de fonds et de montants à allouer aux fins de la Loi sur la tarification de la pollution causée par les gaz à effet de serre,,,,,,,,,,,,,88068209.0,88068209.0,0.0
EC,S,999,Collection Agency Fees,Honoraires - Agence de recouvrement,,,,141.0,141.0,0.0,,,,,,,,,
