"measure_id","parent_measure_id","measure_fr","chapter_key","id_fr","description_fr"
83,,"Conseil national de recherches Canada","prg","Sciences-federales-plus-solides-et-davantage-axees-sur-la-collaboration","
Amené à se réinventer de manière à exécuter le Plan pour l’innovation et les compétences, le Conseil national de recherches du Canada prend des mesures ciblées pour qu’il y ait plus de femmes, de jeunes, d’Autochtones, de personnes handicapées et de membres des minorités visibles parmi ses chercheurs. Comme mesures ciblées, il éliminera tout obstacle involontaire à la participation des chercheuses et des entrepreneures à ses programmes, et sensibilisera divers groupes de Canadiens à leur existence et à la possibilité d’y participer.

Les gouvernements de partout au monde exploitent leurs propres actifs et talents en recherche pour aider les entreprises à entreprendre une recherche utile sur le plan commercial, mais à risque élevé. C’est ainsi que des entreprises mondiales florissantes peuvent voir le jour. Le Conseil national de recherches a les installations, l’expertise et les réseaux pour mettre sur pied des équipes nationales stratégiques et à grande échelle consacrées à l’innovation de pointe. Le budget de 2018 annonce que le Conseil national de recherches sera « réinventé » et propose de fournir 540 millions de dollars sur cinq ans, à compter de 2018-2019, et 108 millions par année, pour des mesures qui consolideront ses forces en matière de recherche et son rôle en tant que partenaire fiable de l’industrie.
•Afin de catalyser la recherche transformatrice, à risque élevé et très avantageuse avec le potentiel de découvertes scientifiques innovantes et de percées technologiques, le gouvernement propose de fournir au Conseil national de recherches un financement de 150 millions de dollars sur cinq ans, à compter de 2018-2019, et de 30 millions par année par la suite, en vue de financer les travaux de ses scientifiques pour qu’ils collaborent avec les innovateurs des établissements d’enseignement postsecondaire et des entreprises à des programmes de recherche et de développement à plusieurs intervenants. Cette recherche sera modelée sur la Defense Advanced Research Projects Agency aux États-Unis qui a connu beaucoup de succès.
•Afin d’encourager, de tester et de valider les idées de recherche transformatrice générées par les scientifiques de calibre mondial du Conseil national de recherches, le gouvernement propose de fournir au Conseil un financement de 30 millions de dollars sur cinq ans, et de 6 millions par année par la suite, pour établir un fonds pour l’émergence d’idées en vue de cibler des idées de recherche innovatrices au moyen d’un processus concurrentiel examiné par les pairs. 
•Afin d’accroître la collaboration avec les entreprises et d’améliorer l’accès aux installations et à l’équipement spécialisés ainsi qu’aux scientifiques et aux services techniques du Conseil national de recherches, le gouvernement propose de fournir un financement de 62 millions de dollars sur cinq ans, et de 12,4 millions par année par la suite, en vue de réduire les frais chargés aux petites et moyennes entreprises, et aux universités et aux collèges.
•Afin d’améliorer la planification et l’exécution de la recherche à long terme, le gouvernement propose de convertir le financement temporaire de longue date du Conseil national de recherches en un financement permanent en lui fournissant 298 millions de dollars sur cinq ans, et de 59,6 millions par année par la suite. Le financement total proposé dans le cadre du budget de 2018 fera augmenter le total du budget annuel du Conseil national de recherches à 1,1 milliard de dollars.

Le Conseil national de recherches n’est que l’une des organisations à vocation scientifique du gouvernement. Le gouvernement a annoncé récemment un montant considérable de nouveaux fonds destinés à appuyer les activités dans les autres ministères et organismes fédéraux à vocation scientifique.
"
84,,"Nouvelle relation financière – Renforcer la capacité des institutions et des communautés des Premières Nations","rec","Nouvelle-relation-financiere-–-Renforcer-la-capacite-des-institutions-et-des-communautes-des-Premieres-Nations","Le gouvernement reconnaît que, pour faire progresser la réconciliation avec les peuples autochtones et assurer une autodétermination accrue, y compris une meilleure autonomie gouvernementale, une nouvelle relation financière est nécessaire.

Le gouvernement et l'Assemblée des Premières Nations ont collaboré afin de formuler une vision pour une nouvelle relation financière destinée aux communautés des Premières Nations. Dans le but de mieux soutenir les communautés des Premières Nations, d'appuyer des institutions autochtones fortes et de faire progresser la nouvelle relation financière avec les Premières Nations, le gouvernement propose d'investir 188,6 millions de dollars sur cinq ans, à compter de 2018-2019, comme suit :
•127,4 millions de dollars sur deux ans pour soutenir directement les communautés des Premières Nations dans le renforcement de leurs capacités internes financières et administratives. Cela comprend 87,7 millions sur deux ans afin de s'assurer que les communautés assujetties à la gestion des manquements sont en mesure de réaliser des progrès à l'égard de projets qui font partie de leurs plans d'action de gestion, et d'appuyer des projets pilotes visant à renforcer la gouvernance et la capacité de planification communautaire des Premières Nations.
•50 millions de dollars sur cinq ans, et 11 millions par année par la suite, afin de renforcer le Conseil de gestion financière des Premières Nations, l'Administration financière des Premières Nations et la Commission de la fiscalité des Premières Nations.
•2,5 millions de dollars sur trois ans pour appuyer la conception, par le Centre de gouvernance de l'information des Premières Nations, d'une stratégie nationale de gouvernance des données et la coordination des efforts pour mettre en place des centres régionaux de gouvernance des données.
•8,7 millions de dollars sur deux ans afin de poursuivre et d'élargir les travaux avec les dirigeants des Premières Nations, des experts techniques, des chercheurs et des représentants des communautés sur la nouvelle relation financière.

Le gouvernement entreprendra aussi, avec les partenaires des Premières Nations, un examen exhaustif et collaboratif des programmes fédéraux actuels et du financement qui appuient la gouvernance des Premières Nations. L'objectif de l'examen sera de veiller à ce que ces programmes offrent aux communautés suffisamment de ressources pour embaucher et maintenir en poste le personnel financier et administratif nécessaire pour appuyer la bonne gouvernance, planifier pour l'avenir et faire avancer leur vision d'autodétermination.
"
85,,"Nouvelle relation financière : collaborer avec les gouvernements autochtones autonomes","rec","Nouvelle-relation-financiere-–-Collaborer-avec-les-gouvernements-autochtones-autonomes","Dans le budget de 2018, le gouvernement propose de fournir 189,2 millions de dollars en 2018-2019 afin de commencer la mise en œuvre de nouvelles réformes à la politique financière qui ont été élaborées conjointement avec des peuples autochtones autonomes au Canada. Ce financement servira à soutenir des priorités clés, notamment les travaux visant à combler les écarts socioéconomiques, les infrastructures, la collecte de données et la gouvernance."
86,,"Nouveau fonds pour les trois conseils","prg","Conseils-subventionnaires","Les trois conseils subventionnaires du Canada sont des organismes indépendants qui fournissent le financement fédéral pour soutenir le travail des chercheurs dans les établissements postsecondaires et les hôpitaux de recherche. Dans le budget de 2018, le gouvernement propose un investissement sans précédent pour soutenir leur travail, le plus grand financement jamais accordé au Canada à la recherche fondamentale par l’intermédiaire de conseils subventionnaires.

Le budget de 2018 propose un financement de 925 millions de dollars sur cinq ans, à compter de 2018-2019, et de 235 millions par année par la suite, réparti comme suit :
•354,7 millions de dollars sur cinq ans (90,1 millions par année par la suite) au Conseil de recherches en sciences naturelles et en génie; 
•354,7 millions de dollars sur cinq ans (90,1 millions par année par la suite) aux Instituts de recherche en santé du Canada; 
•215,5 millions de dollars sur cinq ans (54,8 millions par année par la suite) au Conseil de recherches en sciences humaines. 

Pour accélérer la transition du Canada vers une approche de recherche plus moderne, le budget de 2018 propose également de créer un nouveau fonds pour les trois conseils pour soutenir la recherche internationale, interdisciplinaire, présentant des risques élevés et demandant des résultats rapides. Le gouvernement propose de fournir 275 millions de dollars sur cinq ans, à compter de 2018-2019, et 65 millions par année par la suite pour cette approche novatrice dont l’administration sera confiée au Conseil de recherches en sciences humaines du Canada au nom des trois conseils subventionnaires.

Grâce aux investissements proposés, l’augmentation des budgets annuels des conseils subventionnaires pour la recherche fondamentale atteindrait plus de 25 % en trois ans. Le financement proposé fournirait de plus un soutien accru et des possibilités de formation professionnelle pour environ 21 000 chercheurs, étudiants et employés hautement qualifiés dans l’ensemble du Canada tous les ans d’ici 2021-2022, y compris 6 000 chercheurs de premier plan et chercheurs principaux, 3 500 chercheurs en début de carrière, 8 000 étudiants de premier cycle, de deuxième cycle et au doctorat, 1 300 étudiants postdoctoraux, et 2 000 assistants de recherche et techniciens.

Forts de ces investissements, les conseils subventionnaires seront chargés d’élaborer de nouveaux plans, stratégies et cibles afin d’assurer une plus grande collaboration entre le Conseil de recherches en sciences humaines, le Conseil de recherches en sciences naturelles et en génie du Canada et les Instituts de recherche en santé du Canada, pour un appui accru à la recherche interdisciplinaire et pour atteindre une plus grande diversité parmi les bénéficiaires de ce financement, y compris un soutien accru aux femmes, aux groupes sous-représentés et aux chercheurs en début de carrière. Afin de soutenir ces objectifs, le gouvernement propose d’accorder 6 millions de dollars sur cinq ans (0,5 million par la suite) pour des enquêtes destinées à recueillir des données améliorées sur les chercheurs, ainsi que 15 millions sur cinq ans pour mettre en œuvre des programmes qui valorisent l’égalité et la diversité parmi les chercheurs des établissements d’enseignement postsecondaire.
"
87,,"Transparence salariale","grw","Transparence-salariale","Le gouvernement fournira aux Canadiens plus de renseignements au sujet des pratiques des employeurs des secteurs assujettis à la réglementation fédérale. Cette transparence consistera à convertir les renseignements sur la rémunération existants produits par les employeurs sous réglementation fédérale en vertu de la Loi sur l'équité en matière d'emploi en un contenu plus convivial en ligne, en accordant une attention particulière à rendre les écarts salariaux exisants plus évidents. Cela aidera à mettre en lumière les employeurs qui sont des chefs de file dans les pratiques d’équité salariale, tout en tenant les employeurs responsables des écarts salariaux affectant les femmes, les Autochtones, les personnes handicapées et les minorités visibles. L’expérience vécue par d’autres administrations démontre que la transparence salariale contribue à accroître la sensibilisation à l’écart salarial. Le gouvernement investira 3 millions de dollars sur cinq ans, à compter de 2018-2019, dans la mise en œuvre de la transparence salariale.

En reconnaissant que ces obstacles liés à la participation des femmes au marché du travail peuvent être complexes et prendre du temps à éliminer, le gouvernement du Canada organisera également un symposium important sur les femmes et le milieu de travail au printemps 2019. Ce symposium regroupera des chefs de file des secteurs privé et public afin de discuter et de faire part de pratiques exemplaires. Il aura pour but d’encourager les employeurs canadiens à aborder les problèmes auxquels sont confrontées les femmes en milieu de travail, des écarts salariaux au harcèlement, et de leur fournir les outils nécessaires pour aborder de tels problèmes. Le gouvernement propose de fournir un financement de 1,5 million de dollars au cours de 2018-2019 et 2019-2020 aux fins de ce symposium. 

Afin de combler l’écart salarial entre les sexes, il faut prendre des mesures à bien des égards. Investir dans la garde abordable et accessible des jeunes enfants et dans les congés pour obligations familiales, augmenter le taux d’activité des femmes et des filles dans les emplois qui sont traditionnellement occupés par des hommes, encourager les hommes à travailler dans des domaines traditionnellement dominés par les femmes, mettre en œuvre des politiques qui favorisent les familles et la lutte contre les stéréotypes fondés sur le sexe en milieu de travai, qui renforcent les notions de ce qui constitue un travail approprié pour les hommes et pour les femmes ne sont que quelques-uns des domaines importants. Par l’entremise du budget de 2018, le gouvernement adoptera des mesures ciblées afin d’atteindre ces objectifs – en reconnaissant les travaux considérables qui doivent encore être accomplis.
"
88,,"Mécanismes bilatéraux permanents","rec","Mecanismes-bilateraux-permanents","En décembre 2016, le premier ministre a annoncé que le gouvernement mettrait sur pied des mécanismes bilatéraux permanents avec les Premières Nations, les Inuits et la Nation métisse afin de cerner les priorités distinctes de chaque communauté et d'aider le gouvernement et les peuples autochtones à collaborer en vue de trouver des solutions. Alors que le budget de 2017 a fourni un financement provisoire pour appuyer ces mécanismes bilatéraux  permanents, le budget de 2018 propose un investissement de 74,9 millions de dollars sur cinq ans et de 15,5 millions par année par la suite, afin de fournir un soutien continu aux forums d'élaboration conjointe de politiques."
89,,"Une évaluation et une conception de programme axées sur des données probantes","prg","Une-evaluation-et-une-conception-de-programme-axees-sur-des-donnees-probantes","Avec ces réformes ambitieuses, pour s’assurer que les programmes en matière d’innovation en entreprise investissent au bon endroit, soutiennent des entreprises performantes et réalisent les objectifs économiques, le gouvernement propose de fournir :
•1 million de dollars par année, à compter de 2018-2019, à Statistique Canada pour améliorer les évaluations du rendement des programmes en innovation. 
•2 millions de dollars par année, à compter de 2018-2019, au Secrétariat du Conseil du Trésor du Canada pour mettre sur pied une équipe centrale d’évaluation du rendement qui sera chargée d’effectuer des évaluations de façon continue, en se servant notamment des données de Statistique Canada. 

Pour s’assurer que les programmes d’innovation en entreprise contribuent également aux résultats améliorés en matière de diversité, une stratégie nationale sera élaborée et décrira les façons d’augmenter la participation des groupes sous-représentés dans une économie axée sur l’innovation.
"
91,,"Programme de préparation à la formation d’apprenti","grw","Programme-de","Conscient de la valeur et de la promesse des carrières dans les métiers spécialisés et de l’importance de ces professions pour le Canada dans son ensemble, le gouvernement du Canada propose aussi de lancer un nouveau Programme de préparation à la formation d’apprenti. Ce programme encouragera les groupes sous-représentés – ce qui comprend, sans toutefois s’y limiter, les femmes, les peuples autochtones, les nouveaux arrivants et les personnes handicapées – à explorer l’idée de faire carrière dans le domaine des métiers spécialisés. En partenariat avec les provinces, les territoires, les institutions postsecondaires, les syndicats et les employeurs, le Programme de préparation à la formation d’apprenti aidera les Canadiens à explorer les métiers, à obtenir une expérience de travail, à prendre des décisions éclairées en matière de choix de carrière et à perfectionner les compétences dont ils ont besoin pour trouver et conserver de bons emplois bien rémunérés dans les métiers. Le gouvernement propose un financement de 46 millions de dollars sur cinq ans, à compter de 2018-2019, et de 10 millions chaque année par la suite, pour le Programme de préparation à la formation d’apprenti."
92,,"Financement prévisible pour la prestation de services liés à l’assurance-emploi","adv","Financement-previsible-pour-la-prestation-des-services-dassurance-emploi","Un accès rapide aux prestations de l’assurance-emploi est essentiel pour aider les Canadiens à composer avec une perte d’emploi ou d’autres événements de la vie. Afin de répondre aux volumes accrus de demandes d’assurance-emploi, le gouvernement a augmenté le financement pour l’administration de l’assurance-emploi au cours des deux dernières années. Par conséquent, en 2016-2017, 83 % des demandeurs de l’assurance-emploi ont reçu des prestations d’assurance-emploi ou des notifications du statut de leur demande dans les 28 jours suivant la présentation de leur demande. 

Le gouvernement propose de rendre disponibles jusqu’à 90 millions de dollars sur trois ans à compter de 2018-2019, pour le traitement et la prestation de services visant les demandes d’assurance-emploi. Le financement sera relié au volume de demandes d’assurance-emploi et permettra au gouvernement de réagir aux variations des conditions économiques. On assurera ainsi que les prestataires d’assurance-emploi continueront de recevoir en temps opportun des paiements de prestation exacts.
"
95,,"Protéger les passagers du transport aérien","adv","Migration-irreguliere-controle-de-la-frontiere","Afin d’assurer un contrôle uniforme et efficace des voyageurs et des travailleurs, le gouvernement propose d’octroyer 236,4 millions de dollars en 2018-2019, avec 2,4 millions en amortissement restant, à l’Administration canadienne de la sûreté du transport aérien (ACSTA). Ce financement permettra aussi à l’ACSTA d’ajouter de nouvelles voies pour le précontrôle des passagers vers les États-Unis à l’Aéroport Billy-Bishop de Toronto et à l’Aéroport international Jean-Lesage de Québec. "
96,,"Protéger la nature, les parcs et les espaces sauvages du Canada","adv","Proteger-la-nature-les-parcs-et-les-espaces-sauvages-du-Canad","Que nous soyons chez nous dans une ville du Sud de l’Ontario ou dans une petite communauté du Grand Nord canadien, la beauté du paysage naturel du Canada est un don à nous tous. Pour garantir que nos enfants et petits-enfants puissent continuer de faire de la randonnée dans nos magnifiques forêts et de se baigner dans nos lacs, rivières et ruisseaux extraordinaires, le Canada s’est engagé à conserver au moins 17 % de ses terres et de ses eaux intérieures d’ici 2020 au moyen de réseaux d’aires protégées et d’autres mesures de conservation efficaces par zone. Tant les aires protégées que les zones conservées permettront d’assurer des habitats plus sains pour les espèces à risque et d’améliorer la biodiversité.

Puisque près de 90 % des terres et des eaux intérieures du Canada sont des terres de la Couronne provinciales ou territoriales ou des terres autochtones, l’atteinte de ce but nécessite une collaboration ouverte avec d’autres ordres de gouvernement. Afin de protéger la biodiversité du Canada et de protéger les espèces à risque, le gouvernement du Canada propose de réaliser des investissements historiques totalisant 1,3 milliard de dollars sur cinq ans, soit l’un des plus grands investissements de l’histoire canadienne dans la conservation de la nature, un véritable legs pour nos enfants et nos petits-enfants. 

Cet investissement représentera une contribution de 500 millions de dollars du gouvernement fédéral visant à créer un nouveau Fonds de la nature de 1 milliard de dollars en partenariat avec les entreprises, les organismes à but non lucratif, les provinces, les territoires et d’autres partenaires. En collaboration avec ces partenaires, le Fonds de la nature permettra au gouvernement de préserver des terres privées, de soutenir des efforts de protection des espèces des provinces et des territoires et de renforcer la capacité des peuples autochtones de conserver les terres et les espèces dans notre intérêt et dans celui des générations futures.

Le financement restant sera utilisé pour: augmenter la capacité fédérale de protéger les espèces à risque et de mettre en place de nouvelles initiatives de recouvrement visant les espèces, les zones et les menaces environnementales prioritaires; élargir les nouvelles réserves nationales de faune et les refuges d’oiseaux migratoires; accroître la capacité fédérale de gestion des aires protégées, y compris les parcs nationaux; poursuivre la mise en œuvre de la Loi sur les espèces en péril tout en s’assurant que les activités d’évaluation, d’inscription, de planification du recouvrement et de planification des mesures se poursuivent; mettre en place un réseau coordonné d’aires de conservation en travaillant avec les partenaires provinciaux, territoriaux et autochtones."
97,,"Protéger les emplois dans le secteur forestier de l’Est du Canada","prg","Proteger-les-emplois-dans-le-secteur-forestier-de-l-Est-du-Canada","La gestion durable de nos ressources naturelles ouvre des possibilités économiques à long terme. La recherche sur la tordeuse des bourgeons de l’épinette, l’un des insectes nuisibles qui causent le plus de dommages aux épinettes au Canada, a cerné de possibles mécanismes permettant de protéger les forêts contre ses épidémies cycliques. Cela est essentiel pour soutenir l’industrie forestière et, par conséquent, les emplois dans certaines régions, comme le Canada atlantique, où le secteur forestier constitue un important rouage de l’économie.

Dans le budget de 2018, le gouvernement propose de prendre des mesures en collaboration avec les provinces de l’Atlantique et l’industrie forestière, en offrant jusqu’à 74,75 millions de dollars sur cinq ans, à compter de 2018-2019, selon un ratio de partage des coûts de 60:40 entre le gouvernement fédéral et les provinces et l’industrie, pour prévenir la propagation de la tordeuse des bourgeons de l’épinette. La contribution fédérale proviendra de Ressources naturelles Canada. Cela permettra au gouvernement, au milieu académique, à l’industrie et aux autres intervenants de continuer à travailler ensemble pour protéger nos forêts et soutenir l’économie.
"
98,,"Protéger la vie marine","adv","Proteger-la-vie-marine","Les baleines sont essentielles à la santé des écosystèmes maritimes, et elles constituent un élément important de l’écotourisme dans les régions côtières du Pacifique et de l’Atlantique ainsi que dans l’estuaire du Saint-Laurent. 

Un mélange complexe de menaces, comme la disponibilité des proies, les niveaux de bruit accrus des bateaux de passage et de la pollution dans l’eau mettent en danger de nombreuses populations de baleines, notamment les épaulards résidents du sud, la baleine noire de l’Atlantique Nord et le béluga de l’estuaire du Saint-Laurent.  

Pour mieux protéger et conserver les espèces de baleines menacées au Canada et contribuer à leur rétablissement, le gouvernement propose de fournir 167,4 millions de dollars sur cinq ans, à compter de 2018-2019, à Pêches et Océans Canada, à Transports Canada et à Environnement et Changement climatique Canada. Ce montant comprend le financement de travaux de recherche qui nous aideront à mieux comprendre les facteurs qui touchent la santé des baleines, de même que les mesures que nous pouvons prendre maintenant pour réagir aux menaces causées par les activités humaines. 
"
99,,"Protéger les travailleurs étrangers temporaires","adv","Proteger-les-travailleurs-etrangers-temporaires","Le Programme des travailleurs étrangers temporaires et le Programme de mobilité internationale sont les deux programmes du Canada qui régissent l’entrée des travailleurs étrangers temporaires. Le Canada a une obligation de s’assurer que ces travailleurs, qui contribuent au marché du travail grâce aux compétences et à l’expertise dont les employeurs ont besoin lorsque les travailleurs canadiens qualifiés sont indisponibles, sont conscients de leurs droits et sont protégés des abus. Le gouvernement propose de verser 194,1 millions de dollars sur cinq ans à compter de 2018-2019, et 33,19 millions par année par la suite, pour s’assurer que les droits des travailleurs étrangers au Canada sont protégés et appliqués par un régime de conformité solide. Le financement soutiendra des inspections surprises dans le cadre du Programme des travailleurs étrangers temporaires, la mise en œuvre continue du régime de conformité au Programme de mobilité internationale et la collecte continue de renseignements sur le marché du travail en lien avec les permis de travail ouverts. 

De plus, le gouvernement propose d’investir 3,4 millions de dollars sur deux ans à compter de 2018-2019, des ressources existantes d’Emploi et Développement social Canada, afin d’établir, dans le cadre d’un projet pilote, un réseau pour soutenir les organisations pour les travailleurs étrangers temporaires qui subissent de possibles abus de leurs employeurs. Ce réseau soutiendrait ces travailleurs pour rendre compte des actes répréhensibles et fournir aux travailleurs des renseignements sur leurs droits à rester temporairement au Canada sans harcèlement ni abus.
"
100,,"Protéger l’intégrité de l’infrastructure de transport à Montréal","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Financement proposé pour Ponts Jacques-Cartier et Champlain incorporée afin de soutenir des travaux continus d’entretien et de remise en état des ponts d’appartenance fédérale et d’autres biens d’infrastructure de transport dans la région de Montréal. "
101,,"Protéger les femmes et les filles vulnérables","adv","Proteger-les-femmes-et-les-filles-vulnerables","La moitié de la population mondiale des 22,5 millions de réfugiés est composée de femmes et de filles, ce qui fait de cette population un segment important des personnes qui fuient la guerre, la violence ou la persécution dans leur pays d’origine. Les femmes et les filles réfugiées font face à un risque accru en raison de leur genre et elles subissent, ou sont à risque de subir, de la violence et de l’exploitation sexuelles, des sévices et de la marginalisation.

Depuis 2015, le Canada a fait preuve de leadership mondial en ce qui concerne la protection des réfugiés les plus vulnérables du monde. En janvier 2017, plus de 40 000 réfugiés syriens avaient été accueillis au Canada. Ces personnes et leurs familles ont refait leur vie ici. De plus, le budget de 2017 a annoncé un financement de 27,7 millions de dollars sur trois ans à compter de 2017-2018, pour réinstaller les femmes et des filles yézidies qui étaient les cibles des activités d’enlèvement et d’esclavage menées par des combattants de Daesh dans le nord de l’Irak et en Syrie.

S’appuyant sur ces efforts, le gouvernement s’engage à augmenter le nombre de femmes et de filles réfugiées vulnérables à se réinstaller au Canada en tant que réfugiées parrainées par le gouvernement. Plus précisément, le budget de 2018 propose un financement de 20,3 millions de dollars sur cinq ans à compter de 2018 2019, destiné à accueillir un nombre supplémentaire de 1 000 femmes et filles réfugiées de diverses zones de conflits partout dans le monde. Fournir un soutien additionnel à ce groupe particulièrement vulnérable permettra au Canada de continuer de démontrer un leadership mondial en ce qui concerne l’aide à apporter aux populations les plus à risque du monde. 
"
102,,"Offrir un soutien juridique aux victimes de harcèlement sexuel en milieu de travail","adv","Combattre-la-violence-fondee-sur-le-sexe-et-le-harcelement","Le gouvernement propose d’investir 50,4 millions de dollars sur cinq ans à compter de 2018-2019, pour lutter contre le harcèlement sexuel en milieu de travail. Sur ce montant, 25,4 millions de dollars sur cinq ans serviront à augmenter le financement des services d’aide juridique partout au pays en accordant une attention particulière aux victimes de harcèlement sexuel en milieu de travail. Le gouvernement travaillera en partenariat avec les provinces et les territoires, mais ne leur demandera pas de fournir des fonds de contrepartie pour le financement proposé. Le gouvernement propose également d’investir un autre montant de 25 millions sur cinq ans qui servira à l’élaboration d’un programme pancanadien de sensibilisation visant à mieux informer les travailleurs, en particulier ceux qui sont les plus vulnérables, de leurs droits et à leur expliquer comment ils peuvent obtenir de l’aide en cas de harcèlement en milieu de travail. "
103,,"Services publics et Approvisionnement Canada – Travaux de réparation et d’entretien de biens immobiliers","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Financement supplémentaire proposé pour le Programme des locaux fédéraux afin d’offrir des services de locaux et de biens immobiliers connexes aux ministères et organismes fédéraux."
104,,"Centre de diversité, d’inclusion et de mieux-être de la fonction publique","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Financement proposé pour permettre au président du Conseil du Trésor de mettre en place un Centre de diversité, d’inclusion et de mieux-être de la fonction publique en vue d’aider les ministères et organismes à créer des milieux de travail respectueux, diversifiés et inclusifs. Le financement proposé comprend un financement permanent de 3,6 millions de dollars par année."
105,,"Chercher de nouveaux marchés","grw","Chercher-de-nouveaux-marches","En plus de l’ALENA, de l’AECG et du PTPGP, le gouvernement continue d’explorer d’autres possibilités de conclure des accords de libre-échange partout dans le monde, y compris des discussions exploratoires avec la Chine et des discussions avec un certain nombre de partenaires importants et des groupes régionaux, comme l’Alliance du Pacifique (le Chili, la Colombie, le Mexique et le Pérou), le MERCOSUR (l’Argentine, le Brésil, le Paraguay et l’Uruguay) et l’Association des nations de l’Asie du Sud-Est."
106,,"Réaffectation des laboratoires de la GRC sur le cannabis","oth",,
107,,"Rééquilibrer les dépenses d’Élections Canada","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Financement proposé pour rééquilibrer la combinaison de financement d’Élections Canada en augmentant le crédit annuel de l’organisme et en réduisant les montants imputés à l’autorisation législative de ce dernier. "
108,,"Agences de développement régional","prg","La-creation-de-quatre-plateformes-phares","Afin de favoriser la croissance économique dans les communautés de partout au Canada, le gouvernement propose de fournir un financement supplémentaire de 400 millions de dollars sur cinq ans, selon la comptabilité d’exercice, et 511 millions sur cinq ans, selon la comptabilité de caisse, à compter de 2018-2019, aux agences de développement régional afin d’appuyer le Plan pour l’innovation et les compétences dans l’ensemble des régions du Canada. De ce montant, 105 millions seront destinés au soutien national, coordonné, régional et personnalisé des entrepreneures dans le cadre de la nouvelle stratégie pour les femmes en entrepreneuriat. De plus, 35 millions de ces fonds seront destinés au soutien des activités de diversification économique et de développement des compétences afin d’aider les travailleurs et les collectivités des régions de l’Ouest et de l’Atlantique à s’adapter à la transition du Canada vers une économie à faibles émissions de carbone, en complément des travaux du groupe de travail fédéral mis sur pied qui présentera ses conclusions plus tard cette année.

Le gouvernement propose également de prolonger le financement de base des agences de développement régional qui est actuellement limité dans le temps :
•20 millions de dollars par année, selon la comptabilité de caisse, à compter de 2018-2019 et par la suite, à l’Agence canadienne de développement économique du Nord afin d’assurer le maintien de ses programmes de développement économique.
•920 millions sur six ans, selon la comptabilité de caisse, à compter de 2018-2019, pour renouveler le financement de l’Agence fédérale de développement économique pour le Sud de l’Ontario afin d’appuyer la croissance économique dans le Sud de l’Ontario dans le cadre de l’exécution de programmes et de services fédéraux.

Le gouvernement propose de présenter des mesures législatives pour permettre à Diversification de l’économie de l’Ouest du Canada de collaborer plus efficacement avec les provinces dans la région où il exerce ses activités.

Dans le cadre de l’examen général des programmes d’innovation prévu au cours de la prochaine année, le gouvernement examinera des moyens de simplifier la série existante de 22 programmes offerts par les agences de développement régional. Il est proposé que les agences aident davantage les entreprises à prendre de l’expansion, à développer de nouveaux marchés et à étendre leurs activités, ainsi qu’à adopter de nouvelles technologies et de nouveaux procédés. Les agences pourraient aussi devenir la principale plateforme de soutien des écosystèmes d’innovation régionaux. Selon les changements proposés, les agences de développement régional conserveront aussi leurs fonctions actuelles d’appui aux communautés encourageant la stimulation et la diversification de leurs économies.
"
