dept_code,vote_num,vs_type,name_en,name_fr,doc,est_last_year_5,est_last_year_4,est_last_year_3,est_last_year_2,est_last_year,est_in_year
EA,1,1,Operating/Program,Fonctionnement/Programme,SEC,52412563.0,34331696.0,123603089.0,,41423416.0,
EA,1,1,Operating/Program,Fonctionnement/Programme,VA,106908255.0,123904473.0,170680303.0,122820514.0,,
EA,10,3,Grants & Contributions,Subventions et Contributions,MAINS,4275879707.0,4904813670.0,4946749600.0,5884106557.0,5286796107.0,4193112769.0
EA,10,3,Grants & Contributions,Subventions et Contributions,SEA,75000000.0,,,,,
EA,10,3,Grants & Contributions,Subventions et Contributions,SEB,681000000.0,1171222500.0,715165716.0,264237397.0,719563937.0,
EA,10,3,Grants & Contributions,Subventions et Contributions,SEC,764165101.0,532446848.0,14765592.0,,27138603.0,
EA,10,3,Grants & Contributions,Subventions et Contributions,VA,0.0,0.0,0.0,0.0,,
EA,15,1,Operating/Program,Fonctionnement/Programme,MAINS,85473000.0,91817000.0,102536000.0,112971000.0,121349991.0,120518249.0
EA,15,1,Operating/Program,Fonctionnement/Programme,SEC,,,5246011.0,,3201230.0,
EA,15,1,Operating/Program,Fonctionnement/Programme,VA,0.0,0.0,0.0,0.0,,
EA,20,9,Other,Autre,MAINS,1.0,1.0,1.0,1.0,1.0,1.0
EA,20,9,Other,Autre,SEB,,1.0,,,,
EA,20,9,Other,Autre,SEC,,1.0,,,,
EA,20,9,Other,Autre,VA,0.0,0.0,0.0,0.0,,
EA,35,4,Debt Forgiveness,Radiation de dettes,SEB,,66907.0,,,,
EA,35,4,Debt Forgiveness,Radiation de dettes,VA,,0.0,,,,
EA,5,2,Capital,Capital,MAINS,106409752.0,200867109.0,197425761.0,182535896.0,226805441.0,267262031.0
EA,5,2,Capital,Capital,SEA,4000000.0,,,,,
EA,5,2,Capital,Capital,SEB,,536413.0,7554864.0,6282714.0,95506677.0,
EA,5,2,Capital,Capital,SEC,6297466.0,9765496.0,26729170.0,,7728041.0,
EA,5,2,Capital,Capital,VA,33141375.0,29596821.0,15253163.0,24107595.0,,
EA,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,MAINS,118749437.0,122727807.0,126898982.0,135554160.0,156163477.0,166011357.0
EA,S,0,Payments to International Financial Institutions - Direct payments,Paiements aux institutions financières internationales - Paiements directs,MAINS,257361748.0,257361748.0,241074568.0,249404568.0,250404568.0,222413588.0
EA,S,0,Payments under the Diplomatic Service (Special) Superannuation Act,Paiements en vertu de la Loi sur la pension spéciale du service diplomatique,MAINS,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0
EA,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,MAINS,271500.0,277500.0,284100.0,295800.0,306900.0,214000.0
EA,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SA,2088697.0,5385298.0,8417476.0,21277595.5,,
EA,S,0,Losses on Foreign Exchange,Pertes d'opérations de change,SA,37427533.0,118984367.0,27960558.19,3685214.97,,
EA,S,0,Payments to International Financial Institutions - Direct payments,Paiements aux institutions financières internationales - Paiements directs,SA,-344005.0,-614754.0,-845752.599999994,-845609.0800000131,,
EA,S,0,Payments to the Development Finance Institute Canada (FinDev Canada),Paiements à l'Institut de financement du développement Canada (FinDev Canada),SA,,,,101000000.0,,
EA,S,0,Payments under the Diplomatic Service (Special) Superannuation Act,Paiements en vertu de la Loi sur la pension spéciale du service diplomatique,SA,-104209.0,-491454.0,-216584.64,-118408.10999999999,,
EA,S,0,"Pursuant to section 24.1 of the Financial Administration Act, to forgive an amount up to $449,533,044 owed by the Government of the Islamic Republic of Pakistan, in relation to loan agreements, subject to the conditions described in the Memorandum of Understanding signed on April 20, 2006 between the Government of Canada and the Government of the Islamic Republic of Pakistan","Conformément à l'article 24.1 de la Loi sur la gestion des finances publiques, faire grâce d'un montant jusqu'à concurrence de 449 533 044 $ que doit le gouvernement de la République islamique du Pakistan relativement à des ententes de prêt, sous réserve des conditions énoncées dans le protocole d'entente signé le 20 avril 2006 entre le gouvernement du Canada et le gouvernement de la République islamique du Pakistan",SA,22187530.0,22187530.0,22187530.0,20162020.21,,
EA,S,0,Refunds of amounts credited to revenues in previous years,Remboursements de montants portés aux revenus d'exercices antérieurs,SA,14062.0,1155.0,1239.0,1338.44,,
EA,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,SA,-863.0,-300.0,300.0,-8429.880000000005,,
EA,S,0,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,SA,3008607.0,3730203.0,3686051.0,3093467.06,,
EA,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEB,272323.0,3719763.0,7039834.0,2847691.0,1636995.0,
EA,S,0,Payments to International Financial Institutions - Direct payments,Paiements aux institutions financières internationales - Paiements directs,SEB,,78240000.0,,,,
EA,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEC,4529252.0,4029568.0,15084130.0,,8020540.0,
EA,S,0,Payments to International Financial Institutions - Direct payments,Paiements aux institutions financières internationales - Paiements directs,SEC,,2580000.0,,,,
EC,1,1,Operating/Program,Fonctionnement/Programme,MAINS,874087203.0,969250762.0,998976093.0,1164015083.0,1133557952.0,969963675.0
EC,1,1,Operating/Program,Fonctionnement/Programme,SEA,30901784.0,,,,,
EC,1,1,Operating/Program,Fonctionnement/Programme,SEB,43299537.0,66640517.0,115599955.0,36697457.0,-2257668.0,
EC,1,1,Operating/Program,Fonctionnement/Programme,SEC,26778516.0,-5679187.0,16556698.0,,-3094721.0,
EC,1,1,Operating/Program,Fonctionnement/Programme,VA,36185775.0,70778843.0,119183029.0,30548958.0,,
EC,10,3,Grants & Contributions,Subventions et Contributions,MAINS,623678109.0,770281713.0,1234196797.0,1382418335.0,1050756750.0,342921705.0
EC,10,3,Grants & Contributions,Subventions et Contributions,SEA,62084125.0,,,,,
EC,10,3,Grants & Contributions,Subventions et Contributions,SEB,84950335.0,73929971.0,14500114.0,28538600.0,297603.0,
EC,10,3,Grants & Contributions,Subventions et Contributions,SEC,14862272.0,21350000.0,6995047.0,,,
EC,10,3,Grants & Contributions,Subventions et Contributions,VA,0.0,0.0,0.0,-24841900.0,,
EC,5,2,Capital,Capital,MAINS,104520877.0,120490444.0,100902516.0,92162753.0,80695624.0,70255723.0
EC,5,2,Capital,Capital,SEA,1030269.0,,,,,
EC,5,2,Capital,Capital,SEB,1773500.0,1527659.0,2952212.0,7210576.0,3942377.0,
EC,5,2,Capital,Capital,SEC,2368284.0,,4216208.0,,7482199.0,
EC,5,2,Capital,Capital,VA,18733690.0,25033562.0,29383967.0,25065699.0,,
EC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,MAINS,96770731.0,108101652.0,111907568.0,122274455.0,134470043.0,131314415.0
EC,S,0,Distribution of Fuel and Excess Emission Charges of the Greenhouse Gas Pollution Pricing Act,Distribution de la redevance sur les combustibles et les émissions excédentaires de la Loi sur la tarification de la pollution causée par les gaz à effet de serre,MAINS,,,,,727688459.0,197142255.0
EC,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,MAINS,90500.0,92500.0,94700.0,98600.0,102300.0,108000.0
EC,S,0,Climate Action Support for the disbursement of funds and amounts to be released for the purposes of the Greenhouse Gas Pollution Pricing Act,Agir pour le climat en vue du versement de fonds et de montants à allouer aux fins de la Loi sur la tarification de la pollution causée par les gaz à effet de serre,SA,,,,88068209.0,,
EC,S,0,Collection Agency Fees,Honoraires - Agence de recouvrement,SA,141.0,,,,,
EC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SA,-10906140.0,-4497078.0,-2117279.0,8040237.889999986,,
EC,S,0,Distribution of Fuel and Excess Emission Charges of the Greenhouse Gas Pollution Pricing Act,Distribution de la redevance sur les combustibles et les émissions excédentaires de la Loi sur la tarification de la pollution causée par les gaz à effet de serre,SA,,-29015258.0,-79567338.85,144672428.86,,
EC,S,0,Refunds of amounts credited to revenues in previous years,Remboursements de montants portés aux revenus d'exercices antérieurs,SA,,,1562130.0,1460508.04,,
EC,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,SA,200.0,-100.0,100.0,200.08000000000175,,
EC,S,0,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,SA,1412803.0,2220368.0,2639871.0,3202710.93,,
EC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEA,5093621.0,,,,,
EC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEB,5601420.0,6571665.0,18458674.0,4271535.0,,
EC,S,0,Distribution of Fuel and Excess Emission Charges of the Greenhouse Gas Pollution Pricing Act,Distribution de la redevance sur les combustibles et les émissions excédentaires de la Loi sur la tarification de la pollution causée par les gaz à effet de serre,SEB,,41065566.0,155392479.0,,,
EC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEC,4600710.0,105597.0,2790072.0,,418743.0,
EDC,S,0,Administrative fees,Frais administratif,SA,238560520.0,252879933.0,216047025.12,91632375.78,,
EDC,S,0,Forgiveness of non-budgetary loans pursuant to section 23(6) of the Export Development Act,Renonciation de prêts non budgétaires en vertu de l'article 23(6) de la Loi sur le développement des exportations,SA,1015572320.0,1353550947.0,10306700332.0,491531367.3,,
EDC,S,0,Losses on Foreign Exchange,Pertes d'opérations de change,SA,1510441.0,,,,,
ERC,1,1,Operating/Program,Fonctionnement/Programme,MAINS,5800710.0,5801194.0,5814400.0,5916688.0,6077944.0,6087882.0
ERC,1,1,Operating/Program,Fonctionnement/Programme,VA,4300.0,51237.0,130053.0,660819.0,,
ERC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,MAINS,632288.0,640904.0,651521.0,605628.0,696129.0,747808.0
ERC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SA,-250600.0,-162259.0,-101334.08999999997,74278.48999999999,,
FBCL,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,MAINS,18497000.0,,7381000.0,17923000.0,,
FBCL,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,SEA,,5303000.0,,,,
FBCL,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,SEB,,,,,1000000.0,
FBCL,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,VA,0.0,0.0,0.0,0.0,,
FCAC,S,0,Payments under section 13 of the Financial Consumer Agency of Canada Act,Paiements en vertu de l'article 13 de la Loi sur l'Agence de la consommation en matière financière du Canada,SA,38654643.0,53951273.0,53367175.66,55267544.35,,
FCAC,S,0,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,SA,3694.0,110.0,,,,
FEDNO,1,1,Operating/Program,Fonctionnement/Programme,MAINS,,12580878.0,16267547.0,15173274.0,15571139.0,16213940.0
FEDNO,1,1,Operating/Program,Fonctionnement/Programme,SEB,787218.0,4149397.0,406348.0,465802.0,618890.0,
FEDNO,1,1,Operating/Program,Fonctionnement/Programme,SEC,,-2500000.0,,,,
FEDNO,1,1,Operating/Program,Fonctionnement/Programme,VA,8386863.0,330493.0,629044.0,813378.0,,
FEDNO,5,2,Capital,Capital,VA,91327751.0,119218074.0,57867422.0,47927226.0,,
FEDNO,5,3,Grants & Contributions,Subventions et Contributions,MAINS,,109618074.0,52733192.0,38172996.0,54179238.0,65156604.0
FEDNO,5,3,Grants & Contributions,Subventions et Contributions,SEB,21076585.0,4600000.0,5134230.0,9754230.0,15213987.0,
FEDNO,5,3,Grants & Contributions,Subventions et Contributions,SEC,,5000000.0,,,13800000.0,
FEDNO,5,3,Grants & Contributions,Subventions et Contributions,VA,-21076585.0,-119218074.0,-57867422.0,-47927226.0,,
FEDNO,S,0,Contributions to employee benefit plans,Contributions to employee benefit plans,MAINS,,1623946.0,2032194.0,1795304.0,2054114.0,2315785.0
FEDNO,S,0,Contributions to employee benefit plans,Contributions to employee benefit plans,SA,664739.0,-956296.0,-606852.53,-302422.04000000004,,
FEDNO,S,0,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,SA,,1260.0,1260.42,,,
FEDNO,S,0,Contributions to employee benefit plans,Contributions to employee benefit plans,SEB,183643.0,716555.0,45527.0,118010.0,,
FEDSO,1,1,Operating/Program,Fonctionnement/Programme,MAINS,31349200.0,40681594.0,36459899.0,34929462.0,35969714.0,37137445.0
FEDSO,1,1,Operating/Program,Fonctionnement/Programme,SEA,2799695.0,,,,,
FEDSO,1,1,Operating/Program,Fonctionnement/Programme,SEB,4814426.0,1200000.0,945779.0,1235497.0,2212032.0,
FEDSO,1,1,Operating/Program,Fonctionnement/Programme,SEC,1.0,827893.0,,,,
FEDSO,1,1,Operating/Program,Fonctionnement/Programme,VA,1630713.0,2143594.0,5182574.0,2826041.0,,
FEDSO,5,3,Grants & Contributions,Subventions et Contributions,MAINS,222082852.0,655183426.0,390892092.0,190020359.0,227536482.0,347638258.0
FEDSO,5,3,Grants & Contributions,Subventions et Contributions,SEA,102375000.0,,,,,
FEDSO,5,3,Grants & Contributions,Subventions et Contributions,SEB,57504127.0,,28332460.0,26047710.0,134823051.0,
FEDSO,5,3,Grants & Contributions,Subventions et Contributions,VA,0.0,0.0,0.0,0.0,,
FEDSO,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,MAINS,3711383.0,4719576.0,4149495.0,3729711.0,4323305.0,4931831.0
FEDSO,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,MAINS,,2000.0,2000.0,2000.0,2000.0,0.0
FEDSO,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SA,-591106.0,66633.0,726255.8700000001,489732.1900000004,,
FEDSO,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,SA,866.0,0.0,0.03999999999996362,-85.98000000000002,,
FEDSO,S,0,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,SA,51426.0,30961.0,22576.0,23374.07,,
FEDSO,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEA,525000.0,,,,,
FEDSO,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEB,955806.0,,216557.0,265923.0,257309.0,
FEDSO,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEC,,166975.0,,,,
FFMC,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,SEC,,1.0,,,,
FFMC,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,VA,,0.0,,,,
FIN,1,1,Operating/Program,Fonctionnement/Programme,MAINS,114100475.0,137905840.0,128498703.0,145198781.0,354793866.0,147847710.0
FIN,1,1,Operating/Program,Fonctionnement/Programme,SEA,394442.0,191585622.0,280166028.0,1329964.0,,
FIN,1,1,Operating/Program,Fonctionnement/Programme,SEB,14710172.0,2343728.0,3384666.0,8046194.0,166495867.0,
FIN,1,1,Operating/Program,Fonctionnement/Programme,SEC,8421750.0,377149.0,8939529.0,,,
FIN,1,1,Operating/Program,Fonctionnement/Programme,VA,7203757.0,13390939.0,19794925.0,7880520.0,,
FIN,10,9,Other,Autre,MAINS,,,,,1.0,
FIN,15,9,Other,Autre,SEB,,,,,1.0,
FIN,15,9,Other,Autre,SEC,,1.0,,,,
FIN,15,9,Other,Autre,VA,,0.0,,,,
FIN,5,9,Other,Autre,MAINS,1.0,1.0,1.0,1.0,1.0,1.0
FIN,5,9,Other,Autre,VA,0.0,0.0,0.0,0.0,,
FIN,S,0,Additional Fiscal Equalization Offset Payment to Nova Scotia (Nova Scotia and Newfoundland and Labrador Additional Fiscal Equalization Offset Payments Act),Paiement de péréquation compensatoire supplémentaire - Nouvelle-Écosse (Loi sur les paiements de péréquation compensatoires supplémentaires à la Nouvelle-Écosse et à Terre-Neuve-et-Labrador),MAINS,,47772000.0,,,,
FIN,S,0,Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act),Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),MAINS,-4676879000.0,-5224272000.0,-5902725000.0,-6033974000.0,-6524343000.0,-6750441000.0
FIN,S,0,Canada Health Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act),Transfert canadien en matière de santé (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),MAINS,43125784000.0,45207608000.0,49420572000.0,52080686000.0,54684720000.0,57418956000.0
FIN,S,0,Canada Social Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act),Transfert canadien en matière de programmes sociaux (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),MAINS,15473939000.0,15938157000.0,16416302000.0,16908791000.0,17416055000.0,17938537000.0
FIN,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,MAINS,12942149.0,14951134.0,15947561.0,15561484.0,18255720.0,18732241.0
FIN,S,0,Debt payments on behalf of poor countries to International Organizations pursuant to section 18(1) of the Economic Recovery Act,Paiements de dettes à des organisations internationales au nom des pays pauvres en vertu du paragraphe 18(1) de la Loi sur la reprise économique,MAINS,53132349.0,53424144.0,51823068.0,51535479.0,88222012.0,99261166.0
FIN,S,0,Fiscal Equalization (Part I - Federal-Provincial Fiscal Arrangements Act),Péréquation fiscale (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),MAINS,20910789000.0,21920222000.0,23963000000.0,25252833000.0,26169704000.0,27160323000.0
FIN,S,0,Hibernia Dividend Backed Annuity Agreement,Entente sur les paiements annuels de ristournes liées au projet Hibernia,MAINS,,,,196860000.0,232872000.0,218414000.0
FIN,S,0,Interest on Unmatured Debt,Intérêt sur la dette non échue,MAINS,15824892341.0,18743000000.0,32939000000.0,41957000000.0,43866000000.0,48586000000.0
FIN,S,0,Other Interest Costs,Autres frais d'intérêts,MAINS,5045341133.0,4858000000.0,4838000000.0,4582000000.0,5194000000.0,5149000000.0
FIN,S,0,Payment to the Canada Infrastructure Bank,Paiements à la Banque d'infrastructures du Canada,MAINS,3967976000.0,4533117000.0,2921312000.0,3454085000.0,3480230000.0,3495629000.0
FIN,S,0,"Payments to International Bank for Reconstruction and Development - Financial Intermediary Fund for Ukraine (Bretton Woods and Related Agreements Act, subsection 8(1))","Paiements à la Banque internationale pour la reconstruction et le développement – Fonds d'intermédiaire financier pour lʼUkraine (Loi sur les accords de Bretton Woods et des accords connexes, paragraphe 8(1))",MAINS,,,,,200000000.0,
FIN,S,0,Payments to International Development Association,Paiements à l'Association internationale de développement,MAINS,423240000.0,911436000.0,486916000.0,486916000.0,486916000.0,304042000.0
FIN,S,0,"Payments to the International Bank for Reconstruction and Development for the G7 initiative on Crisis-Resilient Financing and Debt Transparency (Bretton Woods and Related Agreements Act, subsection 8(1))","Paiements à la Banque internationale pour la reconstruction et le développement au titre de l'initiative du G7 sur le financement résilient aux crises et la transparence de la dette (Loi sur les accords de Bretton Woods et accords connexes, paragraphe 8(1))",MAINS,,,,,,5000000.0
FIN,S,0,Purchase of Domestic Coinage,Achat de la monnaie canadienne,MAINS,84000000.0,80000000.0,84000000.0,81000000.0,81000000.0,80000000.0
FIN,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,MAINS,92500.0,94500.0,96700.0,98600.0,102300.0,106000.0
FIN,S,0,"Statutory Subsidies (Constitution Acts, 1867-1982, and other statutory authorities)","Subventions législatives (Lois constitutionnelles de 1867 à 1982, et autres autorisations législatives)",MAINS,42639121.0,42639341.0,42639341.0,44585961.0,44920116.0,44933125.0
FIN,S,0,Territorial Financing (Part I.1 - Federal-Provincial Fiscal Arrangements Act),Financement des territoires (Partie I.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),MAINS,4379878578.0,4552785221.0,4834417818.0,5158964752.0,5488889341.0,5843699311.0
FIN,S,0,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)",Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces),MAINS,-1030231740.0,-1151097000.0,-1302720510.0,-1331973210.0,-1442405910.0,-1488675180.0
FIN,S,0,Additional Fiscal Equalization Offset Payment to Nova Scotia (Nova Scotia and Newfoundland and Labrador Additional Fiscal Equalization Offset Payments Act),Paiement de péréquation compensatoire supplémentaire - Nouvelle-Écosse (Loi sur les paiements de péréquation compensatoires supplémentaires à la Nouvelle-Écosse et à Terre-Neuve-et-Labrador),SA,0.0,0.0,,,,
FIN,S,0,Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act),Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),SA,-162337000.0,-26408000.0,-23824000.0,-50635000.0,,
FIN,S,0,Canada Health Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act),Transfert canadien en matière de santé (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),SA,7170822.0,-66951479.0,10671596.0,-52080686000.0,,
FIN,S,0,Canada Health and Social Transfer,Transfert canadien en matière de santé et de programmes sociaux (Partie V—Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),SA,,,,52070383303.0,,
FIN,S,0,Canada Social Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act),Transfert canadien en matière de programmes sociaux (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),SA,0.0,0.0,0.0,0.0,,
FIN,S,0,Canadian Securities Regulation Regime Transition Office (Canadian Securities Regulation Regime Transition Office Act),Bureau de transition vers un régime canadien de réglementation des valeurs mobilières (Loi sur le Bureau de transition vers un régime canadien de réglementation des valeurs mobilières),SA,,-234224.0,,,,
FIN,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SA,-1267612.0,-674300.0,-367813.1799999997,475084.19999999925,,
FIN,S,0,Debt payments on behalf of poor countries to International Organizations pursuant to section 18(1) of the Economic Recovery Act,Paiements de dettes à des organisations internationales au nom des pays pauvres en vertu du paragraphe 18(1) de la Loi sur la reprise économique,SA,0.0,3394609.0,-0.020000003278255463,0.25999999791383743,,
FIN,S,0,Fiscal Equalization (Part I - Federal-Provincial Fiscal Arrangements Act),Péréquation fiscale (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),SA,0.0,0.0,0.0,0.0,,
FIN,S,0,Fiscal Stabilization (Part II — Federal-Provincial Fiscal Arrangements Act),Stabilisation fiscale (Partie II — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),SA,,,0.0,,,
FIN,S,0,"Grant to the IMF's Resilience and Sustainability Trust (Bretton Woods and Related Agreements Act, Section 8.1(2))","Subvention en vertu du fonds fiduciaire pour la résilience et la durabilité du FMI (Loi sur les accords de Bretton Woods et des accords connexes,article 8.1(2))",SA,,-40000000.0,,,,
FIN,S,0,Hibernia Dividend Backed Annuity Agreement,Entente sur les paiements annuels de ristournes liées au projet Hibernia,SA,100555856.0,100733215.0,-18876855.0,-11956484.0,,
FIN,S,0,Interest on Unmatured Debt,Intérêt sur la dette non échue,SA,92672922.0,-257600676.0,-406791589.76999664,-535712626.58999634,,
FIN,S,0,Losses on Foreign Exchange,Pertes d'opérations de change,SA,73855365.0,13194601.0,49482749.72,17023712.31,,
FIN,S,0,Other Interest Costs,Autres frais d'intérêts,SA,-10689012.0,487929854.0,1168911079.0699997,122858768.72000027,,
FIN,S,0,Payment of liabilities previously recorded as revenue,Paiement de dettes comptabilisées antérieurement à titre de revenus,SA,10366758.0,15799914.0,103898969.49,21376713.5,,
FIN,S,0,Payment to the Bank of Canada pursuant to section 60.2 of the Financial Administration Act,Paiement à la Banque du Canada en vertu de l'article 60.2 de la Loi sur la gestion des finances publiques),SA,,602.0,1098.92,,,
FIN,S,0,Payment to the Canada Infrastructure Bank,Paiements à la Banque d'infrastructures du Canada,SA,-3757025543.0,-1685196967.0,-1443550578.0,-1256289694.0,,
FIN,S,0,Payment to the International Monetary Fund for the Poverty Reduction and Growth Trust (Bretton Woods and Related Agreements Act),Paiement au Fonds monétaire international pour le Fonds fiduciaire pour la réduction de la pauvreté et pour la croissance (Loi sur les accords de Bretton Woods et des accords connexes),SA,0.0,40144062.0,57000000.0,,,
FIN,S,0,Payment to the Province of British Columbia pursuant to paragraph 60.2(2)b of the Financial Administration Act to clean up orphan and inactive oil and gas wells,Paiement à la province de la Colombie-Britannique en vertu de l'alinéa 60.2(2)b) de la Loi sur la gestion des finances publiques pour nettoyer les puits de pétrole et de gaz orphelins et inactifs,SA,,,-12876920.17,,,
FIN,S,0,"Payments for school ventilation improvement pursuant to the Economic and Fiscal Update Implementation Act, 2021",Paiements pour amélioration de la ventilation dans les écoles en vertu de la Loi d'exécution de la mise à jour économique et budgétaire de 2021,SA,-100000000.0,0.0,,,,
FIN,S,0,"Payments in relation to transit and housing (Budget Implementation Act, 2022, No. 1)",Paiements en matière de transport en commun et de logement (Loi no 1 d'exécution du budget de 2022),SA,,0.0,,,,
FIN,S,0,"Payments of any amount that is required for the purpose of providing financial assistance, pursuant to section 8.3 of the Bretton Woods and Related Agreements Act",Paiements des sommes nécessaires en vue d'octroyer une aide financière en vertu de l'article 8.3 de la Loi sur les accords de Bretton Woods et des accords connexes,SA,,190079.0,208367.28,212247.75,,
FIN,S,0,Payments related to Canada health transfer,Paiements liés au transfert canadien en matière de santé,SA,0.0,0.0,0.0,,,
FIN,S,0,Payments to International Development Association,Paiements à l'Association internationale de développement,SA,0.0,0.0,0.0,0.0,,
FIN,S,0,Payments to World Bank - Ukraine Multi-Donor Trust Fund,Paiements à la Banque mondiale – Fonds fiduciaire multidonateurs pour l'Ukraine,SA,,0.0,,,,
FIN,S,0,"Payments to depositors of Canadian Commercial Bank, CCB Mortgage Investment Corporation and Northland Bank pursuant to the Financial Institutions Depositors Compensation Act","Paiements aux déposants de la Banque Commerciale du Canada, de la Compagnie de placements hypothécaires CCB et de la Norbanque conformément à la Loi sur l'indemnité aux déposants de certaines institutions financières",SA,68571831.0,68571831.0,68571831.0,68571831.0,,
FIN,S,0,"Payments to the provinces and territories in respect of Canada's COVID-19 immunization plan (Subsection 198(2) - Budget Implementation Act, 2021, No. 1)",Paiements aux provinces et aux territoires pour le plan d'immunisation du Canada contre la COVID-19 (paragraphe 198(2) - Loi no 1 d'exécution du budget de 2021),SA,0.0,,,,,
FIN,S,0,Purchase of Domestic Coinage,Achat de la monnaie canadienne,SA,2598337.0,5250876.0,531817.4300000072,2608672.299999997,,
FIN,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,SA,-633.0,-100.0,-1265.5799999999872,-862.2699999999895,,
FIN,S,0,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,SA,18830.0,19055.0,762.0,1640.52,,
FIN,S,0,"Statutory Subsidies (Constitution Acts, 1867-1982, and other statutory authorities)","Subventions législatives (Lois constitutionnelles de 1867 à 1982, et autres autorisations législatives)",SA,221.0,0.0,0.4399999976158142,334154.8400000036,,
FIN,S,0,Statutory payments to the Canadian Commercial Corporation,Paiements législatifs à la Corporation commerciale canadienne,SA,0.0,,,,,
FIN,S,0,Territorial Financing (Part I.1 - Federal-Provincial Fiscal Arrangements Act),Financement des territoires (Partie I.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces),SA,0.0,0.0,0.0,0.0,,
