standard_id,year,lower,count,met_count,comment_en,comment_fr
694,2018,99.9,177306,177306,,
698,2018,100,10,10,,
699,2018,95,365,347,"Target is for the website to be operational 24/7, 365 days. The result and target was 95%, hence 347.","L'objectif est que le site Web soit opérationnel 24 heures sur 24, 7 jours sur 7, 365 jours par an. Le résultat et la cible étaient de 95%, soit 347."
704,2018,80,1167,1120,,
713,2018,,,,"For the service: Grants and Contributions Programs, service standard targets are expressed as average processing time in calendar days and not as a percentage. In this case, the target for funding application decision related to the QEDP and REGI programs is from 35 to 65 calendar days, on average. In 2018-2019, funding application decision were communicated in an average of 49 calendar days. Therefore, CED has communicated 463 decisions that all met the service standard (100 % of the time).","Pour le service: Programmes de subventions et contributions, les cibles relatives aux normes de services sont exprimées en temps moyen de traitement (en jours civils) et non en pourcentage. Dans ce cas-ci, la cible établit pour rendre une décision relativement à une demande de financement pour les programmes PDEQ et CERI, est de 35 à 65 jours civils, en moyenne. En 2018-2019, DEC a rendu ses décisions en 49 jours civils, en moyenne. Ainsi, les 463 décisions rendues l'ont été à l'intérieur de la norme, c'est-à-dire dans 100% des cas."
987,2018,75,0,0,"CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting results in relation to established indicators by September 30, 2020. The date by which CSC will publish results is to be determined.",Le SCC développe actuellement sa capacité de rapporter le nombre de victimes ayant reçu des informations à travers le Portail des Victimes. Le SCC a aussi lancé une Stratégie de communication et de sensibilisation avec comme but d’augmenter la visibilité du Service d’information des victimes et la possibilité de l’utiliser sur le Portail. Le SCC prévoit pouvoir commencer à rapporter les résultats reliés aux indicateurs établis d’ici le 30 septembre 2020. La date à laquelle le SCC publiera les résultats est à déterminer.
1676,2018,80,11,9,,
1677,2018,80,12,11,,
709,2018,,,,"For the service: Grants and Contributions Programs, service standard targets are expressed as average processing time in calender days and not as a percentage. In this case, the target for processing claims related to the CFP  program is under 25 calendar days, on average. In 2018-2019, CED has processed claims in an average of 9 calendar days. Therefore, CED has processed 223 claims that met the service standard on a total of 223 (100 % of the time).","Pour le service: Programmes de subventions et contributions, les cibles relatives aux normes de services sont exprimées en temps moyen de traitement (en jours civils) et non en pourcentage. Dans ce cas-ci, la cible établit pour traiter une demande de réclamation dans le cadre du programme PDC est de moins de 25 jours civils, en moyenne. En 2018-2019, DEC a traité les demandes de réclamation en 9 jours civils, en moyenne. Ainsi, la totalité des 223 demandes reçues, ont été traités à l'intérieur de la norme établit, soit 100% des demandes."
715,2018,,,,"For the service: Grants and Contributions Programs, service standard targets are expressed as average processing time in calendar days and not as a percentage. In this case, the target for sending an acknowledgment receipt following a funding application requesting additional information for the QEDP and REGI programs is 10 calendar days, on average. In 2018-2019, acknowledgment receipts were sent in an average of 4 calendar days. Therefore, CED has sent 57 acknowledgement receipts that met the service standard on a total of 57 (100 % of the time).","Pour le service Programmes de subventions et contributions, les cibles relatives aux normes de services sont exprimées en temps moyen de traitement (en jours civils) et non en pourcentage. Dans ce cas-ci, la cible établit pour transmettre un accusé de réception suivant une demande de financement qui nécessite des informations complémentaires, pour les programmes PDEQ et CERI, est de 10 jours civils, en moyenne. En 2018-2019, DEC a transmis ses accusés de réception en 4 jours civils, en moyenne. Ainsi, sur 57 accusés de réception transmis, 57 étaient fait à l'intérieur de la norme, c'est-à-dire dans 100% des cas."
711,2018,,,,"For the service: Grants and Contributions Programs, service standard targets are expressed as average processing time in calendar days and not as a percentage. In this case, the target for processing claims related to the QEDP and REGI programs is under 25 calendar days, on average. In 2018-2019, CED has processed claims in an average of 15 calendar days. Therefore, CED has processed 1 315 claims that met the service standard on a total of 1 486 (88 % of the time).","Pour le service: Programmes de subventions et contributions, les cibles relatives aux normes de services sont exprimées en temps moyen de traitement (en jours civils) et non en pourcentage. Dans ce cas-ci, la cible établit pour traiter une demande de réclamation dans le cadre des programmes PDEQ et CERI est de moins de 25 jours civils, en moyenne. En 2018-2019, DEC a traité les demandes de réclamation en 15 jours civils, en moyenne. Ainsi, sur les 1 486 demandes reçues, 1 315 demandes ont été traités à l'intérieur de la norme établit, soit 88% des demandes."
695,2018,95,45000000,45000000,Quality standard reflected only,Norme de qualité reflétée uniquement
696,2018,20,140,95,"This is an unusual situation. There was a high percentage of standards reviewed given CGSB conducted a special exercise and undertook a full review of its standards’ inventory and chose to withdrew a number of them (due to lack of use and support from industry).

Target is 20% (100% over 5 years)","C'est une situation inhabituelle. Un pourcentage élevé de normes ont été examinées étant donné que l’ONGC a mené un exercice spécial et a entrepris un examen complet de son inventaire de normes et a choisi d’en retirer un certain nombre (en raison du manque d’utilisation et du soutien de l’industrie).

La cible est 20% (100% sur 5 ans)"
697,2018,100,14857,14857,,
701,2018,90,275,275,,
702,2018,80,138,137,,
705,2018,90,287,271,,
717,2018,,,,"For the service: Grants and Contributions Programs, service standard targets are expressed as average processing time in calendar days and not as a percentage. In this case, the target for sending an acknowledgment receipt following a funding application for the QEDP and REGI programs is 5 calendar days, on average. In 2018-2019, acknowledgment receipts were sent in an average of 3 calendar days for the QEDP and REGI Programs. Therefore, CED has sent 401 acknowledgement receipts that met the service standard on a total of 462 (87 % of the time).","Pour le service ""Programmes de subventions et contributions"", les cibles relatives aux normes de services sont exprimées en temps moyen de traitement (en jours civils) et non en pourcentage. Dans ce cas-ci, la cible établit pour transmettre un accusé de réception suivant une demande de financement pour les programmes PDEQ et CERI est de 5 jours civils, en moyenne. En 2018-2019, DEC a transmis ses accusés de réception en 3 jours civils, en moyenne. Ainsi, sur 462 accusés de réception transmis, 401 étaient fait à l'intérieur de la norme, c'est-à-dire dans 87% des cas."
722,2018,90,3,3,,
723,2018,90,3,3,,
736,2018,80,35,35,,
726,2018,85,27520,25626,,
727,2018,80,21590,21095,,
728,2018,80,13946,12601,,
725,2018,85,39415,38085,,
731,2018,80,26747,26480,,
732,2018,,,,Telephone or in-person inspections,Inspections par téléphone ou en personne
734,2018,80,2676,2649,,
735,2018,80,29,22,,
2160,2018,100,37000,37000,Meeting the target is a statutory legislative requirement. Approximately 100% of business volume meets the service standard (4 errors have been tracked in 19 years).,L'atteinte de l'objectif est une exigence prévue par la loi. Environ 100 % du volume d'activités répond à la norme de service (4 erreurs ont été relevées en 19 ans).
2253,2018,80,57,53,,
2221,2018,85,5,1,,
1215,2018,100,10,10,Measured via quality assurance reports.,Mesuré au moyen de rapports d'assurance de la qualité.
738,2018,80,36,12,,
739,2018,80,86,86,,
741,2018,80,177,142,,
742,2018,80,87,83,,
744,2018,80,137,117,,
745,2018,80,36,32,,
747,2018,80,60,53,,
748,2018,80,1055,1053,,
749,2018,80,34,26,,
750,2018,80,11,11,,
1212,2018,100,100,100,"Measured via quality assurance reports. Client service is provided during business hours. The standard is met 100% of the time, except in circumstances beyond our control (e.g. fire alarm), when the standard is met 99.9% of the time.","Mesuré au moyen de rapports d'assurance de la qualité. Le service à la clientèle est fourni pendant les heures ouvrables. La norme est respectée 100% du temps, sauf dans des circonstances indépendantes de notre volonté (par exemple, une alarme incendie), lorsque la norme est respectée à 99,9% du temps."
751,2018,100,26,26,,
737,2018,80,21,16,,
740,2018,80,44,27,,
743,2018,80,71,55,,
746,2018,80,16,8,,
752,2018,95,6955,6616,,
753,2018,95,754,751,,
754,2018,80,7816,4707,,
756,2018,85,2774,2242,,
757,2018,80,1402,997,,
758,2018,80,453,374,,
759,2018,80,453,387,,
760,2018,80,453,259,,
761,2018,95,0,0,"Service Standard currently acts as best practices, however should not be considered as a Acquisitions Program service standard until such a time that they can be tracked and  measured.  As such, we recommend removing this service standard until a tool for logging client inquiries is available across the Acquisitions Program.","La norme de service est actuellement une pratique exemplaire, mais ne devrait pas être considérée comme une norme de service du programme des acquisitions tant qu’elle ne pourra pas être suivie et mesurée. Par conséquent, nous recommandons de supprimer cette norme de service jusqu'à ce qu'un outil de journalisation des demandes de clients soit disponible dans le programme d'acquisitions."
755,2018,100,0,0,"""Provide 24/7 access"" does not accurately reflect the service offered by the Acquisitions Program.  At this time, Acquisitions will not report on this Service Standard and may propose an alternative service standard in the future.","""Fournir un accès 24 heures sur 24, 7 jours sur 7"" ne reflète pas avec précision le service offert par le programme d'acquisitions. Au moment, programme d'acquisitions ne feront pas rapport sur cette norme de service et pourront proposer une autre norme de service à l'avenir."
807,2018,70,1690,1466,,
766,2018,95,1123,1078,,
1879,2018,100,0,0,Data is currently not available at this level,Les données ne sont actuellement pas disponibles à ce niveau
770,2018,80,6676,6625,,
771,2018,80,744,595,,
773,2018,80,36,2,,
774,2018,80,312,312,,
776,2018,80,58,43,,
777,2018,80,9,6,,
779,2018,80,70,69,,
780,2018,80,243,240,,
781,2018,80,245,241,,
782,2018,80,259,255,,
762,2018,95,0,0,"Service Standard currently acts as best practices, however should not be considered as a Acquisitions Program service standard until such a time that they can be tracked and  measured.  As such, we recommend removing this service standard until a tool for logging client inquiries is available across the Acquisitions Program.","La norme de service est actuellement une pratique exemplaire, mais ne devrait pas être considérée comme une norme de service du programme des acquisitions tant qu’elle ne pourra pas être suivie et mesurée. Par conséquent, nous recommandons de supprimer cette norme de service jusqu'à ce qu'un outil de journalisation des demandes de clients soit disponible dans le programme d'acquisitions."
767,2018,0,0,0,N/A,S.O.
772,2018,80,264,238,,
763,2018,95,11800,11446,"The mechanism for tracking results against this service standard does not currently provide for the results to be broken out by service channels, as a single interaction could take place across multiple channels. Going forward, the Acquisitions Program will assess how to modify our approach.  The majority of initial interactions occur by telephone.","Le mécanisme de suivi des résultats par rapport à cette norme de service ne prévoit pas pour le moment que les résultats soient ventilés par mode de service, car une seule interaction pourrait avoir lieu sur plusieurs modes. À l'avenir, le programme des acquisitions déterminera comment modifier notre approche. La majorité des interactions initiales se font par téléphone."
764,2018,80,1456,1383,"The mechanism for tracking results against this service standard does not currently provide for the results to be broken out by service channels, as a single interaction could take place across multiple channels. Going forward, the Acquisitions Program will assess how to modify our approach.  The majority of initial interactions with clients for the InfoLine occur by telephone and for seminars occur in person.","Le mécanisme de suivi des résultats par rapport à cette norme de service ne prévoit pas pour le moment que les résultats soient ventilés par mode de service, car une seule interaction pourrait avoir lieu sur plusieurs modes. À l'avenir, le programme des acquisitions déterminera comment modifier notre approche. La majorité des interactions initiales avec les clients pour InfoLine ont lieu par téléphone et pour les séminaires, en personne."
775,2018,80,7,6,,
783,2018,80,0,0,,
959,2018,100,6,6,Standard is administered over email,Standard est administré par courrier électronique
784,2018,80,0,0,,
785,2018,80,429,384,,
786,2018,80,45,34,,
787,2018,80,33,19,,
788,2018,80,77,60,,
789,2018,80,43,43,,
790,2018,80,36,36,,
791,2018,80,44,44,,
844,2018,100,7,7,This result only includes proposals where decisions were sent in 2018-19.,Ce résultat ne comprend que les propositions pour lesquelles les réponses ont été communiquées en 2018-2019.
792,2018,80,55,53,,
794,2018,80,144,130,,
795,2018,80,72,68,,
796,2018,80,106,101,,
797,2018,80,124,109,,
798,2018,100,122,122,,
799,2018,100,28,28,,
800,2018,80,26,24,,
801,2018,80,50,31,,
803,2018,90,150,0,"Due to the program's newness, there was no formal process in 2018-19 to assess the satisfaction of Annual Business Volume.","En raison de la nouveauté du programme, en 2018-19 il n'y avait pas de processus en place pour évaluer la satisfaction du volume annuel total des activités."
805,2018,80,1153,1029,,
802,2018,90,350,350,,
804,2018,90,170,0,"Due to the program's newness, there was no formal process in 2018-19 to assess the satisfaction of Annual Business Volume","En raison de la nouveauté du programme, en 2018-19 il n'y avait pas de processus en place pour évaluer la satisfaction du volume annuel total des activités."
977,2018,90,732,0,,
810,2018,80,38,28,,
823,2018,80,9,9,,
793,2018,80,13,13,,
814,2018,80,41,35,,
817,2018,80,0,0,,
813,2018,,,,"In-person, telephone, online.","En personne, par téléphone, en ligne."
820,2018,80,103,49,,
822,2018,80,15,9,,
827,2018,80,339,328,,
855,2018,100,82,82,,
826,2018,90,116,112,"90% of submissions being completed within applicable review timelines (90 days) for the issuance of a decision on an application for registration of a cell, tissue and organ (CTO) establishment, including annual review applications, from the receipt of a complete application.","Traitement de 90 % des demandes d'examen dans les délais applicables (90 jours) pour la déclaration d'une décision relativement à une demande d'enregistrement d'un établissement de cellules, de tissus et d'organes (CTO), y compris les demandes d'examen annuel, dès la réception d'une demande complète."
812,2018,80,11,9,,
816,2018,80,2,2,,
819,2018,80,0,0,,
818,2018,80,0,0,,
821,2018,80,98,58,,
2222,2018,85,184,145,,
829,2018,80,50,46,,
830,2018,80,94,79,,
768,2018,0,0,0,N/A,S.O.
833,2018,99.5,7000,7000,,
834,2018,0,448806,448806,no official service standard,pas de norme de service officielle
836,2018,,,,N/A,N/A
843,2018,100,9,9,,
840,2018,100,9,9,,
845,2018,100,5,5,,
879,2018,100,82,0,"This is not tracked, but the estimate is that less than 1% does not meet the standard.","Cela n’est pas suivi, mais on estime que moins de 1% ne satisfait pas à la norme"
842,2018,100,16,16,,
841,2018,100,16,11,,
2223,2018,85,591,479,,
831,2018,90,261,251,,
848,2018,100,0,0,No agreements were signed in Fiscal Year 2018-19.,Aucune entente n'a été conclue au cours de l'exercise 2018-2019.
847,2018,100,48,38,This result only includes the first tranche of project approvals. The remainder occurred after the end of Fiscal Year 2018-19.,Ce résultat ne comprend que la première tranche d’approbation de projets. Le reste est survenu après la fin de l'exercise 2018-2019.
846,2018,100,629,629,This result reflects the applications received indicating interest in the program.,Ce résultat reflète les demandes reçues qui indiquaient un intérêt pour le programme.
849,2018,100,401,136,Of 401 total emails received: 34% were answered within 5 days; 63% within 10 days; 87% within 20 days; and 10% in more than 20 days. The average response time was 9.5 days.,"Sur un total de 401 courriels reçus : 34 % ont reçu une réponse dans les 5 jours ; 63 % dans les 10 jours ; 87 % dans les 20 jours ; et 10 % après plus de 20 jours. Le temps de réponse moyen a été de 9,5 jours."
850,2018,100,629,0,All EOI determinations were provided 39 business days after the deadline to submit (9 business days later than the service standard).,Toutes les décisions relatives à la DI ont été partagées 39 jours ouvrables suivant la date limite pour la soumission (soit 9 jours ouvrables plus tard que la norme de service).
851,2018,100,217,217,,
852,2018,100,576,574,,
1214,2018,90,100,91,"Measured via outage reports. Making information available is an important part of our business. We seek to provide information in multiple formats, such as audio, Braille and large print, to accommodate persons with disabilities.","Mesuré par les rapports d'interruption. Rendre l'information disponible constitue l'un des aspects importants de nos activités. C'est pourquoi nous nous engageons à fournir l'information sur divers supports, comme en format audio, braille, gros caractères, afin de répondre aux besoins des personnes handicapées."
853,2018,100,48,48,This result only includes the first tranche of project approvals. The remainder occurred after the end of Fiscal Year 2018-19.,Ce résultat ne comprend que la première tranche d’approbation de projets. Le reste est survenu après la fin de l'exercise 2018-2019.
854,2018,100,48,38,This only includes the first tranche of project approvals. The remainder occurred after the end of F18-19.,Cela ne comprend que la première tranche d’approbation de projets. Le reste est survenu après la fin de l'exercise 2018-2019.
859,2018,100,489,460,,
860,2018,100,0,0,No funding decisions were made in Fiscal Year 2018-19.,Aucune décision de financement n'a été prise au cours de l'exercise 2018-2019.
861,2018,100,0,0,No agreements were provided in Fiscal Year 2018-19.,Aucune entente n'a été présentée au cours de l'exercise 2018-2019.
865,2018,100,328,328,,
866,2018,100,328,0,All determinations were provided 71 business days after the deadline to submit (26 business days later than the service standard).,Toutes les déterminations ont été communiquées 71 jours ouvrables après la date limite de soumission (26 jours plus tard que la norme de service).
867,2018,100,25,25,,
868,2018,100,25,5,"Of 25 projects approved: 84% were signed within 50 business days, 20 days later than the service standard.","Sur 25 projets approuvés: 84% ont été signés dans 50 jours ouvrables, 20 jours plus tard que la norme de service."
857,2018,100,0,0,No agreements were signed in Fiscal Year 18-19.,Aucune entente n'a été conclue au cours de l'exercise 2018-2019.
856,2018,100,0,0,No funding decisions were made in Fiscal Year 2018-19.,Aucune décision de financement n'a été prise au cours de l'exercise 2018-2019.
864,2018,100,25,25,,
863,2018,100,25,25,,
862,2018,100,328,328,,
870,2018,99,190000,188100,,
871,2018,99,190000,188100,,
686,2018,100,3028,3028,3028 is the number of certicates issued during FY 2018-2019,3028 est le montant de certificats émises durant FY 2018-2019
1213,2018,90,100,92,Measured via outage reports.,Mesuré par les rapports d'interruption.
872,2018,80,0,0,Data not currently available. Interactions are not measured in the service standard.,Données non disponibles. Les interactions ne sont pas mesurées dans la norme de service.
883,2018,90,54,54,,
884,2018,90,2,2,,
885,2018,90,664,651,,
886,2018,90,1135,1124,,
887,2018,90,891,846,,
888,2018,90,207,207,,
889,2018,90,207,203,,
890,2018,90,478,458,,
891,2018,80,468,464,,
892,2018,95,0,0,The program doesn't measure the indicator on a regular basis.,Le programme n'évalue pas l'indicateur régulièrement.
895,2018,100,0,0,The program doesn't measure the indicator on a regular basis.,Le programme n'évalue pas l'indicateur régulièrement.
898,2018,100,0,0,The program doesn't measure the indicator on a regular basis.,Le programme n'évalue pas l'indicateur régulièrement.
832,2018,100,43,34,,
925,2018,90,387297,355989,,
2124,2018,100,19,13,The remaining 6 requests were addressed within the agreed upon extended timeline.,Les six demandes restantes ont été abordées à l’intérieur du délai prolongé convenu.
893,2018,95,0,0,The program doesn't measure the indicator on a regular basis.,Le programme n'évalue pas l'indicateur régulièrement.
899,2018,100,0,0,The program has not received a request for redetermination in the last 13 years.,Le programme n'a reçu aucune demande d'une nouvelle détermination au cours des 13 dernières années.
901,2018,100,0,0,The program has not received a request for redetermination in the last 13 years.,Le programme n'a reçu aucune demande d'une nouvelle détermination au cours des 13 dernières années.
900,2018,0,0,0,N/A,S.O.
499,2018,90,13873,13577,,
907,2018,91,48,44,,
906,2018,98,48,48,,
905,2018,100,48,48,,
903,2018,88,44,44,,
988,2018,90,2,2,,
902,2018,100,44,44,,
2224,2018,95,10660,10629,,
929,2018,80,2405999,1815568,,
1688,2018,90,3753,3568,,
914,2018,90,50,50,,
916,2018,90,35,35,,
917,2018,95,4650,4251,,
913,2018,80,3521,2958,,
912,2018,80,8743,6141,,
910,2018,0,0,0,N/A,S.O.
189,2018,95,156,156,,
918,2018,80,60426,38333,,
938,2018,90,5,5,,
939,2018,90,5,5,,
940,2018,90,5,5,,
943,2018,90,7022,7022,,
944,2018,90,9550,9489,,
945,2018,90,1518,1518,,
946,2018,90,27,27,,
947,2018,90,190,186,,
950,2018,90,40,40,,
951,2018,90,40,40,,
952,2018,90,40,40,,
953,2018,100,75,0,,
1543,2018,95,974,973,,
955,2018,90,40,39,,
956,2018,90,40,39,,
957,2018,90,40,39,,
960,2018,100,3,0,,
989,2018,90,2,0,,
948,2018,95,93478,93412,,
936,2018,70,50457,35724,,
941,2018,90,0,0,"Due to the sensitivity of the program and low volume, specific numbers are not made public.","En raison de la nature délicate du programme et du faible volume de la demande, les nombres précis ne sont pas rendus publics."
961,2018,100,1,1,,
962,2018,100,1,1,,
963,2018,100,3,2,,
964,2018,100,4,2,,
965,2018,100,6,5,,
966,2018,90,8,8,,
967,2018,98,125000,123750,,
968,2018,100,327000,327000,,
969,2018,90,334,324,,
970,2018,90,53,51,"Applications were sent by email. At present, we do not have a centralized electronic system for receiving and tracking applications, so this number represents an estimate based on our existing records from 2018-2019.","Les demandes ont été envoyées par courrier électronique. À l'heure actuelle, nous ne disposons pas d'un système électronique centralisé pour recevoir et suivre les demandes. Ce nombre représente donc une estimation basée sur nos enregistrements existants de 2018-2019"
971,2018,90,53,51,"Applications were sent by email. At present, we do not have a centralized electronic system for receiving and tracking applications, so this number represents an estimate based on our existing records from 2018-2019.","Les demandes ont été envoyées par courrier électronique. À l'heure actuelle, nous ne disposons pas d'un système électronique centralisé pour recevoir et suivre les demandes. Ce nombre représente donc une estimation basée sur nos enregistrements existants de 2018-2019"
972,2018,90,53,51,"Applications were sent by email. At present, we do not have a centralized electronic system for receiving and tracking applications, so this number represents an estimate based on our existing records from 2018-2019.","Les demandes ont été envoyées par courrier électronique. À l'heure actuelle, nous ne disposons pas d'un système électronique centralisé pour recevoir et suivre les demandes. Ce nombre représente donc une estimation basée sur nos enregistrements existants de 2018-2019"
973,2018,90,53,51,"Applications were sent by email. At present, we do not have a centralized electronic system for receiving and tracking applications, so this number represents an estimate based on our existing records from 2018-2019.","Les demandes ont été envoyées par courrier électronique. À l'heure actuelle, nous ne disposons pas d'un système électronique centralisé pour recevoir et suivre les demandes. Ce nombre représente donc une estimation basée sur nos enregistrements existants de 2018-2019"
2125,2018,80,0,0,,
978,2018,90,732,0,,
982,2018,100,240000,240000,,
983,2018,90,8,8,,
984,2018,90,8,6,,
985,2018,90,7,5,,
986,2018,90,2,2,,
980,2018,85,0,0,"CSC has been tracking information for service standards in the Customer Relationship Management (CRM) Victim Application Module since June 1, 2016, and is currently developing the capacity to report on compliance within established timeframes. We expect to have the capacity to begin identifying results in relation to established indicators by September 30, 2020. The date by which CSC will publish results is yet to be determined.",Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier les résultats par rapport aux indicateurs établis d'ici le 30 septembre 2020. La date à laquelle le SCC publiera les résultats n'a pas encore été déterminée.
975,2018,75,0,0,"CSC has been tracking information for service standards in the Customer Relationship Management (CRM) Victim Application Module since June 1, 2016, and is currently developing the capacity to report on compliance within established timeframes. We expect to have the capacity to begin identifying results in relation to established indicators by September 30, 2020. The date by which CSC will publish results is yet to be determined.",Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier les résultats par rapport aux indicateurs établis d'ici le 30 septembre 2020. La date à laquelle le SCC publiera les résultats n'a pas encore été déterminée.
991,2018,100,150,147,,
2164,2018,100,37000,37000,Meeting the target is a statutory legislative requirement. Approximately 100% of business volume meets the service standard (4 errors have been tracked in 19 years).,L'atteinte de l'objectif est une exigence prévue par la loi. Environ 100 % du volume d'activités répond à la norme de service (4 erreurs ont été relevées en 19 ans).
911,2018,100,2382,1830,"Planned of aid reviews are done by each region/sector annually based on resources and operational capabilities. The completed review numbers are accurate and inclusive of all regions.  
The statistic in column L does not include the planned numbers for the Great Lakes sector or St. Lawrence sector. These two sectors did not plan aids due to staff shortages. However, the Great Lakes sector and St. Lawrence sector did record the number of reviews completed. So the completed number (column M) will be proportionally higher than the planned numbers (column L) due to the missing planned data from the two sectors. 

'Other' Channel: Service is provided through the provision of reviewed aids to navigation systems for use by the public. Lawrence sector did record the number of reviews completed. So the completed number (column M) will be proportionally higher than the planned numbers (column L) due to the missing planned data from the two sectors.","La planification des examens de l'aide est effectuée chaque année par chaque région / secteur en fonction des ressources et des capacités opérationnelles attendues. Les chiffres de la revue complétée (colonne M) sont exacts et incluent toutes les régions. La statistique de la colonne L n'inclut pas les chiffres prévus pour le secteur des Grands Lacs ou le secteur du Saint-Laurent. Ces deux secteurs n’ont pas prévu d’examens de l’aide en raison de contraintes opérationnelles. Cependant, les secteurs des Grands Lacs et du Saint-Laurent ont enregistré le nombre de révisions effectuées. Ainsi, le nombre complété (colonne M) sera proportionnellement plus élevé que le nombre prévu (colonne L) en raison des données planifiées manquantes des deux secteurs. A déjà été expliqué lors des rapports de fin d'année.

Canal «Autre»:  Le service est fourni par la fourniture de systèmes révisés d’aides à la navigation destinés au public"
1073,2018,70,4,2,"For 2018-2019: 31 applications were filed, 4 licences were issued and 7 applications were denied. Other includes copyright owners found, files on hold and requests abandoned. 
Overall, the target was met at 50% (2/4).","Pour 2018-2019: 31 demandes ont été déposées, 4 licences ont été livrées et 7 demandes ont été refusées. Les autres incluent les titulaires de droits d'auteur trouvés, les dossiers en attente et les demandes abandonnées.
Au total, la cible a été atteinte à 50% (2/4)."
998,2018,99,3100,3043,The Service Standards provided are from the 2010 Levels of Service.  The Service Standards are currently under review.,les normes de service fournies sont celles des niveaux de service de 2010. les normes de service sont en cours de révision
1002,2018,99,3100,3043,The Service Standards provided are from the 2010 Levels of Service.  The Service Standards are currently under review.,les normes de service fournies sont celles des niveaux de service de 2010. les normes de service sont en cours de révision
1011,2018,90,39,39,,
995,2018,1,394673,146,"Column L was calculated using Coast Guard data for all vessel movements in Canada. 
Column M is the number of incidents according to data from the Transportation Safety Board for all strikings, groundings and collisions (as per the calculation methodology).","La colonne L a été calculée à l'aide des données de la Garde côtière pour tous les mouvements de navires au Canada.
La colonne M représente le nombre d'incidents selon les données du Bureau de la sécurité des transports pour tous les heurts, échouements et collisions (selon la méthode de calcul)."
996,2018,1,394673,146,"Column L was calculated using Coast Guard data for all vessel movements in Canada. 
Column M is the number of incidents according to data from the Transportation Safety Board for all strikings, groundings and collisions (as per the calculation methodology).","La colonne L a été calculée à l'aide des données de la Garde côtière pour tous les mouvements de navires au Canada.
La colonne M représente le nombre d'incidents selon les données du Bureau de la sécurité des transports pour tous les heurts, échouements et collisions (selon la méthode de calcul)."
997,2018,1,394673,146,"Column L was calculated using Coast Guard data for all vessel movements in Canada. 
Column M is the number of incidents according to data from the Transportation Safety Board for all strikings, groundings and collisions (as per the calculation methodology).","La colonne L a été calculée à l'aide des données de la Garde côtière pour tous les mouvements de navires au Canada.
La colonne M représente le nombre d'incidents selon les données du Bureau de la sécurité des transports pour tous les heurts, échouements et collisions (selon la méthode de calcul)."
1012,2018,100,39,39,,
1014,2018,100,158,100,,
915,2018,90,10,8,Processed two applications in 126 days rather than 120 day. Service guidline; not service standard,Traitement de deux applications en 126 jours au lieu de 120 jours. Directive de service; pas de service standard
1015,2018,90,4141,3812,,
724,2018,90,4739,4691,,
1023,2018,100,48,48,,
958,2018,80,855,846,,
1025,2018,100,0,0,"Data presently not tracked for this service. As a result, there is also no benchmark satisfaction standard.","Données présentement non suivies pour ce service. De ce fait, il n'y a aucun standard de satisfaction d'établi."
1026,2018,100,0,0,"Data presently not tracked for this service. As a result, there is also no benchmark satisfaction standard.","Données présentement non suivies pour ce service. De ce fait, il n'y a aucun standard de satisfaction d'établi."
2077,2018,80,14,12,,
1038,2018,90,82,76,,
1062,2018,100,2,2,,
1075,2018,80,0,0,"GCshare is in the inception phase of becoming a GC-wide service, currently only offering enterprise services to PSPC. Once established as a GC-wide service, we will look at tracking business volume targets and actuals.","GCpartage est en phase de devenir un service à l’échelle du GC, ne proposant actuellement que des services d’entreprise au SPAC. Une fois établi en tant que service à l’échelle du GC, nous examinerons le suivi des objectifs et du volume des activités."
1093,2018,100,63,63,,
1096,2018,100,14,14,,
1099,2018,100,7,6,One contribution agreement was not signed within the 15 days (signed within 19 days) due to changes in personnel.,Un accord de contribution n'a pas été signé dans les 15 jours (signé dans les 19 jours) en raison de changements de personnel.
1043,2018,99.9,33000000,33000000,,
2078,2018,80,15,0,,
1044,2018,95,2389604,0,Total annual business volumes satisfying the service standard have not been included due to the underlying methodology used to calculate the extent to which the service standard target has been met. The performance measurement methodology is based on random samplings of results for each service channel at different points of time.,Le volume annuel total conforme à la norme de service n’a pas été inclus en raison de la méthode sous-jacente utilisée pour calculer la mesure dans laquelle la norme de service cible a été respectée. La méthode de mesure du rendement repose sur des échantillons aléatoires de résultats pour chaque canal de service à différents moments.
1050,2018,95,22086257,21329474,The timelines for the service standards are only valid for returns received on or before filing due date.,Les échéanciers pour les normes de service ne sont valides que pour les déclarations reçues au plus tard à la date d’échéance de production.
1052,2018,95,7146990,6884577,,
1046,2018,100,86,86,,
1074,2018,80,0,0,"GCshare is in the inception phase of becoming a GC-wide service, currently only offering enterprise services to PSPC. Once established as a GC-wide service, we will look at tracking business volume targets and actuals.","GCpartage est en phase de devenir un service à l’échelle du GC, ne proposant actuellement que des services d’entreprise au SPAC. Une fois établi en tant que service à l’échelle du GC, nous examinerons le suivi des objectifs et du volume des activités."
1092,2018,80,9500,7600,,
