"ProgElemID","ParentID","Name_FR","Description_FR","Active"
"NGC-SO0811","NGC","Grâce à des collections d'oeuvres d'art anciennes et contemporaines, à des programmes et à de la recherche reflétant un point de vue particulier mais non exclusif sur le Canada, favoriser l'intérêt, l","",1
"NMST-SO0821","NMST","Intérêt, connaissance, appréciation et respect à l'égard de la science et la technologie par l'entremise de la collection des objets scientifiques et technologiques, des programmes et de la recherche reflétant un point de vue canadien","",1
"NPA-SO0871","NPA","S'assurer que la planification et la construction du tronçon canadien du projet de gazoduc de la route de l'Alaska s'effectuent de façon efficace et rapide tout en garantissant la protection de l'environnement et des retombées socioéconomiques pour les Canadiens","",1
"NPB-BUA00","NPB","Décisions relatives à la mise en liberté sous condition","La mise en liberté sous condition est fondée sur le principe selon lequel la mise en liberté graduelle des délinquants, lorsqu'elle est justifiée, améliore la sécurité de la collectivité. Les décisions judicieuses fondées sur le risque de récidive ainsi que le recours à des programmes et à des traitements efficaces et à une surveillance efficace dans la collectivité sont tous des éléments qui contribuent au processus. Dans le cadre de cette responsabilité principale, le personnel de la CLCC fournit en temps utile aux commissaires des renseignements exacts pour la prise de décisions, et il élabore des programmes de formation et des politiques qui constituent des outils essentiels pour l'évaluation du risque et la prise de décisions.",1
"NPB-BUB00","NPB","Application transparente et responsable du processus de mise en liberté sous condition","Cette responsabilité principale permet à la CLCC d'exercer ses activités de manière transparente et responsable, conformément aux dispositions de la Loi sur le système correctionnel et la mise en liberté sous condition (LSCMLC). Elle concerne les victimes d'actes criminels et le grand public, car il consiste à fournir de l'information, notamment l'accès au registre des décisions de la CLCC, et à donner de l'aide aux personnes qui assistent aux audiences à titre d'observateurs. La responsabilité principale sert aussi à encourager la participation des citoyens, à mener des enquêtes sur des incidents tragiques survenus dans la collectivité, à surveiller le rendement de la CLCC et à rendre compte des processus de mise en liberté sous condition.",1
"NPB-BUC00","NPB","Décisions relatives à la suspension du casier et recommandations concernant la clémence","La suspension du casier vise à faciliter la réinsertion sociale d’une personne, s’il y a lieu. C'est une mesure officielle dont l'objet est d'effacer la honte rattachée au fait d'avoir un casier judiciaire chez les personnes reconnues coupables d'une infraction à une loi fédérale et qui, après avoir purgé la peine qui leur avait été imposée et avoir laissé s'écouler une période d'attente déterminée, se conduisent en citoyens respectueux des lois.  La suspension du casier peut être révoquée ou annulée si une personne est condamnée pour une nouvelle infraction punissable par voie de mise en accusation ou, dans certains cas, une infraction punissable par procédure sommaire, si la personne a cessé de bien se conduire, ou s’il existe des preuves qu’elle avait fait une déclaration inexacte ou trompeuse ou avait caché de l’information.  Dans le cadre de cette responsabilité principale, la CLCC vérifie l'admissibilité des demandeurs et s'assure que tous les renseignements exigés figurent bel et bien dans la demande de suspension du casier, réunit les renseignements nécessaires pour rendre ses décisions et élabore des politiques qui orientent les processus décisionnels.  La responsabilité principale consiste aussi à évaluer les demandes de personnes qui désirent bénéficier de la prérogative royale de clémence (clémence) et à formuler des recommandations à cet égard, ainsi qu’à donner des avis au ministre sur le bien fondé de chaque cas. La clémence n’est accordée que dans des circonstances exceptionnelles dans des cas où le bien fondé de la demande a été établi et où il est question d’infractions à des lois fédérales, lorsque la loi ne prévoit aucun autre moyen de réduire les effets négatifs graves des sanctions imposées pour des actes criminels.
",1
"NPB-ISS00","NPB","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé.
Ces services sont  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1
"NPB-SO1021","NPB","Décisions relatives à la mise en liberté sous condition et à la suspension du casier, et processus décisionnels visant à protéger les collectivités canadiennes","",0
"NPB-SO1999","NPB","Services internes","",0
"NR-SO0851","NR","Les secteurs des ressources naturelles canadiens sont concurrentiels à l'échelle mondiale","",1
"NR-SO0852","NR","Les Canadiens ont l'information nécessaire pour gérer leurs terres et leurs ressources naturelles, et sont protégés contre les risques associés","",1
"NR-SO0853","NR","Les secteurs des ressources naturelles et les consommateurs sont respectueux de l'environnement","",1
"NR-SO0854","NR","Le Canada est un chef de file mondial en matière de responsabilité environnementale sur le plan de la mise en valeur et de l'utilisation des ressources naturelles","",0
"NR-SO0855","NR","Les connaissances sur les ressources naturelles et la masse continentale et les systèmes de gestion renforcent la sûreté et la sécurité des Canadiens et contribuent à l'intendance des ressources naturelles et des terres du Canada","",0
"NR-SO0856","NR","Les secteurs des ressources naturelles sont concurrentiels à l'échelle internationale, productifs du point de vue économique et contribuent au bien-être social des Canadiens","",0
"NR-SO1999","NR","Services internes","",1
"NRC-SO0831","NRC","Les entreprises canadiennes prospèrent grâce à l'innovation technologique","",1
"NRC-SO0832","NRC","Infrastructure de recherche et développement pour une économie du savoir novatrice","",1
"NRC-SO0833","NRC","Progrès dans le développement et le déploiement de technologies novatrices dans des secteurs industriels canadiens ciblés et des domaines prioritaires nationaux à l'appui des priorités du gouvernement fédéral en innovation, en science et en technologie","",0
"NRC-SO0834","NRC","Accès des Canadiens à l'information en recherche et développement et aux infrastructures de recherche et développement","",0
"NRC-SO1999","NRC","Services internes","",1
"NRTEE-SO0841","NRTEE","Les conseils sur les questions de développement durable touchant l'environnement et l'économie influencent l'élaboration des politiques fédérales et les décisions dans d'autres secteurs clés","",0
"NRTEE-SO1999","NRTEE","Services internes","",0
"NSERC-SO0861","NSERC","Le Canada est un chef de file mondial dans l'avancement, la mise à profit et l'application des nouvelles connaissances en sciences naturelles et en génie","",1
"NSERC-SO0862","NSERC","La découverte: recherche concurrentielle de haute qualité en sciences naturelles et en génie au Canada","",0
"NSERC-SO0863","NSERC","L'innovation: les connaissances et les compétences en sciences naturelles et en génie sont transférées au secteur des utilisateurs au Canada et appliquées de manière productive par ce dernier","",0
"NSERC-SO0864","NSERC","Les gens: des professionnels hautement qualifiés en sciences et en génie au Canada","",0
"NSERC-SO1999","NSERC","Services internes","",1
"OAG-SO0041","OAG","Par nos travaux d'audit législatif, nous contribuons, pour le compte des Canadiens, à ce que le gouvernement soit bien géré et responsable","",1
"OCI-SO0941","OCI","Les problèmes des délinquants au sein du système correctionnel fédéral sont définis et traités au moment opportun et de façon raisonnable","",1
"OCI-SO1999","OCI","Services internes","",1
"OCOL-SO0901","OCOL","Les droits garantis en vertu de la Loi sur les langues officielles sont protégés et la dualité linguistique est promue comme une valeur fondamentale de la société canadienne","",1
"OCOL-SO1999","OCOL","Services internes","",1
"OCSEC-SO0911","OCSEC","Le Centre de la sécurité des télécommunications s'acquitte de son mandat et de ses fonctions conformément aux lois du Canada et avec le souci du respect de la vie privée des Canadiens","",1
"OCSEC-SO1999","OCSEC","Services internes","",1
"ODPP-SO0951","ODPP","Poursuivre les infractions criminelles et les infractions règlementaires prévues par des lois fédérales d'une manière indépendante, impartiale et juste","",1
"ODPP-SO0952","ODPP","Les activités de conformité et d'application aux termes de la Loi électorale du Canada et de la Loi référendaire sont menées par le commissaire aux élections fédérales de manière indépendante, impartiale et équitable","",1
"ODPP-SO1999","ODPP","Services internes","",1
"OEC-SO0921","OEC","Le public peut avoir confiance que les titulaires de charge publique ainsi que les députés rencontrent les exigences des mesures d'observation régissant leur conduite en ce qui concerne les conflits d'intérêts","",1
"OEC-SO1999","OEC","Services internes","",1
"OICC-SO0881","OICC","Des infrastructures publiques pour un Canada plus prospère","",1
"OICC-SO0882","OICC","Du financement est versé pour une infrastructure publique rentable et de qualité qui répond aux besoins des Canadiens dans une économie concurrentielle, un environnement propre et des collectivités habitables","",0
"OICC-SO0883","OICC","Les projets d'infrastructure prêts à être construits reçoivent un financement fédéral","",0
"OICC-SO1999","OICC","Services internes","",1
"OPSIC-SO0961","OPSIC","Des mesures sont prises à l'égard des actes répréhensibles au sein du secteur public fédéral et les fonctionnaires sont protégés en cas de représailles","",1
"OPSIC-SO1999","OPSIC","Services internes","",1
"ORL-BVA00","ORL","Assurer la transparence et l'obligation de rendre compte des activités de lobbying effectuées auprès de titulaires d'une charge publique pour contribuer à la confiance à l'égard de l'intégrité des décisions prises par le gouvernement","L'objet de la Loi sur le lobbying et du Code de déontologie des lobbyistes est de rassurer le public canadien que le lobbying est fait d’une manière transparente et selon des normes d'éthique élevées de façon à rehausser la confiance du public dans l'intégrité de la prise de décisions du gouvernement. Le mandat du Commissaire au lobbying est de créer et gérer le Registre des lobbyistes, d’élaborer et mettre en œuvre des programmes d’éducation pour faire connaître la Loi et le Code, et d’assurer la conformité à la Loi et au Code.",1
"ORL-ISS00","ORL","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé.
Ces services sont  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1
"ORL-SO0891","ORL","Assurer la transparence et l'obligation de rendre compte des activités de lobbying effectuées auprès de titulaires d'une charge publique pour contribuer à la confiance à l'égard de l'intégrité des décisions prises par le gouvernement","",0
"ORL-SO1999","ORL","Services internes","",0
"OSEO-SO1191","OSEO","Les sénateurs respectent les obligations découlant du Code régissant les conflits d'intérêts de manière à aider à assurer l'intégrité du Sénat en tant qu'institution","",1
"OSFI-SO0971","OSFI","Un système public canadien de revenu à la retraite sûr et viable sur le plan financier","",1
"OSFI-SO0972","OSFI","Un système financier canadien sûr et stable","",1
"OSFI-SO1999","OSFI","Services internes","",1
"PACS-SO1061","PACS","Assurer la mise en place de processus équitables et axés sur les compétences pour le recrutement et la sélection d'individus compétents en ce qui concerne les nominations faites par le gouverneur en conseil au sein des organismes, des commissions et des conseils, ainsi que des sociétés d'État","",0
"PACS-SO1999","PACS","Services internes","",0
"PCA-SO1001","PCA","Les Canadiens éprouvent un fort sentiment d'appartenance à l'égard des parcs nationaux, des lieux historiques nationaux, les canaux patrimoniaux et des aires marines nationales de conservation du pays, et ils profitent de ces endroits protégés tout en s'efforçant de les laisser intacts pour les générations d'aujourd'hui et de demain","",1
"PCA-SO1999","PCA","Services internes","",1
"PCC-SO1171","PCC","Confiance du public envers la Gendarmerie royale du Canada","",1
"PCC-SO1999","PCC","Services internes","",1
"PCO-SO1051","PCO","Appuyer et mettre en oeuvre le programme et les décisions du gouvernement, et soutenir les institutions et leur fonctionnement","",1
"PCO-SO1999","PCO","Services internes","",1
"PHAC-SO1071","PHAC","Protéger les Canadiens et les aider à améliorer leur santé","",1
"PHAC-SO1072","PHAC","Un Canada capable de promouvoir la santé, de réduire les disparités en matière de santé et de prévenir et d'atténuer les maladies et les blessures","",0
"PHAC-SO1999","PHAC","Services internes","",1
"PMPRB-SO1031","PMPRB","Les médicaments brevetés ne peuvent être vendus au Canada à des prix excessifs, afin de protéger les intérêts de la population canadienne. La population canadienne est également tenue informée","",1
"PMPRB-SO1999","PMPRB","Services internes","",1
"PPP-SO1041","PPP","Transformer le Canada en chef de file des partenariats public-privé","",1
"PPS-SO1011","PPS","La sécurité physique des parlementaires, des employés, des visiteurs, des immeubles ou parties d'immeubles faisant partie de la Cité parlementaire, y compris les biens qui y sont situés ou les événements qui s'y déroulent, et de la Colline parlementaire","",1
"PSC-SO1091","PSC","Une fonction publique hautement compétente, non partisane et représentative, capable d'offrir des services dans les deux langues officielles et où les nominations sont fondées sur le mérite et les valeurs que sont la justice, l'accès, la représentativité et la transparence","",1
"PSC-SO1999","PSC","Services internes","",1
"PSEP-SO1081","PSEP","Un Canada sécuritaire et résilient","",1
"PSEP-SO1999","PSEP","Services internes","",1
"PSSRB-SO1101","PSSRB","Règlement impartial des questions liées aux relations de travail dans la fonction publique fédérale et au Parlement","",0
"PSSRB-SO1999","PSSRB","Services internes","",0
"PSST-SO1111","PSST","Résolution juste et impartiale de différends survenant dans le Résolution juste et impartiale de différends survenant dans le cadre des nominations internes et des mises en disponibilité dans la fonction publique fédérale","",0
"PSST-SO1999","PSST","Services internes","",0
"RCMP-SO1155","RCMP","Collaboration et assistance de la police canadienne sur la scène internationale, tout en maintenant le riche patrimoine de la police nationale","",1
"RCMP-SO1156","RCMP","Réduction des activités criminelles touchant les Canadiens","",1
"RCMP-SO1157","RCMP","Sécurité du revenu pour les membres de la GRC et leurs survivants en cas de décès ou d'invalidité","",1
"RCMP-SO1999","RCMP","Services internes","",1
"RPSDP-SO1112","RPSDP","Résolution juste et impartiale de différends survenant dans le Résolution juste et impartiale de différends survenant dans le cadre des nominations internes et des mises en disponibilité dans la fonction publique fédérale","",0
"RSCT-SO1141","RSCT","Administration efficace du Tribunal des revendications particulières","",0
"RSCT-SO1999","RSCT","Services internes","",0
"SC-SO1231","SC","Les Canadiens ont accès à des renseignements statistiques actuels, pertinents et de qualité sur l'économie et la société canadiennes en pleine évolution, et qui servent à alimenter les débats de fond, la recherche et la prise de décisions sur des questions d'ordre social et économique","",1
"SC-SO1241","SC","Les besoins particuliers des clients en matière de services statistiques de grande qualité offerts en temps opportuns sont satisfaits","",1
"SC-SO1999","SC","Services internes","",1
"SCA-SO1221","SCA","Le Canada dispose d'un Système national de normes efficient et efficace","",1
"SCC-SO1251","SCC","L'administration du tribunal de dernier ressort du Canada est efficace et indépendante","",1
"SCC-SO1999","SCC","Services internes","",1
"SEN-SO1281","SEN","Faire en sorte que le contexte soit le plus propice possible à une contribution efficace des sénateurs à la législation fédérale et aux politiques publiques dans l'intérêt supérieur de tous les Canadiens","",1
"SEN-SO1282","SEN","Permettre au Sénat d'exercer son rôle constitutionnel et de gérer son propre fonctionnement","",0
"SHARE-SO1201","SHARE","Services d'infrastructure de technologie de l'information modernes, fiables, sécuritaires et économiques à l'appui des priorités et de la prestation des programmes du gouvernement","",1
"SHARE-SO1999","SHARE","Services internes","",1
"SIRC-SO1181","SIRC","Le Service canadien du renseignement de sécurité remplit ses tâches et ses fonctions conformément aux lois, aux politiques et les instructions du ministre","",1
"SIRC-SO1999","SIRC","Services internes","",1
"SSHRC-SO1211","SSHRC","Que le Canada ait la capacité organisationnelle pour favoriser la recherche et les activités connexes dans le domaine des sciences humaines, des sciences naturelles, du génie et de la santé","",1
"SSHRC-SO1212","SSHRC","Le Canada est un chef de file mondial de la recherche et de la formation en sciences humaines","",1
"SSHRC-SO1213","SSHRC","La recherche: de nouvelles connaissances fondées sur l'excellence de la recherche en sciences humaines","",0
"SSHRC-SO1214","SSHRC","La mobilisation de connaissances: faciliter l'usage des connaissances en sciences humaines au sein du milieu universitaire et à l'extérieur","",0
"SSHRC-SO1999","SSHRC","Services internes","",1
"SWC-SO0931","SWC","Promotion et avancement de l'égalité entre femmes et hommes au Canada","",1
"SWC-SO0932","SWC","Égalité entre les sexes et pleine participation des femmes à la vie économique, sociale et démocratique du Canada","",0
"SWC-SO1999","SWC","Services internes","",1
"TBC-BXA00","TBC","Surveillance des dépenses","Revoir les propositions et les autorisations de dépenses; revoir les programmes gouvernementaux actuels et proposés quant à l’efficience, l’efficacité et la pertinence; informer le Parlement et les Canadiens sur les dépenses du gouvernement.",1
"TBC-BXB00","TBC","Leadership administratif","Diriger des initiatives pangouvernementales; élaborer des politiques et établir l’orientation stratégique de l’administration publique sur la prestation de services et l’accès à l’information gouvernementale, et sur la gestion des actifs, des finances, de l’information et de la technologie.",1
"TBC-BXC00","TBC","Employeur","Élaborer des politiques et établir l’orientation stratégique sur la gestion des personnes dans la fonction publique; gérer la rémunération totale (comprenant les pensions et les avantages sociaux) et les relations de travail; entreprendre des projets d’amélioration du rendement à l’appui des objectifs de recrutement et de maintien en poste des employés.",1
"TBC-BXD00","TBC","Surveillance réglementaire","Élaborer et surveiller les politiques afin de promouvoir de bonnes pratiques réglementaires, revoir les projets de règlement afin de s’assurer qu’ils répondent aux exigences des politiques du gouvernement, et favoriser la coopération en matière de réglementation entre les différentes sphères de compétences.",1
"TBC-ISS00","TBC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé.
Ces services sont  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1
"TBC-SO1311","TBC","Le gouvernement est bien géré et responsable, et des ressources sont attribuées pour atteindre des résultats","",0
"TBC-SO1312","TBC","Une bonne gouvernance et gérance saine en vue de faciliter le service efficient et efficace aux Canadiens","",0
"TBC-SO1999","TBC","Services internes","",0
"TC-SO1291","TC","Un réseau de transport respectueux de l'environnement","",1
"TC-SO1292","TC","Un réseau de transport sécuritaire et sûr","",1
"TC-SO1293","TC","Un réseau de transport efficient","",1
"TC-SO1999","TC","Services internes","",1
"TOUR-SO0381","TOUR","L'économie canadienne profite de la demande touristique soutenue des marchés de la Commission canadienne du tourisme","",1
"TRC-SO0651","TRC","Divulguer et reconnaître la vérité concernant les pensionnats indiens afin de favoriser la guérison et la réconciliation parmi les personnes et les communautés touchées","",0
"TRC-SO1999","TRC","Services internes","",0
"VAC-SO1321","VAC","Les Canadiens se souviennent de ceux et celles qui ont servi le Canada en temps de guerre et de paix et en situation de conflit armé, et leur témoignent de la reconnaissance","",1
"VAC-SO1322","VAC","Mieux-être financier, physique et mental des vétérans admissibles","",1
"VAC-SO1323","VAC","Les droits des vétérans relativement aux services et aux avantages qui satisfont à leurs besoins sont pris en considération par le portefeuille des Anciens Combattants","",1
"VAC-SO1324","VAC","Le bien-être des anciens combattants et des autres clients admissibles","",0
"VAC-SO1999","VAC","Services internes","",1
"VIA-SO1341","VIA","Un service ferroviaire voyageurs national sûr, sécuritaire, efficient, fiable et durable sur le plan de l'environnement qui répond aux besoins des voyageurs canadiens","",1
"VRAB-SO1331","VRAB","Processus d'appel équitable et indépendant pour les décisions rendues par Anciens Combattants Canada au sujet des pensions, des indemnités et des allocations d'invalidité","",1
"WDBA-SO1361","WDBA","Pont sécuritaire, sûr et efficient pour le trafic de véhicules commerciaux et de passagers au-dessus de la rivière Détroit","",1
"WDO-SO1351","WDO","Une économie diversifiée et en croissance dans l'Ouest canadien","",1
"WDO-SO1352","WDO","Une économie épanouie et diversifiée dans l'Ouest canadien","",0
"WDO-SO1999","WDO","Services internes","",1

