"dept_code","vote_num","vs_type","name_en","name_fr","doc","est_last_year_4","est_last_year_3","est_last_year_2","est_last_year","est_in_year","est_next_year"
"CTAIB","S",0,"Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques","SA",28698,35690,70592,119911,0,0
"CTAIB","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",17128,13311,20195,32597,0,0
"EA",1,1,"Operating and Program","Fonctionnement et Programme","IE",0,0,0,0,0,438103976
"EA",1,1,"Operating and Program","Fonctionnement et Programme","ME",1379893098,1451334915,1458048856,1557659937,1706736559,0
"EA",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,39074405,18214402,37625857,0
"EA",1,1,"Operating and Program","Fonctionnement et Programme","SEB",24636914,0,72308682,86520370,-12127646,0
"EA",1,1,"Operating and Program","Fonctionnement et Programme","SEC",53238798,78262528,33459898,20758063,0,0
"EA",1,1,"Operating and Program","Fonctionnement et Programme","VA",133113409,71772470,62974763,104529863,162222488,0
"EA",10,3,"Grants & Contributions","Subventions et Contributions","IE",0,0,0,0,0,1047996241
"EA",10,3,"Grants & Contributions","Subventions et Contributions","ME",3431944508,3573409668,3529676551,3903486753,4219944467,0
"EA",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,0,0,0,325819430,0
"EA",10,3,"Grants & Contributions","Subventions et Contributions","SEB",-379803,0,402983496,297169210,167101198,0
"EA",10,3,"Grants & Contributions","Subventions et Contributions","SEC",235509851,365071670,319305774,395370000,0,0
"EA",10,3,"Grants & Contributions","Subventions et Contributions","VA",0,0,0,0,151256819,0
"EA",12,9,"Other","Autre","SEB",1,0,0,0,0,0
"EA",15,1,"Operating and Program","Fonctionnement et Programme","IE",0,0,0,0,0,17218500
"EA",15,1,"Operating and Program","Fonctionnement et Programme","ME",50779000,50779000,50779000,66273000,50779000,0
"EA",15,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,0,18020000,0
"EA",15,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,13927000,0,741997,0
"EA",15,1,"Operating and Program","Fonctionnement et Programme","SEC",1753339,3705724,0,0,0,0
"EA",15,1,"Operating and Program","Fonctionnement et Programme","VA",0,10023000,0,0,0,0
"EA",17,4,"Debt Forgiveness","Radiation de dettes","SEC",0,0,18009733,0,0,0
"EA",20,9,"Other","Autre","IE",0,0,0,0,0,1
"EA",20,9,"Other","Autre","ME",0,1,1,1,1,0
"EA",20,9,"Other","Autre","SEB",0,0,0,0,1,0
"EA",20,9,"Other","Autre","SEC",0,1,0,1,0,0
"EA",5,2,"Capital","Capital","IE",0,0,0,0,0,25772536
"EA",5,2,"Capital","Capital","ME",145274489,103546437,124444220,106313014,135243378,0
"EA",5,2,"Capital","Capital","SEA",133617958,0,0,0,1137013,0
"EA",5,2,"Capital","Capital","SEB",628443,0,81973271,63906882,0,0
"EA",5,2,"Capital","Capital","SEC",2505001,25690092,-28541013,-2100000,0,0
"EA",5,2,"Capital","Capital","VA",41407646,51523284,35540741,27029549,35224743,0
"EA","S",0,"Advance Market Commitment for Pneumococcal Vaccines","Mécanisme de garantie de marchés pour le vaccin antipneumococcique","SEB",10915566,0,0,0,0,0
"EA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",96141162,102248879,107091769,140842162,145129247,0
"EA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",8954619,-1344721,-13051973,-44369827,2866782,0
"EA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",422823,0,1847715,800179,919271,0
"EA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",1273553,0,2301769,2583470,4600,0
"EA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",3957209,5273049,3187372,3867531,0,0
"EA","S",0,"Losses on Foreign Exchange","Pertes d'opérations de change","SA",142710469,36763571,28965984,40839255,0,0
"EA","S",0,"Payments to International Financial Institutions - Direct payments","Paiements aux institutions financières internationales - Paiements directs","ME",245000000,245000000,245000000,227048000,232491748,0
"EA","S",0,"Payments to International Financial Institutions - Direct payments","Paiements aux institutions financières internationales - Paiements directs","SA",-5977373,-4960045,-4227359,-239798,0,0
"EA","S",0,"Payments to International Financial Institutions - Direct payments","Paiements aux institutions financières internationales - Paiements directs","SEB",0,0,0,0,18192575,0
"EA","S",0,"Payments to International Financial Institutions - Direct payments","Paiements aux institutions financières internationales - Paiements directs","SEC",0,47500000,0,5443748,0,0
"EA","S",0,"Payments under the Diplomatic Service (Special) Superannuation Act","Paiements en vertu de la Loi sur la pension spéciale du service diplomatique","ME",250000,250000,250000,250000,250000,0
"EA","S",0,"Payments under the Diplomatic Service (Special) Superannuation Act","Paiements en vertu de la Loi sur la pension spéciale du service diplomatique","SA",-47770,-8795,131467,193832,0,0
"EA","S",0,"Payments under the Diplomatic Service (Special) Superannuation Act","Paiements en vertu de la Loi sur la pension spéciale du service diplomatique","SEB",0,0,0,0,250000,0
"EA","S",0,"Pursuant to section 24.1 of the Financial Administration Act, to forgive an amount up to $449,533,044 owed by the Government of the Islamic Republic of Pakistan, in relation to loan agreements, subject to the conditions described in the Memorandum of Understanding signed on April 20, 2006 between the Government of Canada and the Government of the Islamic Republic of Pakistan","Conformément à l'article 24.1 de la Loi sur la gestion des finances publiques, faire grâce d'un montant jusqu'à concurrence de 449 533 044 $ que doit le gouvernement de la République islamique du Pakistan relativement à des ententes de prêt, sous réserve des conditions énoncées dans le protocole d'entente signé le 20 avril 2006 entre le gouvernement du Canada et le gouvernement de la République islamique du Pakistan","SA",172252006,124639977,124639977,84693673,0,0
"EA","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",16086,20116,58256,90366,0,0
"EA","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",242900,248300,250500,253200,258000,0
"EA","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",-6141,-127,0,0,0,0
"EA","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3304887,3747716,4572788,3521831,0,0
"EC",1,1,"Operating and Program","Fonctionnement et Programme","IE",0,0,0,0,0,209324709
"EC",1,1,"Operating and Program","Fonctionnement et Programme","ME",687165091,695731283,605313460,700976667,752618946,0
"EC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,9550278,93571679,11484108,7170814,0
"EC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",16005105,0,13742768,20470022,-8740500,0
"EC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",6489324,-198461,-1000000,18272704,0,0
"EC",1,1,"Operating and Program","Fonctionnement et Programme","VA",47852335,38788039,39216348,86302756,81339478,0
"EC",10,3,"Grants & Contributions","Subventions et Contributions","IE",0,0,0,0,0,196889671
"EC",10,3,"Grants & Contributions","Subventions et Contributions","ME",107286053,114340903,154303510,119485748,600641292,0
"EC",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,4000000,-22569049,11140000,10849564,0
"EC",10,3,"Grants & Contributions","Subventions et Contributions","SEB",24994612,0,14698898,1082500,6960000,0
"EC",10,3,"Grants & Contributions","Subventions et Contributions","SEC",34560,885077,3000000,177568640,0,0
"EC",10,3,"Grants & Contributions","Subventions et Contributions","VA",0,0,0,0,22148890,0
"EC",5,2,"Capital","Capital","IE",0,0,0,0,0,20580670
"EC",5,2,"Capital","Capital","ME",52789150,63297504,60539382,82361087,76158025,0
"EC",5,2,"Capital","Capital","SEA",0,7550000,2867000,250000,0,0
"EC",5,2,"Capital","Capital","SEB",1737610,0,1174025,-118000,0,0
"EC",5,2,"Capital","Capital","SEC",720000,-250000,0,0,0,0
"EC",5,2,"Capital","Capital","VA",11736758,13789374,9291642,2081508,15882994,0
"EC","S",0,"Canada Foundation for Sustainable Development Technology Grant","Subvention pour la Fondation du Canada pour l'appui technologique au développement durable","SA",0,337616,2290112,0,0,0
"EC","S",0,"Collection Agency Fees","Honoraires - Agence de recouvrement","SA",0,0,2305,0,0,0
"EC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",84846736,87599286,81849346,84366513,86361045,0
"EC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",2737926,-4047821,-14067243,-3656658,4503780,0
"EC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,722764,10717375,1246960,1777400,0
"EC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",1052512,0,1675866,2320140,0,0
"EC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",888040,0,0,0,0,0
"EC","S",0,"Nature Conservancy of Canada","La société canadienne pour la conservation de la nature","SEB",8792488,0,0,0,0,0
"EC","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",546668,845530,0,0,0,0
"EC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",80300,82100,83500,84400,86000,0
"EC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,0,0,200,0,0
"EC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",2698781,1686334,1939146,1223505,0,0
"ECBC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",49536000,0,0,0,0,0
"ECBC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",-37152000,0,0,0,0,0
"EDC","S",0,"Administrative fees","Frais administratif","SA",2597096,3699980,8210494,5588461,0,0
"EDC","S",0,"Losses on Foreign Exchange","Pertes d'opérations de change","SA",0,0,0,45610229,0,0
"ERC",1,1,"Operating and Program","Fonctionnement et Programme","IE",0,0,0,0,0,1538473
"ERC",1,1,"Operating and Program","Fonctionnement et Programme","ME",858554,848114,1447634,847634,2872348,0
"ERC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,600001,0,0,236162,0
"ERC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",710001,0,0,835946,0,0
"ERC",1,1,"Operating and Program","Fonctionnement et Programme","VA",41539,42928,42406,39400,86845,0
"ERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",102864,104734,107228,97876,252583,0
"ERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",51657,49396,48905,-56077,0,0
"ERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,91189,0,0
"FBCL",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",21040000,35281996,31414312,22885386,3472857,0
"FBCL",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",0,0,2011135,0,0,0
"FBCL",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",0,0,8356417,698501,0,0
"FCAC","S",0,"Payments under section 13 of the Financial Consumer Agency of Canada Act","Paiements en vertu de l'article 13 de la Loi sur l'Agence de la consommation en matière financière du Canada","SA",17890076,16272429,17426626,21517840,0,0
"FCAC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",290,136,38,0,0,0
"FEDSO",1,1,"Operating and Program","Fonctionnement et Programme","IE",0,0,0,0,0,7300344
"FEDSO",1,1,"Operating and Program","Fonctionnement et Programme","ME",26037429,25859077,25753625,24394707,25158031,0
"FEDSO",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,0,99196,0
"FEDSO",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,0,0,-21600,0,0
"FEDSO",1,1,"Operating and Program","Fonctionnement et Programme","VA",1281101,1301871,1116225,3237789,2409085,0
"FEDSO",5,3,"Grants & Contributions","Subventions et Contributions","IE",0,0,0,0,0,42440063
"FEDSO",5,3,"Grants & Contributions","Subventions et Contributions","ME",177631522,186239502,205479871,242198502,159188390,0
"FEDSO",5,3,"Grants & Contributions","Subventions et Contributions","SEA",0,0,22200000,0,0,0
"FEDSO",5,3,"Grants & Contributions","Subventions et Contributions","SEC",0,-4000000,0,0,0,0
"FEDSO",5,3,"Grants & Contributions","Subventions et Contributions","VA",0,0,0,0,52820260,0
"FEDSO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",3093164,3151140,3214356,2755440,2788550,0
"FEDSO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-38294,61955,-376252,298671,203666,0
"FEDSO","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",2000,2000,0,0,0,0
"FEDSO","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,-811,0,0,0,0
"FEDSO","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",33545,0,0,577,0,0
"FIN",1,1,"Operating and Program","Fonctionnement et Programme","IE",0,0,0,0,0,24840140
"FIN",1,1,"Operating and Program","Fonctionnement et Programme","ME",114981053,99936668,90740545,89280597,95205613,0
"FIN",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,0,3146796,0
"FIN",1,1,"Operating and Program","Fonctionnement et Programme","SEB",3048896,0,5820073,32020582,3283364,0
"FIN",1,1,"Operating and Program","Fonctionnement et Programme","SEC",4692664,4452906,1500000,3892641,0,0
"FIN",1,1,"Operating and Program","Fonctionnement et Programme","VA",5050899,4732865,14536562,9762753,9559071,0
"FIN",10,9,"Other","Autre","ME",0,1,0,0,0,0
"FIN",5,3,"Grants & Contributions","Subventions et Contributions","ME",5035000,3035000,0,0,0,0
"FIN",5,9,"Other","Autre","IE",0,0,0,0,0,1
"FIN",5,9,"Other","Autre","ME",0,0,1,1,1,0
"FIN",5,9,"Other","Autre","SEA",0,0,0,0,1,0
"FIN",6,9,"Other","Autre","SEB",1,0,0,0,0,0
"FIN",7,9,"Other","Autre","SEB",0,0,1,0,0,0
"FIN",8,9,"Other","Autre","SEB",1,0,0,0,0,0
"FIN",9,9,"Other","Autre","SEC",1,0,0,0,0,0
"FIN","S",0,"Additional Fiscal Equalization Offset Payment to Nova Scotia (Nova Scotia and Newfoundland and Labrador Additional Fiscal Equalization Offset Payments Act)","Paiement de péréquation compensatoire supplémentaire - Nouvelle-Écosse (Loi sur les paiements de péréquation compensatoires supplémentaires à la Nouvelle-Écosse et à Terre-Neuve-et-Labrador)","ME",64481000,36779000,33255000,19957000,18092000,0
"FIN","S",0,"Additional fiscal equalization to Nova Scotia (Part I - Federal-Provincial Fiscal Arrangements Act)","Paiement de péréquation supplémentaire - Nouvelle-Écosse (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",138275000,79348000,16026000,-27918000,-113203000,0
"FIN","S",0,"Additional fiscal equalization to Nova Scotia (Part I - Federal-Provincial Fiscal Arrangements Act)","Paiement de péréquation supplémentaire - Nouvelle-Écosse (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEB",0,0,0,0,23379000,0
"FIN","S",0,"Additional fiscal equalization to Nova Scotia (Part I - Federal-Provincial Fiscal Arrangements Act)","Paiement de péréquation supplémentaire - Nouvelle-Écosse (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEC",-7091000,8838000,-5428000,44325000,0,0
"FIN","S",0,"Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)","Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",-3702944000,-3872657000,-4043422000,-4022927000,-4086656000,0
"FIN","S",0,"Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)","Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",195205000,183316000,164244000,68572000,0,0
"FIN","S",0,"Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)","Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEB",6922000,0,290772000,123333000,-76762000,0
"FIN","S",0,"Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)","Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEC",34159000,48589000,-58062000,-51962000,0,0
"FIN","S",0,"Canada Health Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfert canadien en matière de santé (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",32114033000,34026107000,36067673000,37149703000,38583703000,0
"FIN","S",0,"Canada Health Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfert canadien en matière de santé (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",-241637,-1489145,-10091737,-25769047,0,0
"FIN","S",0,"Canada Health Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfert canadien en matière de santé (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEC",215000,0,0,0,0,0
"FIN","S",0,"Canada Social Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfert canadien en matière de programmes sociaux (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",12581729000,12959181000,13347956000,13748395000,14160847000,0
"FIN","S",0,"Canadian Securities Regulation Regime Transition Office (Canadian Securities Regulation Regime Transition Office Act)","Bureau de transition vers un régime canadien de réglementation des valeurs mobilières (Loi sur le Bureau de transition vers un régime canadien de réglementation des valeurs mobilières)","ME",9100000,0,0,0,0,0
"FIN","S",0,"Canadian Securities Regulation Regime Transition Office (Canadian Securities Regulation Regime Transition Office Act)","Bureau de transition vers un régime canadien de réglementation des valeurs mobilières (Loi sur le Bureau de transition vers un régime canadien de réglementation des valeurs mobilières)","SEA",0,0,0,0,11400000,0
"FIN","S",0,"Canadian Securities Regulation Regime Transition Office (Canadian Securities Regulation Regime Transition Office Act)","Bureau de transition vers un régime canadien de réglementation des valeurs mobilières (Loi sur le Bureau de transition vers un régime canadien de réglementation des valeurs mobilières)","SEC",44000000,0,0,0,0,0
"FIN","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",11938081,12097341,12221830,11036737,11554840,0
"FIN","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-530104,-1202945,-1814964,-824985,247574,0
"FIN","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",177293,0,81917,109820,329862,0
"FIN","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",45113,131578,0,524773,0,0
"FIN","S",0,"Debt payments on behalf of poor countries to International Organizations pursuant to section 18(1) of the Economic Recovery Act","Paiements de dettes à des organisations internationales au nom des pays pauvres en vertu du paragraphe 18(1) de la Loi sur la reprise économique","ME",51200000,51200000,51200000,51200000,51200000,0
"FIN","S",0,"Establishment of a Canadian Securities Regulation Regime and Canadian Regulatory Authority (Budget Implementation Act, 2009)","Mise sur pied d'un régime canadien et d'un organisme national de réglementation des valeurs mobilières (Loi d'exécution du budget de 2009)","SA",18200000,0,0,0,0,0
"FIN","S",0,"Establishment of a Canadian Securities Regulation Regime and Canadian Regulatory Authority (Budget Implementation Act, 2009)","Mise sur pied d'un régime canadien et d'un organisme national de réglementation des valeurs mobilières (Loi d'exécution du budget de 2009)","SEB",115800000,0,0,0,0,0
"FIN","S",0,"Establishment of a Canadian Securities Regulation Regime and Canadian Regulatory Authority (Budget Implementation Act, 2009)","Mise sur pied d'un régime canadien et d'un organisme national de réglementation des valeurs mobilières (Loi d'exécution du budget de 2009)","SEC",35000000,0,0,0,0,0
"FIN","S",0,"Fiscal Equalization (Part I - Federal-Provincial Fiscal Arrangements Act)","Péréquation fiscale (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",16669278000,17341310000,17880415000,18253657000,18958259000,0
"FIN","S",0,"Fiscal Stabilization (Part II — Federal-Provincial Fiscal Arrangements Act)","Stabilisation fiscale (Partie II — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",103400000,283059600,0,0,0,0
"FIN","S",0,"Funding for Home Care Services and Mental Health Services","Financement des services de soins à domicile et de santé mentale","SEB",0,0,0,300000000,0,0
"FIN","S",0,"Incentive for provinces to eliminate taxes on capital (Part IV Federal-Provincial Fiscal Arrangements Act)","Incitatif pour l'élimination des impôts provinciaux sur le capital (Partie IV — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",-33000000,0,0,0,0,0
"FIN","S",0,"Incentive for provinces to eliminate taxes on capital (Part IV Federal-Provincial Fiscal Arrangements Act)","Incitatif pour l'élimination des impôts provinciaux sur le capital (Partie IV — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEB",95042000,0,0,0,0,0
"FIN","S",0,"Incentive for provinces to eliminate taxes on capital (Part IV Federal-Provincial Fiscal Arrangements Act)","Incitatif pour l'élimination des impôts provinciaux sur le capital (Partie IV — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEC",33000000,52100000,0,0,0,0
"FIN","S",0,"Interest on Unmatured Debt","Intérêt sur la dette non échue","ME",18147000000,17988000000,15688000000,14924000000,16591000000,0
"FIN","S",0,"Interest on Unmatured Debt","Intérêt sur la dette non échue","SA",-1417672981,-335921560,-651349414,3824027,0,0
"FIN","S",0,"Interest on Unmatured Debt","Intérêt sur la dette non échue","SEB",-329677655,0,124000000,-196000000,-138000000,0
"FIN","S",0,"Interest on Unmatured Debt","Intérêt sur la dette non échue","SEC",-1047672626,-2551000000,-1022000000,-503000000,0,0
"FIN","S",0,"Losses on Foreign Exchange","Pertes d'opérations de change","SA",78362168,55377329,22752076,297323632,0,0
"FIN","S",0,"Other Interest Costs","Autres frais d'intérêts","ME",8150000000,7630000000,7094000000,6566000000,6247000000,0
"FIN","S",0,"Other Interest Costs","Autres frais d'intérêts","SA",17772416,-65586566,81348310,7473704,0,0
"FIN","S",0,"Other Interest Costs","Autres frais d'intérêts","SEB",2755580,0,-5000000,1000000,105000000,0
"FIN","S",0,"Other Interest Costs","Autres frais d'intérêts","SEC",-34483433,-21000000,-143000000,35000000,0,0
"FIN","S",0,"Payment of liabilities previously recorded as revenue","Paiement de dettes comptabilisées antérieurement à titre de revenus","SA",3677143,3013084,4658431,3927481,0,0
"FIN","S",0,"Payment to the Canada Infrastructure Bank","Paiements à la Banque d'infrastructures du Canada","SA",0,0,0,-7640000,0,0
"FIN","S",0,"Payment to the Canada Infrastructure Bank","Paiements à la Banque d'infrastructures du Canada","SEA",0,0,0,0,477284533,0
"FIN","S",0,"Payment to the Canada Infrastructure Bank","Paiements à la Banque d'infrastructures du Canada","SEB",0,0,0,0,99000000,0
"FIN","S",0,"Payment to the Canada Infrastructure Bank","Paiements à la Banque d'infrastructures du Canada","SEC",0,0,0,19006000,0,0
"FIN","S",0,"Payment to the International Bank for reconstruction and development for the Agriculture Advance Market commitment (Bretton Woods and Related Agreements Act, section 8)","Paiement à la Banque internationale pour la reconstruction et le développement pour les garanties de marché en matière d'agriculture (Loi sur les accords de Bretton Woods et les accords connexes, section 8)","ME",10000000,0,0,0,0,0
"FIN","S",0,"Payments to International Development Association","Paiements à l'Association internationale de développement","ME",441610000,441610000,441620000,441610000,441610000,0
"FIN","S",0,"Payments to International Development Association","Paiements à l'Association internationale de développement","SEB",441610000,0,0,0,0,0
"FIN","S",0,"Payments to depositors of Canadian Commercial Bank, CCB Mortgage Investment Corporation and Northland Bank pursuant to the Financial Institutions Depositors Compensation Act","Paiements aux déposants de la Banque Commerciale du Canada, de la Compagnie de placements hypothécaires CCB et de la Norbanque conformément à la Loi sur l'indemnité aux déposants de certaines institutions financières","SA",68571831,68571831,68571831,68571831,0,0
"FIN","S",0,"Payments to provinces regarding sales tax harmonization (Part III,I -Federal-Provincial Fiscal Arrangements Act)","Paiements aux provinces relatifs à l'harmonisation des taxes de vente (partie III.I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",-319800000,-319800000,0,0,0,0
"FIN","S",0,"Purchase of Domestic Coinage","Achat de la monnaie canadienne","ME",122500000,108000000,96000000,104000000,95000000,0
"FIN","S",0,"Purchase of Domestic Coinage","Achat de la monnaie canadienne","SA",-16828450,-17452884,-2445062,-9917032,0,0
"FIN","S",0,"Purchase of Domestic Coinage","Achat de la monnaie canadienne","SEB",0,0,0,0,-3000000,0
"FIN","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",155612,0,0,0,0,0
"FIN","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",82300,84100,83500,84400,86000,0
"FIN","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",-167,-583,0,200,0,0
"FIN","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",1407,1822,15568,15212,0,0
"FIN","S",0,"Statutory Subsidies (Constitution Acts, 1867-1982, and other statutory authorities)","Subventions législatives (Lois constitutionnelles de 1867 à 1982, et autres autorisations législatives)","ME",34118831,34378000,42362809,42355839,42355897,0
"FIN","S",0,"Statutory Subsidies (Constitution Acts, 1867-1982, and other statutory authorities)","Subventions législatives (Lois constitutionnelles de 1867 à 1982, et autres autorisations législatives)","SA",0,0,0,58,0,0
"FIN","S",0,"Statutory Subsidies (Constitution Acts, 1867-1982, and other statutory authorities)","Subventions législatives (Lois constitutionnelles de 1867 à 1982, et autres autorisations législatives)","SEC",244333,-15191,-6970,0,0,0
"FIN","S",0,"Territorial Financing (Part I.1 - Federal-Provincial Fiscal Arrangements Act)","Financement des territoires (Partie I.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",3469215474,3561034002,3536327825,3681830727,3785321565,0
"FIN","S",0,"Territorial Financing (Part I.1 - Federal-Provincial Fiscal Arrangements Act)","Financement des territoires (Partie I.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEB",0,0,66651901,0,0,0
"FIN","S",0,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)","Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",-815902000,-853046000,-890667000,-888654000,-909825000,0
"FIN","S",0,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)","Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",39258489,31543134,34476715,15717161,0,0
"FIN","S",0,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)","Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEB",1831000,0,66033000,27231000,-9167000,0
"FIN","S",0,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)","Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEC",7665000,10889000,-14377000,-10802000,0,0
