"deptcode","vote_num","vs_type","name_en","name_fr","pa_last_year_5_auth","pa_last_year_5_exp","pa_last_year_4_auth","pa_last_year_4_exp","pa_last_year_3_auth","pa_last_year_3_exp","pa_last_year_2_auth","pa_last_year_2_exp","pa_last_year_auth","pa_last_year_exp"
"CI","S",999,"Passport Canada Revolving Fund (Revolving Funds Act)","Fonds renouvelable de Passeport Canada (Loi sur les fonds renouvelables)",-29101484.00,-206332014.00,177230530,-287387229.00,464617759,-252405048,717022807,-305527340,1022550147.00,-236352341.16
"CI","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",7675494.00,7675494.00,4767722,4767722.00,5379767,5379767,7341976,7341976,6698512.00,6698511.86
"CI","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",83630.00,83630.00,82300,82300.00,83517,83517,83724,83724,84600.00,84600.00
"CI","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",56379.00,890.00,38645,0.00,30513,10871,42429,31125,27292.00,2044.85
"CICS",1,1,"Operating/Program","Fonctionnement/Programme","","",5842294,4851471.00,5827101,4955984,5824616,4965409,5885063.00,5084084.00
"CICS",5,1,"Operating/Program","Fonctionnement/Programme",5772114.00,5515380.00,"","","","","","","",""
"CICS","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",349501.00,349501.00,318016,318016.00,314567,314567,276529,276529,289643.00,289642.47
"CIDA",25,1,"Operating/Program","Fonctionnement/Programme",38221887.00,38221887.00,"","","","","","","",""
"CIDA",30,3,"Grants & Contributions","Subventions et Contributions",404044171.00,404044171.00,"","","","","","","",""
"CIDA","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",5720444.00,5720444.00,"","","","","","","",""
"CIDA","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change",29202126.00,29202126.00,"","","","","","","",""
"CIDA","S",999,"Payments to International Financial Institutions - Direct payments","Paiements aux institutions financières internationales - Paiements directs",215256121.00,215256121.00,"","","","","","","",""
"CIDA","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",19675.00,19675.00,"","","","","","","",""
"CIDA","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",1480.00,1480.00,"","","","","","","",""
"CIHR",1,1,"Operating/Program","Fonctionnement/Programme","","",51991326,51591197.00,49398898,47989555,52730990,51405064,56745991.00,55987769.00
"CIHR",5,3,"Grants & Contributions","Subventions et Contributions","","",960200961,959845009.00,974285819,972822921,1024787143,1024248877,1035847429.00,1035405341.00
"CIHR",15,1,"Operating/Program","Fonctionnement/Programme",50749581.00,48129247.96,"","","","","","","",""
"CIHR",20,3,"Grants & Contributions","Subventions et Contributions",944401906.00,943955266.00,"","","","","","","",""
"CIHR","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",5887474.00,5887474.00,5843176,5843176.00,5565677,5565677,5676403,5676403,5768075.00,5768074.37
"CIHR","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","","","","","","","","",7298.00,""
"CIRB",1,1,"Operating/Program","Fonctionnement/Programme","","",6599912,6589868.00,"","","","","",""
"CIRB",10,1,"Operating/Program","Fonctionnement/Programme",12591232.00,11752579.00,"","","","","","","",""
"CIRB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",1504627.00,1504627.00,898476,898476.00,"","","","","",""
"CIRB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",201.00,0.00,201,0.00,"","","","","",""
"CITT",1,1,"Operating/Program","Fonctionnement/Programme","","",5060900,5041241.00,"","","","","",""
"CITT",25,1,"Operating/Program","Fonctionnement/Programme",9790997.00,9622575.00,"","","","","","","",""
"CITT","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",1272647.00,1272647.00,683255,683255.00,"","","","","",""
"CITT","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",903.00,903.00,119,0.00,"","","","","",""
"CLVM",10,5,"Payments to Crown Corps","Paiement aux sociétés d'État",24472000.00,17196000.00,"","","","","","","",""
"CMC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",68923716,68923716.00,83587255,83587255,77746477,77746477,74013063.00,74013063.00
"CMC",35,5,"Payments to Crown Corps","Paiement aux sociétés d'État",62850567.00,62850567.00,"","","","","","","",""
"CMHC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",2097353000,2053213063.00,2025629000,2008369383,3176101049,3129131175,2778055809.00,2689239574.00
"CMHC",15,5,"Payments to Crown Corps","Paiement aux sociétés d'État",2100578000.00,2054849627.00,"","","","","","","",""
"CMHC","S",999,"Pursuant to Section 129 of the Economic Action Plan 2013 Act, No. 1, a payment to CHC to provide funding to Nunavut for housing in a sum not exceeding $30,000,000","En vertu de l'article 129 À la Loi no 1 sur le plan d'action économique de 2013, un paiement à la SCHL afin de fournir du financement au Nunavut pour le logement d'une somme n'excédant pas 30 000 000 $",30000000.00,30000000.00,"","","","","","","",""
"CMHR",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",21700000,21700000.00,21700000,21700000,33604000,33604000,25352335.00,25352335.00
"CMHR",30,5,"Payments to Crown Corps","Paiement aux sociétés d'État",32016180.00,32016180.00,"","","","","","","",""
"CMI",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",9900000,9900000.00,7700000,7700000,7900000,7900000,7962724.00,7962724.00
"CMI",40,5,"Payments to Crown Corps","Paiement aux sociétés d'État",18450000.00,18450000.00,"","","","","","","",""
"CMN",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",26276818,26276818.00,26452593,26452593,29770297,29770297,33268608.00,33268608.00
"CMN",45,5,"Payments to Crown Corps","Paiement aux sociétés d'État",26770876.00,26770876.00,"","","","","","","",""
"CNEDA",1,1,"Operating/Program","Fonctionnement/Programme","","",14605534,13538591.00,14971158,13317446,14263757,13618933,14229425.00,13632362.00
"CNEDA",3,1,"Operating/Program","Fonctionnement/Programme",14221003.00,12849474.00,"","","","","","","",""
"CNEDA",5,3,"Grants & Contributions","Subventions et Contributions","","",36617328,34119582.00,35064622,32291373,40187121,38647536,40037297.00,39552941.00
"CNEDA",7,3,"Grants & Contributions","Subventions et Contributions",38664119.00,36499299.00,"","","","","","","",""
"CNEDA","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",1430705.00,1430705.00,1462388,1462388.00,1339601,1339601,1372580,1372580,1234750.00,1234749.71
"CNEDA","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",81.00,0.00,503,0.00,481,0,59,"",5228.00,""
"CNMI",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",127484000,127484000.00,374331000,350859000,146222000,98967000,213734000.00,146682515.00
"CNMI",30,5,"Payments to Crown Corps","Paiement aux sociétés d'État",154430000.00,154430000.00,"","","","","","","",""
"CPC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",22210000,22210000.00,22210000,22210000,22210000,22210000,22210000.00,22210000.00
"CPC",15,5,"Payments to Crown Corps","Paiement aux sociétés d'État",22210000.00,22210000.00,"","","","","","","",""
"CPCC",1,1,"Operating/Program","Fonctionnement/Programme","","",2469953,2236843.00,1264603,1264603,19215842,15363078,22086483.00,20769053.00
"CPCC",3,1,"Operating/Program","Fonctionnement/Programme","","","","",9476139,7896157,"","","",""
"CPCC",7,2,"Capital","Capital","","","","",0,0,"","","",""
"CPCC",9,3,"Grants & Contributions","Subventions et Contributions","","","","",0,0,"","","",""
"CPCC",25,1,"Operating/Program","Fonctionnement/Programme",2449626.00,2445699.00,"","","","","","","",""
"CPCC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",144310.00,144310.00,118424,118424.00,413878,413878,503400,503400,759074.00,759073.83
"CRTC",1,1,"Operating/Program","Fonctionnement/Programme","","",7976954,4975396.00,7940193,4582800,7836585,5158521,7731159.00,5810415.00
"CRTC",50,1,"Operating/Program","Fonctionnement/Programme",6839138.00,3755004.00,"","","","","","","",""
"CRTC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",6624723.00,6624723.00,6462883,6462883.00,6415197,6415197,6232070,6232070,6234011.00,6234010.66
"CRTC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",134.00,134.00,7883,7883.00,420,420,955,955,207.00,207.40
"CSA",1,1,"Operating/Program","Fonctionnement/Programme","","",169442074,164163675.00,191597334,180370115,184497707,170422135,181863016.00,175307040.00
"CSA",5,2,"Capital","Capital","","",262285203,162036938.00,255909337,179207386,210228106,153704864,168665788.00,107718231.00
"CSA",10,3,"Grants & Contributions","Subventions et Contributions","","",41892854,40816215.00,45356265,44567709,55941501,55515568,60966000.00,60947950.00
"CSA",25,1,"Operating/Program","Fonctionnement/Programme",171891828.00,165008980.00,"","","","","","","",""
"CSA",30,2,"Capital","Capital",294606552.00,200820185.00,"","","","","","","",""
"CSA",35,3,"Grants & Contributions","Subventions et Contributions",33630000.00,32682181.00,"","","","","","","",""
"CSA","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",10188185.00,10188185.00,9050883,9050883.00,8645484,8645484,8633129,8633129,9478989.00,9478989.19
"CSA","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",41182.00,15709.00,69927,23227.00,60508,8364,48203,22582,32776.00,5776.63
"CSC",1,1,"Operating/Program","Fonctionnement/Programme","","",2163604666,2134769681.00,1993402119,1969350061,2027305608,2003124017,2285035457.00,2239588609.00
"CSC",5,2,"Capital","Capital","","",257579343,200606427.00,239716351,168684074,230192182,153756625,247856918.00,185624348.00
"CSC",25,1,"Operating/Program","Fonctionnement/Programme",2204205566.00,2116015356.00,"","","","","","","",""
"CSC",30,2,"Capital","Capital",456920598.00,378371594.00,"","","","","","","",""
"CSC","S",999,"CORCAN Revolving Fund","Fonds renouvelable CORCAN",5482935.00,219498.00,5263437,1018289.00,4245148,89458,4155690,-3916587,8072277.00,-3536196.84
"CSC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",254372287.00,254372287.00,236735090,236735090.00,218512983,218512983,208106840,208106840,204932233.00,204932233.17
"CSC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",3188.00,3188.00,34216,34216.00,27805,27805,1846,1846,25174.00,25174.10
"CSC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2046067.00,1309552.00,2371800,2064609.00,1464084,1120264,1914968,1731660,1945757.00,1477812.98
"CSEC",1,1,"Operating/Program","Fonctionnement/Programme","","",829160824,818666848.00,595876254,580515741,581593832,557106928,616882818.00,589836561.00
"CSEC",20,1,"Operating/Program","Fonctionnement/Programme",434518645.00,409487182.00,"","","","","","","",""
"CSEC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",34185863.00,34185863.00,37658522,37658522.00,38975757,38975757,33670717,33670717,32636921.00,32636920.51
"CSEC","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change","","","","",30884,30884,9113,9113,"",""
"CSEC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",96910.00,0.00,112892,107868.00,52348,25676,74301,73436,21485.00,""
"CSIS",1,1,"Operating/Program","Fonctionnement/Programme","","",479859189,468194844.00,528563466,489566324,561558807,543277271,567202890.00,541703799.00
"CSIS",20,1,"Operating/Program","Fonctionnement/Programme",487028603.00,468801655.00,"","","","","","","",""
"CSIS","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",47127351.00,47127351.00,46859341,46859341.00,46525295,46525295,45631679,45631679,44851372.00,44851372.17
"CSIS","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",598116.00,376723.00,643623,221393.00,979367,472229,991000,507245,864131.00,443783.39
"CT",1,1,"Operating/Program","Fonctionnement/Programme","","",492548,482548.00,"","","","","",""
"CT",85,1,"Operating/Program","Fonctionnement/Programme",2290984.00,1028926.00,"","","","","","","",""
"CT","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",126497.00,126497.00,92830,92830.00,"","","","","",""
"CTA",1,1,"Operating/Program","Fonctionnement/Programme","","",25898344,25547820.68,25840718,25022975,25217735,23869488,30548408.00,25987911.00
"CTA",25,1,"Operating/Program","Fonctionnement/Programme",26663324.00,25561336.22,"","","","","","","",""
"CTA","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",3415232.00,3415232.00,3220407,3220407.00,3231244,3231244,3078589,3078589,3159906.00,3159905.78
"CTA","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",370.00,370.00,9621,9621.00,13,13,"","","",""
"CTAIB",1,1,"Operating/Program","Fonctionnement/Programme","","",28736067,28655526.00,27079699,26574772,27453762,26597957,30269255.00,28834111.00
"CTAIB",10,1,"Operating/Program","Fonctionnement/Programme",29622160.00,29455776.00,"","","","","","","",""
"CTAIB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",3747088.00,3747088.00,3521615,3521615.00,3418391,3418391,3314521,3314521,3444743.00,3444742.85
"CTAIB","S",999,"Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques",60725.00,60725.00,28698,28698.00,35690,35690,70592,70592,119911.00,119911.44
"CTAIB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",53095.00,39605.00,17128,13492.00,13311,3637,20195,9675,32597.00,10520.00
"EA",1,1,"Operating/Program","Fonctionnement/Programme",1529042185.00,1441271656.00,1590882219,1517360409.00,1601369913,1529980770,1665866604,1533816561,1787682635.00,1660201820.00
"EA",5,2,"Capital","Capital",212621773.00,139921051.00,323433537,207347828.00,180759813,135740375,213417219,158503511,195149445.00,139961958.00
"EA",10,3,"Grants & Contributions","Subventions et Contributions",3256638321.00,3105855340.00,3667074556,3607883948.00,3938481338,3834875859,4251965821,4073558164,4596025963.00,4306311566.00
"EA",12,9,"Other","Autre","","",1,0.00,"","","","","",""
"EA",15,1,"Operating/Program","Fonctionnement/Programme",65380000.00,65364001.00,52532339,52235785.00,64507724,64032147,64706000,62385033,66273000.00,65625437.00
"EA",16,4,"Debt Forgiveness","Radiation de dettes",8306202.00,8306202.00,"","","","","","","",""
"EA",17,4,"Debt Forgiveness","Radiation de dettes","","","","","","",18009733,18009733,"",""
"EA",20,9,"Other","Autre","","","","",2,0,1,0,2.00,0.00
"EA","S",999,"Advance Market Commitment for Pneumococcal Vaccines","Mécanisme de garantie de marchés pour le vaccin antipneumococcique",17000000.00,17000000.00,10915566,10915566.00,"","","","","",""
"EA","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",104163772.00,104163772.00,110749366,110749366.00,106177207,106177207,101376652,101376652,103723515.00,103723515.39
"EA","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change",48719439.00,48719439.00,142710469,142710469.00,36763571,36763571,28965984,28965984,40839255.00,40839254.78
"EA","S",999,"Passport Canada Revolving Fund (Revolving Funds Act)","Fonds renouvelable de Passeport Canada (Loi sur les fonds renouvelables)",13578219.00,13578219.00,"","","","","","","",""
"EA","S",999,"Payments to International Financial Institutions - Direct payments","Paiements aux institutions financières internationales - Paiements directs",29205000.00,29205000.00,239022627,239022627.00,287539955,287539955,240772641,240772641,232251950.00,232251949.78
"EA","S",999,"Payments under the Diplomatic Service (Special) Superannuation Act","Paiements en vertu de la Loi sur la pension spéciale du service diplomatique",119775.00,119775.00,202230,202230.00,241205,241205,381467,381467,443832.00,443832.49
"EA","S",999,"Pursuant to section 24.1 of the Financial Administration Act, to forgive an amount up to $449,533,044 owed by the Government of the Islamic Republic of Pakistan, in relation to loan agreements, subject to the conditions described in the Memorandum of Understanding signed on April 20, 2006 between the Government of Canada and the Government of the Islamic Republic of Pakistan","Conformément à l'article 24.1 de la Loi sur la gestion des finances publiques, faire grâce d'un montant jusqu'à concurrence de 449 533 044 $ que doit le gouvernement de la République islamique du Pakistan relativement à des ententes de prêt, sous réserve des conditions énoncées dans le protocole d'entente signé le 20 avril 2006 entre le gouvernement du Canada et le gouvernement de la République islamique du Pakistan",262183705.00,89931699.00,172252006,47612029.00,124639977,0,124639977,39946304,84693673.00,24584114.59
"EA","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",50492.00,50492.00,16086,16086.00,20116,20116,58256,58256,90366.00,90365.70
"EA","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",218431.00,218431.00,236759,236759.00,248173,248173,250500,250500,253200.00,253200.00
"EA","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2863373.00,1572733.00,3304887,3051055.00,3747716,1233188,4572788,2000000,3521831.00,""
"EC",1,1,"Operating/Program","Fonctionnement/Programme",767736572.00,755227966.00,757511855,726024848.00,743871139,683915798,750844255,715399847,837506257.00,815673987.00
"EC",5,2,"Capital","Capital",63788618.00,50013831.00,66983518,55250545.00,84386878,61845115,73872049,57787760,84574595.00,64208758.00
"EC",10,3,"Grants & Contributions","Subventions et Contributions",119598662.00,67998405.00,132315225,94023122.00,119225980,118530623,149433359,148617669,309276888.00,200135164.00
"EC","S",999,"Canada Foundation for Sustainable Development Technology Grant","Subvention pour la Fondation du Canada pour l'appui technologique au développement durable","","","","",337616,337616,2290112,2290112,"",""
"EC","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement","","","","","","",2305,2305,"",""
"EC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",93649547.00,93649547.00,89525214,89525214.00,84274229,84274229,80175344,80175344,84276955.00,84276954.96
"EC","S",999,"Nature Conservancy of Canada","La société canadienne pour la conservation de la nature",11207512.00,11207512.00,8792488,8792488.00,"","","","","",""
"EC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",407218.00,407218.00,546668,546668.00,845530,845530,"","","",""
"EC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",75315.00,75315.00,80300,80300.00,82100,82100,83500,83500,84600.00,84600.00
"EC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2920733.00,369754.00,2698781,1943452.00,1686334,1096384,1939146,1511743,1223505.00,427402.75
"ECBC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",12384000,9865841.00,"","","","","",""
"ECBC",10,5,"Payments to Crown Corps","Paiement aux sociétés d'État",52848000.00,50844000.00,"","","","","","","",""
"EDC","S",999,"Administrative fees","Frais administratif",5533173.99,5533173.99,2597096,2597096.00,3699980,3699980,8210494,8210494,5588461.00,5588461.31
"EDC","S",999,"Payments to Export Development Canada to discharge obligations incurred pursuant to Section 23 of the Export Development Act (Canada Account) for the purpose of facilitating and developing trade between Canada and other countries (S.C., 2001, c. 33) - Transfer from non-budgetary authority related to section 24","Versements à Exportation et développement Canada pour acquitter ses obligations encourues en vertu de l'article 23 de la Loi sur le développement des exportations (Compte du Canada) afin de faciliter et d'accroître les échanges commerciaux entre le Canada et les autres pays (L.C. (2001), ch.33) - Virement de l'autorisation non budgétaire reliée à l'article 24",116862707.00,116862707.00,"","","","","","","",""
"EDC","S",999,"S0796","S0796","","","","","","","","",45610229.00,45610228.99
"ERC",1,1,"Operating/Program","Fonctionnement/Programme","","",1610094,1430085.00,1491043,1363839,1490040,1368145,1722980.00,1443436.00
"ERC",60,1,"Operating/Program","Fonctionnement/Programme",1639562.00,1445271.00,"","","","","","","",""
"ERC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",160657.00,160657.00,154521,154521.00,154130,154130,156133,156133,132988.00,132987.62
"FBCL",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",21040000,8138200.00,35281996,20119299,41781864,41781858,23583887.00,20047538.00
"FBCL",45,5,"Payments to Crown Corps","Paiement aux sociétés d'État",14338293.00,13190982.38,"","","","","","","",""
"FCAC","S",999,"Payments under section 13 of the Financial Consumer Agency of Canada Act","Paiements en vertu de l'article 13 de la Loi sur l'Agence de la consommation en matière financière du Canada",14719789.00,14719789.00,17890076,17890076.00,16272429,16272429,17426626,17426626,21517840.00,21517840.25
"FCAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",129.00,129.00,290,290.00,136,136,38,38,"",""
"FEDSO",1,1,"Operating/Program","Fonctionnement/Programme","","",27318530,26659973.00,27160948,26703067,26869850,25451659,27610896.00,27091325.00
"FEDSO",5,3,"Grants & Contributions","Subventions et Contributions","","",177631522,74386300.00,182239502,159879944,227679871,193845849,242198502.00,220105694.00
"FEDSO",50,1,"Operating/Program","Fonctionnement/Programme",28733030.00,26887683.00,"","","","","","","",""
"FEDSO",55,3,"Grants & Contributions","Subventions et Contributions",214718410.00,204169344.00,"","","","","","","",""
"FEDSO","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",3222120.00,3222120.00,3054870,3054870.00,3213095,3213095,2838104,2838104,3054111.00,3054110.49
"FEDSO","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",1258.00,1258.00,2000,2000.00,1189,1189,"","","",""
"FEDSO","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",33863.00,0.00,33545,0.00,"","","","",577.00,""
"FIN",1,1,"Operating/Program","Fonctionnement/Programme",127266005.00,122472165.00,127773512,114941036.00,109122439,97471365,112597180,107057071,134956573.00,130934636.00
"FIN",5,3,"Grants & Contributions","Subventions et Contributions",9235000.00,9210000.00,5035000,5000000.00,3035000,3027500,"","","",""
"FIN",5,9,"Other","Autre","","","","","","",1,0,1.00,0.00
"FIN",6,9,"Other","Autre","","",1,0.00,"","","","","",""
"FIN",7,9,"Other","Autre",1.00,0.00,"","","","",1,0,"",""
"FIN",8,9,"Other","Autre","","",1,0.00,"","","","","",""
"FIN",9,9,"Other","Autre","","",1,0.00,"","","","","",""
"FIN",10,9,"Other","Autre",1.00,0.00,"","",1,0,"","","",""
"FIN","S",999,"Additional Fiscal Equalization Offset Payment to Nova Scotia (Nova Scotia and Newfoundland and Labrador Additional Fiscal Equalization Offset Payments Act)","Paiement de péréquation compensatoire supplémentaire - Nouvelle-Écosse (Loi sur les paiements de péréquation compensatoires supplémentaires à la Nouvelle-Écosse et à Terre-Neuve-et-Labrador)",89461000.00,89461000.00,64481000,64481000.00,36779000,36779000,33255000,33255000,19957000.00,19957000.00
"FIN","S",999,"Additional fiscal equalization to Nova Scotia (Part I - Federal-Provincial Fiscal Arrangements Act)","Paiement de péréquation supplémentaire - Nouvelle-Écosse (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",260257000.00,260257000.00,131184000,131184000.00,88186000,88186000,10598000,10598000,16407000.00,16407000.00
"FIN","S",999,"Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)","Paiements de remplacement au titre des programmes permanents (Partie VI - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",-3459827000.00,-3459827000.00,-3466658000,-3466658000.00,-3640752000,-3640752000,-3646468000,-3646468000,-3882984000.00,-3882984000.00
"FIN","S",999,"Canada Health Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfert canadien en matière de santé (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",30282900196.00,30282900196.00,32114006363,32114006363.00,34024617855,34024617855,36057581263,36057581263,37123933953.00,37123933953.00
"FIN","S",999,"Canada Social Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)","Transfert canadien en matière de programmes sociaux (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",12215271000.00,12215271000.00,12581729000,12581729000.00,12959181000,12959181000,13347956000,13347956000,13748395000.00,13748395000.00
"FIN","S",999,"Canadian Millennium Scholarship Foundation (Budget Implementation Act, 1998)","Fondation canadienne des bourses d'études du millénaire (Loi d'exécution du budget 1998)",-10823.00,-10823.00,"","","","","","","",""
"FIN","S",999,"Canadian Securities Regulation Regime Transition Office (Canadian Securities Regulation Regime Transition Office Act)","Bureau de transition vers un régime canadien de réglementation des valeurs mobilières (Loi sur le Bureau de transition vers un régime canadien de réglementation des valeurs mobilières)",10000000.00,10000000.00,53100000,53100000.00,"","","","","",""
"FIN","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",12081486.00,12081486.00,11630383,11630383.00,11025974,11025974,10488783,10488783,10846345.00,10846344.40
"FIN","S",999,"Debt payments on behalf of poor countries to International Organizations pursuant to section 18(1) of the Economic Recovery Act","Paiements de dettes à des organisations internationales au nom des pays pauvres en vertu du paragraphe 18(1) de la Loi sur la reprise économique",51200000.00,51200000.00,51200000,51200000.00,51200000,51200000,51200000,51200000,51200000.00,51200000.00
"FIN","S",999,"Establishment of a Canadian Securities Regulation Regime and Canadian Regulatory Authority (Budget Implementation Act, 2009)","Mise sur pied d'un régime canadien et d'un organisme national de réglementation des valeurs mobilières (Loi d'exécution du budget de 2009)",55806000.00,55806000.00,169000000,169000000.00,"","","","","",""
"FIN","S",999,"Fiscal Equalization (Part I - Federal-Provincial Fiscal Arrangements Act)","Péréquation fiscale (Partie I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",16105194000.00,16105194000.00,16669278000,16669278000.00,17341310000,17341310000,17880415000,17880415000,18253657000.00,18253657000.00
"FIN","S",999,"Fiscal Stabilization (Part II — Federal-Provincial Fiscal Arrangements Act)","Stabilisation fiscale (Partie II — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","","",103400000,103400000.00,283059600,283059600,"","","",""
"FIN","S",999,"Funding for Home Care Services and Mental Health Services","Financement des services de soins à domicile et de santé mentale","","","","","","","","",300000000.00,300000000.00
"FIN","S",999,"Incentive for provinces to eliminate taxes on capital (Part IV Federal-Provincial Fiscal Arrangements Act)","Incitatif pour l'élimination des impôts provinciaux sur le capital (Partie IV — Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",1405000.00,1405000.00,95042000,95042000.00,52100000,52100000,"","","",""
"FIN","S",999,"Interest on Unmatured Debt","Intérêt sur la dette non échue",16427887249.00,16427887249.00,15351976738,15351976738.00,15101078440,15101078440,14138650586,14138650586,14228824027.00,14228824026.09
"FIN","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change",268249984.00,268249984.00,78362168,78362168.00,55377329,55377329,22752076,22752076,297323632.00,297323632.32
"FIN","S",999,"Other Interest Costs","Autres frais d'intérêts",8583878921.00,8583878921.00,8136044563,8136044563.00,7543413434,7543413434,7027348310,7027348310,6609473704.00,6609473703.96
"FIN","S",999,"Payment of liabilities previously recorded as revenue","Paiement de dettes comptabilisées antérieurement à titre de revenus",4991861.00,4991861.00,3677143,3677143.00,3013084,3013084,4658431,4658431,3927481.00,3927481.10
