"id","parent_id","name_en","name_fr","description_en","description_fr","planned_spend_pa_last_year","spend_pa_last_year","drr_spend_expl_en","drr_spend_expl_fr","planned_fte_pa_last_year","fte_pa_last_year","drr_fte_expl_en","drr_fte_expl_fr"
"P1044-0023","WDO-CJA00","Innovation Capacity Building","Constitution des capacités en matière d’innovation","Innovation Capacity Building strengthens the overall innovation system in the West through capacity building in support of commercialization of knowledge-based products, processes and services. It supports research institutions in acquiring necessary space and equipment to engage in applied research and development or in the development of highly qualified personnel; or to conduct applied research and technology development from proof of concept to validation. It also supports not-for-profit institutions to undertake pre-commercialization activities such as triage, patenting, licensing, disclosures, and bundling of technologies; or to develop and demonstrate the potential of research in pre-commercial applications in order to engage commercial partners. In addition, it supports relevant industry skills training for engineers and scientists, as well as technology skills training for non-technical professionals. Transfer payments in support of this sub-program are made under the authority of the Western Diversification Program.","Le sous-programme « Constitution des capacités en matière d’innovation » contribue à renforcer l’ensemble du système d’innovation dans l’Ouest canadien par le truchement de la constitution des capacités à l’appui de la commercialisation de produits, de processus et de services fondés sur le savoir. Il aide les instituts de recherche à se doter des locaux et de l’équipement nécessaires aux activités de recherche appliquée et de développement, de perfectionnement de personnel hautement qualifié ou de recherche appliquée et de développement technologique, de l’étape de la validation de principe à celle de la vérification. Ce sous-programme incite également les instituts sans but lucratif à mener des activités de précommercialisation telles que le triage, la délivrance de brevets et de permis, la divulgation et le regroupement de technologies ou à concevoir des recherches relatives à des applications précommerciales et à en démontrer le potentiel afin de mobiliser des partenaires commerciaux. De plus, ce sous-programme appuie la formation visant à permettre aux ingénieurs et aux scientifiques d’acquérir des compétences pertinentes pour l’industrie, ainsi que la formation sur les compétences technologiques destinée aux professionnels non spécialisés. Les paiements de transfert à l’appui de ce sous-programme sont effectués en vertu du Programme de diversification de l’économie de l’Ouest.",12599520.00,20236914.00,"Actual spending is higher than planned primarily due to more project approvals than anticipated under this sub-program following comparative analysis of all proposals received.","Les dépenses réelles sont plus élevées que prévu principalement en raison du plus grand nombre d’approbations de projets que prévu au titre de ce sous-programme à la suite d’une analyse comparative de toutes les propositions reçues.",12.00,12.00,"",""
"P1047-0009","AECB-DAI00","Uranium Mines and Mills","Mines et usines de concentration d’uranium","This sub-program regulates all phases of uranium mining and milling in Canada (including site preparation, from construction and operation to decommissioning). The licensing process follows the stages laid out in the Uranium Mines and Mills Regulations. At each licensing stage, the CNSC determines whether the licence applicant is qualified and will make adequate provisions for the health, safety and security of Canadians and the environment. Compliance activities are applied to operating and decommissioned mines and mills. These activities include facility inspections, review of licensee reports, and environmental, radiation and conventional health and safety data analysis. The stakeholders associated with this sub-program are primarily uranium mines and mills. Currently, operating uranium mines and mills are located in Saskatchewan.","Le sous-programme réglemente toutes les étapes du cycle de vie des mines et usines de concentration d’uranium au Canada (de la préparation de l’emplacement, à la construction et à l’exploitation, jusqu’au déclassement). Le processus d’autorisation emprunte les étapes décrites dans le Règlement sur les mines et les usines de concentration d’uranium. À chaque étape du processus d’autorisation, la CCSN détermine si le demandeur de permis est compétent et s’il prendra les mesures voulues pour préserver la santé, la sûreté et la sécurité des Canadiens et protéger l’environnement. Des activités de vérification de la conformité sont menées aux mines et usines de concentration d’uranium en exploitation et déclassées. Ces activités incluent l’inspection des installations, l’examen des rapports produits par les titulaires de permis et l’analyse des données relatives à l’environnement, aux rayonnements et à la santé et la sécurité classiques. Les parties intéressées visées par ce sous-programme sont surtout des titulaires de permis de mines et d’usines de concentration d’uranium. À l’heure actuelle, les mines et usines de concentration d’uranium en activité sont situées en Saskatchewan.",3171371.00,2753906.00,"Reallocation of resources across sub-programs to meet changing regulatory oversight demands in the industry sectors.","La réaffectation des ressources à l’échelle des sous-programmes vise à gérer les demandes changeantes de surveillance réglementaire au sein des secteurs de l’industrie.",19.00,16.00,"Reallocation of resources across sub-programs to meet changing regulatory oversight demands in the industry sectors.","La réaffectation des ressources à l’échelle des sous-programmes vise à gérer les demandes changeantes de surveillance réglementaire au sein des secteurs de l’industrie."
"P1047-0010","AECB-DAI00","Nuclear Processing Facilities","Installations de traitement nucléaire","This sub-program regulates all phases of nuclear processing in Canada (including site preparation, from construction and operation to decommissioning). Nuclear processing facilities process nuclear substances, either as part of the nuclear fuel cycle, or for other industrial or medical uses. The licensing process follows the stages laid out in the Class I Nuclear Facilities Regulations. At each licensing stage, the CNSC determines whether the licence applicant is qualified and has made adequate provisions for the health, safety and security of Canadians and the environment. Compliance activities are applied to operating and decommissioned processing facilities. These activities include facility inspections, review of licensee reports, and environmental, radiation and conventional health and safety data analysis. The stakeholders associated with this sub-program are primarily licensees associated with uranium refineries, uranium conversion facilities, nuclear fuel fabrication facilities, tritium light source facilities and medical radioisotope processing facilities.","Le sous-programme réglemente toutes les étapes du traitement nucléaire au Canada (de la préparation de l’emplacement, à la construction et à l’exploitation, jusqu’au déclassement). Les installations de traitement nucléaire traitent des substances nucléaires qui s’inscrivent dans le cycle du combustible nucléaire ou servent à d’autres fins industrielles ou médicales. Le processus d’autorisation emprunte les étapes énoncées dans le Règlement sur les installations nucléaires de catégorie I. À chaque étape du processus d’autorisation, la CCSN détermine si le demandeur de permis est compétent et s’il prendra les mesures voulues pour préserver la santé, la sûreté et la sécurité des Canadiens et protéger l’environnement. Des activités de vérification de la conformité sont menées aux installations de traitement nucléaire en exploitation et déclassées. Ces activités incluent l’inspection des installations, l’examen des rapports produits par les titulaires de permis et l’analyse des données relatives à l’environnement, aux rayonnements et à la santé et la sécurité classiques. Les parties intéressées visées par ce sous-programme sont surtout des titulaires de permis d’exploitation de raffineries d’uranium, d’installations de conversion de l’uranium, d’installations de fabrication de combustible nucléaire, d’installations de fabrication de sources lumineuses au tritium et d’installations de traitement des radio-isotopes médicaux.",3716224.00,2740551.00,"Reallocation of resources across sub-programs to meet changing regulatory oversight demands in the industry sectors.","La réaffectation des ressources à l’échelle des sous-programmes vise à gérer les demandes changeantes de surveillance réglementaire au sein des secteurs de l’industrie.",24.00,16.00,"Reallocation of resources across sub-programs to meet changing regulatory oversight demands in the industry sectors.","La réaffectation des ressources à l’échelle des sous-programmes vise à gérer les demandes changeantes de surveillance réglementaire au sein des secteurs de l’industrie."
"P1047-0011","AECB-DAI00","Nuclear Waste Management Facilities","Installations de gestion des déchets nucléaires","This sub-program regulates all phases of nuclear waste management facilities in Canada which process, store or dispose of nuclear waste (including site preparation, from construction and operation to decommissioning and long-term storage). Nuclear waste is defined as any material (liquid, gas or solid) that contains a radioactive nuclear substance (defined in the Nuclear Safety and Control Act) and which the owner has determined to be waste (as per regulatory policy P290, Managing Radioactive Waste). Nuclear waste management is regulated through the policies, legislation and responsible organizations set in place to govern the management of radioactive waste in Canada, and outlined in the Government of Canada’s Radioactive Waste Policy Framework. At each licensing stage, the CNSC determines whether the licence applicant is qualified and will make adequate provisions for the health, safety and security of Canadians and the environment. Compliance activities are applied to operating and decommissioned processing facilities. Compliance activities include facility inspections, review of licensee reports, and environmental, radiation and conventional health and safety data analysis. The stakeholders associated with this sub-program are primarily licensees associated with nuclear waste management facilities, categorized by the type of waste managed (low-, intermediate- or high-level radioactive waste).","Le sous-programme réglemente toutes les étapes du cycle de vie des installations de gestion des déchets nucléaires au Canada qui traitent, stockent ou évacuent les déchets nucléaires (de la préparation de l’emplacement, à la construction et à l’exploitation, jusqu’au déclassement et au stockage à long terme). Les déchets nucléaires consistent en toute matière (liquide, gazeuse ou solide) qui contient une substance nucléaire radioactive (au sens de la Loi sur la sûreté et la réglementation nucléaires) et que le propriétaire qualifie de déchet (conformément à la Politique d’application de la réglementation P-290, Gestion des déchets radioactifs). La gestion des déchets nucléaires est réglementée par les lois, politiques et organismes responsables mis en place pour en régir la gestion au Canada, et décrite dans la Politique-cadre en matière de déchets radioactifs du gouvernement du Canada. À chaque étape du processus d’autorisation, la CCSN détermine si le demandeur de permis est compétent et s’il prendra les mesures voulues pour préserver la santé, la sûreté et la sécurité des Canadiens et protéger l’environnement. Des activités de vérification de la conformité sont menées aux installations de gestion des déchets nucléaires en exploitation et déclassées. Ces activités incluent l’inspection des installations, l’examen des rapports produits par les titulaires de permis et l’analyse des données relatives à l’environnement, aux rayonnements et à la santé et la sécurité classiques. Les parties intéressées visées par ce sous-programme sont surtout des titulaires de permis d’installations de gestion des déchets nucléaires, lesquelles sont réparties en catégories selon le type de déchets gérés (déchets radioactifs de faible, de moyenne ou de haute activité).",4004288.00,5352548.00,"Reallocation of resources across sub-programs to meet changing regulatory oversight demands in the industry sectors.","La réaffectation des ressources à l’échelle des sous-programmes vise à gérer les demandes changeantes de surveillance réglementaire au sein des secteurs de l’industrie.",25.00,30.00,"Reallocation of resources across sub-programs to meet changing regulatory oversight demands in the industry sectors.","La réaffectation des ressources à l’échelle des sous-programmes vise à gérer les demandes changeantes de surveillance réglementaire au sein des secteurs de l’industrie."
"P1047-0012","AECB-DAJ00","Nuclear Power Plants","Centrales nucléaires","This sub-program regulates all the lifecycle stages for nuclear power plants in Canada (from site preparation, construction and operation, to decommissioning and abandonment, once operations are ended). Nuclear power plants generate electricity for public and industrial consumption. The CNSC’s licensing of nuclear power plants is comprehensive and covers 14 separate topics referred to as “safety and control areas.” The licensing process provides assurance that the applicant is qualified and implements appropriate provisions to assure safety and security of the facility. After a licence is issued, the CNSC stringently evaluates compliance to ensure that the license holder meets its responsibilities. In addition to having a team of onsite inspectors, CNSC staff with specific technical expertise regularly visit the plants, to verify that operators are meeting the regulatory requirements and licence conditions. The stakeholders associated with this sub-program are primarily nuclear power plant licensees: Bruce Power, Ontario Power Generation, New Brunswick Power and Hydro Quebec.","Le sous-programme réglemente toutes les étapes du cycle de vie des centrales nucléaires au Canada (de la préparation de l’emplacement, à la construction et à l’exploitation, jusqu’au déclassement et à l’abandon du site, une fois les activités terminées). Les centrales nucléaires génèrent de l’électricité destinée à la consommation publique et industrielle. Le processus de délivrance de permis de la CCSN pour les centrales nucléaires est exhaustif et couvre 14 domaines différents appelés « Domaines de sûreté et de réglementation ». Le processus d’autorisation fournit l’assurance que le demandeur est qualifié et qu’il prend les mesures voulues pour assurer la sûreté et la sécurité de l’installation. Après la délivrance d’un permis, la CCSN évalue rigoureusement la conformité pour s’assurer que le titulaire de permis respecte ses responsabilités. En plus de disposer d’une équipe d’inspecteurs sur le site, le personnel spécialisé de la CCSN visite régulièrement les installations pour vérifier si les opérateurs se conforment aux exigences réglementaires et aux conditions du permis. Les parties intéressées visées par ce sous-programme sont surtout des titulaires de permis d’exploitation de centrales nucléaires : Bruce Power, Ontario Power Generation, Société d’énergie du Nouveau Brunswick et Hydro-Québec.",36339296.00,39219624.00,"","",230.00,235.00,"",""
"P1047-0013","AECB-DAJ00","Research Reactors","Réacteurs de recherche","This sub-program regulates all the lifecycle stages for research reactors in Canada (from site preparation, construction and operation, to decommissioning and abandonment, once operations are ended). Research reactors help scientific research, conduct non-destructive testing and produce radioactive substances for medical, industrial and scientific use. The CNSC’s licensing of research reactors is comprehensive and covers 14 separate topics referred to as “safety and control areas.” The CNSC assesses licence applications to ensure that safety and control measures are technically and scientifically sound, that all requirements are met, and that the appropriate safety systems are in place to protect people and the environment. After a licence is issued, the CNSC stringently evaluates compliance. CNSC staff with specific technical expertise regularly visit the sites, to verify that operators are meeting the regulatory requirements and licence conditions. The stakeholders associated with this sub-program are primarily research reactor licensees: the National Research Universal reactor, the McMaster Nuclear Reactor, and the SLOWPOKE reactors.","Le sous-programme réglemente toutes les étapes du cycle de vie des réacteurs de recherche au Canada (de la préparation de l’emplacement, à la construction et à l’exploitation, jusqu’au déclassement et à l’abandon du site, une fois les activités terminées). Les réacteurs de recherche permettent de produire des travaux de recherche scientifique, réalisent des essais non destructifs et génèrent des substances radioactives à des fins médicales, industrielles et scientifiques. Le processus de délivrance de permis de la CCSN pour les réacteurs de recherche est exhaustif et couvre 14 domaines différents appelés « Domaines de sûreté et de réglementation ». La CCSN évalue les demandes de permis pour veiller à ce que les mesures de sûreté et de réglementation soient fiables sur les plans technique et scientifique, à ce que toutes les exigences soient respectées et à ce que des systèmes de sûreté appropriés soient en place pour protéger la population et l’environnement. Après la délivrance d’un permis, la CCSN évalue rigoureusement la conformité. Le personnel spécialisé de la CCSN visite régulièrement les sites pour vérifier si les exploitants se conforment aux exigences réglementaires et aux conditions du permis. Les parties intéressées visées par ce sous-programme sont surtout des titulaires de permis d’exploitation de réacteurs de recherche : réacteur National de Recherche Universel, réacteur nucléaire de McMaster et réacteurs SLOWPOKE.",6487365.00,7155428.00,"Reallocation of resources due to shift in regulatory oversight demands.","Retards dans la dotation et réaffectation des ressources attribuables à un changement dans les activités de surveillance réglementaire.",43.00,43.00,"",""
"P1047-0014","AECB-DAK00","Medical Sector","Secteur médical","This sub-program aims to regulate the production, possession, and use of nuclear substances, radiation devices and other prescribed equipment in Canada as it relates to the medical sector. The medical sector uses nuclear substances and nuclear energy for diagnostic and therapeutic purposes. Medical applications using radiopharmaceuticals are designed to target specific tissues and organs, delivering nuclear substances to specific areas of the body. Radiopharmaceuticals are widely used in the diagnosis of heart disease and cancer. Nuclear energy (produced by nuclear substances and particle accelerators) is used for radiation therapy, to treat various types of cancers and other diseases. Licences and certificates are issued for the safe handling and use of nuclear substances, radiation devices and other prescribed equipment in this area. Compliance activities are conducted to monitor safety and compliance with regulatory requirements.","Le sous-programme réglemente la production, la possession et l’utilisation, dans le secteur médical, de substances nucléaires, d’appareils à rayonnement et d’autre équipement réglementé au Canada. Le secteur médical utilise des substances et de l’énergie nucléaires à des fins diagnostiques et thérapeutiques. Les applications médicales faisant appel à des produits radiopharmaceutiques sont conçues pour cibler des tissus et des organes particuliers, et permettent ainsi d’administrer une substance nucléaire à des parties précises du corps. Les produits radiopharmaceutiques sont largement utilisés pour diagnostiquer des maladies du cœur et le cancer. L’énergie nucléaire produite par les substances nucléaires et les accélérateurs de particules servent en radiothérapie à traiter divers types de cancer et d’autres maladies. Des permis et certificats sont délivrés afin d’assurer la manutention et l’utilisation sécuritaires des substances nucléaires, des appareils à rayonnement et d’autre équipement réglementé dans ce domaine. Des activités de vérification sont réalisées pour surveiller la sûreté et la conformité aux exigences réglementaires.",3678728.00,3634311.00,"","",21.00,21.00,"",""
"P1047-0015","AECB-DAK00","Industrial Sector","Secteur industriel","This sub-program aims to regulate the production, possession, and use of nuclear substances, radiation devices and prescribed equipment in Canada, as it relates to the industrial sector. The industrial sector uses nuclear substances for various purposes, ranging from civil engineering work, measurement and control, to the delivery of services such as industrial radiography and oil well logging. These nuclear substances are found in radiation devices, such as fixed nuclear gauges (which monitor production processes in the pulp and paper industry), portable nuclear gauges (which measure moisture and density in soil and the compaction of asphalt in road construction) and in radiography devices (used for materials analysis).The production of several day-to-day commodities (such as smoke detectors), also requires the aid of nuclear substances, whose use is regulated by the CNSC. Licences are issued for the safe handling and use of nuclear substances, radiation devices and other prescribed equipment in this area. Compliance activities are conducted to monitor the safety and compliance with regulatory requirements.","Le sous-programme réglemente la production, la possession et l’utilisation, dans le secteur industriel, de substances nucléaires, d’appareils à rayonnement et d’autre équipement réglementé au Canada. Le secteur industriel utilise des substances nucléaires à diverses fins, notamment pour les travaux de génie civil, les activités de mesure et de contrôle, et la prestation de services comme la gammagraphie industrielle et la diagraphie des puits de pétrole. Ces substances nucléaires se trouvent dans des appareils à rayonnement, tels que les jauges nucléaires fixes, qui contrôlent les processus de fabrication dans l’industrie des pâtes et papiers; les jauges nucléaires portatives qui mesurent l’humidité et la densité des sols et le compactage de l’asphalte dans le domaine de la construction routière; les appareils de gammagraphie industrielle, qui servent à l’analyse des matériaux. La production de certains appareils à usage quotidien, tels que les détecteurs de fumée, mise aussi sur des substances nucléaires dont l’utilisation est réglementée par la CCSN. Des permis sont délivrés afin d’assurer la manutention et l’utilisation sécuritaires des substances nucléaires, des appareils à rayonnement et d’autre équipement réglementé dans ce domaine. Des activités de vérification sont réalisées pour surveiller la sûreté et la conformité aux exigences réglementaires.",6029723.00,5222924.00,"Lower than planned salary costs from lower than planned FTE utilization due to delays in planned staffing.","Les coûts salariaux sont inférieurs à ceux qui étaient prévus, puisque des retards dans la dotation prévue ont fait diminuer le nombre d’ETP utilisés.",36.00,30.00,"Delays in staffing.","Retards dans la dotation."
"P1047-0016","AECB-DAK00","Commercial Sector","Secteur commercial","This sub-program aims to regulate the production, possession, and use of nuclear substances, radiation devices and prescribed equipment in Canada, as it relates to the commercial sector. The commercial sector focuses primarily on the production and sale of nuclear substances and the third-party servicing and distribution of radiation devices and other prescribed equipment (such as particle accelerators). Nuclear substances are found in many products used to protect the health and safety of Canadians (including smoke detectors, self-lighting exit signs and security-screening equipment). Such devices may not require a licence for possession by the end-user; however, their manufacturing and initial distribution in Canada are licensed by the CNSC. Licences are issued for the safe handling and use of nuclear substances, radiation devices and other prescribed equipment in this area. Compliance activities are conducted to monitor the safety and compliance with regulatory requirements.","Le sous-programme réglemente la production, la possession et l’utilisation, dans le secteur commercial, de substances nucléaires, d’appareils à rayonnement et d’équipement réglementé au Canada. Le secteur commercial se concentre principalement sur la production et la vente de substances nucléaires et sur l’entretien et la distribution par des tiers d’appareils à rayonnement et d’autre équipement réglementé, comme les accélérateurs de particules. Des substances nucléaires sont présentes dans de nombreux produits utilisés pour protéger la santé et la sécurité des Canadiens, dont les détecteurs de fumée, les issues de secours luminescentes et l’équipement utilisé pour les contrôles de sécurité. L’utilisation de ces dispositifs par l’utilisateur final ne requiert pas de permis, cependant la CCSN doit en autoriser la fabrication et la distribution initiale au Canada. Des permis sont délivrés afin d’assurer la manutention et l’utilisation sécuritaires des substances nucléaires, des appareils à rayonnement et d’autre équipement réglementé dans ce domaine. Des activités de vérification de la conformité sont réalisées pour surveiller la sûreté et la conformité aux exigences réglementaires.",1548122.00,1333855.00,"Lower than planned salary costs from lower than planned FTE utilization due to delays in planned staffing.","Les coûts salariaux sont inférieurs à ceux qui étaient prévus, puisque des retards dans la dotation prévue ont fait diminuer le nombre d’ETP utilisés.",10.00,8.00,"Delays in staffing.","Retards dans la dotation."
"P1047-0017","AECB-DAK00","Academic and Research Sector","Secteur universitaire et de la recherche","This sub-program aims to regulate the production, possession, and use of nuclear substances, radiation devices and other prescribed equipment in Canada, as it relates to the academic and research sector. The academic and research sector focuses primarily on biological and biomedical research with open-source radioisotopes. The sector also employs research particle accelerators and research irradiators. Nuclear substances found in the academic field include those used in irradiators (which irradiate cells or samples in research laboratories. Particle accelerators are used for research in the fields of subatomic physics, materials and biomedicine and may also generate some nuclear materials for medical and research facilities. Nuclear substances are used in teaching and research laboratories for diverse activities such as gas chromatography, which analyzes environmental samples. Licences are issued for the safe handling and use of nuclear substances, radiation devices and other prescribed equipment in this area. Compliance activities are conducted to monitor the safety and compliance with regulatory requirements.","Le sous-programme réglemente la production, la possession et l’utilisation, dans le secteur universitaire et de la recherche, de substances nucléaires, d’appareils à rayonnement et d’autre équipement réglementé au Canada. Le secteur universitaire et de la recherche se concentre principalement sur les recherches biologiques et biomédicales utilisant des radio-isotopes en sources non scellées. Ce secteur emploie aussi des accélérateurs de particules à des fins de recherche et des irradiateurs de recherche. Il a recours, par exemple, aux substances nucléaires dans les irradiateurs utilisés pour irradier des cellules ou des échantillons dans les laboratoires de recherche. Les accélérateurs de particules servent aux travaux de recherche dans les domaines de la physique subatomique, des matériaux et de la biomédecine. Ils peuvent aussi générer des substances nucléaires utilisées dans les installations médicales et de recherche. Les substances nucléaires sont utilisées dans l’enseignement et dans les laboratoires de recherche pour mener diverses activités, telles que la chromatographie en phase gazeuse, et pour analyser des échantillons environnementaux. Des permis sont délivrés afin d’assurer la manutention et l’utilisation sécuritaires des substances nucléaires, des appareils à rayonnement et d’autre équipement réglementé dans ce domaine. Des activités de vérification de la conformité sont réalisées pour surveiller la sûreté et la conformité aux exigences réglementaires.",1319028.00,1125138.00,"Lower than planned salary costs from lower than planned FTE utilization due to delays in planned staffing.","Les coûts salariaux sont inférieurs à ceux qui étaient prévus, puisque des retards dans la dotation prévue ont fait diminuer le nombre d’ETP utilisés.",7.00,6.00,"Delays in staffing.","Retards dans la dotation."
"P1047-0018","AECB-DAK00","Packaging and Transport","Emballage et transport","This sub-program aims to regulate the packaging and transport of nuclear substances in Canada. The CNSC’s packaging and transport regulations are based on international transport regulations published by the International Atomic Energy Agency (IAEA), ensuring a high level of safety of persons and to the environment. The CNSC certifies package designs requiring competent authority approval in Canada and worldwide, and requires the registration of those packages prior to their use in Canada, as a way of ensuring the safe packaging and transport of nuclear substances. Other regulatory requirements (such as labeling, documentation, quality assurance program and radiation protection program for carriers) exist to further strengthen transport safety. The CNSC issues transport licences for specific circumstances, however transport activities are generally exempt from CNSC licensing. Compliance activities are conducted to monitor the safety and compliance with regulatory requirements.","Ce sous-programme réglemente l’emballage et le transport des substances nucléaires au Canada. Le Règlement sur l’emballage et le transport des substances nucléaires de la CCSN se fonde sur le Règlement de transport des matières radioactives de l’AIEA, et assure un niveau élevé de sécurité pour les personnes et l’environnement. La CCSN homologue les conceptions de colis qui nécessitent l’approbation d’une autorité compétente au Canada et dans le monde, et exige l’enregistrement de l’usage réservé à ces colis avant qu’ils ne soient utilisés au Canada, de sorte que l’emballage et le transport des substances nucléaires soient sécuritaires. D’autres exigences réglementaires, notamment sur l’étiquetage, la documentation, le programme d’assurance de la qualité et le programme de radioprotection des transporteurs, rendent le transport encore plus sécuritaire. La CCSN délivre des permis de transport dans des circonstances particulières, mais elle n’a généralement pas à autoriser les activités de transport. Des activités de vérification sont réalisées pour surveiller la sûreté et la conformité aux exigences réglementaires.",2102576.00,1991582.00,"","",13.00,12.00,"",""
"P1047-0019","AECB-DAL00","Domestic and International Arrangements","Accords nationaux et internationaux","This sub-program aims to establish and maintain domestic and international arrangements in collaboration with other organizations within Canada and abroad to implement measures of control and international obligations to which Canada has agreed. The CNSC negotiates administrative arrangements with domestic and international organizations to align regulatory systems and processes, to comply with and maintain international commitments, and to implement measures pursuant to Canada’s nuclear non-proliferation policy. These measures include bilateral nuclear cooperation agreements with Canada’s nuclear trading partners. The CNSC is also responsible for the administration and implementation of the nuclear security programs, and other supporting nuclear security requirements and guidance related to domestic and international activities.","Le sous-programme vise à établir et à tenir à jour des accords nationaux et internationaux de collaboration avec d’autres organismes du Canada et de l’étranger, afin de mettre en œuvre les mesures de contrôle et les obligations internationales que le Canada a convenu de respecter. La CCSN négocie des ententes administratives avec des organismes nationaux et internationaux, afin d’harmoniser les régimes et les processus de réglementation, de se conformer aux engagements internationaux et de les maintenir, et de mettre en œuvre des mesures découlant de la politique canadienne de non-prolifération nucléaire. Ces mesures incluent des accords de coopération nucléaire (ACN) bilatéraux avec les partenaires commerciaux du Canada dans le domaine nucléaire. De plus, la CCSN est chargée d’administrer et de mettre en œuvre des programmes de sécurité nucléaire et d’autres exigences et orientations relatives à la sécurité nucléaire en ce qui concerne les activités nationales et internationales.",1297004.00,1086037.00,"Reallocation of resources due to shift in regulatory oversight demands and a review of activities subject to cost recovery.","Retards dans la dotation et réaffectation des ressources attribuables à un changement dans les activités de surveillance réglementaire et à l’examen des activités assujetties au recouvrement des coûts.",7.00,6.00,"Delays in staffing and reallocation of resources due to shift in regulatory oversight activities and a review of activities subject to cost recovery.","Retards dans la dotation et réaffectation des ressources attribuables à un changement dans les activités de surveillance réglementaire et à l’examen des activités assujetties au recouvrement des coûts."
"P1047-0020","AECB-DAL00","Safeguards","Garanties","This sub-program activity area aims to maintain the IAEA’s broader conclusion for Canada, by ensuring that Canada’s obligations under the Canada-IAEA Safeguards Agreement and Additional Protocol are met. The broader conclusion is an annual statement by the IAEA that over a given year there was no diversion of declared nuclear material, and no indication of undeclared nuclear material or nuclear activity. The Safeguards Agreement (1972) and the Additional Protocol (2000) are treaty-level instruments between the Government of Canada and the IAEA requiring Canada to accept and facilitate IAEA safeguards on all nuclear material and certain specific nuclear activities. The signing of the Safeguards Agreement with the IAEA was required by the Treaty on the Non-Proliferation of Nuclear Weapons, while the Additional Protocol is a voluntary safeguards-strengthening instrument signed by nearly all major nuclear states. The CNSC maintains the IAEA broader conclusion for Canada - achieved annually since 2005 - to provide assurances to Canadians and the international community of the absence of undeclared nuclear materials and activities in Canada. The attainment of the broader safeguards conclusion was the prerequisite for the introduction of an “integrated safeguards” regime in Canada, which allows the IAEA to adjust its technical objectives for Canada, increasing the efficiency of the national overall inspection effort without undermining effective safeguards implementation. This, in turn, allows the IAEA to dedicate resources to areas of greater proliferation concern.","Le sous-programme vise à maintenir la conclusion élargie de l’AIEA au sujet du Canada, en veillant à ce que le Canada honore les obligations que lui confèrent l’Accord relatif aux garanties et le Protocole additionnel qu’il a conclus avec l’AIEA. La conclusion élargie est une déclaration annuelle de l’AIEA selon laquelle, au cours d’une année donnée, aucune matière nucléaire déclarée n’a été détournée, et rien d’indique la présence de matières ou d’activités nucléaires non déclarées. L’Accord relatif aux garanties (1972) et le Protocole additionnel (2000) sont des instruments à valeur de traité convenus entre le gouvernement du Canada et l’AIEA, et ils exigent du Canada qu’il accepte et applique les garanties de l’AIEA à toutes les matières nucléaires et à certaines activités nucléaires. La signature de l’Accord relatif aux garanties avec l’AIEA était prescrite par le Traité sur la non-prolifération des armes nucléaires, tandis que le Protocole additionnel constitue un instrument facultatif de renforcement des garanties que presque tous les grands états producteurs d’énergie nucléaire ont signé. Chaque année, depuis 2005, la CCSN maintient la conclusion élargie de l’AIEA pour le Canada, de façon à fournir aux Canadiens et à la communauté internationale l’assurance qu’il n’existe pas de matières ou d’activités nucléaires non déclarées au Canada. L’atteinte de la conclusion élargie en matière de garanties était nécessaire pour l’introduction d’un régime de « garanties intégrées » au Canada, qui permet à l’AIEA d’ajuster ses objectifs techniques pour le Canada, et d’accroître l’efficacité de l’effort global d’inspection au Canada sans nuire à la mise en œuvre de garanties efficaces. Cela permet en retour à l’AIEA d’affecter ses ressources à des domaines où la prolifération est plus préoccupante.",1454598.00,863344.00,"Reallocation of resources due to shift in regulatory oversight demands and a review of activities subject to cost recovery.","Retards dans la dotation et réaffectation des ressources attribuables à un changement dans les activités de surveillance réglementaire et à l’examen des activités assujetties au recouvrement des coûts.",7.00,5.00,"Delays in staffing and reallocation of resources due to shift in regulatory oversight activities and a review of activities subject to cost recovery.","Retards dans la dotation et réaffectation des ressources attribuables à un changement dans les activités de surveillance réglementaire et à l’examen des activités assujetties au recouvrement des coûts."
